,USM,USM,USM,USM,USM,USM,USM,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,13.38626230818205,36.05310865891179,0.0,0.0,0.0,0.0,0.0,1.3618787296961081,0.0,0.0,0.0,0.0,0.0,7.120096964680001,2.387635169884309,0.0,0.0,0.0,0.0,0.0,2.230136602255943,14.652709152507718,0.0,0.0,0.0,0.0,0.0,22.647835460025416,6.463847073175008,0.0,0.0,0.0,0.0,0.0,1.9091426451634894,51.92551452984287,0.0,0.0,0.0,0.0,0.0,37.98169191596475,108.1816356167456,0.0,0.0,0.0,0.0,0.0,54.72809140675286,50.40312043591658,0.0,0.0,0.0,0.0,0.0,31.22702344413808,62.399262848905146,0.0,0.0,0.0,0.0,0.0,34.91478371042242,34.94484159291624,0.0,0.0,0.0,0.0,0.0,26.246358147297943,256.0016374642104,0.0,0.0,0.0,0.0,0.0,53.84327315768618,138.92374430504117,0.0,0.0,0.0,0.0,0.0,85.32683575308681,15.043577339072803,0.0,0.0,0.0,0.0,0.0,11.156386474506874,67.13051466180804,0.0,0.0,0.0,0.0,0.0,94.97027472069499,44.6528212402407,0.0,0.0,0.0,0.0,0.0,48.50562776295027,78.32824497547912,0.0,0.0,0.0,0.0,0.0,61.29645822493974,158.36066136627204,0.0,0.0,0.0,0.0,0.0,50.597193769230124
10,47.2784919894925,31.8346606001347,0.0,0.0,0.0,0.0,0.0,36.003870667344124,0.0,0.0,0.0,0.0,0.0,0.14647656140338094,8.814890945462219,0.0,0.0,0.0,0.0,0.0,2.1922077185363587,7.407531333068139,0.0,0.0,0.0,0.0,0.0,7.720906367615541,4.69145403129172,0.0,0.0,0.0,0.0,0.0,5.481937482730518,53.11093772665254,0.0,0.0,0.0,0.0,0.0,11.386560360627811,94.01497893948297,0.0,0.0,0.0,0.0,0.0,10.55308610988864,21.950753580375917,0.0,0.0,0.0,0.0,0.0,23.50234502419618,74.46012428890337,0.0,0.0,0.0,0.0,0.0,68.255506717341,96.4539367271395,0.0,0.0,0.0,0.0,0.0,18.37761447415573,207.21241584657528,0.0,0.0,0.0,0.0,0.0,128.6813334178336,109.01677955488917,0.0,0.0,0.0,0.0,0.0,60.15855438691008,20.860254072374467,0.0,0.0,0.0,0.0,0.0,14.878360915141474,77.34067407655233,0.0,0.0,0.0,0.0,0.0,45.010655443519845,124.70344799325775,0.0,0.0,0.0,0.0,0.0,69.11372449278556,214.85662759411608,0.0,0.0,0.0,0.0,0.0,24.701797888184256,291.9858601763883,0.0,0.0,0.0,0.0,0.0,40.09561299113801
11,26.5587258257366,32.45623390212128,0.0,0.0,0.0,0.0,0.0,0.9199842585411971,0.0,0.0,0.0,0.0,0.0,4.41229398314077,2.7653796787283937,0.0,0.0,0.0,0.0,0.0,3.73542076190599,7.622987836920704,0.0,0.0,0.0,0.0,0.0,5.254862469090442,1.9342195965029902,0.0,0.0,0.0,0.0,0.0,3.5343891612760623,52.74412787089294,0.0,0.0,0.0,0.0,0.0,2.863792064791646,76.8892822574105,0.0,0.0,0.0,0.0,0.0,16.851325761602013,23.162401032465706,0.0,0.0,0.0,0.0,0.0,23.27457273803315,57.44782592358032,0.0,0.0,0.0,0.0,0.0,32.26573743420158,35.577242093985255,0.0,0.0,0.0,0.0,0.0,35.807627933567154,186.16415965663856,0.0,0.0,0.0,0.0,0.0,115.48209603686632,93.25593370723988,0.0,0.0,0.0,0.0,0.0,66.54392766513472,13.096811099589422,0.0,0.0,0.0,0.0,0.0,17.232721860224046,71.74170416233225,0.0,0.0,0.0,0.0,0.0,26.86576016734084,53.386183146941995,0.0,0.0,0.0,0.0,0.0,113.96816837869652,69.16476917213646,0.0,0.0,0.0,0.0,0.0,37.58884835919185,165.8160087576758,0.0,0.0,0.0,0.0,0.0,280.45386868508916
12,40.99784902308716,29.66591575230098,0.0,0.0,0.0,0.0,0.0,8.796842412870342,0.0,0.0,0.0,0.0,0.0,2.749326396531719,4.770960603097707,0.0,0.0,0.0,0.0,0.0,3.186942245462803,23.411088471737244,0.0,0.0,0.0,0.0,0.0,2.327191734961514,2.1808364493524985,0.0,0.0,0.0,0.0,0.0,4.483322566005795,142.22423724617343,0.0,0.0,0.0,0.0,0.0,2.170737794630957,51.76361014856274,0.0,0.0,0.0,0.0,0.0,414.6416639384245,38.1372252130992,0.0,0.0,0.0,0.0,0.0,13.380693798466401,122.67847738611488,0.0,0.0,0.0,0.0,0.0,34.04301864266993,43.90190763621523,0.0,0.0,0.0,0.0,0.0,48.25208437086529,242.99935737938478,0.0,0.0,0.0,0.0,0.0,26.66850753221703,105.57910330639453,0.0,0.0,0.0,0.0,0.0,84.05921293932207,20.537411618113353,0.0,0.0,0.0,0.0,0.0,12.055269533013085,63.33282971670669,0.0,0.0,0.0,0.0,0.0,41.322496774180905,34.38216464534296,0.0,0.0,0.0,0.0,0.0,37.94006768492098,43.88205649019092,0.0,0.0,0.0,0.0,0.0,3.8383768428228366,138.31346196462053,0.0,0.0,0.0,0.0,0.0,119.16234749142319
13,13.070544567843893,73.15552559671794,0.0,0.0,0.0,0.0,0.0,2.2487579978097143,0.0,0.0,0.0,0.0,0.0,5.266038247031402,3.8095585603617024,0.0,0.0,0.0,0.0,0.0,8.196895385512343,24.607821096495698,0.0,0.0,0.0,0.0,0.0,4.10687453243097,1.3370209736614111,0.0,0.0,0.0,0.0,0.0,2.293775525634236,107.7916584166238,0.0,0.0,0.0,0.0,0.0,17.947403806845887,326.0407757252215,0.0,0.0,0.0,0.0,0.0,16.171604389534743,100.75128848313571,0.0,0.0,0.0,0.0,0.0,25.00838098882966,79.22595795024868,0.0,0.0,0.0,0.0,0.0,47.87707982924373,56.00696670946729,0.0,0.0,0.0,0.0,0.0,31.12951651416675,248.52036472095415,0.0,0.0,0.0,0.0,0.0,39.09654321526087,89.44544228823881,0.0,0.0,0.0,0.0,0.0,28.953345838732336,12.03417118641966,0.0,0.0,0.0,0.0,0.0,2.0035874377871123,130.14114778507317,0.0,0.0,0.0,0.0,0.0,46.95475951120369,191.05095071566828,0.0,0.0,0.0,0.0,0.0,54.676427485939946,272.6664007339797,0.0,0.0,0.0,0.0,0.0,43.215447347549144,281.97288282504104,0.0,0.0,0.0,0.0,0.0,52.82212953957862
14,15.859710532384916,43.687932551271764,0.0,0.0,0.0,0.0,0.0,1.0638817702278742,0.0,0.0,0.0,0.0,0.0,4.463848304159178,11.650143955601786,0.0,0.0,0.0,0.0,0.0,5.075420842031851,7.748622231906286,0.0,0.0,0.0,0.0,0.0,1.7794052157803761,1.3296709634482866,0.0,0.0,0.0,0.0,0.0,1.4214624509337739,69.1065922399072,0.0,0.0,0.0,0.0,0.0,4.9739137284627395,52.27124544147918,0.0,0.0,0.0,0.0,0.0,0.16356136533926918,22.24335474894126,0.0,0.0,0.0,0.0,0.0,5.976670570580886,73.26438161901761,0.0,0.0,0.0,0.0,0.0,16.302451257439934,34.40367111284525,0.0,0.0,0.0,0.0,0.0,34.973545803627815,307.29829859808814,0.0,0.0,0.0,0.0,0.0,35.547227438581935,132.90669225886586,0.0,0.0,0.0,0.0,0.0,26.833305291708683,12.976020326878057,0.0,0.0,0.0,0.0,0.0,2.503338353106853,71.18887191248174,0.0,0.0,0.0,0.0,0.0,38.40619409559763,59.07087575265907,0.0,0.0,0.0,0.0,0.0,26.614013147965327,60.561991645724426,0.0,0.0,0.0,0.0,0.0,23.613830693349737,118.50388711718169,0.0,0.0,0.0,0.0,0.0,58.493038923780645
15,43.97536497529465,42.30172531166387,0.0,0.0,0.0,0.0,0.0,1.6374112343452651,0.0,0.0,0.0,0.0,0.0,2.608384563338714,7.712186240727154,0.0,0.0,0.0,0.0,0.0,6.966994542111756,20.26127322454729,0.0,0.0,0.0,0.0,0.0,7.304036586565529,3.5716538537613243,0.0,0.0,0.0,0.0,0.0,1.2261334461453512,66.57403444798054,0.0,0.0,0.0,0.0,0.0,2.24139723086371,54.19870200124433,0.0,0.0,0.0,0.0,0.0,24.608055219856578,23.264584170933297,0.0,0.0,0.0,0.0,0.0,42.04295139324175,83.20114000035099,0.0,0.0,0.0,0.0,0.0,16.870735967492244,35.3796429232631,0.0,0.0,0.0,0.0,0.0,19.915817673873313,268.01239671046744,0.0,0.0,0.0,0.0,0.0,191.2634376906668,112.5372657132643,0.0,0.0,0.0,0.0,0.0,21.151664199856214,27.74113779931036,0.0,0.0,0.0,0.0,0.0,10.200842379542221,81.037862360844,0.0,0.0,0.0,0.0,0.0,8.970641768357185,51.88555742751866,0.0,0.0,0.0,0.0,0.0,115.21033308916674,33.649055410334995,0.0,0.0,0.0,0.0,0.0,37.03160047165335,129.1801610381207,0.0,0.0,0.0,0.0,0.0,51.09426769351089
16,38.43427616132323,41.43873014148004,0.0,0.0,0.0,0.0,0.0,1.1556698869743978,0.0,0.0,0.0,0.0,0.0,3.1294669507380006,11.784156576365987,0.0,0.0,0.0,0.0,0.0,43.49557646065624,7.954945967359994,0.0,0.0,0.0,0.0,0.0,1.9041935960937515,1.8231727681684644,0.0,0.0,0.0,0.0,0.0,6.1729196163118605,56.44498272570968,0.0,0.0,0.0,0.0,0.0,14.62571126442821,53.17053841742988,0.0,0.0,0.0,0.0,0.0,42.70998460077528,35.54238855469053,0.0,0.0,0.0,0.0,0.0,25.29765787508679,84.100089417021,0.0,0.0,0.0,0.0,0.0,11.846380921448853,30.71455151252352,0.0,0.0,0.0,0.0,0.0,28.877251108478127,156.79184047867776,0.0,0.0,0.0,0.0,0.0,28.270321363861658,86.23365915549655,0.0,0.0,0.0,0.0,0.0,33.5589636945891,14.861758422854049,0.0,0.0,0.0,0.0,0.0,6.0982719267290175,76.37261756281124,0.0,0.0,0.0,0.0,0.0,29.584235473121677,68.34553267766611,0.0,0.0,0.0,0.0,0.0,120.42666177822558,64.80303101393594,0.0,0.0,0.0,0.0,0.0,43.76786820318821,113.2775395033722,0.0,0.0,0.0,0.0,0.0,19.33140879780631
17,32.09370102357835,38.64333205352785,0.0,0.0,0.0,0.0,0.0,9.209265747232642,0.0,0.0,0.0,0.0,0.0,1.559434600113871,9.11466207621128,0.0,0.0,0.0,0.0,0.0,0.6812151160316166,7.562887372677686,0.0,0.0,0.0,0.0,0.0,7.320278329242638,16.04300924633552,0.0,0.0,0.0,0.0,0.0,39.46039352602922,51.38073958029304,0.0,0.0,0.0,0.0,0.0,3.885525801282429,42.70080845759908,0.0,0.0,0.0,0.0,0.0,5.229263468651093,23.77818687253398,0.0,0.0,0.0,0.0,0.0,44.97218937945787,108.98961338178302,0.0,0.0,0.0,0.0,0.0,9.403144455092056,48.06535604924034,0.0,0.0,0.0,0.0,0.0,45.83001364566583,246.84197742044103,0.0,0.0,0.0,0.0,0.0,44.915576142251126,87.33531787057777,0.0,0.0,0.0,0.0,0.0,28.580418033930357,19.599563022967324,0.0,0.0,0.0,0.0,0.0,22.563091234953035,58.51020515822493,0.0,0.0,0.0,0.0,0.0,7.514543000579072,82.18288933603631,0.0,0.0,0.0,0.0,0.0,305.2873225862882,53.70561913614491,0.0,0.0,0.0,0.0,0.0,108.26818191264024,130.06683740833688,0.0,0.0,0.0,0.0,0.0,100.06497273197664
18,6.778759520097585,83.29048477231443,0.0,0.0,0.0,0.0,0.0,1.0991089690832505,0.0,0.0,0.0,0.0,0.0,4.671209582822749,11.842278701998685,0.0,0.0,0.0,0.0,0.0,9.651050032114474,15.356116742152054,0.0,0.0,0.0,0.0,0.0,26.788496456598388,29.33528390214636,0.0,0.0,0.0,0.0,0.0,1.5767606798144989,89.1312282670349,0.0,0.0,0.0,0.0,0.0,10.380132013538407,154.90142466655408,0.0,0.0,0.0,0.0,0.0,6.214451583505303,117.31146251011056,0.0,0.0,0.0,0.0,0.0,112.99744132961968,99.27882303363053,0.0,0.0,0.0,0.0,0.0,48.067633249757726,235.94934985243006,0.0,0.0,0.0,0.0,0.0,69.06508381221717,203.78713151680543,0.0,0.0,0.0,0.0,0.0,17.618742436405324,195.03671569694842,0.0,0.0,0.0,0.0,0.0,25.814810128605895,23.769294295638225,0.0,0.0,0.0,0.0,0.0,7.635833317897559,180.19404866224482,0.0,0.0,0.0,0.0,0.0,13.60081321608209,211.73388901064112,0.0,0.0,0.0,0.0,0.0,112.51389778445431,398.74914142457027,0.0,0.0,0.0,0.0,0.0,25.33571521929465,310.1100327619971,0.0,0.0,0.0,0.0,0.0,111.73356252074747
