,USM,USM,USM,USM,USM,USM,USM,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,351.8373011133646,193.07352866623057,0.0,0.0,0.0,0.0,0.0,3.2295786580080796,0.0,0.0,0.0,0.0,0.0,11.337661828495206,17.369704015271775,0.0,0.0,0.0,0.0,0.0,23.361818444893313,28.188280589826444,0.0,0.0,0.0,0.0,0.0,47.01990016950013,36.55916845910481,0.0,0.0,0.0,0.0,0.0,7.4152314662734415,271.7710713998699,0.0,0.0,0.0,0.0,0.0,129.24683211909272,443.53644719225525,0.0,0.0,0.0,0.0,0.0,67.75472993734097,354.37777596844734,0.0,0.0,0.0,0.0,0.0,310.6900685121353,616.2438886916651,0.0,0.0,0.0,0.0,0.0,617.6974566988796,595.5457174502105,0.0,0.0,0.0,0.0,0.0,1033.2847439876975,457.87297523206826,0.0,0.0,0.0,0.0,0.0,665.4178237547169,664.7949587891433,0.0,0.0,0.0,0.0,0.0,463.269080715464,64.3695810424193,0.0,0.0,0.0,0.0,0.0,155.59167975073044,244.5097577819619,0.0,0.0,0.0,0.0,0.0,253.62795742269523,1300.0701218829768,0.0,0.0,0.0,0.0,0.0,2133.927120952637,1819.908165349288,0.0,0.0,0.0,0.0,0.0,2615.8880791413008,1603.9214764784076,0.0,0.0,0.0,0.0,0.0,1736.055602389486
1,124.82669506714608,104.05547486614314,0.0,0.0,0.0,0.0,0.0,10.529480753037932,0.0,0.0,0.0,0.0,0.0,28.99251536575782,9.205509034374298,0.0,0.0,0.0,0.0,0.0,17.68850036889568,23.317254239906745,0.0,0.0,0.0,0.0,0.0,29.216869951623003,5.526563775828819,0.0,0.0,0.0,0.0,0.0,31.364458356802754,161.5873299836306,0.0,0.0,0.0,0.0,0.0,48.15823692181899,149.5123359794934,0.0,0.0,0.0,0.0,0.0,454.75155313157785,179.8046830538807,0.0,0.0,0.0,0.0,0.0,365.17266129717564,399.7862148318896,0.0,0.0,0.0,0.0,0.0,433.60248430470847,126.4545042093429,0.0,0.0,0.0,0.0,0.0,288.6592409138977,241.89181170862767,0.0,0.0,0.0,0.0,0.0,95.39072683550204,203.72588590608188,0.0,0.0,0.0,0.0,0.0,168.58996744747913,22.14452275048302,0.0,0.0,0.0,0.0,0.0,30.757815329324437,111.74223009505116,0.0,0.0,0.0,0.0,0.0,92.285067120855,608.2784431723468,0.0,0.0,0.0,0.0,0.0,779.1761680679957,596.8737879911728,0.0,0.0,0.0,0.0,0.0,891.2833118219851,198.4122266016253,0.0,0.0,0.0,0.0,0.0,446.7214017328871
2,35.68624664536451,92.84907282923693,0.0,0.0,0.0,0.0,0.0,7.5350567696810655,0.0,0.0,0.0,0.0,0.0,6.351696890965907,6.4726520264124785,0.0,0.0,0.0,0.0,0.0,7.692623663377104,13.551630448992201,0.0,0.0,0.0,0.0,0.0,21.097599522255177,3.570769762067655,0.0,0.0,0.0,0.0,0.0,4.136230661742164,85.5476877571559,0.0,0.0,0.0,0.0,0.0,8.190942385559268,119.68455801398947,0.0,0.0,0.0,0.0,0.0,162.67196402495802,103.66742185538737,0.0,0.0,0.0,0.0,0.0,84.28352269557155,179.08894051884266,0.0,0.0,0.0,0.0,0.0,277.34945464861437,75.60753330743115,0.0,0.0,0.0,0.0,0.0,46.298107049560315,264.54539646333836,0.0,0.0,0.0,0.0,0.0,75.85532069943213,185.7789212786599,0.0,0.0,0.0,0.0,0.0,74.99416905402946,60.48419989691763,0.0,0.0,0.0,0.0,0.0,2.561470475314882,100.25534033306289,0.0,0.0,0.0,0.0,0.0,8.476835806932014,303.5317268303778,0.0,0.0,0.0,0.0,0.0,207.0858778685381,214.69734948213232,0.0,0.0,0.0,0.0,0.0,348.40589233957513,332.9678933817264,0.0,0.0,0.0,0.0,0.0,180.00571991916016
3,114.41603427482228,56.823585166410446,0.0,0.0,0.0,0.0,0.0,7.660325804769041,0.0,0.0,0.0,0.0,0.0,2.933422492818826,3.0266115779688487,0.0,0.0,0.0,0.0,0.0,3.164792298453923,10.998668310649514,0.0,0.0,0.0,0.0,0.0,8.615383679405937,4.15944588514478,0.0,0.0,0.0,0.0,0.0,3.341106635264824,67.1686533764947,0.0,0.0,0.0,0.0,0.0,14.955140914258461,87.47465303219829,0.0,0.0,0.0,0.0,0.0,233.85349665092,74.67684976354347,0.0,0.0,0.0,0.0,0.0,72.95107629632088,117.30524832120417,0.0,0.0,0.0,0.0,0.0,198.13518015993563,55.619824834448494,0.0,0.0,0.0,0.0,0.0,45.303363232485495,262.8368933749434,0.0,0.0,0.0,0.0,0.0,166.1239989679271,179.6869542679231,0.0,0.0,0.0,0.0,0.0,96.41829605197725,40.8570203601409,0.0,0.0,0.0,0.0,0.0,3.4350286374545087,83.07313843803638,0.0,0.0,0.0,0.0,0.0,108.13261624917702,182.03651871775622,0.0,0.0,0.0,0.0,0.0,194.782023920491,105.45469409126216,0.0,0.0,0.0,0.0,0.0,62.5373288453901,195.6370783379702,0.0,0.0,0.0,0.0,0.0,196.41588124648223
4,51.35000127185004,50.80289419920168,0.0,0.0,0.0,0.0,0.0,2.903152281761789,0.0,0.0,0.0,0.0,0.0,1.2827892214515444,1.8774808787704211,0.0,0.0,0.0,0.0,0.0,8.142941400020685,12.26743103902578,0.0,0.0,0.0,0.0,0.0,2.4094843052042143,3.9697002590594592,0.0,0.0,0.0,0.0,0.0,4.201829054070936,60.497947438451014,0.0,0.0,0.0,0.0,0.0,40.10220545469274,78.31921374523645,0.0,0.0,0.0,0.0,0.0,14.363357358095973,92.05850918913315,0.0,0.0,0.0,0.0,0.0,98.69758645878082,71.00013848059315,0.0,0.0,0.0,0.0,0.0,98.18828374135092,62.083813727765445,0.0,0.0,0.0,0.0,0.0,72.36938416245403,284.776494392553,0.0,0.0,0.0,0.0,0.0,236.4886976330931,185.17217558293743,0.0,0.0,0.0,0.0,0.0,18.171765269424412,22.28295618974714,0.0,0.0,0.0,0.0,0.0,48.868297051666076,72.11803925676601,0.0,0.0,0.0,0.0,0.0,77.13186391569845,129.18898697315126,0.0,0.0,0.0,0.0,0.0,46.38052248474,72.650004704033,0.0,0.0,0.0,0.0,0.0,115.94289809568495,184.31120730400184,0.0,0.0,0.0,0.0,0.0,75.15386990544653
5,37.91231808352751,44.66859360901163,0.0,0.0,0.0,0.0,0.0,2.399743479574074,0.0,0.0,0.0,0.0,0.0,5.995513100237066,2.558216636267074,0.0,0.0,0.0,0.0,0.0,2.851878766988426,13.087958060062725,0.0,0.0,0.0,0.0,0.0,9.57876368238021,3.542021088095283,0.0,0.0,0.0,0.0,0.0,3.1516913321991593,59.05492949447213,0.0,0.0,0.0,0.0,0.0,69.2967964417785,53.653982269245404,0.0,0.0,0.0,0.0,0.0,209.56950254992526,46.39612229202406,0.0,0.0,0.0,0.0,0.0,99.72207940959127,65.13196917825773,0.0,0.0,0.0,0.0,0.0,61.79188016404387,54.22328874701138,0.0,0.0,0.0,0.0,0.0,33.511983619863464,314.8053870649418,0.0,0.0,0.0,0.0,0.0,158.2194315870181,181.75679528118616,0.0,0.0,0.0,0.0,0.0,38.823351974312445,20.69847101370259,0.0,0.0,0.0,0.0,0.0,7.455010686585029,58.86857893706397,0.0,0.0,0.0,0.0,0.0,29.725188486230227,118.77690265425686,0.0,0.0,0.0,0.0,0.0,124.27213504758784,66.09057349533417,0.0,0.0,0.0,0.0,0.0,36.83395534203325,170.78632854718373,0.0,0.0,0.0,0.0,0.0,72.84790949989383
6,47.474961224909066,27.507048760668354,0.0,0.0,0.0,0.0,0.0,2.5080783061651504,0.0,0.0,0.0,0.0,0.0,11.675160821582637,3.737309247444081,0.0,0.0,0.0,0.0,0.0,2.936619685106364,10.086426247756252,0.0,0.0,0.0,0.0,0.0,7.54649847970898,9.562693114632207,0.0,0.0,0.0,0.0,0.0,8.374030851272463,51.84340738176144,0.0,0.0,0.0,0.0,0.0,58.077752014408844,42.66057443672995,0.0,0.0,0.0,0.0,0.0,133.1633297669555,45.45923119555661,0.0,0.0,0.0,0.0,0.0,93.42349321622439,72.46392087171715,0.0,0.0,0.0,0.0,0.0,67.4832252293755,66.29129011445386,0.0,0.0,0.0,0.0,0.0,40.171688103458166,289.2123473480307,0.0,0.0,0.0,0.0,0.0,211.22889860060775,184.53928860925282,0.0,0.0,0.0,0.0,0.0,33.97516342691753,19.0760204793025,0.0,0.0,0.0,0.0,0.0,0.11297437929373193,61.10416185694234,0.0,0.0,0.0,0.0,0.0,43.05873390278705,100.5314892628866,0.0,0.0,0.0,0.0,0.0,164.40956137111948,56.6688443131311,0.0,0.0,0.0,0.0,0.0,43.26928061392911,191.95296784682586,0.0,0.0,0.0,0.0,0.0,32.094797606474565
7,49.02848981188255,33.17343587817223,0.0,0.0,0.0,0.0,0.0,2.499664373043846,0.0,0.0,0.0,0.0,0.0,0.8811617090879317,3.6508187312127833,0.0,0.0,0.0,0.0,0.0,2.3735193905212695,8.634644970158938,0.0,0.0,0.0,0.0,0.0,15.997869090591015,3.8683103225069964,0.0,0.0,0.0,0.0,0.0,4.088566228243705,54.411277086096824,0.0,0.0,0.0,0.0,0.0,19.20449664612901,52.89165904618793,0.0,0.0,0.0,0.0,0.0,31.488886304898546,40.23715390522162,0.0,0.0,0.0,0.0,0.0,59.396089404231105,61.6740023515198,0.0,0.0,0.0,0.0,0.0,59.97107547582157,67.03838746643876,0.0,0.0,0.0,0.0,0.0,56.981293651128794,265.12122530620644,0.0,0.0,0.0,0.0,0.0,135.15249203889985,145.0808180103349,0.0,0.0,0.0,0.0,0.0,59.88662742735312,17.07751009240203,0.0,0.0,0.0,0.0,0.0,2.883297162409963,60.81718722761964,0.0,0.0,0.0,0.0,0.0,94.00116333621004,101.13556097809045,0.0,0.0,0.0,0.0,0.0,159.9004413895196,112.8136219420036,0.0,0.0,0.0,0.0,0.0,30.303043175653812,208.7360496330411,0.0,0.0,0.0,0.0,0.0,72.16581441764748
8,13.805466962526985,31.694721156203162,0.0,0.0,0.0,0.0,0.0,3.1195073225296124,0.0,0.0,0.0,0.0,0.0,2.4166507923904113,7.566226182035783,0.0,0.0,0.0,0.0,0.0,3.4138317280897823,11.786604910076143,0.0,0.0,0.0,0.0,0.0,13.239975242494427,6.16949848501378,0.0,0.0,0.0,0.0,0.0,6.4908360717354885,54.620297447517295,0.0,0.0,0.0,0.0,0.0,42.724040544492404,46.39992786051885,0.0,0.0,0.0,0.0,0.0,140.67440673330796,39.999955110055595,0.0,0.0,0.0,0.0,0.0,59.37921846457712,75.06759244363913,0.0,0.0,0.0,0.0,0.0,54.83593518567457,51.793257317605374,0.0,0.0,0.0,0.0,0.0,95.53038566001584,319.3287492051878,0.0,0.0,0.0,0.0,0.0,55.63457310269672,141.06178792212523,0.0,0.0,0.0,0.0,0.0,51.68150385780555,31.120451047830386,0.0,0.0,0.0,0.0,0.0,10.141581562758962,57.804160916051636,0.0,0.0,0.0,0.0,0.0,48.3553888797914,92.59892870082903,0.0,0.0,0.0,0.0,0.0,75.41891570780177,42.85491884365383,0.0,0.0,0.0,0.0,0.0,40.380554347493245,193.98668675519235,0.0,0.0,0.0,0.0,0.0,133.91229898900608
