,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
9,157.73657813106604,17.53438211493651,0.0,0.0,0.0,0.0,0.0,1.4785833866278792,0.0,0.0,0.0,0.0,0.0,7.1905762403629865,1.9768216850489384,0.0,0.0,0.0,0.0,0.0,0.31800106030097935,0.9011374720825401,0.0,0.0,0.0,0.0,0.0,1.5243876511287093,0.42120397238815005,0.0,0.0,0.0,0.0,0.0,3.001685571565987,6.379156787873684,0.0,0.0,0.0,0.0,0.0,5.861162956938025,8.966073167046646,0.0,0.0,0.0,0.0,0.0,2.909814506652345,7.340368950596133,0.0,0.0,0.0,0.0,0.0,60.806394766027296,11.680894696525737,0.0,0.0,0.0,0.0,0.0,92.97035172464334,6.741397222970693,0.0,0.0,0.0,0.0,0.0,116.03950732554095,73.80706273834161,0.0,0.0,0.0,0.0,0.0,236.3935239042818,6.924141058530269,0.0,0.0,0.0,0.0,0.0,19.164757652754552,10.46706499527569,0.0,0.0,0.0,0.0,0.0,7.633591702070966,9.95055349524206,0.0,0.0,0.0,0.0,0.0,56.78707120639785,11.171192227875133,0.0,0.0,0.0,0.0,0.0,129.89523925371287,32.79553861039399,0.0,0.0,0.0,0.0,0.0,149.7195893986158,5.910033391592933,0.0,0.0,0.0,0.0,0.0,20.69216912752566
10,49.33977164898784,16.246372435754708,0.0,0.0,0.0,0.0,0.0,0.2899233861635312,0.0,0.0,0.0,0.0,0.0,8.735269929264588,1.2270382670694893,0.0,0.0,0.0,0.0,0.0,19.223163215597822,1.3843030869836233,0.0,0.0,0.0,0.0,0.0,3.21162532245864,0.3985744978961384,0.0,0.0,0.0,0.0,0.0,2.148367352644708,7.126436305602539,0.0,0.0,0.0,0.0,0.0,0.9197103570531258,17.81353008176706,0.0,0.0,0.0,0.0,0.0,16.249424536375628,9.728920126268832,0.0,0.0,0.0,0.0,0.0,39.05564791173415,10.659076637127162,0.0,0.0,0.0,0.0,0.0,106.30931544957978,6.886409093277151,0.0,0.0,0.0,0.0,0.0,51.74599045826872,89.5783681667435,0.0,0.0,0.0,0.0,0.0,62.723591713154036,2.4382973149355323,0.0,0.0,0.0,0.0,0.0,21.68546334857111,8.991179266180279,0.0,0.0,0.0,0.0,0.0,2.1461188755745217,13.477700884690444,0.0,0.0,0.0,0.0,0.0,236.6333597289751,6.255882092020094,0.0,0.0,0.0,0.0,0.0,52.145758826007764,30.63033912208589,0.0,0.0,0.0,0.0,0.0,78.60806941338242,5.734467499580699,0.0,0.0,0.0,0.0,0.0,21.98020802936751
11,107.03147492029848,21.92236387872711,0.0,0.0,0.0,0.0,0.0,3.544223690256487,0.0,0.0,0.0,0.0,0.0,34.80784551116272,0.4109805985141309,0.0,0.0,0.0,0.0,0.0,6.298530739793356,1.2719321167737252,0.0,0.0,0.0,0.0,0.0,1.6880089039612713,1.7077853155473335,0.0,0.0,0.0,0.0,0.0,4.517749950974505,7.4476039242475816,0.0,0.0,0.0,0.0,0.0,26.214096353472126,3.460107615056432,0.0,0.0,0.0,0.0,0.0,16.535744052148875,12.768178469009165,0.0,0.0,0.0,0.0,0.0,54.96257057593823,18.039346510441714,0.0,0.0,0.0,0.0,0.0,76.84607135592483,10.615253821778397,0.0,0.0,0.0,0.0,0.0,29.5212004120783,68.3840353654343,0.0,0.0,0.0,0.0,0.0,66.36602979393074,2.647264933441777,0.0,0.0,0.0,0.0,0.0,16.91740984469317,30.768535074196105,0.0,0.0,0.0,0.0,0.0,7.193579421276354,55.96563238435954,0.0,0.0,0.0,0.0,0.0,73.1757797694408,39.26654859772623,0.0,0.0,0.0,0.0,0.0,95.34070759000423,95.01216618555699,0.0,0.0,0.0,0.0,0.0,53.24764965322755,7.714385383667879,0.0,0.0,0.0,0.0,0.0,44.12248195830322
12,56.73259515847395,17.409409806214274,0.0,0.0,0.0,0.0,0.0,0.8711832669956213,0.0,0.0,0.0,0.0,0.0,34.35639874931747,1.8533003284180316,0.0,0.0,0.0,0.0,0.0,5.051755990452294,3.1747410009647203,0.0,0.0,0.0,0.0,0.0,3.306291666296164,0.8132917039695038,0.0,0.0,0.0,0.0,0.0,34.1700655234285,10.289482060494871,0.0,0.0,0.0,0.0,0.0,23.982098781283106,10.357162005264618,0.0,0.0,0.0,0.0,0.0,120.63540399493425,3.4841048694020964,0.0,0.0,0.0,0.0,0.0,114.93022299690492,14.131751713414511,0.0,0.0,0.0,0.0,0.0,58.32181028602125,6.659080093538883,0.0,0.0,0.0,0.0,0.0,48.556584145443765,45.40150791204783,0.0,0.0,0.0,0.0,0.0,65.78996767521453,5.789291274850063,0.0,0.0,0.0,0.0,0.0,3.776198348184245,16.972103572194044,0.0,0.0,0.0,0.0,0.0,21.738159860762156,32.24998879153534,0.0,0.0,0.0,0.0,0.0,36.93554708085763,13.493198788849629,0.0,0.0,0.0,0.0,0.0,20.80114728469012,23.02249151826131,0.0,0.0,0.0,0.0,0.0,172.23130266087742,8.826786577541059,0.0,0.0,0.0,0.0,0.0,54.06380887237643
13,55.575942573510396,10.981338573093382,0.0,0.0,0.0,0.0,0.0,4.835550261158287,0.0,0.0,0.0,0.0,0.0,36.45508289465132,0.5409873595745682,0.0,0.0,0.0,0.0,0.0,2.5898446723210937,1.1162852081058994,0.0,0.0,0.0,0.0,0.0,5.3884997143351825,0.5921931001393352,0.0,0.0,0.0,0.0,0.0,3.3755616671707913,7.181637943707353,0.0,0.0,0.0,0.0,0.0,5.3314994826572715,7.091486155254135,0.0,0.0,0.0,0.0,0.0,147.94750143380026,11.999925994695802,0.0,0.0,0.0,0.0,0.0,41.59231999325562,9.106368897995376,0.0,0.0,0.0,0.0,0.0,31.78406868395441,5.387305485732168,0.0,0.0,0.0,0.0,0.0,36.64372394367976,53.929407621530984,0.0,0.0,0.0,0.0,0.0,121.26874670064404,2.9277156994726585,0.0,0.0,0.0,0.0,0.0,17.398729808720162,12.451171578227639,0.0,0.0,0.0,0.0,0.0,114.88260666086428,8.848153488934177,0.0,0.0,0.0,0.0,0.0,75.8725152958747,10.00379567288758,0.0,0.0,0.0,0.0,0.0,53.124247749006216,22.59650850847831,0.0,0.0,0.0,0.0,0.0,92.82055621689372,8.514190774976793,0.0,0.0,0.0,0.0,0.0,38.65286684650037
14,76.87029159836817,13.45704951613354,0.0,0.0,0.0,0.0,0.0,0.4666519514000866,0.0,0.0,0.0,0.0,0.0,8.827038866726305,1.2589220144549098,0.0,0.0,0.0,0.0,0.0,0.8556994763578875,1.2869404417566832,0.0,0.0,0.0,0.0,0.0,8.356766587273135,0.7723947144067117,0.0,0.0,0.0,0.0,0.0,7.233380680285023,7.844643942164277,0.0,0.0,0.0,0.0,0.0,1.9842129076411865,4.56217489684952,0.0,0.0,0.0,0.0,0.0,13.698311389973043,4.795018782383153,0.0,0.0,0.0,0.0,0.0,32.266120162164555,9.679282991618376,0.0,0.0,0.0,0.0,0.0,31.231427568555027,5.415972542198836,0.0,0.0,0.0,0.0,0.0,94.07012276597223,38.21304357342409,0.0,0.0,0.0,0.0,0.0,37.16707766962642,3.7299121857071507,0.0,0.0,0.0,0.0,0.0,32.83681136521286,8.745843400004953,0.0,0.0,0.0,0.0,0.0,12.137050192866404,6.126166817481885,0.0,0.0,0.0,0.0,0.0,120.09690912427016,8.316397555906816,0.0,0.0,0.0,0.0,0.0,8.337646179110038,18.17896236091671,0.0,0.0,0.0,0.0,0.0,58.94781993720152,5.997868901501978,0.0,0.0,0.0,0.0,0.0,26.099663772207656
15,78.11841105617079,8.529888293297784,0.0,0.0,0.0,0.0,0.0,0.41497131027686485,0.0,0.0,0.0,0.0,0.0,9.021555213489135,0.5387588219718005,0.0,0.0,0.0,0.0,0.0,1.5392045999692554,0.9402364167696088,0.0,0.0,0.0,0.0,0.0,11.761134351130154,1.4422815913617284,0.0,0.0,0.0,0.0,0.0,0.652945469417994,8.619402078431976,0.0,0.0,0.0,0.0,0.0,1.622177790226955,8.358014355311429,0.0,0.0,0.0,0.0,0.0,8.31269313658198,6.144606924985355,0.0,0.0,0.0,0.0,0.0,19.37464686416889,9.360432898721426,0.0,0.0,0.0,0.0,0.0,27.97480593258615,5.623593671615723,0.0,0.0,0.0,0.0,0.0,40.57415874597984,24.639778440143267,0.0,0.0,0.0,0.0,0.0,21.709849146282366,12.569157457248444,0.0,0.0,0.0,0.0,0.0,4.117111332513034,10.526706608054704,0.0,0.0,0.0,0.0,0.0,21.69277344563182,12.062329851599923,0.0,0.0,0.0,0.0,0.0,90.37667467694418,8.414873866532563,0.0,0.0,0.0,0.0,0.0,173.74141060772052,20.41182117470502,0.0,0.0,0.0,0.0,0.0,20.42741039012559,5.8699735530560195,0.0,0.0,0.0,0.0,0.0,8.775207962659202
16,23.546209343984827,6.899823080021379,0.0,0.0,0.0,0.0,0.0,0.518116298559585,0.0,0.0,0.0,0.0,0.0,13.231691197632806,0.29212005950983316,0.0,0.0,0.0,0.0,0.0,13.21923174753988,1.1333354600697119,0.0,0.0,0.0,0.0,0.0,2.2036029250024987,0.4189339856286113,0.0,0.0,0.0,0.0,0.0,10.437026075133259,7.943700303835165,0.0,0.0,0.0,0.0,0.0,8.52895272356751,26.801825525866704,0.0,0.0,0.0,0.0,0.0,0.2966633321349534,10.564480768726952,0.0,0.0,0.0,0.0,0.0,49.07167110791546,17.193607790584277,0.0,0.0,0.0,0.0,0.0,9.648123049651335,24.515424663700717,0.0,0.0,0.0,0.0,0.0,24.915917521400438,23.98455719803087,0.0,0.0,0.0,0.0,0.0,8.911672451382044,2.574852226740135,0.0,0.0,0.0,0.0,0.0,23.123671118798505,11.878412892894747,0.0,0.0,0.0,0.0,0.0,31.517501895240642,14.24077829848486,0.0,0.0,0.0,0.0,0.0,18.767052309755826,5.591028395587673,0.0,0.0,0.0,0.0,0.0,26.881655695767556,26.29913765041109,0.0,0.0,0.0,0.0,0.0,98.75389988167449,7.563424715408242,0.0,0.0,0.0,0.0,0.0,35.50404799892557
17,1.6269616414814037,6.111179686665004,0.0,0.0,0.0,0.0,0.0,0.4453021562561166,0.0,0.0,0.0,0.0,0.0,0.9993688838290268,0.31278724771923155,0.0,0.0,0.0,0.0,0.0,1.0293852339973524,1.4347674879894674,0.0,0.0,0.0,0.0,0.0,11.612106572264054,0.6018078423895329,0.0,0.0,0.0,0.0,0.0,1.3080041397479594,7.706581682021745,0.0,0.0,0.0,0.0,0.0,11.507166790568451,33.414617923658106,0.0,0.0,0.0,0.0,0.0,27.70183155743133,17.581811311016544,0.0,0.0,0.0,0.0,0.0,39.07382090702784,11.049710378396531,0.0,0.0,0.0,0.0,0.0,30.05840869434752,5.08382239373664,0.0,0.0,0.0,0.0,0.0,112.5102357356094,29.630503870355767,0.0,0.0,0.0,0.0,0.0,27.916271131395476,1.6156975946335526,0.0,0.0,0.0,0.0,0.0,10.874983252203622,10.556955125576854,0.0,0.0,0.0,0.0,0.0,10.89352897994501,11.65173264983722,0.0,0.0,0.0,0.0,0.0,178.64451276428645,21.957001037192676,0.0,0.0,0.0,0.0,0.0,20.482888494167227,58.33892494313918,0.0,0.0,0.0,0.0,0.0,65.32124971183751,6.443275252556927,0.0,0.0,0.0,0.0,0.0,28.334851055651484
18,26.107853025375558,6.5704464249034995,0.0,0.0,0.0,0.0,0.0,0.29681846975795034,0.0,0.0,0.0,0.0,0.0,8.814118247879856,0.266290527704674,0.0,0.0,0.0,0.0,0.0,3.8512998472870805,1.6848923540638876,0.0,0.0,0.0,0.0,0.0,8.565022028434424,0.519162726495882,0.0,0.0,0.0,0.0,0.0,4.694434168008738,7.548016499600186,0.0,0.0,0.0,0.0,0.0,19.7503574193402,21.283998927080575,0.0,0.0,0.0,0.0,0.0,3.763484875142047,16.169171562963008,0.0,0.0,0.0,0.0,0.0,43.956567828260795,11.403521354102221,0.0,0.0,0.0,0.0,0.0,14.943651535623646,4.566103147765562,0.0,0.0,0.0,0.0,0.0,47.21979745834359,32.96429993306768,0.0,0.0,0.0,0.0,0.0,43.78151130950522,4.065504832878981,0.0,0.0,0.0,0.0,0.0,17.49002065077218,10.982559013533347,0.0,0.0,0.0,0.0,0.0,109.79866417681701,10.27814912943065,0.0,0.0,0.0,0.0,0.0,10.07137548008511,10.424857825913636,0.0,0.0,0.0,0.0,0.0,70.48943583444593,23.947918935977235,0.0,0.0,0.0,0.0,0.0,40.25529670798156,5.707269498237324,0.0,0.0,0.0,0.0,0.0,35.77136607666339
