,DUP16p11_2,DUP16p11_2,DUP16p11_2,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6963190442198319,0.04952512926259479,42.857142857142854,0.04342689298513323,60.629921259842526,0.692684489134098,0.04419410543898989,53.72340425531915,0.6839947459759229,0.043403177318844896,67.74193548387096,0.6163328126199107,0.08142144849256375,47.05882352941176,0.6925726035228366,0.08705422910035367,37.5,0.6921675639071663,0.058046830808989536,33.33333333333333,0.6930488676388036,0.0691641366023185,70.0,0.6979117017972389,0.09852887379857313,71.42857142857143,0.8151795969961014
1,0.6953763791518313,0.04953711093851188,42.857142857142854,0.04355992287271125,60.629921259842526,0.6964585850136685,0.04424080172090789,53.72340425531915,0.6921691883314606,0.044619092126200265,67.74193548387096,0.6898540045787959,0.0813227429336564,52.94117647058824,0.6940662267796368,0.08664569245585398,50.0,0.7024417496844162,0.05775908747889525,58.333333333333336,0.6913797209057632,0.06940313455451862,30.0,0.6906307752456207,0.09878811401120584,71.42857142857143,0.6953675063759832
2,0.6930682813492908,0.049530232184768555,42.857142857142854,0.04367192368071192,40.15748031496063,0.6931408791776127,0.0442461173635056,46.27659574468085,0.6921168021263426,0.04461056481488432,67.74193548387096,0.6904609658332532,0.08141433308577799,52.94117647058824,0.6931188018825124,0.086812020296365,37.5,0.694593465011466,0.058673486819697813,33.33333333333333,0.7020198403228755,0.06746936122078775,70.0,0.7916879058329425,0.09904935116826409,42.857142857142854,0.6927335479207536
3,0.6926603035042469,0.04951900990954351,42.857142857142854,0.04350979933594525,60.629921259842526,0.6910219912517821,0.0442318001981158,53.72340425531915,0.6944009489995002,0.039619381360464785,67.74193548387096,0.6243408164445013,0.08168962619805527,52.94117647058824,0.6927524299550843,0.08708688712970625,37.5,0.6907653167741254,0.057869770447798695,33.33333333333333,0.6947072039139672,0.06946801507845674,30.0,0.6925773418454901,0.0993091975424364,28.57142857142857,0.6931216049847774
4,0.6928252066001201,0.04950473863700116,50.0,0.04330622659414847,60.629921259842526,0.703248247170825,0.04421829094143635,53.72340425531915,0.6994409068931181,0.036875814823663595,67.74193548387096,0.6914607346778314,0.08146132802991861,52.94117647058824,0.6922005662611992,0.08710624768256321,37.5,0.6895404849046117,0.05795160496029917,33.33333333333333,0.6899597366143047,0.17678321596019028,30.0,0.5812147926314257,0.09938608726314146,28.57142857142857,0.6931421346085798
5,0.6930595922483451,0.04949946677138256,57.14285714285714,0.04340832883540746,60.629921259842526,0.696870450564694,0.04421439389264999,53.72340425531915,0.6939026071913809,0.044151430381796454,67.74193548387096,0.6885898546926785,0.0815191232357433,52.94117647058824,0.6931115885871707,0.08711770178094173,37.5,0.6946671926193407,0.05785768962067762,33.33333333333333,0.6972258299827453,0.06940625944534101,30.0,0.6919384989007393,0.0991067304561549,28.57142857142857,0.6934953872781868
6,0.6944990101505558,0.049489023201187886,57.14285714285714,0.04349930975800912,66.92913385826772,0.6981960016776994,0.04424178108557951,49.46808510638298,0.6926833191282605,0.042190861123736816,67.74193548387096,0.7422416098258796,0.08155746868381694,47.05882352941176,0.6928503052300545,0.08717616077561134,37.5,0.6982387236562384,0.05946635660059874,33.33333333333333,0.7003068512853683,0.0691443483962196,50.0,0.7165507199606472,0.14279112361500995,28.57142857142857,0.6815281305394318
7,0.6930010007111159,0.04951302425005246,42.857142857142854,0.04310588074236144,60.629921259842526,0.6911650878025775,0.04425484814519488,46.27659574468085,0.6871549262801943,0.04802802859251419,67.74193548387096,0.4455171946540574,0.08165039434888716,52.94117647058824,0.6935004659921187,0.0877926881391384,37.5,0.6897406983443268,0.09666121946965443,33.33333333333333,0.6906394842713152,0.09518158406949823,30.0,0.8128183300799207,0.09909169414381089,28.57142857142857,0.6936757547835328
8,0.7483285704291456,0.04951820579268367,42.857142857142854,0.04352699899031657,60.629921259842526,0.5135082348974008,0.044253318741185495,46.808510638297875,0.6918279622960141,0.03318935653774422,67.74193548387096,0.4402533540906742,0.08099258964357824,52.94117647058824,0.6927318069180944,0.08728290699846604,37.5,0.6885802782211959,0.05799034834411438,33.33333333333333,0.6918284975474165,0.06902799606711245,70.0,0.6908714063230298,0.09968098376923808,28.57142857142857,0.6928803001416999
