,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.7268963712353588,0.6932671397597695,50.0,0.2222222222222222,0.6666666865348816,0.5,1.0,0.7648319466023423,36.36363636363637,0.2833333333333333,0.0,0.0,0.0,0.8962166485311744,0.7159804783593455,45.45454545454545,0.03125,0.5833333432674408,0.4166666716337204,1.0,0.6826106952042983,0.6931294616526454,50.0,0.5,0.6573426723480225,0.5,1.0,0.6927962973979384,0.6933564892960079,50.0,0.5,0.6666666865348816,0.5,1.0,0.6813318172206485,0.691554758413762,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6683670031063068,0.6928311512062715,100.0,1.0,1.0,1.0,1.0,0.7064985634904488,0.6781879119399237,60.0,0.6666666666666666,0.0,0.0,0.0,0.698385217590937,0.7141436946985913,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.693412219988843,0.6925874631387452,44.44444444444444,0.53125,0.0,0.0,0.0,0.6930994427389237,0.6928493782628458,52.63157894736842,0.65,0.0,0.0,0.0,0.6935686440664922,0.7927576912758676,40.0,0.59375,0.0,0.0,0.0,0.6769990605087616,0.6922779456538444,60.0,0.65625,0.8333333432674408,0.75,1.0,0.6938730581695031
1,0.6878834718460406,0.6932925772493684,50.0,0.4444444444444444,0.6666666865348816,0.5,1.0,0.62756198497787,63.63636363636363,0.8333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6666294848000208,0.6932080394714617,54.54545454545454,0.5333333333333333,0.0,0.0,0.0,0.6820639283026569,0.7030514602815945,50.0,0.6333333333333333,0.6573426723480225,0.5,1.0,0.6641488063476435,0.6931955088267369,37.5,0.5,0.444444477558136,0.4000000059604645,0.5,0.7084781489774183,0.6902164444308296,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6925059372442158,0.6929925320929675,57.14285714285714,1.0,0.5714285969734192,0.4000000059604645,1.0,0.6924479448250274,0.6791257029367058,60.0,0.26666666666666666,0.0,0.0,0.0,0.7567560985175966,0.6930003245346058,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.7839450674991955,0.692973169531701,55.55555555555556,0.625,0.8333333432674408,0.75,1.0,0.7177393622144433,0.6929287086485785,52.63157894736842,0.6180555555555555,0.0,0.0,0.0,0.6926839817804616,0.6932111169613224,40.0,0.5625,0.0,0.0,0.0,0.6989788108654308,0.6737502494995367,60.0,0.4,0.7179487347602844,0.5625,1.0,0.7595500362271644
2,0.7004845555320556,0.7287700845376435,50.0,0.3333333333333333,0.6666666865348816,0.5,1.0,0.8563493692362028,36.36363636363637,0.16666666666666666,0.0,0.0,0.0,0.6290481596323746,0.7207619365414445,54.54545454545454,0.0625,0.0,0.0,0.0,0.7575104499025926,0.7133326619843681,50.0,0.375,0.0,0.0,0.0,0.6413168678359288,0.6928933253199324,50.0,0.6875,0.0,0.0,0.0,0.6933823442681589,0.6903620023740267,62.5,0.4,0.7692307829856873,0.625,1.0,0.7121317205100264,0.6909998094592292,71.42857142857143,0.4,0.0,0.0,0.0,0.6895793716798811,0.686131663524382,60.0,0.3333333333333333,0.3333333432674408,0.5,0.25,0.6646120703354459,0.6932199966180524,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.6937210502599672,0.6709175143617042,55.55555555555556,0.55,0.38461539149284363,0.3125,0.5,0.7415157258976581,0.6929480380308505,52.63157894736842,0.38611111111111107,0.0,0.0,0.0,0.6921591968660241,0.6758857717237483,60.0,0.6,0.7179487347602844,0.5625,1.0,0.7587689428682695,0.6722291192379852,60.0,0.9333333333333333,0.7179487347602844,0.5625,1.0,0.760706846221922
3,0.6872775330433916,0.6936642996358565,50.0,0.2222222222222222,0.6666666865348816,0.5,1.0,0.6340966151827324,63.63636363636363,0.8333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.4898118753462222,0.6931182810124714,54.54545454545454,0.34375,0.0,0.0,0.0,0.7141202814785188,0.6998506220060874,50.0,0.40625,0.34285713732242584,0.6666666716337204,0.25,0.694093958324467,0.6929576661319987,50.0,0.5625,0.0,0.0,0.0,0.6894049416342425,0.6807860618790778,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6932615891546476,0.6631688628327905,71.42857142857143,1.0,0.6666666865348816,0.5,1.0,0.7672416487806275,0.71841807702684,60.0,0.46875,0.0,0.0,0.0,0.5802054746986328,0.6930826699595057,57.14285714285714,0.25,0.0,0.0,0.0,0.6937794131312355,0.6928583948683236,55.55555555555556,0.625,0.8333333432674408,0.75,1.0,0.705999757585716,0.6933335901402287,47.368421052631575,0.37777777777777777,0.6048951148986816,0.4444444477558136,1.0,0.695497389894252,0.6849432984009904,60.0,0.59375,0.8333333432674408,0.75,1.0,0.6936165805723806,0.6921089434744861,60.0,0.6666666666666667,0.4285714328289032,0.375,0.5,0.6728452889545311
4,0.6303983939652857,0.7279203413499772,50.0,0.0,0.6666666865348816,0.5,1.0,0.6570109777771933,63.63636363636363,0.8333333333333333,0.6785714328289032,0.5416666716337204,1.0,0.5871665203950432,0.7535723116983956,9.090909090909092,0.06666666666666667,0.111111119389534,0.0833333358168602,0.1666666716337204,0.702435706560828,0.6953834997225434,50.0,0.5,0.1428571492433548,0.25,0.10000000149011612,0.7358573936675669,0.6930992356634691,50.0,0.5,0.0,0.0,0.0,0.693408443706672,0.6793638462762339,62.5,0.4,0.7692307829856873,0.625,1.0,0.6682522380994487,0.6506919572622138,71.42857142857143,1.0,0.0,0.0,0.0,0.6706451816875396,0.67942549482468,60.0,0.53125,0.0,0.0,0.0,0.6071947384523199,0.6956686840477303,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6930195357010339,0.7284351156307988,44.44444444444444,0.41666666666666663,0.0,0.0,0.0,0.6308265803304475,0.6869221242530752,47.368421052631575,0.6597222222222222,0.5888888835906982,0.4761904776096344,0.8333333333333334,0.8114971401727974,0.6930015192584398,60.0,0.8333333333333333,0.6666666567325592,1.0,0.6000000014901161,0.7881580727053259,0.6482540841867132,60.0,0.9333333333333333,0.7179487347602844,0.5625,1.0,0.5625424122686622
5,0.6919698556825484,0.6932051878890494,50.0,0.4444444444444444,0.4000000059604645,0.5,0.3333333432674408,0.6288164200570829,63.63636363636363,0.7666666666666666,0.7846153974533081,0.6458333432674408,1.0,1.2822462544643363,0.7322076252100224,54.54545454545454,0.375,0.0,0.0,0.0,0.6527058141309485,0.6913920004581579,56.25,0.6,0.6893939673900604,0.5446428656578064,1.0,0.6384399919712391,0.6930119002788515,50.0,0.75,0.0,0.0,0.0,0.6936660909761051,0.670363166730751,62.5,0.6,0.7692307829856873,0.625,1.0,0.6568426960626075,0.5341675700490683,71.42857142857143,1.0,0.0,0.0,0.0,0.7474028786049407,0.6982756077204624,60.0,0.7333333333333334,0.75,0.7000000029802322,0.8333333432674408,0.6668584571484827,0.7118981569933697,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.7329092796379127,0.6929424308382066,55.55555555555556,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.8254238307418678,0.6916319622444278,47.368421052631575,0.8055555555555555,0.6564102669556936,0.5138888955116272,1.0,0.7045355701865236,0.6755249250414673,60.0,0.4,0.7179487347602844,0.5625,1.0,0.6535789296584091,0.6424632841724011,60.0,0.75,0.8333333432674408,0.75,1.0,0.4501846762066759
6,0.37038714058492705,0.7479411365709773,50.0,0.5555555555555556,0.0,0.0,0.0,0.6920500157375635,63.63636363636363,0.55,0.7846153974533081,0.6458333432674408,1.0,0.6925729151961874,0.8517228318922466,54.54545454545454,0.65,0.0,0.0,0.0,1.0995835787107864,0.7099988551613969,50.0,0.7333333333333334,0.6573426723480225,0.5,1.0,0.6796341618000212,0.6594684481638224,50.0,0.625,0.0,0.0,0.0,0.7881198950547489,0.6492443482299944,62.5,0.8,0.7692307829856873,0.625,1.0,0.7403689576677446,0.7232358046720583,42.857142857142854,1.0,0.5,0.3333333432674408,1.0,0.73119997158691,0.6934319706041998,50.0,0.7666666666666666,0.6333333253860474,0.4642857164144516,1.0,0.6948231950838376,0.6855919331167808,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.7045728070726961,0.693505437582552,44.44444444444444,0.45,0.1666666567325592,0.5,0.10000000149011612,0.6935610303345044,0.6976946199410398,47.368421052631575,0.5444444444444444,0.5777777930100759,0.4444444576899211,0.8888888955116272,0.6872959442386096,1.5189052709790682,60.0,0.26666666666666666,0.7179487347602844,0.5625,1.0,0.5375126275722357,0.6375422810041151,50.0,0.5,0.27272728085517883,0.30000001192092896,0.25,0.7922564173061927
7,0.6959861330178123,0.6934442939838054,50.0,0.1111111111111111,0.6666666865348816,0.5,1.0,0.6663184601855647,63.63636363636363,0.5625,0.8333333432674408,0.75,1.0,0.5776278932702658,0.8104377825643916,27.27272727272727,0.09375,0.0,0.0,0.0,0.2775444445740581,0.7095425112613938,50.0,0.6000000000000001,0.6333333253860474,0.5000000149011612,0.9000000059604645,0.7294531053285257,0.6930633001551251,50.0,0.5625,0.0,0.0,0.0,0.6930109137507205,0.6654245002562458,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6824360797697989,0.5019856068442462,71.42857142857143,1.0,0.0,0.0,0.0,0.5220185511678519,0.6747702985291413,60.0,0.53125,0.0,0.0,0.0,0.6945046497003103,0.7075954538416328,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.6841480806242209,0.6928456765719515,44.44444444444444,0.65625,0.30000001192092896,0.25,0.375,0.692773536980519,0.6881171157813706,52.63157894736842,0.6666666666666666,0.13333333532015482,0.16666666666666666,0.11111111442248027,0.7078913288434915,0.6766013697635691,70.0,0.8,0.7500000298023224,0.6071428656578064,1.0,0.7176204688758331,0.6579767426733957,60.0,0.9,0.7179487347602844,0.5625,1.0,0.6274293827726081
8,0.6951265558870994,0.6982081011302516,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,0.6693885949957115,63.63636363636363,0.41666666666666663,0.7846153974533081,0.6458333432674408,1.0,0.5726605746468999,0.8150504041100336,54.54545454545454,0.06666666666666667,0.0,0.0,0.0,0.5249263544789929,0.735534010830841,50.0,0.5666666666666667,0.6573426723480225,0.5,1.0,0.6967256501168351,0.6820509838601116,50.0,0.375,0.0,0.0,0.0,0.6852574377143107,0.6248308717107767,62.5,0.8,0.7692307829856873,0.625,1.0,0.7155404383671061,0.49412982073173006,71.42857142857143,0.9,0.0,0.0,0.0,0.32282234962303596,0.7166282478179309,60.0,0.375,0.0,0.0,0.0,0.7270589009212539,0.7231740748310268,28.57142857142857,0.3333333333333333,0.2857142686843872,0.25,0.3333333432674408,0.6897535065784147,0.6905663044540398,44.44444444444444,0.5,0.0,0.0,0.0,0.693192992903614,0.7527266926023967,42.10526315789473,0.7083333333333334,0.5707070628801981,0.420634925365448,0.9166666666666666,0.6641018654699317,0.6464317917670279,60.0,0.9,0.7179487347602844,0.5625,1.0,0.5518447858272316,0.6162027493486377,60.0,0.65625,0.8333333432674408,0.75,1.0,0.33183247764233337
