,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.6929381825516777,0.6858989092814262,50.0,0.5555555555555556,0.6666666865348816,0.5,1.0,0.69454306672433,36.36363636363637,0.23333333333333334,0.3928571492433548,0.5,0.3500000014901161,0.5827397853922275,1.1952596500168797,45.45454545454545,0.0625,0.5833333432674408,0.4166666716337204,1.0,0.45542489315820534,0.6991918054482638,50.0,0.4666666666666667,0.6333333253860474,0.5000000149011612,0.9000000059604645,0.6786852543824655,0.868655670932233,50.0,0.375,0.0,0.0,0.0,0.629191425280973,0.7428665923159825,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.7496312228388621,0.4808392471568738,71.42857142857143,1.0,0.0,0.0,0.0,0.6904138361524264,0.813011367082904,60.0,0.5,0.0,0.0,0.0,0.4324901990732442,1.6619831555689102,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.6782559759009059,0.6940131888618795,44.44444444444444,0.45,0.0,0.0,0.0,0.6965074718652842,0.8428421946869724,57.89473684210527,0.6152777777777777,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.28429983550688503,0.5772838966613364,60.0,0.6666666666666667,0.4285714328289032,0.375,0.5,0.528750945516089,0.7595549145222273,60.0,0.9333333333333333,0.7179487347602844,0.5625,1.0,1.4778357061935288
10,0.6793232410263825,0.6922530924895124,50.0,0.5555555555555556,0.6666666865348816,0.5,1.0,0.754361535840109,63.63636363636363,0.3333333333333333,0.6785714328289032,0.5416666716337204,1.0,0.8100131621293873,0.77571296899932,45.45454545454545,0.41666666666666663,0.0,0.0,0.0,0.3055239062027938,0.6853146525227374,56.25,0.5,0.6727272570133209,0.5476190596818924,0.875,0.6726762947297809,0.6800738739393128,50.0,0.5625,0.0,0.0,0.0,0.6976321545628718,0.620439261041399,62.5,0.8666666666666667,0.6666666865348816,0.75,0.6000000238418579,0.7629319453605642,0.48704600132787074,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,0.4205862904438261,0.8314250020555353,50.0,0.34375,0.1428571343421936,0.1666666716337204,0.125,0.4226281785992237,0.8358454378333103,57.14285714285714,0.4166666666666667,0.4000000059604645,0.5,0.3333333432674408,0.5747110402511442,0.692486281958683,55.55555555555556,0.5166666666666666,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.6943665854299379,0.9753689103245808,57.89473684210527,0.6875,0.6666666865348816,0.5333333412806193,0.9166666666666666,1.150092239080194,0.5012555680793875,80.0,0.75,0.4545454680919647,0.5,0.4166666567325592,0.43097776864269566,0.5678082897584975,60.0,0.6875,0.8333333432674408,0.75,1.0,0.4736677239531088
11,0.6975868389047131,0.6921782849547545,50.0,1.0,0.0,0.0,0.0,0.71995645997574,45.45454545454545,0.65625,0.20000000298023224,0.5,0.125,0.6559784999278679,0.7539291867150305,36.36363636363637,0.21875,0.1428571343421936,0.1666666716337204,0.125,0.35198769783306794,0.6785897593739134,50.0,0.59375,0.0,0.0,0.0,0.6291867966377562,0.7145863635631026,50.0,0.5,0.0,0.0,0.0,0.6700547181399761,0.7086289031534623,50.0,0.5333333333333333,0.5,0.6666666865348816,0.4000000059604645,0.5618378416727182,0.4504776620016901,100.0,1.0,1.0,1.0,1.0,0.3772266777813041,0.8369480981947911,60.0,0.6,0.0,0.0,0.0,0.6383225404747765,1.2358650956586072,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.5134632061708151,0.6938751047027861,44.44444444444444,0.4375,0.30000001192092896,0.25,0.375,0.6942276882087243,0.9943586092617047,52.63157894736842,0.6555555555555556,0.0,0.0,0.0,0.9177243355910085,0.7545244506933985,40.0,0.6875,0.0,0.0,0.0,0.991617676837468,0.6917302246147307,60.0,0.625,0.4285714328289032,0.375,0.5,0.6485294261616653
12,0.6844331968941438,0.6917440389915845,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.6819746804348223,63.63636363636363,0.48333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.8327557829105331,0.854051196206088,45.45454545454545,0.375,0.0,0.0,0.0,0.34038507507115623,0.6601435805067393,50.0,0.53125,0.550000011920929,0.5,0.625,0.52360202742128,0.636168441634318,62.5,0.8125,0.5714285373687744,0.6666666865348816,0.5,0.6440730679895736,0.5950075635579304,62.5,0.9333333333333333,0.5714285969734192,1.0,0.4000000059604645,0.5517831819508499,0.39860449496653494,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,0.2884238632449422,0.8856780101511254,50.0,0.6,0.5,0.5,0.5,0.5629422404189494,0.967286322665448,42.857142857142854,0.4166666666666667,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.46525838763238303,0.6928068054584675,66.66666666666666,0.45,0.3333333432674408,0.375,0.30000001192092896,0.690414374002043,0.8497965054757362,63.1578947368421,0.6194444444444445,0.6833333373069763,0.6055555641651154,0.8055555621782938,0.7226341521900798,0.46170819310704037,80.0,0.6875,0.875,0.875,0.875,0.43105799270983497,0.5667838597880942,60.0,0.65625,0.8333333432674408,0.75,1.0,0.4081758925554966
13,0.6836031534492553,0.691329603421699,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.846412727798264,63.63636363636363,0.3,0.7846153974533081,0.6458333432674408,1.0,0.6738994633313437,0.627760874885696,54.54545454545454,0.40625,0.30000001192092896,0.25,0.375,0.20009951045284513,0.6776586900765055,50.0,0.53125,0.5858586132526398,0.48571430146694183,0.75,0.662803913146097,0.6765222687996325,50.0,0.75,0.0,0.0,0.0,0.5822634382330497,0.5380447390265017,75.0,1.0,0.75,1.0,0.6000000238418579,0.5590211801283479,0.3463358599745564,71.42857142857143,0.9,0.5,0.5,0.5,0.6260362608797756,0.920915912011845,60.0,0.40625,0.1666666716337204,0.25,0.125,0.5655848084685949,1.2330140649193215,28.57142857142857,0.4166666666666667,0.444444477558136,0.3333333432674408,0.6666666865348816,0.5232397016765209,0.6943063987007407,44.44444444444444,0.3833333333333333,0.0,0.0,0.0,0.6911892692569475,1.1226871234416713,52.63157894736842,0.4930555555555555,0.6590909163157145,0.5793650895357132,0.8333333333333334,0.4377766670521888,1.236604394928559,50.0,0.71875,0.20000000298023224,0.5,0.125,0.3942657353393079,0.6044909904969344,60.0,0.71875,0.8333333432674408,0.75,1.0,0.3188541954842918
14,0.6889561474648407,0.6911097901064561,83.33333333333334,1.0,0.8571428656578064,0.75,1.0,0.7569111311492395,63.63636363636363,0.5833333333333333,0.6785714328289032,0.5416666716337204,1.0,0.8425100269055821,1.8363901386361137,45.45454545454545,0.46875,0.5833333432674408,0.4166666716337204,1.0,0.07739812529924397,0.6787561308746517,56.25,0.65625,0.3333333432674408,0.5,0.25,0.8161720635278138,0.749756148316977,50.0,0.75,0.0,0.0,0.0,0.46160697897207426,0.5026379673263341,62.5,1.0,0.7692307829856873,0.625,1.0,0.524733666326828,0.5649957440316633,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.6092190035859514,0.9749200787994482,50.0,0.4375,0.1428571343421936,0.1666666716337204,0.125,0.31816111004581854,1.4142096267225088,28.57142857142857,0.4166666666666667,0.444444477558136,0.3333333432674408,0.6666666865348816,1.0834694868591717,0.7599194630053602,44.44444444444444,0.48333333333333334,0.0,0.0,0.0,0.5449816635279648,0.9460446357618396,57.89473684210527,0.5555555555555556,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.07894346338932454,1.3230106764259977,40.0,0.7083333333333333,0.0,0.0,0.0,1.074617310631046,0.5738098124253612,60.0,1.0,0.7179487347602844,0.5625,1.0,0.4701101551794003
15,0.6853560665494635,0.6919131284386286,66.66666666666666,0.6666666666666666,0.75,0.6000000238418579,1.0,0.7260146030461455,54.54545454545454,0.36666666666666664,0.40000003576278687,0.4000000059604645,0.4000000059604645,0.00986554099647835,1.0160522474478626,45.45454545454545,0.8125,0.5833333432674408,0.4166666716337204,1.0,0.28236738435744396,0.6690593332094408,56.25,0.6875,0.36666667461395264,0.75,0.25,1.1244155452731452,0.6279323208363911,50.0,0.875,0.0,0.0,0.0,0.6431455465752903,0.5045691718339473,62.5,1.0,0.7692307829856873,0.625,1.0,0.26198654286624407,0.38661177848199413,71.42857142857143,0.8,0.5,0.5,0.5,0.32460192071171895,1.1040103963434063,50.0,0.375,0.0,0.0,0.0,0.11882624587488601,1.2388326812250963,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.5977643858730816,0.786118137453416,44.44444444444444,0.625,0.0,0.0,0.0,0.7098171718185866,0.8797508052629368,68.42105263157895,0.6666666666666666,0.35555556416511536,0.6666666666666666,0.25,0.23134223619064098,1.0972627170720033,40.0,0.9666666666666667,0.0,0.0,0.0,0.6653597523401777,0.6079571750931779,60.0,0.75,0.8333333432674408,0.75,1.0,0.5385391254590027
16,0.6981682552799316,0.6914407247634733,66.66666666666666,0.7777777777777778,0.75,0.6000000238418579,1.0,0.9638916275622562,63.63636363636363,0.7333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.41709313894929795,0.8256214765140232,54.54545454545454,0.53125,0.6666666865348816,0.5,1.0,0.4840688218221293,0.9719792957978379,50.0,0.625,0.6363636255264282,0.5000000149011612,0.875,0.9995315259907418,0.5977274099475134,50.0,0.875,0.0,0.0,0.0,0.50969088442425,1.6497839882349792,62.5,1.0,0.7692307829856873,0.625,1.0,0.34849831170109996,0.41528849174719457,57.14285714285714,0.8,0.0,0.0,0.0,0.5969706783056818,1.248840601290425,50.0,0.5,0.0,0.0,0.0,0.8267494094418941,1.1990200972199048,28.57142857142857,0.3333333333333333,0.444444477558136,0.3333333432674408,0.6666666865348816,0.5485294373074185,1.1054006277499662,44.44444444444444,0.45,0.0,0.0,0.0,0.3765171060624403,0.857722034296341,68.42105263157895,0.6944444444444443,0.4888888994852702,0.5,0.5555555621782938,0.543437493369442,0.4720889292142834,80.0,0.9,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.45535581842307454,0.582753905755663,60.0,0.75,0.8333333432674408,0.75,1.0,0.4889131758280886
17,0.6800339810068806,0.6915048722067608,50.0,1.0,0.0,0.0,0.0,0.8073411260717095,45.45454545454545,0.9583333333333333,0.4761904925107956,0.75,0.5833333358168602,0.6391505344721163,0.8025676414821845,63.63636363636363,0.34375,0.3333333432674408,0.5,0.25,0.4752593350341344,0.7311873095382351,50.0,0.6666666666666666,0.428571417927742,0.5,0.4333333447575569,0.7539344026624487,0.9466817214258569,50.0,0.6875,0.0,0.0,0.0,0.42834390805455375,0.5475637596963485,62.5,1.0,0.7692307829856873,0.625,1.0,0.5059518952363671,0.45115080733458574,71.42857142857143,0.8,0.0,0.0,0.0,0.08816595463155423,1.1984171396747063,50.0,0.25,0.3333333432674408,0.5,0.25,0.16672539933455074,1.1027074599092797,42.857142857142854,0.3333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.8093548419444024,0.7468017158938955,44.44444444444444,0.5625,0.0,0.0,0.0,0.47823988666534434,1.127094807033294,63.1578947368421,0.746031746031746,0.3174603283405304,0.6666666666666666,0.2222222238779068,0.11806699515403817,0.39399245468252286,80.0,0.75,0.761904776096344,1.0,0.625,0.3034547156853318,0.5668096169354202,60.0,0.65625,0.8333333432674408,0.75,1.0,0.4131844275551881
18,0.6925324329210296,0.6908319792571689,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,1.0237266470192958,63.63636363636363,0.53125,0.8333333432674408,0.75,1.0,0.010002997557648994,0.8738853399391704,63.63636363636363,0.45,0.3333333432674408,0.5,0.25,0.7781438458729573,0.8019685905820683,56.25,0.7916666666666667,0.6615384668111801,0.5535714328289032,1.0,0.4435970720061914,0.6917536308555658,50.0,0.5,0.0,0.0,0.0,0.6898333403304566,0.7044067542937141,50.0,0.8666666666666667,0.3333333134651184,1.0,0.20000000298023224,0.16339003737526195,0.7785337261250364,71.42857142857143,0.8,0.6666666865348816,0.5,1.0,0.6308256826532258,1.1480865459689946,40.0,0.16666666666666666,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.39711209930939706,0.9728998003801033,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.5968826771281871,0.6834343850673524,33.33333333333333,0.53125,0.0,0.0,0.0,0.6896841077847092,1.5127887638001287,42.10526315789473,0.513888888888889,0.6484848360220591,0.5595238109429678,0.9166666666666666,1.021882604273493,0.8439410344682073,70.0,0.6875,0.8636363744735718,0.7857142984867096,1.0,1.0357928981763833,0.5265393318004865,60.0,0.9333333333333333,0.7179487347602844,0.5625,1.0,0.7947192079675286
