,ASD,ASD,ASD,SZ,SZ,SZ,BIP,BIP,BIP,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6925794523553918,0.08850214933766132,46.27659574468085,0.08735352776118789,39.37007874015748,0.6937519460194164,0.1332343958678086,67.74193548387096,0.1954764897743567,0.08965756839628547,64.34782608695652,0.689713826030246
1,0.6891115702929126,0.08849782130752783,46.808510638297875,0.08230188962537488,63.77952755905512,0.5971816980202048,0.07863245134765569,67.74193548387096,0.6764224037960119,0.09000361829928426,64.34782608695652,0.6848755460334264
2,0.6832580906452798,0.09739789034669932,47.340425531914896,0.10230685899756521,63.77952755905512,0.534099847272119,0.09751664952376919,32.25806451612903,0.9602928367835674,0.08448474332854515,64.34782608695652,0.6240606939505955
3,0.694534823898176,0.08760861778917495,53.72340425531915,0.0842743190530012,65.35433070866141,0.5872415275245073,0.08587959496969312,67.74193548387096,1.2013284356804255,0.08358604666444526,64.34782608695652,0.8009825774856261
4,0.6933404470566219,0.08732287217642219,55.85106382978723,0.08225708279015173,66.14173228346458,0.6924741411032163,0.08856445669946263,67.74193548387096,0.7153012645191109,0.08853806935752417,64.34782608695652,0.6747650223721624
5,0.6964267311680649,0.08746134764038174,49.46808510638298,0.08536978141806399,67.71653543307087,0.5913674973540267,0.057035412831863655,74.19354838709677,0.6069984930501425,0.08882905337738448,64.34782608695652,0.6658788069464764
6,0.8111874445668352,0.08503544533205576,55.319148936170215,0.10323662138741226,63.77952755905512,0.28543942345834705,0.06516906395020362,77.41935483870968,1.8021356718646537,0.08851287983870912,64.34782608695652,0.6637384737113934
7,0.691505865861052,0.08753217137621166,56.38297872340425,0.07465811170223362,66.14173228346458,0.35935062738783197,0.05503131531046147,74.19354838709677,1.2430680199202808,0.08741652519331329,64.34782608695652,0.6445498990995289
8,0.6107168429787746,0.08860940303827755,53.191489361702125,0.08274061262460858,71.65354330708661,0.5658620794841466,0.0701279370392507,70.96774193548387,0.2102546599799773,0.0878008685391279,64.34782608695652,0.6606402770314581
9,0.5889521019940674,0.08666756653961225,62.76595744680851,0.07198392188502892,72.44094488188976,0.15132158330216475,0.062059645647047704,77.41935483870968,0.3375100385092156,0.08686459368096569,64.34782608695652,0.6577716210189444
