,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.811096753870558,0.12479645907292213,61.111111111111114,0.13052511421487367,50.0,0.8504485312133675
1,0.6586478751098925,0.11885210049787524,66.66666666666666,0.08116835305127887,68.75,0.39774812282077127
2,0.35025003803671334,0.14308819775738618,55.55555555555556,0.07316174038746594,81.25,0.19983516439203947
3,0.3773541026261462,0.1591837245945938,55.55555555555556,0.04413320564157991,81.25,0.5149491572045012
4,0.17699999104121503,0.22618969032587977,55.55555555555556,0.08982754599920195,62.5,0.34009011180585175
5,0.026103434133833398,0.2215109288888895,55.55555555555556,0.10133751551547815,68.75,0.057198536990403184
6,0.08553975674994095,0.17548868959797762,50.0,0.08192045566459184,81.25,0.030255406098064295
7,0.06746516191562707,0.20071845459715368,50.0,0.09456956923244086,68.75,0.03192416115313102
8,0.007787715289349711,0.3581774246046433,61.111111111111114,0.041752500070184204,87.5,0.006085896943987718
9,0.0018569089393228005,0.23305563206481297,50.0,0.06617104737523805,87.5,0.0061931418597791785
10,0.0032974807874813074,0.32623415864517225,61.111111111111114,0.05131273705831891,87.5,0.009278428898097154
11,0.0037946850429873436,0.2654994920748043,61.111111111111114,0.06099563304006575,87.5,0.002391536340778151
12,0.0008370766462794856,0.24085071209464914,61.111111111111114,0.0628375822017252,87.5,0.0025700287230798935
13,0.0015376631819392372,0.3054727089236644,61.111111111111114,0.06134976731419772,87.5,0.0018027702271173646
14,0.0013730175371203888,0.2276505405618748,61.111111111111114,0.06202436787179416,87.5,0.002250216074578926
15,0.0009022590014117115,0.32853408610679,61.111111111111114,0.06567809052611029,87.5,0.0013176635837596137
16,0.0008911605719559316,0.2772208335475579,61.111111111111114,0.06588002800251753,87.5,0.001565283296645752
17,0.00046580992831442254,0.44682227180719597,61.111111111111114,0.06602302164192758,87.5,0.00096799412517701
18,0.000569290978607531,0.23325791020500938,61.111111111111114,0.06398127469815693,87.5,0.0015968307970496295
19,0.0004811966702604433,0.5081728395071576,61.111111111111114,0.06886333081884656,87.5,0.0009518923955935515
20,0.0007092738656414899,0.2587436170350496,61.111111111111114,0.0666196012194968,87.5,0.00034064078286428123
21,0.00045899439217077047,0.2384214095529335,61.111111111111114,0.06647331398885496,87.5,0.000541334261503103
22,0.00045146069677356765,0.24344171066682016,61.111111111111114,0.06813044151521284,87.5,0.0006539462873003121
23,0.00040706956109857903,0.33109022102892305,61.111111111111114,0.06749519575515361,87.5,0.000628740607673535
24,0.0006013977585741336,0.2460485517253096,61.111111111111114,0.06606296579733514,87.5,0.0006998568655404323
25,0.0003126285146900794,0.29735602860628385,61.111111111111114,0.07060782022777014,87.5,0.000361920626797717
26,0.0003805935113413919,0.24854620286614257,61.111111111111114,0.07202514332961524,87.5,0.000501907951555185
27,0.00037855256218885346,0.4395916639200752,61.111111111111114,0.06894493726432083,87.5,0.0002585964347420144
28,0.0003739922344625648,0.4432666903165342,61.111111111111114,0.06846962205811416,87.5,0.0002271848826764255
29,0.00024761937899845645,0.3151971030592181,61.111111111111114,0.06968669552767393,87.5,0.0002472670292609752
30,0.00028820451883292,0.30890120714617275,61.111111111111114,0.07053833852025533,87.5,0.00023593390755155219
31,8.393012420875484e-05,0.3083201810107177,61.111111111111114,0.07058948087201311,87.5,0.0003979668554957625
32,0.0001755329767249712,0.549323936587563,61.111111111111114,0.07114677156858502,87.5,0.0002300968707696818
33,0.0001456550096065157,0.35474969241825455,61.111111111111114,0.07126095367587881,87.5,0.00015295695438233904
34,0.00025139085973798056,0.26129719216244407,61.111111111111114,0.07121749988046146,87.5,0.00017206288214909678
35,9.939641236004218e-05,0.2596165819882485,61.111111111111114,0.0728143494513565,87.5,0.00012731911056742493
36,0.0001760915937030386,0.361665882323589,61.111111111111114,0.07169622693528564,87.5,5.8877794154753696e-05
37,0.00015779880176997987,0.31759711970139554,61.111111111111114,0.07167058468586911,87.5,0.00010081621076359487
38,0.00015291333715191627,0.2723003945651171,61.111111111111114,0.07209821987391882,87.5,0.00019835291573682334
39,0.00019722485220493473,0.26385799129778054,61.111111111111114,0.07226255978077237,87.5,8.742167282582632e-05
40,8.039617415815369e-05,0.27933577324978187,61.111111111111114,0.072047329511113,87.5,4.671452198371588e-05
41,0.00030150011752364594,0.322346655948955,61.111111111111114,0.07227099507717726,87.5,8.269868097624e-05
