,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6939784473481444,0.6931547472215216,48.78048780487805,0.5648809523809524,0.5353535463412603,0.4166666666666667,0.8333333333333334,0.6928675518362301,64.0625,0.65390625,0.12202381156384945,0.25,0.08333333488553762,0.6928775154963459,0.6931707110738405,48.148148148148145,0.5074156746031745,0.31084656342864037,0.4652777810891469,0.2539682574570179,0.6932787518737771,0.6921446451088253,75.0,0.38035714285714284,0.0,0.0,0.0,0.6925965741729669,0.6932130893334437,41.17647058823529,0.38888888888888884,0.0,0.0,0.0,0.7120968050046963,0.6957272636294948,55.55555555555556,0.45,0.0,0.0,0.0,0.8371784280490484,0.7058150653083135,30.76923076923077,0.45,0.1666666567325592,0.5,0.10000000149011612,0.7082856106678964,0.8699073293182554,28.57142857142857,0.5333333333333333,0.0,0.0,0.0,0.6011601439543894,0.6951308799617906,50.0,0.5166666666666666,0.0,0.0,0.0,0.6975184503858116,0.6929063550133888,55.65217391304348,0.49464285714285716,0.0,0.0,0.0,0.6908974047351318
1,0.6785651126680334,0.6975385056855101,48.78048780487805,0.5912698412698413,0.5156695221861204,0.4166666666666667,0.8333333333333334,0.6919360591941682,60.9375,0.6077008928571429,0.02500000037252903,0.0625,0.015625,0.6933928460605143,0.6928556577752163,53.96825396825397,0.5617311507936508,0.6777935158461332,0.5343750001241764,1.0,0.6981912474105706,0.5981838871234515,75.0,0.39285714285714285,0.0,0.0,0.0,0.6160704037252118,0.6935122247272193,41.17647058823529,0.5305555555555556,0.0,0.0,0.0,0.6930805024035649,0.7056920884466167,55.55555555555556,0.53125,0.0,0.0,0.0,0.9518153702321831,0.6814396919952741,76.92307692307693,0.5,0.7857142686843872,0.8333333432674408,0.75,0.728461563286651,0.6961857507856637,28.57142857142857,0.5,0.0,0.0,0.0,0.6987502677402958,0.6931690484152743,50.0,0.45,0.0,0.0,0.0,0.6931650925839133,0.7142722742632425,55.65217391304348,0.4444841269841269,0.0,0.0,0.0,0.6930831529263519
2,0.6903808571522809,0.6929123410594222,48.78048780487805,0.6215277777777778,0.0,0.0,0.0,0.6286922005134489,64.0625,0.6929315476190476,0.11666666902601719,0.1875,0.0885416679084301,0.7880387552608424,0.693204678793282,45.5026455026455,0.5024305555555556,0.21607142811020216,0.386805556093653,0.17222222437461218,0.6901617274602684,0.582970549228238,75.0,0.6078869047619048,0.0,0.0,0.0,0.4670182711926132,0.6931977384197576,41.17647058823529,0.6333333333333333,0.0,0.0,0.0,0.6905993057623634,0.7168074092312112,33.33333333333333,0.2833333333333333,0.7000000029802322,0.6428571492433548,0.8333333432674408,0.7818527169740778,0.8837008148452293,30.76923076923077,0.39285714285714285,0.25,0.5,0.1666666716337204,1.0392580042095954,0.6844348164407261,28.57142857142857,0.25,0.41558441519737244,0.46666668355464935,0.375,0.8291586146677381,0.6927909058065957,50.0,0.78125,0.0,0.0,0.0,0.6926934794858282,0.7943919111362941,55.65217391304348,0.5033333333333333,0.0,0.0,0.0,0.2699072663654028
3,0.6620916385825446,0.691641333511596,48.78048780487805,0.6229166666666667,0.5031265219052633,0.4049603243668874,0.6944444477558136,0.620072454773369,67.96875,0.6614583333333334,0.24027778394520283,0.4375,0.16889881156384945,0.6807864375204651,0.8697092517892158,46.56084656084656,0.41736111111111107,0.011904762436946234,0.041666666666666664,0.006944444651405017,0.34585039142205454,0.699563151711744,25.0,0.8392857142857143,0.3777777850627899,0.25,1.0,0.6913228230032968,0.6593423577360206,70.58823529411765,0.5666666666666667,0.5090909401575724,0.4888888994852702,0.5333333412806193,0.664924067720141,0.7164112721056329,44.44444444444444,0.5625,0.0,0.0,0.0,0.7366204704089926,1.060302779854346,23.076923076923077,0.4166666666666667,0.0,0.0,0.0,0.6652882548141896,0.5523867921091339,71.42857142857143,0.6666666666666667,0.8285714387893677,0.7083333432674408,1.0,0.6799577046853036,0.7718515967778787,40.0,0.45,0.0,0.0,0.0,0.6452371295614207,0.9725558121628523,45.21739130434783,0.5582936507936507,0.5910256534814835,0.4503968288501104,0.9777777791023254,0.7165285204801751
4,0.6277391413002421,0.6637410395987704,56.09756097560976,0.65,0.5152421842018763,0.45694445073604584,0.6111111169060072,0.6509577844171794,69.53125,0.6528645833333333,0.39689755253493786,0.5729166679084301,0.3593749990686774,0.7684186930014785,0.7522665383188141,46.56084656084656,0.5360863095238095,0.12182539825638135,0.20833333457509676,0.09553571666280429,0.7883281616279807,0.5338137699276713,75.0,0.6458333333333334,0.125,0.125,0.125,0.5038965140714433,0.6694050128733602,47.05882352941176,0.6236111111111111,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.5759539115269223,0.7899934975696593,44.44444444444444,0.35,0.7727272808551788,0.6875,1.0,0.7906356532638924,0.6103880396567881,76.92307692307693,0.875,0.8636363744735718,0.9000000059604645,0.8333333432674408,0.6442363549076675,0.6261551949363883,71.42857142857143,0.45238095238095233,0.800000011920929,0.6875,1.0,0.7444404553322364,0.6991084231332645,50.0,0.5166666666666666,0.0,0.0,0.0,0.5835480794489373,0.6630876908620696,54.78260869565217,0.6296428571428571,0.0,0.0,0.0,0.7287933966813103
5,0.6814340563061467,0.6767953150254313,60.97560975609756,0.6527777777777778,0.6758538037538528,0.6388888880610466,0.7833333363135656,0.7053908118875984,62.5,0.7300595238095238,0.5856060646474361,0.5000000083819032,0.7770833373069763,0.43542975192190586,0.7001568679941522,47.61904761904761,0.46510416666666665,0.40884139761328697,0.47906746342778206,0.40277778046826523,0.6216108821484153,0.5627713203152959,75.0,0.613095238095238,0.42500000447034836,0.4583333358168602,0.4166666716337204,0.3774717965804662,0.5674126460354791,64.70588235294117,0.6875,0.49242424964904785,0.5166666706403097,0.4722222288449605,0.4204125372780568,0.8125051591222829,22.22222222222222,0.31666666666666665,0.0,0.0,0.0,0.6299394884405697,0.5536300623541983,84.61538461538461,0.9583333333333333,0.9166666567325592,0.9166666567325592,0.9166666567325592,0.6502205974169277,0.6484018636610467,57.14285714285714,0.47619047619047616,0.6727272570133209,0.875,0.5476190596818924,0.6579863869352942,0.7147376355003778,50.0,0.1875,0.5000000149011612,0.5,0.625,0.6101980072204006,0.6690913806212784,55.65217391304348,0.6050000000000001,0.0,0.0,0.0,0.8225626260736195
6,0.649989523807393,0.6647093463516364,63.41463414634146,0.7423611111111111,0.5101010203361511,0.5611111174027125,0.5388888965050379,0.577433083277791,72.65625,0.771875,0.5408910606056452,0.6208333354443312,0.5416666716337204,0.4511738342927854,0.7350098730897776,47.61904761904761,0.5416666666666667,0.3503968343138695,0.48125000298023224,0.3027777833243211,0.4382912403737588,0.5512302499229144,75.0,0.7392857142857142,0.1666666716337204,0.25,0.125,0.8242465254641209,0.6039512816642386,52.94117647058824,0.6777777777777777,0.19999998807907104,0.3333333333333333,0.14285714427630106,0.6424336690604956,0.7659470544289211,44.44444444444444,0.40625,0.3333333432674408,0.25,0.5,0.6258477355136469,0.636114106803496,53.84615384615385,0.8333333333333333,0.563636377453804,0.9000000059604645,0.4583333432674408,0.6249727017873101,0.7124660613510839,42.857142857142854,0.625,0.4166666716337204,0.75,0.2916666716337204,0.7725721103495096,0.674391117651824,50.0,0.55,0.0,0.0,0.0,0.6725074117312021,0.6844158818509973,55.65217391304348,0.6870634920634922,0.0,0.0,0.0,0.6722934044069863
7,0.7935539054409666,0.6709133314906967,65.85365853658537,0.6645833333333333,0.5615680714448293,0.5500000019868215,0.6055555641651154,0.8132456276092258,66.40625,0.79765625,0.6339962296187878,0.5910714352503419,0.7791666705161333,0.26659509695726047,0.7180000677605356,57.14285714285714,0.5298611111111111,0.5964887117346128,0.6099206395447254,0.6166666758557161,0.4615027026274208,0.6477306070625202,65.625,0.5916666666666666,0.3750000074505806,0.3750000074505806,0.3750000074505806,0.631418333362154,0.5382137592667604,70.58823529411765,0.7611111111111111,0.8222222328186035,0.8333333333333334,0.8888888955116272,0.19099421992410393,0.8324280234642116,33.33333333333333,0.25,0.0,0.0,0.0,0.7369106447104299,0.5093118307265692,84.61538461538461,0.65,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.43686999732804704,0.5777041476105454,71.42857142857143,0.6904761904761905,0.800000011920929,0.6875,1.0,0.5723631791029966,0.6990725730361956,50.0,0.5166666666666666,0.0,0.0,0.0,0.5135088049585413,0.6558575223427101,56.52173913043478,0.6541666666666667,0.1,0.13333333333333333,0.08888888955116273,0.6645596654984975
8,0.33770096932383764,0.7548658405363418,46.34146341463415,0.5895833333333332,0.48931624988714856,0.3970238169034322,0.647222230831782,0.9144706009160203,55.46875,0.6629092261904762,0.5884289378300309,0.5046875029802322,0.8177083358168602,0.23361642322609052,0.6959428174115213,57.67195767195767,0.5852430555555556,0.657801470408837,0.5593254044651985,0.8277777830759684,0.9016884825062507,0.6426372620186269,71.875,0.6529761904761905,0.4000000059604645,0.3750000074505806,0.4583333358168602,0.3254811564600878,0.5207067938620457,70.58823529411765,0.7458333333333332,0.7962963183720907,0.8222222328186035,0.8000000019868215,0.3553109575538934,0.8904079518494823,11.11111111111111,0.25,0.5,0.5,0.5,0.6413773729973192,0.47576871070095206,84.61538461538461,0.8452380952380952,0.8901098966598511,0.875,0.9285714328289032,0.42710867756053067,0.801414474815693,42.857142857142854,0.7619047619047619,0.375,1.0,0.2380952462553978,0.5471148607647718,0.6626839184345062,50.0,0.4375,0.3636363744735718,0.2857142984867096,0.5,0.6831644621845322,0.6519580423036423,55.65217391304348,0.7290079365079366,0.0,0.0,0.0,1.0699054499943748
