,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.45764952142449167,0.7664738796535396,58.201058201058196,0.540625,0.6286553839842478,0.5887896915276846,0.7329365132997433,0.8616492804571614,64.0625,0.7804315476190475,0.6447535250335932,0.5447916723787785,0.8675595261156559,0.5330388124343056,0.6360049691043927,68.75,0.6541666666666667,0.32500000298023224,0.375,0.2916666716337204,0.21593709212705056,0.4978266864025999,70.58823529411765,0.725,0.7904762029647827,0.8222222328186035,0.7666666706403097,0.41493104633023903,0.8422041131181803,44.44444444444444,0.4375,0.3333333432674408,0.25,0.5,0.6178358261837413,0.7928445574698565,23.076923076923077,0.5833333333333333,0.0,0.0,0.0,0.4677520321348562,0.7808088367633824,35.714285714285715,0.6,0.2857142984867096,0.5,0.20000000298023224,0.6814930854383949,0.6651541140883986,50.0,0.3125,0.0,0.0,0.0,0.6468930288384849,0.7165043607967168,57.391304347826086,0.6478571428571428,0.04571428696314494,0.13333333333333333,0.027777778108914693,0.28653100221290917,0.7187239306389601,36.58536585365854,0.4138888888888889,0.13095238308111826,0.25,0.08888889104127884,0.695810377933749
10,0.8353543120419578,0.8257892906124491,53.43915343915344,0.6026785714285714,0.35214947909116745,0.5402777803440889,0.28472222698231536,0.698200287899672,71.875,0.8207589285714285,0.6092261895537376,0.7645833343267441,0.6218750057742,0.5635374661170601,0.7982544224322016,78.125,0.578125,0.3333333432674408,0.375,0.375,0.3893154008452594,1.1216166426107337,47.05882352941176,0.7472222222222222,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.7024141521100397,0.768127822669845,44.44444444444444,0.41666666666666663,0.7727272808551788,0.6875,1.0,0.7368403917573308,1.357396780687964,15.384615384615385,0.625,0.0,0.0,0.0,0.26803258722907025,0.7951583271537638,35.714285714285715,0.4375,0.20000000298023224,0.5,0.125,0.6945035138106196,0.660279079706939,50.0,0.6166666666666667,0.0,0.0,0.0,0.6024043871582413,0.6477897184458796,58.26086956521739,0.7219444444444445,0.1634920616944631,0.36666666666666664,0.1066666692495346,0.6773410954763511,0.6733404428575482,48.78048780487805,0.5763888888888888,0.6559829215208689,0.5565476218859354,0.8333333333333334,0.618670611354997
11,1.0400000495974557,0.8459011396503021,59.25925925925925,0.5853670634920636,0.6773707829415798,0.5809027844419082,0.877976194024086,1.0286805937924552,64.0625,0.7596354166666666,0.6234827842563391,0.5247767940163612,0.8104166686534882,0.22737833172599142,0.6720924491759787,81.25,0.609375,0.3333333432674408,0.5,0.25,0.1766911574557404,0.4679117016198714,76.47058823529412,0.7444444444444445,0.8614718715349833,0.8888888955116272,0.850000003973643,0.16643636083156235,0.7187154237073398,44.44444444444444,0.34375,0.3333333432674408,0.25,0.5,0.6285798970736446,1.283329973389729,23.076923076923077,0.5,0.0,0.0,0.0,2.1133476150457207,0.7318661525483163,71.42857142857143,0.5625,0.7472527325153351,0.761904776096344,0.75,0.820488018763238,0.6207867008074966,50.0,0.375,0.0,0.0,0.0,0.44601757908051354,0.6476758816561274,65.21739130434783,0.7044444444444444,0.5686243454615275,0.5333333392937978,0.6722222288449605,0.7074241497221111,0.7041986104619858,51.21951219512195,0.41805555555555557,0.0,0.0,0.0,0.6890795359898723
12,0.18856125856833506,0.7815089509690266,61.37566137566137,0.6051339285714284,0.598663846651713,0.6888888950149218,0.5869047703842322,0.7586876962160396,74.21875,0.7885416666666666,0.63462302275002,0.6354166679084301,0.6625000070780516,0.2425475731421931,0.8043330367205788,71.875,0.6364583333333333,0.4880952388048172,0.5000000074505806,0.4791666716337204,0.1792836760382373,0.5557961082491161,70.58823529411765,0.7027777777777778,0.8190476298332214,0.8666666746139526,0.7833333412806193,0.14701250459540965,0.6829744547393471,44.44444444444444,0.375,0.3333333432674408,0.25,0.5,0.693367167507973,0.9124677894339539,46.15384615384615,0.75,0.4999999850988388,0.75,0.380952388048172,0.3752856766450987,1.057946468157142,35.714285714285715,0.6,0.1666666567325592,0.5,0.10000000149011612,0.5870652664401312,0.6549618905592368,50.0,0.34375,0.20000000298023224,0.5,0.125,0.5033908764797124,0.6757774592795546,60.86956521739131,0.6364682539682539,0.464903982480367,0.5642857174078624,0.44666666686534884,0.5170440048904366,0.7958804866534491,51.21951219512195,0.4138888888888889,0.12222221990426381,0.25,0.08888889104127884,0.7905308240512663
13,0.6297081461465346,0.7230065639589862,59.78835978835979,0.6123263888888889,0.5385697732369105,0.6162698479990164,0.5187500057121118,0.7361184955908384,71.875,0.7986979166666667,0.6519841384142637,0.6697916686534882,0.7156250067055225,0.22400898204752004,0.8265442352138781,71.875,0.625,0.42500000447034836,0.3750000074505806,0.5,0.08411389442530988,0.5464066152505938,70.58823529411765,0.7236111111111111,0.7962963183720907,0.8222222328186035,0.8000000019868215,0.4120555688892239,0.7919456964917638,44.44444444444444,0.40625,0.3333333432674408,0.25,0.5,0.6159192375492867,0.648906174703963,69.23076923076923,0.5833333333333333,0.8080808520317078,0.8333333432674408,0.800000011920929,1.1692236847164967,1.1808112960952368,28.57142857142857,0.6333333333333333,0.0,0.0,0.0,0.7989022577630048,0.7946501622831622,50.0,0.5166666666666666,0.3333333432674408,0.25,0.5,0.8368294497201967,0.6885996139366893,65.21739130434783,0.6372222222222222,0.6456399261951447,0.590952389438947,0.7688888907432556,0.5373420716032136,0.7495506081667359,46.34146341463415,0.5357142857142857,0.4721509913603465,0.3938492064674695,0.7301587363084158,0.5653716584462988
14,0.4830062528005429,0.7439833057726094,62.43386243386243,0.625,0.5880062182744344,0.6394841329505047,0.5641865146656831,0.9692002621369556,68.75,0.7508928571428571,0.6284091006964445,0.5482886917889118,0.8364583346992731,0.022308542791993544,0.7748163738890755,71.875,0.7150297619047619,0.39642857015132904,0.3333333432674408,0.5625,0.12657447612369482,0.514690752143565,70.58823529411765,0.6777777777777777,0.7474747598171234,0.777777781089147,0.722222218910853,0.4818128858948717,0.9640016124887434,44.44444444444444,0.46875,0.3333333432674408,0.25,0.5,0.6471893667214617,0.939383967470831,38.46153846153847,0.6166666666666667,0.4285714477300644,0.75,0.30000000447034836,0.15140375701499428,0.7860567465374657,57.14285714285714,0.5833333333333333,0.5833333432674408,1.0,0.4166666716337204,0.966584366905191,0.7382516933054641,60.0,0.55,0.25,0.5,0.1666666716337204,0.8324966040660623,0.6516405170154895,64.34782608695652,0.7016666666666667,0.5335978905359904,0.6066666742165884,0.5222222288449605,0.6333590307626004,0.7282494630947125,58.536585365853654,0.5548611111111111,0.6564814945062002,0.6527777860562006,0.7027777830759684,0.46248287054367454
15,0.34679643114504,0.8538959580456011,50.79365079365079,0.651810515873016,0.2832341256241004,0.5347222238779068,0.21597222735484442,0.911965009126572,71.09375,0.7809895833333333,0.604486845433712,0.5968750044703484,0.6572916712611914,0.03574157275052125,0.7789635006243046,75.0,0.75,0.4333333447575569,0.5,0.4583333358168602,0.9742268300861395,0.8416306798636771,64.70588235294117,0.7847222222222222,0.3888888955116272,0.6666666666666666,0.2777777810891469,0.3741024705226769,0.9219246654922498,44.44444444444444,0.5833333333333333,0.7727272808551788,0.6875,1.0,0.5846753477555828,0.8446040460375739,76.92307692307693,0.75,0.8452380895614624,0.9166666567325592,0.7916666567325592,0.20077209526561537,0.8410547433652311,42.857142857142854,0.5,0.3636363744735718,0.4000000059604645,0.3333333432674408,0.4982006610796562,0.7846803262012956,50.0,0.5166666666666666,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.5886224940027076,1.352649325644147,56.52173913043478,0.6547222222222223,0.03333333333333333,0.06666666666666667,0.022222222884496053,1.250934223433078,0.7973736616530959,51.21951219512195,0.5986111111111111,0.13888888557751974,0.3333333333333333,0.08888889104127884,1.6417155600760627
16,0.7172505336055598,0.7854743898634619,64.02116402116403,0.6175347222222222,0.6054894303282102,0.6967261955142021,0.5868055615574121,1.0867757670953964,69.53125,0.7951636904761905,0.6674107275903225,0.5822916775941849,0.8375000059604645,0.00697847390201286,0.9688177842081148,71.875,0.655952380952381,0.4444444626569748,0.5833333358168602,0.4166666716337204,1.1543384173266997,0.5639193725366317,76.47058823529412,0.7361111111111112,0.5166666706403097,0.5833333333333334,0.4722222288449605,0.12436966544612175,0.8780206391352975,44.44444444444444,0.375,0.3333333432674408,0.25,0.5,0.6180380793548079,0.8787573221405689,76.92307692307693,0.6833333333333333,0.8295454680919647,0.9166666567325592,0.800000011920929,0.32088459447048406,0.9153943146022726,42.857142857142854,0.7666666666666666,0.2857142984867096,0.5,0.20000000298023224,0.6979664646445854,0.7109842069735999,60.0,0.5166666666666666,0.533333346247673,0.75,0.4166666716337204,0.6912770012193434,0.7536055743068287,61.73913043478261,0.6675,0.5621933718522389,0.590000006556511,0.5977777779102326,0.24063227174195573,0.741662468553189,48.78048780487805,0.4916666666666667,0.27500000099341076,0.3888888905445735,0.2277777815858523,0.2798452622048569
17,0.7858465640411498,0.8253807210095913,55.55555555555556,0.5533978174603176,0.4518759064376354,0.5541666733721892,0.4282738131781419,0.9958217166035133,74.21875,0.8005208333333333,0.5566468425095081,0.7031250037252903,0.5000000074505806,0.8872452850018506,1.0182390961149588,75.0,0.6511904761904762,0.36666667461395264,0.4166666716337204,0.375,0.003037725029568657,0.6964745813654228,88.23529411764706,0.75,0.9153439402580261,1.0,0.850000003973643,0.010884980754999348,0.7298592999124219,44.44444444444444,0.35,0.7727272808551788,0.6875,1.0,0.8099493344850938,0.9672112636854947,69.23076923076923,0.6833333333333333,0.7402597665786743,0.9166666567325592,0.7000000029802322,0.4877113656944576,0.8321192953884822,50.0,0.7,0.4523809552192688,1.0,0.30000000447034836,0.5255178112695427,0.7176808266709657,70.0,0.45,0.5833333432674408,1.0,0.4166666716337204,0.4813646805134192,0.7703003818111208,61.73913043478261,0.73,0.39238095879554746,0.6177777806917827,0.32444444894790647,0.1331867860438393,0.8824321166019862,48.78048780487805,0.5208333333333334,0.0,0.0,0.0,0.15385162489745316
18,2.4401963311162924,1.622242664048439,56.08465608465608,0.6312251984126983,0.6620546219249567,0.547966276605924,0.8759920659164587,2.309412608412593,58.59375,0.7879464285714285,0.5957875549793243,0.4842262025922537,0.8489583395421505,0.030176461392830766,1.8466056053438717,59.375,0.7226190476190476,0.5089285746216774,0.4000000096857548,0.875,0.07322569991199153,0.8157927230845661,76.47058823529412,0.8333333333333334,0.5808081030845642,0.5158730149269104,0.6666666666666666,0.042539824713713224,1.6511336379921013,44.44444444444444,0.55,0.7727272808551788,0.6875,1.0,0.5062366689618246,0.6570417119091415,76.92307692307693,0.9166666666666667,0.8611111342906952,0.8166666626930237,0.9166666567325592,0.21872219479717728,1.4602703738723097,42.857142857142854,0.7777777777777778,0.375,1.0,0.2380952462553978,0.7023635119508084,1.3344351728244237,60.0,0.5166666666666666,0.1666666567325592,0.5,0.10000000149011612,0.6185299682705551,0.8331855931556461,63.47826086956522,0.6117857142857143,0.5075661440690359,0.5711111148198446,0.4888888935248057,0.433668481607949,1.2668906831197568,39.02439024390244,0.37867063492063485,0.27500000099341076,0.4166666666666667,0.2361111119389534,0.6926954393108309
19,0.5429472915690159,0.868336558319093,62.43386243386243,0.6727430555555555,0.5948142272730669,0.6456349256138006,0.6133928628017505,1.0178011222804673,69.53125,0.7216889880952381,0.6084009781479836,0.6500000040978193,0.7072916720062494,0.3685538568877267,0.9526081441828799,71.875,0.625,0.4583333358168602,0.4375,0.5,0.6329770231467767,0.44562219356759875,88.23529411764706,0.7888888888888889,0.629629651705424,0.6666666666666666,0.600000003973643,0.0491467223906019,0.7445096200778392,44.44444444444444,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.6987466749159083,0.8035626124082287,69.23076923076923,0.75,0.6666666716337204,0.6875,0.6666666716337204,0.09839152889254106,0.6218224568240409,64.28571428571429,0.5625,0.7045454680919647,0.75,0.6666666567325592,0.5200251312546199,0.800924119300036,40.0,0.34375,0.27272725105285645,0.2142857164144516,0.375,0.37052514175864165,0.8077337995735647,58.26086956521739,0.5936111111111111,0.3636940876642863,0.5111111144224803,0.31253968775272367,0.754093453978063,0.871134546862421,51.21951219512195,0.4770833333333333,0.43879268566767377,0.4166666666666667,0.4722222338120143,1.295803605152992
20,0.2828384265733729,1.128872412499578,59.78835978835979,0.6385416666666667,0.6199284618099531,0.6743055594464143,0.6298611188928286,1.3964480209592969,71.875,0.7817708333333333,0.639136916026473,0.6010416764765978,0.7583333365619183,0.13637917722948878,1.3766382924636027,71.875,0.6333333333333333,0.375,0.5833333358168602,0.4166666716337204,0.007839984015560656,0.6527491706696802,76.47058823529412,0.7291666666666666,0.8518518805503845,0.8666666746139526,0.850000003973643,0.012717650291715654,1.0056004248549362,44.44444444444444,0.4375,0.3333333432674408,0.25,0.5,0.46919268400503933,1.1358698586874991,76.92307692307693,0.6666666666666667,0.8452380895614624,0.9166666567325592,0.7916666567325592,0.021936188025899816,0.965983561746004,64.28571428571429,0.7666666666666666,0.6111111342906952,1.0,0.5000000074505806,0.4968795949536778,0.8062871690190047,70.0,0.65,0.4000000059604645,0.5,0.3333333432674408,0.5763451609896957,0.9648099969470382,59.130434782608695,0.6388888888888888,0.5233477652072906,0.5688888937234878,0.563015878200531,0.1408092672384295,1.053006028206323,48.78048780487805,0.5076388888888889,0.13888889054457346,0.1944444477558136,0.10833333432674408,0.25519440061593934
21,1.5474334212870686,1.209361758949542,49.735449735449734,0.5436259920634922,0.19960317512353262,0.4791666666666667,0.1316468274841706,1.3421798997683454,73.4375,0.7617559523809524,0.5525793768465519,0.71875,0.49166667088866234,0.0681632896346191,1.4034143868876199,75.0,0.6145833333333333,0.1666666716337204,0.25,0.125,0.011690942218994662,2.4237023286315265,41.17647058823529,0.7000000000000001,0.0,0.0,0.0,0.0020702566223580313,0.8018567052901601,44.44444444444444,0.35,0.7727272808551788,0.6875,1.0,0.6312083020012232,2.547946818908634,38.46153846153847,0.7083333333333334,0.3333333432674408,0.5,0.25,0.007551764739276135,0.7378867456994274,57.14285714285714,0.5,0.5666666775941849,0.75,0.4583333432674408,0.2937246500775825,0.7903561141552722,50.0,0.1875,0.1666666716337204,0.25,0.125,0.51980933589574,0.8451439089954847,56.52173913043478,0.6877777777777777,0.2588888923327128,0.38333333532015484,0.2444444477558136,0.47093572079464147,0.6989289234699595,53.65853658536586,0.6409722222222222,0.4600529174009959,0.46666667858759564,0.4833333343267441,0.38384438599177617
22,0.583695159170345,1.5393359836333986,59.78835978835979,0.6617559523809524,0.6798301239808401,0.59781747063001,0.8377976231276989,1.123599428960376,76.5625,0.7909970238095239,0.6576389037072659,0.7375000007450581,0.6770833358168602,0.28244703834514406,1.3579987125258783,68.75,0.6666666666666667,0.3928571343421936,0.4583333358168602,0.5000000074505806,0.0006606826693909174,0.4813131936459663,82.35294117647058,0.7888888888888889,0.9090909163157145,0.8888888955116272,0.9333333373069763,0.05610052630953673,0.9864644541975954,44.44444444444444,0.35,0.7727272808551788,0.6875,1.0,0.6255492988653725,1.8310050081432188,46.15384615384615,0.5833333333333333,0.3636363744735718,0.4000000059604645,0.3333333432674408,0.1710003188207306,0.6418622845583085,50.0,0.7916666666666667,0.5000000149011612,0.875,0.375,0.6053602626511061,0.993572426363367,60.0,0.46875,0.20000000298023224,0.5,0.125,0.5401903147354575,2.0498810305606114,51.30434782608696,0.5888095238095238,0.6269641508658726,0.49166667064030967,0.9888888875643412,1.4264300659354103,0.98549358430403,43.90243902439025,0.42162698412698413,0.5186868757009506,0.48888889451821643,0.6333333378036817,0.5674440723975608
