,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,1.035899447748563,0.7666681242982295,50.0,0.41666666666666663,0.0,0.0,0.0,0.5996313803193303,70.0,0.55,0.8846153914928436,0.8125,1.0,0.5564474896866494,0.6930634194900196,45.45454545454545,0.8125,0.5833333432674408,0.4166666716337204,1.0,0.695266709945887,0.693120917491012,53.333333333333336,0.3916666666666667,0.0,0.0,0.0,0.6930636735416225,0.6931883542142476,57.14285714285714,0.25,0.0,0.0,0.0,0.6927548158410337,0.6932621943901005,42.857142857142854,0.3,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6889657112949766,0.6983645006670964,50.0,0.3333333333333333,0.0,0.0,0.0,0.6994777889868841,0.692911128446479,42.857142857142854,0.9166666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6889439772799999,0.6930857661874222,57.14285714285714,0.8333333333333334,0.4000000059604645,1.0,0.25,0.6931508685608703,0.692984697558476,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6933785319610379,0.692600588408842,55.55555555555556,0.5083333333333333,0.0,0.0,0.0,0.6858215633662508,0.6926141221113248,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.798803965494218,0.6771914700198852,70.0,0.8333333333333333,0.75,0.6666666567325592,0.9166666567325592,0.7189752267120986
1,0.6184425592766435,0.7201083160298769,50.0,0.84375,0.6666666865348816,0.5,1.0,0.6546638487312894,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.8091187762358035,0.6933253129108803,45.45454545454545,0.21875,0.5833333432674408,0.4166666716337204,1.0,0.6947066221276894,0.6906195232852946,53.333333333333336,0.5166666666666666,0.0,0.0,0.0,0.6939731276566508,0.6956393141361714,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.7378532205266018,0.6934073905862478,28.57142857142857,0.2,0.0,0.0,0.0,0.6931003422349336,0.6931495093231418,50.0,0.3333333333333333,0.0,0.0,0.0,0.6945457163992744,0.6931296884553718,57.14285714285714,0.0,0.0,0.0,0.0,0.6929733523047457,0.6932213190818869,28.57142857142857,0.0,0.444444477558136,0.4000000059604645,0.5,0.6930413633093144,0.69312855805433,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6912202591778334,0.693095706939956,55.55555555555556,0.5041666666666667,0.0,0.0,0.0,0.7585949219895838,0.7188590592192817,30.0,0.5,0.0,0.0,0.0,0.7266986322407852,0.6501770458243994,70.0,0.2916666666666667,0.761904776096344,0.625,1.0,0.6611045927138459
2,0.6138231465892843,0.7540790371581931,50.0,0.375,0.6666666865348816,0.5,1.0,0.6136126120432925,70.0,0.7083333333333334,0.761904776096344,0.625,1.0,0.5586064894790151,0.693040422539455,45.45454545454545,0.9333333333333333,0.6727272868156433,0.5208333432674408,1.0,0.694823877917502,0.6929201807681038,53.333333333333336,0.575,0.0,0.0,0.0,0.6925898131645399,0.6933047349636166,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6933113405735514,0.66568287666797,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0,0.6524425006856087,0.6925994180117825,50.0,0.6666666666666666,0.0,0.0,0.0,0.6965757174718203,0.6928794165185975,57.14285714285714,0.5,0.0,0.0,0.0,0.6923824773817631,0.6933711838461817,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.6922823754160575,0.6925849933362724,50.0,0.9375,0.6666666865348816,0.5,1.0,0.6922582938200316,0.6929432055319897,55.55555555555556,0.4777777777777778,0.0,0.0,0.0,0.6942647215369115,0.6977406130548675,30.0,0.5833333333333333,0.0,0.0,0.0,0.6942200667628771,0.6102055285870269,70.0,0.55,0.8846153914928436,0.8125,1.0,0.67036179615579
3,0.5448461278790567,0.7830991667510312,50.0,0.6166666666666667,0.38461539149284363,0.3125,0.5,0.6133889241222037,70.0,0.75,0.761904776096344,0.625,1.0,0.9337087071784631,0.6930905474180817,45.45454545454545,0.84375,0.5833333432674408,0.4166666716337204,1.0,0.6922059758800136,0.6927715241684579,53.333333333333336,0.6333333333333333,0.0,0.0,0.0,0.6932958947002065,0.7019025200476949,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.6907040654125017,0.6947625422578428,42.857142857142854,0.3,0.3333333134651184,1.0,0.20000000298023224,0.6980076171955782,0.6927045474991521,50.0,0.5555555555555556,0.0,0.0,0.0,0.6896491299142964,0.6928046367507613,71.42857142857143,0.75,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6921371793419181,0.6930155600568548,85.71428571428571,0.9166666666666666,0.888888955116272,0.800000011920929,1.0,0.6929903189414015,0.6931808781906597,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6925865262912829,0.6932350266577214,44.44444444444444,0.4083333333333334,0.6262626449267069,0.4583333333333333,1.0,0.6928163673152855,0.6927098793280526,70.0,0.4583333333333333,0.761904776096344,0.625,1.0,0.6946542101075649,0.6941990799869533,40.0,0.65,0.1666666567325592,0.5,0.10000000149011612,0.6918504249574221
4,0.5662975762027741,0.7187519211110825,50.0,0.5833333333333333,0.7727272808551788,0.6875,1.0,0.5987584349600038,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0,0.6109307295966762,0.6931090779169918,54.54545454545454,0.48333333333333334,0.0,0.0,0.0,0.6930730838311063,0.6929551978586294,53.333333333333336,0.53125,0.0,0.0,0.0,0.6923084339527587,0.6933406596696481,42.857142857142854,0.0,0.0,0.0,0.0,0.6927396921070963,0.6731249433483686,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0,0.7007810104339625,0.6926711037593399,50.0,0.7777777777777778,0.0,0.0,0.0,0.6907446247843283,0.6928828489978051,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.6878469821931101,0.6935188322260084,42.857142857142854,0.4166666666666667,0.0,0.0,0.0,0.6915029816366245,0.6928911309583377,50.0,1.0,0.6666666865348816,0.5,1.0,0.6924456222803053,0.693062840410657,55.55555555555556,0.12638888888888888,0.0,0.0,0.0,0.6888564040466089,0.6585341144344022,70.0,0.375,0.761904776096344,0.625,1.0,0.6903042697491638,0.5925558852026417,70.0,0.55,0.8846153914928436,0.8125,1.0,0.642788926907536
5,0.7307199751651646,0.9103733909707789,50.0,0.65,0.38461539149284363,0.3125,0.5,0.6631086585603194,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0,0.680564746089446,0.6868084659436257,54.54545454545454,0.71875,0.0,0.0,0.0,0.6916897749749055,0.6930490255856528,53.333333333333336,0.3916666666666667,0.0,0.0,0.0,0.6930875106177133,0.693345353812839,28.57142857142857,0.16666666666666666,0.0,0.0,0.0,0.6932607020818282,0.6507863951180758,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0,0.47663319713744273,0.6925885136304609,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.6987480489434629,0.6903851057927081,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6907938342741232,0.6938480476749084,42.857142857142854,0.5,0.0,0.0,0.0,0.6941142185468936,0.6926724473110271,50.0,1.0,0.6666666865348816,0.5,1.0,0.6924574368605231,0.6930671200767264,55.55555555555556,0.23611111111111108,0.0,0.0,0.0,0.6905832201029041,0.6309540110282674,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.5500747342195963,0.6395633344679021,70.0,0.7166666666666667,0.8846153914928436,0.8125,1.0,0.7016827416834466
6,0.5175880315548864,0.794603486337969,50.0,0.7166666666666667,0.7727272808551788,0.6875,1.0,0.6325732231737826,70.0,0.7916666666666667,0.761904776096344,0.625,1.0,0.8699631165955805,0.6930226985745485,63.63636363636363,0.5166666666666666,0.1666666567325592,0.5,0.10000000149011612,0.6947919438474214,0.6920941085829561,53.333333333333336,0.7142857142857143,0.0,0.0,0.0,0.6927922572879841,0.7482428982865655,42.857142857142854,0.0,0.0,0.0,0.0,0.6587023812982352,0.6131065682183756,71.42857142857143,0.6,0.8333333730697632,0.7142857313156128,1.0,0.6494464878696244,0.6922106275218267,83.33333333333334,0.8888888888888888,0.800000011920929,1.0,0.6666666865348816,0.6944102106903557,0.7053473681126226,57.14285714285714,0.0,0.0,0.0,0.0,0.7567445858788344,0.693242121720867,42.857142857142854,0.75,0.0,0.0,0.0,0.6930721872714966,0.6933175528237367,37.5,0.375,0.5454545021057129,0.4285714328289032,0.75,0.6948239084918111,0.6932304301172313,55.55555555555556,0.5555555555555555,0.3333333432674408,0.4166666666666667,0.3333333333333333,0.6929955397503735,0.5898080529923494,70.0,0.65,0.8846153914928436,0.8125,1.0,0.6521262481611323,0.631018422410127,50.0,0.5833333333333333,0.3333333432674408,0.375,0.30000001192092896,0.6555126433530369
7,0.6795118225773732,0.6338563349136198,60.0,0.96875,0.6969697177410126,0.5357142984867096,1.0,0.6347591568201366,70.0,0.25,0.761904776096344,0.625,1.0,0.5341710584775748,0.6926112755480481,54.54545454545454,0.8125,0.6333333551883698,0.5,0.875,0.6527194303809145,0.693027270130338,60.0,0.6,0.20000000298023224,0.5,0.125,0.6932879322835407,0.7363060848668895,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.693550204499647,0.6601399161272509,71.42857142857143,0.4,0.8333333730697632,0.7142857313156128,1.0,0.6741717297591017,0.6920884752668606,66.66666666666666,0.7777777777777778,0.5,1.0,0.3333333432674408,0.6937957876574282,0.6855559149350107,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6904740331953665,0.6926608019753425,42.857142857142854,1.0,0.0,0.0,0.0,0.735079916960057,0.6932093131480228,50.0,0.4375,0.6000000238418579,0.5,0.75,0.7049337626571132,0.665661054476497,55.55555555555556,0.5888888888888889,0.0,0.0,0.0,0.6928906463811408,0.5532360738007004,70.0,0.6166666666666667,0.8846153914928436,0.8125,1.0,0.6499177161959162,0.6261092598123044,70.0,0.75,0.8636363744735718,0.9000000059604645,0.8333333432674408,0.5405315897770046
8,0.68115179931676,0.677932279391246,60.0,0.6166666666666667,0.75,0.7000000029802322,0.8333333432674408,0.6911922440121306,60.0,0.875,0.717948704957962,0.6071428656578064,0.9166666567325592,0.6800216994581693,2.0174414607082585,54.54545454545454,0.25,0.0,0.0,0.0,0.4408820666805758,0.9768122885185682,46.666666666666664,0.43333333333333335,0.6363636553287506,0.4732142984867096,1.0,0.8993307217418107,0.7333157492349042,42.857142857142854,0.25,0.5999999642372131,0.4285714328289032,1.0,0.6737744164705914,0.7088304922961651,71.42857142857143,0.2,0.8333333730697632,0.7142857313156128,1.0,0.6347094139238921,0.9514039065624118,50.0,0.7777777777777778,0.6666666865348816,0.5,1.0,0.6976905523671266,0.7342108398229809,57.14285714285714,0.08333333333333333,0.0,0.0,0.0,0.8430940866612056,0.7334074221373574,42.857142857142854,0.0,0.0,0.0,0.0,0.9415550407718756,0.713709017102444,50.0,0.375,0.0,0.0,0.0,1.3971596961646686,0.8139303462376747,55.55555555555556,0.4777777777777778,0.0,0.0,0.0,0.4448814823758614,0.8656688283369689,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,1.2735915099726864,1.827132701645657,40.0,0.65,0.1666666567325592,0.5,0.10000000149011612,0.32043033793205133
