,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,102.10248649576143,21.151321856660168,0.0,0.0,0.0,0.0,0.0
1,104.0899161686949,11.880952173067698,0.0,0.0,0.0,0.0,0.0
2,8.560135489001086,7.2493705352455535,0.0,0.0,0.0,0.0,0.0
3,241.76781725111994,19.408100942947378,0.0,0.0,0.0,0.0,0.0
4,151.48540865591508,10.60586820370783,0.0,0.0,0.0,0.0,0.0
5,10.73158457997873,5.22211308987366,0.0,0.0,0.0,0.0,0.0
6,16.34922122540105,5.797428616751764,0.0,0.0,0.0,0.0,0.0
7,17.62471257017953,5.027001211305931,0.0,0.0,0.0,0.0,0.0
8,19.283712826193774,4.86419237121951,0.0,0.0,0.0,0.0,0.0
9,5.930024902130442,4.7444352923396655,0.0,0.0,0.0,0.0,0.0
10,33.35950594222512,4.5935391077707335,0.0,0.0,0.0,0.0,0.0
11,1.8814873901591678,4.596440825174222,0.0,0.0,0.0,0.0,0.0
12,4.724543593064742,4.401236349531533,0.0,0.0,0.0,0.0,0.0
13,2.7204294078839726,4.073270210074194,0.0,0.0,0.0,0.0,0.0
14,0.5788784178359415,3.8034665899865248,0.0,0.0,0.0,0.0,0.0
15,3.7684687198262985,3.6916980848014957,0.0,0.0,0.0,0.0,0.0
16,1.557845526472886,3.2972125710792284,0.0,0.0,0.0,0.0,0.0
17,6.699319714466053,4.164896936075214,0.0,0.0,0.0,0.0,0.0
18,4.167377815213615,3.1854380538439906,0.0,0.0,0.0,0.0,0.0
19,7.3194113199447015,4.501088555408714,0.0,0.0,0.0,0.0,0.0
20,3.5842055149176484,4.8622967728271265,0.0,0.0,0.0,0.0,0.0
21,0.8441517154582489,3.660317618306694,0.0,0.0,0.0,0.0,0.0
22,2.958278080322252,4.154737642754567,0.0,0.0,0.0,0.0,0.0
23,0.6109167112817717,4.105480331619566,0.0,0.0,0.0,0.0,0.0
24,1.7436430444255644,4.09579891820777,0.0,0.0,0.0,0.0,0.0
25,2.582437581472051,3.7467553443470036,0.0,0.0,0.0,0.0,0.0
26,6.1233331141727865,4.837607916826931,0.0,0.0,0.0,0.0,0.0
27,4.692526861515874,3.5850262325988274,0.0,0.0,0.0,0.0,0.0
28,3.6812983475324716,4.267744775390534,0.0,0.0,0.0,0.0,0.0
29,0.2817328889899853,3.5600127335529064,0.0,0.0,0.0,0.0,0.0
30,1.2392422829832384,3.754052296781045,0.0,0.0,0.0,0.0,0.0
31,0.2651837230518704,4.157494034893549,0.0,0.0,0.0,0.0,0.0
32,1.2231888356509846,3.647387666202244,0.0,0.0,0.0,0.0,0.0
33,0.43036729393608875,3.8870457734467703,0.0,0.0,0.0,0.0,0.0
34,3.026193792037226,4.417266401552912,0.0,0.0,0.0,0.0,0.0
35,4.497826056269208,3.640660532321068,0.0,0.0,0.0,0.0,0.0
36,2.9510247609424334,5.041484868552763,0.0,0.0,0.0,0.0,0.0
37,1.9338847479857195,3.4961405786677773,0.0,0.0,0.0,0.0,0.0
38,0.8391445387079058,4.025691596576322,0.0,0.0,0.0,0.0,0.0
39,0.20591719287484364,3.4692271184268453,0.0,0.0,0.0,0.0,0.0
40,0.5987910145169367,3.741206815170311,0.0,0.0,0.0,0.0,0.0
41,0.1884671071658605,3.6769970320765566,0.0,0.0,0.0,0.0,0.0
42,0.14459368377231116,3.694635724390002,0.0,0.0,0.0,0.0,0.0
43,0.04075327571527302,3.7421731030131165,0.0,0.0,0.0,0.0,0.0
44,0.3098197844373529,3.9092823039194124,0.0,0.0,0.0,0.0,0.0
45,0.051249551524058995,4.006109381952925,0.0,0.0,0.0,0.0,0.0
46,0.05701982309905701,4.076629802657674,0.0,0.0,0.0,0.0,0.0
47,0.4822856173024537,3.66913504794774,0.0,0.0,0.0,0.0,0.0
48,0.45012601360690657,3.8191940466729957,0.0,0.0,0.0,0.0,0.0
49,1.9922924063085976,3.399973074965551,0.0,0.0,0.0,0.0,0.0
50,2.4861716678258623,4.148419854851884,0.0,0.0,0.0,0.0,0.0
51,1.1040244563483406,3.57929287530904,0.0,0.0,0.0,0.0,0.0
52,2.4965053338661343,4.109207535388863,0.0,0.0,0.0,0.0,0.0
53,0.34475857512851277,3.76676429769026,0.0,0.0,0.0,0.0,0.0
54,0.031233976700104155,3.580574170629572,0.0,0.0,0.0,0.0,0.0
55,3.1021791270621413,4.82619329034245,0.0,0.0,0.0,0.0,0.0
56,0.4503252905363239,3.6041313620685513,0.0,0.0,0.0,0.0,0.0
57,0.5252501554825929,3.8642660727927547,0.0,0.0,0.0,0.0,0.0
58,0.42878835928258763,3.8244574709744343,0.0,0.0,0.0,0.0,0.0
59,0.32513181701872435,3.7465313995774263,0.0,0.0,0.0,0.0,0.0
60,0.7383784738789285,3.6840919115186654,0.0,0.0,0.0,0.0,0.0
61,0.10980748892249853,4.009428638671291,0.0,0.0,0.0,0.0,0.0
62,0.06706673865340677,3.7613875536553736,0.0,0.0,0.0,0.0,0.0
63,0.8577194002299754,3.81786035202196,0.0,0.0,0.0,0.0,0.0
64,3.5923144944736927,3.5281838549863282,0.0,0.0,0.0,0.0,0.0
65,0.6559716959676211,3.653894772841816,0.0,0.0,0.0,0.0,0.0
66,0.11899259467994198,4.140418011091155,0.0,0.0,0.0,0.0,0.0
67,0.061661482072893896,4.134489269547471,0.0,0.0,0.0,0.0,0.0
68,0.08908833103479541,3.567981481702527,0.0,0.0,0.0,0.0,0.0
69,0.0391915120281165,4.131295945320736,0.0,0.0,0.0,0.0,0.0
70,0.36512885225549846,3.6922217803951507,0.0,0.0,0.0,0.0,0.0
71,0.34364602239247377,3.6515608361584015,0.0,0.0,0.0,0.0,0.0
72,0.15369686817464556,3.9725363803381777,0.0,0.0,0.0,0.0,0.0
73,0.20216957661162194,3.9152369385258416,0.0,0.0,0.0,0.0,0.0
74,0.25304781340758503,3.8765757483175367,0.0,0.0,0.0,0.0,0.0
75,0.2436500968573423,3.88050274712014,0.0,0.0,0.0,0.0,0.0
76,1.0254798627407768,3.564090073475122,0.0,0.0,0.0,0.0,0.0
77,0.9912111500247839,4.854432299341388,0.0,0.0,0.0,0.0,0.0
78,0.3916048905693865,3.6598550463922015,0.0,0.0,0.0,0.0,0.0
79,0.024097841219189824,4.017183672755368,0.0,0.0,0.0,0.0,0.0
80,0.07868698884810683,3.8286624757221253,0.0,0.0,0.0,0.0,0.0
81,0.18788074547103287,3.82135322840219,0.0,0.0,0.0,0.0,0.0
82,0.028632516903856476,3.874787728301205,0.0,0.0,0.0,0.0,0.0
83,0.06316786291666748,3.731051909482091,0.0,0.0,0.0,0.0,0.0
84,0.001164322033952306,3.5680184385055704,0.0,0.0,0.0,0.0,0.0
85,0.24834289668560747,4.27935576484143,0.0,0.0,0.0,0.0,0.0
86,0.3477382020777666,3.6418503533813675,0.0,0.0,0.0,0.0,0.0
87,0.024430158379120326,3.713813145622653,0.0,0.0,0.0,0.0,0.0
88,0.07722482350003161,3.859700969650456,0.0,0.0,0.0,0.0,0.0
89,0.7755091554935678,3.812916139068966,0.0,0.0,0.0,0.0,0.0
90,0.513634915086686,3.778198877023933,0.0,0.0,0.0,0.0,0.0
91,1.0033167302618924,3.724623137248089,0.0,0.0,0.0,0.0,0.0
92,5.594939677651046,4.534382652441269,0.0,0.0,0.0,0.0,0.0
93,1.5228050936123472,3.5713439063832872,0.0,0.0,0.0,0.0,0.0
94,1.1890062554355876,3.9846546591612237,0.0,0.0,0.0,0.0,0.0
95,0.05142484962143149,3.7191702520031855,0.0,0.0,0.0,0.0,0.0
96,0.44331336713013836,3.7199096239070837,0.0,0.0,0.0,0.0,0.0
