,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,1038.872461217021,1409.6723812267212,0.0,0.0,0.0,0.0,0.0
1,1616.783942055165,1199.5998850691522,0.0,0.0,0.0,0.0,0.0
2,872.0191600721153,965.7788404860767,0.0,0.0,0.0,0.0,0.0
3,498.6413551039362,741.8296842072408,0.0,0.0,0.0,0.0,0.0
4,204.06881515597192,572.23195798425,0.0,0.0,0.0,0.0,0.0
5,239.1961010587632,523.9348377869707,0.0,0.0,0.0,0.0,0.0
6,132.3689674073769,533.5771097925881,0.0,0.0,0.0,0.0,0.0
7,143.17119453793012,525.4763501375733,0.0,0.0,0.0,0.0,0.0
8,451.83041181162497,509.69850635672157,0.0,0.0,0.0,0.0,0.0
9,352.9761022738982,493.42457710084506,0.0,0.0,0.0,0.0,0.0
10,417.53208349639743,490.9770293783594,0.0,0.0,0.0,0.0,0.0
11,101.77915973692305,492.1939188214125,0.0,0.0,0.0,0.0,0.0
12,67.87338543336728,489.5247622853955,0.0,0.0,0.0,0.0,0.0
13,288.2194677567166,477.57042676547366,0.0,0.0,0.0,0.0,0.0
14,66.98865238873137,471.14720817675266,0.0,0.0,0.0,0.0,0.0
15,352.2319109508698,463.6977650984031,0.0,0.0,0.0,0.0,0.0
16,222.50259673267186,460.78722611832535,0.0,0.0,0.0,0.0,0.0
17,57.367543554817594,453.5282634757016,0.0,0.0,0.0,0.0,0.0
18,110.48642467175218,445.14440193468886,0.0,0.0,0.0,0.0,0.0
19,295.80605474743385,438.88589827190407,0.0,0.0,0.0,0.0,0.0
20,164.64124842744783,440.5319632564199,0.0,0.0,0.0,0.0,0.0
21,181.64149089885944,434.4779916649144,0.0,0.0,0.0,0.0,0.0
22,369.5319122233345,425.26361016117727,0.0,0.0,0.0,0.0,0.0
23,115.3285712598065,418.36788351292296,0.0,0.0,0.0,0.0,0.0
24,268.4627318782206,401.53480657432135,0.0,0.0,0.0,0.0,0.0
25,109.50917039591275,379.7959743497357,0.0,0.0,0.0,0.0,0.0
26,113.97492522676156,369.2703199200148,0.0,0.0,0.0,0.0,0.0
27,25.73523796602596,368.5637975298029,0.0,0.0,0.0,0.0,0.0
28,293.33534869119006,395.1175257307232,0.0,0.0,0.0,0.0,0.0
29,183.2172207963146,363.5864172029454,0.0,0.0,0.0,0.0,0.0
30,87.99230512037661,350.63560634748785,0.0,0.0,0.0,0.0,0.0
31,45.784247261649796,361.2616499466091,0.0,0.0,0.0,0.0,0.0
32,56.86634871188547,412.27008684283715,0.0,0.0,0.0,0.0,0.0
33,43.23210940881021,350.42311020625976,0.0,0.0,0.0,0.0,0.0
