,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.693095168545707,0.08663371266508113,70.83333333333334,0.09242399389915182,46.666666666666664,0.6931313836099214
1,0.6931130559723484,0.08669286559485594,33.33333333333333,0.09242657009624436,50.0,0.6932395265996559
2,0.6929641630954151,0.08675375942950835,33.33333333333333,0.09242417519971997,56.666666666666664,0.6931309300538216
3,0.6921052827482799,0.0867633002742017,33.33333333333333,0.09242159848051909,46.666666666666664,0.6931313957567389
4,0.6881907660314737,0.10144150204997936,33.33333333333333,0.09241285124753006,50.0,0.6928015089889319
5,0.7898196697298135,0.09815569837649933,33.33333333333333,0.09242449473689152,46.666666666666664,0.6932438687862812
6,0.6506033706660186,0.08627180467629332,33.33333333333333,0.09242079205557678,50.0,0.6933556907010147
7,0.7957328076908341,0.1348598193326212,33.33333333333333,0.09242948383619365,46.666666666666664,0.6930493651118943
8,0.6203753308883646,0.09324542397354296,33.33333333333333,0.09242079238179589,50.0,0.6980517042721931
9,0.38570886855950903,0.1357946746022361,33.33333333333333,0.09242211484458286,50.0,0.6923846075207948
10,0.5705590126186733,0.08551830814167732,75.0,0.0924237585081275,50.0,0.693244760287336
11,0.6116103609441965,0.09768391145155365,37.5,0.0924080620837961,50.0,0.6934070073110312
12,0.27439583198254575,0.0701525321733827,79.16666666666666,0.09241677561257329,46.666666666666664,0.6926061803226087
13,0.014767761842713185,0.10873644653426699,66.66666666666666,0.09241300043834813,46.666666666666664,0.6929747815167635
14,0.04366141709709624,0.12528005922679633,62.5,0.09242687238250825,43.333333333333336,0.6944529001943182
15,0.009420254740851917,0.4201986395876494,37.5,0.09244340278342342,40.0,0.6923009970532163
16,0.0012305885175983244,0.08566893780408553,75.0,0.09232921997478086,56.666666666666664,0.7259664445255446
17,0.006604071228946804,0.07059055091523082,83.33333333333334,0.09235902691439045,50.0,0.69657548942734
18,0.01142274108112937,0.29447246807053146,37.5,0.09242325237183262,50.0,0.6925428936955107
19,0.0030650685696597887,0.06786717609966612,87.5,0.092416299044181,46.666666666666664,0.6923014690468158
20,0.0012267210978119465,0.1903173604401498,62.5,0.09242740138465143,50.0,0.6939576629824051
21,0.0003584590479240898,0.17901382910910282,66.66666666666666,0.0924294659159792,50.0,0.6945584673911046
22,0.0004126187354060337,0.12586195279249004,79.16666666666666,0.0924347958194514,50.0,0.6929473050005904
23,0.0005356253504300626,0.13121409860317626,79.16666666666666,0.09243005538415748,53.333333333333336,0.6934324401319449
24,0.0002338706556470697,0.1438959026978772,75.0,0.092413979578801,56.666666666666664,0.6920697238833692
25,0.00037589777007450756,0.12911971551676138,79.16666666666666,0.0924494279966623,56.666666666666664,0.6902291040885246
26,6.211467860987216e-05,0.1580794352109108,70.83333333333334,0.09239343322398133,60.0,0.6925387036570271
27,0.00012142806658728858,0.16979283544665735,70.83333333333334,0.09240657913487026,60.0,0.6906921724517951
28,4.4740130939199074e-05,0.18613842233302846,66.66666666666666,0.09241651280669237,60.0,0.6920327015878962
29,0.00010452679205863101,0.19129029001459688,66.66666666666666,0.09242740841246695,60.0,0.6907380994151061
30,3.89927423665918e-05,0.23020673201024403,66.66666666666666,0.10447436700275843,60.0,0.8266005001556705
31,0.6989944621531196,0.09854228221842716,87.5,0.09271088901989806,43.333333333333336,0.6840552328193117
32,0.0010377724487703676,0.08321538579977435,87.5,0.09002394927836832,36.666666666666664,0.6690677314372417
33,0.0005509514416539483,0.3625028639540681,45.83333333333333,0.08670199606945476,66.66666666666666,0.629562821861624
34,0.07624691698373748,0.5218116663798952,41.66666666666667,0.07903346387322198,66.66666666666666,0.4597174548085286
35,0.6578020543118543,0.11691822320147029,83.33333333333334,0.16305541158003015,46.666666666666664,0.35397828708060103
36,0.06376487379801483,0.07334310512460389,83.33333333333334,0.1403963055412038,60.0,0.7472043282546532
37,0.0015767945410119846,0.07409358792732222,87.5,0.15880220765920003,46.666666666666664,0.4586482816861481
38,0.9731731383317088,0.17494052110982605,58.333333333333336,0.08259396551920085,66.66666666666666,0.5705921130706209
39,0.021858653716646144,0.1842980512314294,62.5,0.0859366660159979,66.66666666666666,0.5832193024423664
40,0.001319791063671885,0.128977060829867,79.16666666666666,0.17614382171087178,53.333333333333336,0.7548668756922393
41,0.0002374743296705779,0.19854001138285413,62.5,0.17516088742211694,63.33333333333333,1.0083099698963507
42,0.5187236080257158,0.4650136031245576,41.66666666666667,0.16327952066804763,63.33333333333333,0.5989992161421553
43,0.08712546303491896,0.10556433702581125,83.33333333333334,0.1687868564860553,53.333333333333336,0.17543540226767312
44,0.0004926180800093312,0.1250379984625788,70.83333333333334,0.14956246573099852,63.33333333333333,0.3467143965422587
45,0.0007594672441920855,0.16417001385625193,70.83333333333334,0.16773510749589451,70.0,0.051799463717339705
46,0.25837243277815786,0.19363609791270098,62.5,0.16659666935396544,70.0,0.4057793545469008
47,0.0007145030878792297,0.16069139513423142,66.66666666666666,0.2738657903063762,66.66666666666666,0.004522746843513443
48,0.007390077044866523,0.13329726085280627,75.0,0.20674386267925593,66.66666666666666,0.005224289707676159
49,0.0002787560442852084,0.15038771052060998,75.0,0.21936920829646162,66.66666666666666,0.003870057799981822
50,0.0001281363398303357,0.26088569468953254,66.66666666666666,0.22315513972036943,73.33333333333333,0.0020637991835909778
51,7.527929650766515e-05,0.22854936890830702,66.66666666666666,0.256983416551375,66.66666666666666,6.5386178074069e-05
52,0.00018399216072304372,0.2108142669285947,70.83333333333334,0.2605830665197915,66.66666666666666,5.583765345527899e-05
53,3.10982067290484e-05,0.2077582116954636,70.83333333333334,0.26319777739914324,70.0,0.00015327406412302577
54,0.0002153477431504858,0.21158581120069275,70.83333333333334,0.2711451111967352,70.0,2.6704161250579262e-05
55,0.000187395921557493,0.21797739356976398,70.83333333333334,0.27537461259710494,66.66666666666666,3.3706188922313976e-05
56,2.3276849637257473e-05,0.2256414672358358,70.83333333333334,0.2859839193146457,66.66666666666666,5.769673876522675e-05
57,0.00010202848963672741,0.23056670114224365,66.66666666666666,0.3256224795995134,66.66666666666666,4.2633674479598453e-07
58,6.573174333673864e-06,0.24013116094311812,66.66666666666666,0.29915388368803175,66.66666666666666,0.0001161446022390272
59,1.590535279261071e-05,0.2511492669294014,66.66666666666666,0.3180559316795424,66.66666666666666,2.573495408131302e-05
60,3.878144505562448e-06,0.2608618941859369,66.66666666666666,0.37548957370725816,66.66666666666666,2.8005190188551987e-05
61,6.943719881005155e-06,0.26924225247433337,66.66666666666666,0.39979635571406763,66.66666666666666,4.2328989871553175e-06
62,2.323499342884198e-05,0.2753568926139613,70.83333333333334,0.39520029886825003,66.66666666666666,1.683900039317294e-05
63,5.880245718699219e-07,0.2857656947644789,66.66666666666666,0.3885377398626603,66.66666666666666,3.6673184254225524e-06
64,9.612631363812164e-07,0.2925134262741841,66.66666666666666,0.39646317325807845,66.66666666666666,1.6385440449078908e-05
65,3.343558094780997e-07,0.29640400839570935,66.66666666666666,0.4105572394537826,66.66666666666666,1.4251502361170998e-06
