,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,0.6934393243524204,0.6929473201119751,57.14285714285714,0.38888888888888884,0.7179487347602844,0.5625,1.0
1,0.6923805492873822,0.6928863057946482,57.14285714285714,0.46875,0.7333333492279053,0.5833333432674408,1.0
2,0.692794319455399,0.6932371657351216,50.0,0.5,0.5357142686843872,0.5833333432674408,0.5
3,0.6918750062418719,0.6934185867691084,42.857142857142854,0.46875,0.0,0.0,0.0
4,0.6955443376064678,0.6948499141183261,42.857142857142854,0.59375,0.0,0.0,0.0
5,0.69637615402071,0.6967678602365928,42.857142857142854,0.6875,0.0,0.0,0.0
6,0.692178289014181,0.6994157536713913,42.857142857142854,0.6555555555555556,0.0,0.0,0.0
7,0.6753269036309925,0.7008979034547574,42.857142857142854,0.4888888888888889,0.0,0.0,0.0
8,0.7016703418580355,0.7058018378650263,42.857142857142854,0.4375,0.0,0.0,0.0
9,0.6530582837810519,0.7053581532370524,42.857142857142854,0.625,0.0,0.0,0.0
10,0.6330296969328015,0.6981351038368905,42.857142857142854,0.6333333333333333,0.0,0.0,0.0
11,1.209418977621788,0.9593650042158208,57.14285714285714,0.59375,0.7083333432674408,0.625,0.875
12,0.5440963527009505,0.6971891188363853,50.0,0.6875,0.20000000298023224,0.5,0.125
13,0.49074593194905497,0.696142679644311,42.857142857142854,0.59375,0.34285713732242584,0.6666666716337204,0.25
14,0.45183766410860743,2.728258143302622,42.857142857142854,0.5111111111111111,0.0,0.0,0.0
15,0.10275813744557397,0.7402576176947165,64.28571428571429,0.59375,0.6607142686843872,0.7083333432674408,0.625
16,0.018666430302520038,0.8327810836915169,50.0,0.8125,0.3333333432674408,0.30000001192092896,0.375
17,0.010372349397084134,1.3840125840110438,57.14285714285714,0.6333333333333333,0.48571430146694183,0.75,0.36666667461395264
18,0.008655920888222271,2.0576471568924,57.14285714285714,0.7111111111111111,0.48571430146694183,0.75,0.36666667461395264
19,0.00015318346284393696,3.1750134670157246,64.28571428571429,0.5833333333333333,0.5833333432674408,1.0,0.4166666716337204
20,0.31466246250358915,1.8642043015541778,57.14285714285714,0.8,0.675000011920929,0.6000000238418579,0.800000011920929
21,0.005974380199165626,2.647418713866421,57.14285714285714,0.6041666666666667,0.5555555820465088,0.8333333432674408,0.4166666716337204
22,0.00020058324515134812,3.267197290335757,64.28571428571429,0.71875,0.533333346247673,1.0,0.375
23,0.0012305081489319195,1.5134934537891789,57.14285714285714,0.6000000000000001,0.6500000357627869,0.6000000089406967,0.7333333492279053
24,0.0006576721305814739,2.9007727721942933,57.14285714285714,0.4666666666666667,0.5428571552038193,0.75,0.4333333447575569
25,0.0024534728891686037,1.4672141258501923,57.14285714285714,0.6777777777777778,0.675000011920929,0.6000000238418579,0.800000011920929
26,0.0008220455439608618,2.5574251771862726,64.28571428571429,0.5625,0.5833333432674408,1.0,0.4166666716337204
27,0.0014656399594650395,1.6824751934580462,57.14285714285714,0.7333333333333334,0.5,0.8333333432674408,0.36666667461395264
28,0.002072466209233544,1.3009476600981442,64.28571428571429,0.625,0.7285714447498322,0.75,0.75
29,0.0006997317230267958,1.287222240183299,57.14285714285714,0.71875,0.5873016119003296,0.5666666775941849,0.625
30,8.385109399297822e-05,1.256615990692749,57.14285714285714,0.71875,0.5714285373687744,0.6666666865348816,0.5
31,0.0001827525202589906,1.5430045645027053,71.42857142857143,0.7333333333333334,0.6857143044471741,1.0,0.533333346247673
32,8.91057454328756e-05,1.882149405743115,71.42857142857143,0.7555555555555555,0.625,1.0,0.46666668355464935
33,6.947328877983866e-05,2.1587197839867445,71.42857142857143,0.8222222222222222,0.6857143044471741,1.0,0.533333346247673
34,1.6425290950381127e-05,2.3236113365979025,71.42857142857143,0.7777777777777777,0.625,1.0,0.46666668355464935
35,1.5719429012467056e-06,2.3297276256506083,71.42857142857143,0.75,0.6666666865348816,1.0,0.5
36,8.871425657439519e-06,2.2764179194209233,71.42857142857143,0.84375,0.6666666865348816,1.0,0.5
37,4.217345551758079e-06,2.230958736847882,71.42857142857143,0.78125,0.6285714358091354,1.0,0.5
38,1.3319635937630718e-05,2.2230964968224507,71.42857142857143,0.78125,0.6285714358091354,1.0,0.5
39,4.320920527789735e-06,2.23124781550886,71.42857142857143,0.7555555555555555,0.6857143044471741,1.0,0.533333346247673
40,4.809548576614302e-06,2.215108569156975,71.42857142857143,0.78125,0.6666666865348816,1.0,0.5
41,2.975793280672933e-07,2.2326404021635597,71.42857142857143,0.6777777777777778,0.625,1.0,0.46666668355464935
42,5.801393577499621e-06,2.242228941631254,71.42857142857143,0.6666666666666667,0.6857143044471741,1.0,0.533333346247673
43,9.690421083327787e-07,2.248607319285337,71.42857142857143,0.75,0.6285714358091354,1.0,0.5
44,3.1538367363649766e-07,2.265159215616716,71.42857142857143,0.7333333333333334,0.625,1.0,0.46666668355464935
45,4.591717862837739e-06,2.2560023149203694,71.42857142857143,0.6777777777777778,0.625,1.0,0.46666668355464935
46,4.926690632091916e-06,2.2572606552603967,71.42857142857143,0.7444444444444445,0.6857143044471741,1.0,0.533333346247673
47,2.6494120531110096e-06,2.268784120944023,71.42857142857143,0.71875,0.6285714358091354,1.0,0.5
48,2.86739708188944e-06,2.249952624586261,71.42857142857143,0.6571428571428571,0.3636363744735718,0.5,0.2857142984867096
49,4.647199077687263e-06,2.2379503630055586,71.42857142857143,0.71875,0.6666666865348816,1.0,0.5
50,2.1915230800537823e-06,2.234521970789163,71.42857142857143,0.6555555555555556,0.625,1.0,0.46666668355464935
51,2.9321608033398337e-06,2.228496155582409,71.42857142857143,0.71875,0.6666666865348816,1.0,0.5
52,2.160293916875184e-06,2.2358797971195967,71.42857142857143,0.71875,0.6666666865348816,1.0,0.5
53,6.373947203433917e-06,2.2344076178183814,71.42857142857143,0.6555555555555556,0.625,1.0,0.46666668355464935
54,1.1670871675272701e-06,2.225647974569142,71.42857142857143,0.6555555555555556,0.625,1.0,0.46666668355464935
55,2.428190718741917e-06,2.220276058307763,71.42857142857143,0.7142857142857143,0.7999999821186066,1.0,0.7142857164144516
56,2.4232189576273156e-06,2.2311565561745206,71.42857142857143,0.7444444444444445,0.6857143044471741,1.0,0.533333346247673
57,9.127052886151258e-07,2.206750555208361,71.42857142857143,0.7333333333333334,0.625,1.0,0.46666668355464935
58,2.518409996536108e-06,2.212621674598377,71.42857142857143,0.6875,0.6666666865348816,1.0,0.5
59,2.5040649604647905e-07,2.207837152349348,71.42857142857143,0.75,0.6666666865348816,1.0,0.5
60,8.433767841381257e-07,2.1888941003749274,71.42857142857143,0.8666666666666667,0.625,1.0,0.46666668355464935
61,2.193393087057798e-07,2.19318575362824,71.42857142857143,0.6875,0.4000000059604645,0.5,0.3333333432674408
62,1.204684582461258e-06,2.194994578760451,71.42857142857143,0.8,0.3636363744735718,0.5,0.2857142984867096
63,1.3216804613170056e-06,2.193999156452332,71.42857142857143,0.6333333333333333,0.444444477558136,0.5,0.4000000059604645
64,7.933879276989734e-07,2.18320135313358,71.42857142857143,0.7444444444444445,0.6857143044471741,1.0,0.533333346247673
65,3.4472023917475295e-07,2.184685471301395,71.42857142857143,0.6875,0.6285714358091354,1.0,0.5
66,9.572175943162141e-07,2.188696676915151,71.42857142857143,0.6875,0.6666666865348816,1.0,0.5
67,1.2913281267175983e-06,2.1697618545426134,71.42857142857143,0.7916666666666667,0.6666666865348816,1.0,0.5
68,9.402725555520816e-07,2.1731865001712403,71.42857142857143,0.6666666666666666,0.625,1.0,0.46666668355464935
69,8.112698189920733e-07,2.1761684219835167,71.42857142857143,0.6875,0.6666666865348816,1.0,0.5
70,1.6141402103573457e-06,2.1656350735552796,71.42857142857143,0.7083333333333333,0.6666666865348816,1.0,0.5
71,2.645779971862518e-07,2.1654821258300125,71.42857142857143,0.6888888888888889,0.444444477558136,0.5,0.4000000059604645
72,1.2992218001202379e-06,2.176090604119971,71.42857142857143,0.6333333333333333,0.444444477558136,0.5,0.4000000059604645
73,1.34929290890252e-06,2.1765446295000928,71.42857142857143,0.71875,0.6285714358091354,1.0,0.5
74,6.305806178040498e-07,2.175804319277236,71.42857142857143,0.7,0.625,1.0,0.46666668355464935
75,7.695684803703826e-07,2.172908512508033,71.42857142857143,0.75,0.6285714358091354,1.0,0.5
76,8.545417852809097e-07,2.1741836291699514,71.42857142857143,0.7555555555555555,0.625,1.0,0.46666668355464935
77,1.365241935110292e-06,2.172176052238887,71.42857142857143,0.7708333333333333,0.6666666865348816,1.0,0.5
78,4.0991061364152756e-07,2.1765143988465225,71.42857142857143,0.5555555555555556,0.444444477558136,0.5,0.4000000059604645
79,1.129665648237862e-06,2.17713960405202,71.42857142857143,0.625,0.4000000059604645,0.5,0.3333333432674408
80,8.054198069266649e-07,2.1784748635909095,71.42857142857143,0.7222222222222222,0.6857143044471741,1.0,0.533333346247673
81,1.0421274747794e-06,2.1752602279875153,71.42857142857143,0.6875,0.4000000059604645,0.5,0.3333333432674408
82,1.1020269605011525e-06,2.173780375484093,71.42857142857143,0.71875,0.6666666865348816,1.0,0.5
83,8.303200566401459e-07,2.1788226992638817,71.42857142857143,0.65625,0.6285714358091354,1.0,0.5
84,4.8698317412628244e-08,2.184204861721626,71.42857142857143,0.7111111111111111,0.625,1.0,0.46666668355464935
85,1.0153871083881964e-07,2.197165471615158,71.42857142857143,0.7555555555555555,0.625,1.0,0.46666668355464935
86,3.641404419205586e-07,2.2011995524625614,71.42857142857143,0.75,0.6285714358091354,1.0,0.5
87,1.7438341299315e-07,2.208524719621558,71.42857142857143,0.7,0.625,1.0,0.46666668355464935
88,3.328143907574131e-07,2.217882907325684,71.42857142857143,0.71875,0.6285714358091354,1.0,0.5
89,2.9989321116771826e-07,2.2039272262753147,71.42857142857143,0.7666666666666666,0.625,1.0,0.46666668355464935
