,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6931181785429634,0.6929520061272598,53.96825396825397,0.5564236111111112,0.6842102482914925,0.5375000002483526,1.0,0.6809053498021068,39.0625,0.6361979166666666,0.5456488048657775,0.39397321455180645,0.984375,0.53943437826328,0.6151768232436812,75.0,0.4357142857142857,0.0,0.0,0.0,0.5737851888937575,0.6929669467996203,58.82352941176471,0.5833333333333334,0.811965823173523,0.7083333333333334,1.0,0.6958092643458526,0.6931739076283971,44.44444444444444,0.4375,0.0,0.0,0.0,0.6730795801781612,0.6889151207818874,50.0,0.6031746031746031,0.5227272510528564,0.875,0.380952388048172,0.7297286857632098,0.7120410630677046,50.0,0.28125,0.3333333432674408,0.30000001192092896,0.375,0.7039621298110683,0.9350825634632515,37.5,0.13333333333333333,0.0,0.0,0.0,0.7218640337358079,0.6927720196651951,53.91304347826087,0.5958333333333333,0.0,0.0,0.0,0.6923670137066656,0.6875842467562266,51.21951219512195,0.5944444444444444,0.0,0.0,0.0,0.7600166947616451
1,0.5407102439055018,0.9344734509722522,53.96825396825397,0.47837301587301595,0.6943519624571005,0.5437500004967054,1.0,0.7225171342072212,64.84375,0.6043154761904762,0.5391549542546272,0.5075892889872193,0.6250000037252903,2.1567583633025253,0.5701224015963224,75.0,0.6601190476190476,0.1666666716337204,0.25,0.125,0.41180208573860655,0.6982115029215719,41.17647058823529,0.6,0.0,0.0,0.0,0.7324749823360677,0.6928750967064381,66.66666666666666,0.41666666666666663,0.5,0.5,0.5,0.692065343800378,0.6855678087174196,50.0,0.6333333333333333,0.4523809552192688,1.0,0.30000000447034836,0.7236082421975961,0.7566625587377966,50.0,0.71875,0.1666666716337204,0.25,0.125,0.7387417066697164,0.6399541222976792,62.5,0.8,0.7692307829856873,0.625,1.0,0.7543032603189855,0.6961652279228948,55.65217391304348,0.5292460317460318,0.0,0.0,0.0,0.4459292101415886,0.6867564125033953,53.65853658536586,0.5270833333333333,0.6325757503509521,0.5603174616893133,0.7638888855775198,0.6920850858093277
2,0.6783533575786775,0.6940974288227758,47.08994708994709,0.4365079365079365,0.052083333333333336,0.125,0.035119048009316124,0.6108881868989252,64.84375,0.6901041666666666,0.4663419984281063,0.5218750033527613,0.4750000014901161,0.5177594064538099,0.6929347546652245,62.5,0.5208333333333334,0.2651515230536461,0.2053571492433548,0.375,0.6963958102272036,1.1029546840947266,41.17647058823529,0.47222222222222215,0.0,0.0,0.0,1.03083327107458,0.716874139480285,55.55555555555556,0.31666666666666665,0.0,0.0,0.0,0.623701813541221,0.5540705055962546,78.57142857142857,0.7333333333333334,0.8846153914928436,0.8125,1.0,0.5938848961230971,0.7667323439487143,50.0,0.48333333333333334,0.0,0.0,0.0,0.7485926521646916,0.6825132757467152,62.5,0.5333333333333333,0.7272727489471436,0.6666666865348816,0.800000011920929,0.8433151708069504,0.6879991592740621,55.65217391304348,0.5331349206349205,0.0,0.0,0.0,0.7352369196864276,0.7049517965277633,48.78048780487805,0.5770833333333333,0.5317460348208746,0.4107142885526021,0.777777781089147,0.5699625412415751
3,0.6957760197926011,0.7250826365009737,41.7989417989418,0.4529761904761905,0.3120039738714695,0.4048611155400674,0.2977182591954867,0.5999919051474634,67.1875,0.6703497023809525,0.26904762350022793,0.42708333395421505,0.20208333618938923,0.5776674094085594,0.5753660235076214,71.875,0.6267857142857143,0.1666666716337204,0.125,0.25,0.6532510060536615,0.6588417425008303,70.58823529411765,0.625,0.5333333412806193,0.5,0.5833333333333334,0.6705362283698552,0.7033753436147029,55.55555555555556,0.46875,0.3636363744735718,0.2857142984867096,0.5,0.6936246622899342,0.7159408299681124,57.14285714285714,0.7857142857142857,0.625,1.0,0.5714285746216774,0.9542668395915272,0.7681075301968666,50.0,0.28125,0.0,0.0,0.0,0.6119001985811127,0.7101846070685552,50.0,0.4,0.6666666865348816,0.5714285969734192,0.800000011920929,0.7485756397880704,0.6842193250798192,56.52173913043478,0.6161111111111113,0.03333333333333333,0.06666666666666667,0.022222222884496053,0.6803766044234104,0.6829801425021748,48.78048780487805,0.5576388888888889,0.4994172702232997,0.4017857238650322,0.6666666716337204,0.6090650019803823
4,0.6908224864842983,0.6926174623292106,46.03174603174603,0.4745535714285715,0.16190476094683012,0.3125,0.13769841380417347,0.5831173454725653,69.53125,0.7751116071428571,0.5163194499909878,0.7083333358168602,0.4375000037252903,0.3519693352800422,0.6073122602235469,71.875,0.7095238095238096,0.0,0.0,0.0,0.6310041763145973,0.6605753760552328,58.82352941176471,0.7708333333333334,0.2857142885526021,0.3333333333333333,0.25,0.6717847388391478,0.6935045264656018,55.55555555555556,0.41666666666666663,0.7999999821186066,0.7142857164144516,1.0,0.6959113468853225,0.941543760050249,35.714285714285715,0.7916666666666667,0.1428571492433548,0.5,0.0833333358168602,0.4717733890402016,0.6797722240283202,60.0,0.5833333333333333,0.3333333432674408,0.375,0.30000001192092896,0.7001119966577584,0.6935225616856234,37.5,0.3333333333333333,0.444444477558136,0.5,0.4000000059604645,0.6933787506886553,0.7203411649462236,55.65217391304348,0.6422222222222221,0.0,0.0,0.0,0.5706655304869195,0.6862123087389084,60.97560975609756,0.672718253968254,0.6536019643147787,0.6301587397853533,0.786111111442248,0.7109886340367279
5,0.8428888596567121,0.7153336223679341,52.38095238095239,0.5061011904761904,0.5589012814064821,0.5429563540965319,0.6166666721304258,0.7420694854248765,67.96875,0.7822916666666667,0.6209821496158838,0.5968750063329935,0.7062500026077032,0.3402578658034523,0.5735801507386804,68.75,0.6242559523809523,0.2916666716337204,0.3333333358168602,0.375,0.6449114254473275,0.708627176118355,58.82352941176471,0.6460317460317461,0.36666665474573773,0.6666666666666666,0.2539682586987813,0.43590364574498147,0.6940710128922573,33.33333333333333,0.34375,0.125,0.125,0.125,0.6906777752918645,1.2666630788239974,42.857142857142854,0.6000000000000001,0.3333333134651184,1.0,0.20000000298023224,0.6292486779665986,1.2864726533689277,50.0,0.55,0.0,0.0,0.0,0.6175561353057751,0.7911668547657424,25.0,0.3333333333333333,0.0,0.0,0.0,1.2331984964258194,1.4324594005938405,55.65217391304348,0.4955555555555555,0.0,0.0,0.0,0.6784445058092782,0.6762557790918857,60.97560975609756,0.6749999999999999,0.5517676870028178,0.5119047711292902,0.6444444557030996,0.7544804056930495
6,0.6894524619359752,0.6933780118681493,50.264550264550266,0.5224950396825396,0.5203373146553835,0.5395833409080902,0.5571428624292215,0.67823012777636,64.84375,0.7345238095238096,0.6109241601079702,0.5260416734963655,0.806101193651557,0.40020888757915535,0.5876276593898795,75.0,0.6154761904761904,0.22500000149011612,0.25,0.2083333358168602,0.6009079737984035,0.5652700203376279,58.82352941176471,0.6347222222222223,0.7314814925193787,0.75,0.7166666686534882,0.3914115221224211,0.6951491630439746,33.33333333333333,0.35,0.1428571343421936,0.125,0.1666666716337204,0.6914970561577505,0.6759398682258949,42.857142857142854,0.7777777777777778,0.29999998211860657,0.5,0.2142857164144516,0.5195556077313903,0.6732206566357698,70.0,0.65,0.7083333432674408,0.800000011920929,0.75,0.4425390268840896,0.6925091959192089,62.5,0.6666666666666666,0.6666666865348816,0.75,0.6000000238418579,0.6989099121825051,0.6622750643451003,59.130434782608695,0.6036904761904761,0.15333333412806194,0.3333333333333333,0.1022222230831782,0.6526430262541154,0.6855438353861438,58.536585365853654,0.5694444444444444,0.5060606201489767,0.4825396885474523,0.5722222228844961,0.6398347376495795
7,0.5826964568764748,0.7131997872190916,53.96825396825397,0.5334077380952381,0.5138153582811356,0.5907738159100214,0.5204861164093018,0.5964053181663186,68.75,0.7462053571428571,0.5877976231276989,0.5739583391696215,0.6562500055879354,0.33926614683177797,0.5866669017784987,75.0,0.65,0.125,0.125,0.125,1.212552717713288,0.5943654218464607,70.58823529411765,0.7444444444444445,0.40740742286046344,0.6666666666666666,0.3333333383003871,0.5274374008730677,0.6940078352846252,44.44444444444444,0.45,0.29999998211860657,0.2142857164144516,0.5,0.7569487145752657,0.6733446272902628,57.14285714285714,0.6666666666666666,0.4166666865348816,0.5,0.3571428656578064,0.5526275667404952,0.6755266341705737,70.0,0.40625,0.7083333432674408,0.625,0.875,0.7351045873140719,0.6825481933821053,87.5,0.7333333333333333,0.9090909361839294,0.8333333134651184,1.0,0.6936977006520327,0.6555916004025769,55.65217391304348,0.5973809523809525,0.0,0.0,0.0,0.5622159616190714,0.6841100358663298,60.97560975609756,0.5833333333333334,0.5481481651465098,0.5666666726271311,0.5444444517294565,0.8869838246389253
8,0.6573103866649768,0.7312911321515262,55.026455026455025,0.5524305555555554,0.552272746960322,0.5545635012288889,0.5856150879214207,0.682444655593202,70.3125,0.7888020833333332,0.6507079899311066,0.6375000085681677,0.7541666701436043,0.7645823694807827,0.6629945975273132,65.625,0.59375,0.1428571343421936,0.1666666716337204,0.125,1.2349483856586387,0.6718742115731641,64.70588235294117,0.7222222222222222,0.4285714328289032,0.6666666666666666,0.3888888905445735,0.917979734109721,0.71750105178138,33.33333333333333,0.45,0.0,0.0,0.0,0.6210471608196333,0.6255222206200284,64.28571428571429,0.5,0.6428571492433548,0.75,0.6000000014901161,1.3324661708708547,0.6542302458752113,70.0,0.84375,0.7083333432674408,0.625,0.875,0.5291657713622586,0.6938935679275723,50.0,0.5333333333333333,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6161932845960986,0.6603324729732769,55.65217391304348,0.6572619047619047,0.0,0.0,0.0,0.9402752729867748,0.6940922151398534,56.09756097560976,0.5491071428571429,0.3861111104488373,0.4166666716337204,0.43809523930152255,0.46644559905468885
