,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,216.98921994620167,68.65523797442481,0.0,0.0,0.0,0.0,0.0,2.0702101637847505,0.0,0.0,0.0,0.0,0.0,24.684512475581943,6.6716642026482385,0.0,0.0,0.0,0.0,0.0,50.29808079041636,7.397819758077073,0.0,0.0,0.0,0.0,0.0,12.872731969472397,1.349277128751274,0.0,0.0,0.0,0.0,0.0,24.83015577458909,80.721439970063,0.0,0.0,0.0,0.0,0.0,988.2416697232521,3.3012616821757303,0.0,0.0,0.0,0.0,0.0,32.364575104341135,61.437826968765165,0.0,0.0,0.0,0.0,0.0,1405.638646314629,56.263091994699145,0.0,0.0,0.0,0.0,0.0,153.16077922519173,157.0204205716337,0.0,0.0,0.0,0.0,0.0,1549.6403016777072,42.52056080255307,0.0,0.0,0.0,0.0,0.0,1043.786704752506,84.96676270550472,0.0,0.0,0.0,0.0,0.0,1228.3522133089411,164.96769720781677,0.0,0.0,0.0,0.0,0.0,720.6696097932078,481.20128431565144,0.0,0.0,0.0,0.0,0.0,2683.5001226701597,481.37291579882384,0.0,0.0,0.0,0.0,0.0,3010.1247786610293,857.5257669635951,0.0,0.0,0.0,0.0,0.0,3957.845447975253,26.289464909738815,0.0,0.0,0.0,0.0,0.0,303.4643349891348
1,224.98805214103302,33.207171536904895,0.0,0.0,0.0,0.0,0.0,12.375307422639095,0.0,0.0,0.0,0.0,0.0,29.662396934107903,2.452023688889274,0.0,0.0,0.0,0.0,0.0,5.901199849697638,6.015918740772122,0.0,0.0,0.0,0.0,0.0,45.48555079962815,1.4108073642316312,0.0,0.0,0.0,0.0,0.0,10.305477846954776,40.87195584735432,0.0,0.0,0.0,0.0,0.0,1015.808012342443,4.416943021463833,0.0,0.0,0.0,0.0,0.0,113.19932064969471,13.997539645799124,0.0,0.0,0.0,0.0,0.0,372.9858012191513,9.085975642561781,0.0,0.0,0.0,0.0,0.0,6.426297280689473,104.33746077818013,0.0,0.0,0.0,0.0,0.0,322.4758292551399,9.943425619782557,0.0,0.0,0.0,0.0,0.0,569.0781232775092,91.15169172607034,0.0,0.0,0.0,0.0,0.0,856.8115936728436,134.88441770632525,0.0,0.0,0.0,0.0,0.0,252.41841063055182,245.69986245269442,0.0,0.0,0.0,0.0,0.0,1650.1675667330203,276.22900239393437,0.0,0.0,0.0,0.0,0.0,2121.2274498345487,738.0695216984127,0.0,0.0,0.0,0.0,0.0,4101.913680182982,10.340122475827219,0.0,0.0,0.0,0.0,0.0,71.94668185098304
2,86.87990603419637,56.786108824144584,0.0,0.0,0.0,0.0,0.0,1.786768657763256,0.0,0.0,0.0,0.0,0.0,23.847290093459787,3.229826652951226,0.0,0.0,0.0,0.0,0.0,34.381730821598396,3.311044341290553,0.0,0.0,0.0,0.0,0.0,15.021224588966243,3.123887902779795,0.0,0.0,0.0,0.0,0.0,29.251721388551793,87.96009612680963,0.0,0.0,0.0,0.0,0.0,268.69867765335,9.73089215946669,0.0,0.0,0.0,0.0,0.0,29.389526313761962,20.616769406353978,0.0,0.0,0.0,0.0,0.0,116.05587562078733,10.50515527300173,0.0,0.0,0.0,0.0,0.0,13.633819583567917,53.357550313313276,0.0,0.0,0.0,0.0,0.0,0.613731254159858,5.745726346758759,0.0,0.0,0.0,0.0,0.0,13.97871169803219,77.73583305150669,0.0,0.0,0.0,0.0,0.0,209.03444631464868,62.223688469249225,0.0,0.0,0.0,0.0,0.0,221.61857204763814,24.44696128144833,0.0,0.0,0.0,0.0,0.0,333.53854403204537,213.86402935810966,0.0,0.0,0.0,0.0,0.0,1340.6578629221156,630.9723893900795,0.0,0.0,0.0,0.0,0.0,3122.795349522338,14.482179837978654,0.0,0.0,0.0,0.0,0.0,68.81916435147384
3,20.01272003033131,6.77692564711006,0.0,0.0,0.0,0.0,0.0,1.4138560072848962,0.0,0.0,0.0,0.0,0.0,7.768081110839923,1.726973266705447,0.0,0.0,0.0,0.0,0.0,5.2398019872529344,4.334501083669824,0.0,0.0,0.0,0.0,0.0,8.286956583153431,0.4935458652725029,0.0,0.0,0.0,0.0,0.0,4.960429022376623,51.1709495100265,0.0,0.0,0.0,0.0,0.0,368.08617842097505,5.035057338469397,0.0,0.0,0.0,0.0,0.0,146.8301994325239,21.488907598019185,0.0,0.0,0.0,0.0,0.0,233.29843948600538,11.17950513912204,0.0,0.0,0.0,0.0,0.0,0.14956288862176742,23.129091656124725,0.0,0.0,0.0,0.0,0.0,539.1895708632482,9.176995070364068,0.0,0.0,0.0,0.0,0.0,82.90453819910668,96.12185048417466,0.0,0.0,0.0,0.0,0.0,229.95638463120534,42.79337188836259,0.0,0.0,0.0,0.0,0.0,177.35171233191144,13.483672798649758,0.0,0.0,0.0,0.0,0.0,321.1025475869859,124.4154349982534,0.0,0.0,0.0,0.0,0.0,991.2947007610566,447.96995762016877,0.0,0.0,0.0,0.0,0.0,2925.210434437513,9.961513898120609,0.0,0.0,0.0,0.0,0.0,158.8418492102953
4,32.388894622467355,4.406905024197259,0.0,0.0,0.0,0.0,0.0,0.7493996117246329,0.0,0.0,0.0,0.0,0.0,2.7137024907339122,1.1057166554882036,0.0,0.0,0.0,0.0,0.0,2.45223319854989,1.7694544315172849,0.0,0.0,0.0,0.0,0.0,4.02330301951354,0.4481791639439028,0.0,0.0,0.0,0.0,0.0,4.800659378704061,48.72706388079433,0.0,0.0,0.0,0.0,0.0,346.634845930501,1.5437901551947262,0.0,0.0,0.0,0.0,0.0,43.515341209806294,14.658051313146146,0.0,0.0,0.0,0.0,0.0,50.915235985155746,8.14152563668235,0.0,0.0,0.0,0.0,0.0,273.5355338318095,18.79041640537893,0.0,0.0,0.0,0.0,0.0,42.23895625060257,6.17004640330106,0.0,0.0,0.0,0.0,0.0,69.37677382689289,61.15803101942542,0.0,0.0,0.0,0.0,0.0,489.4641342234836,46.18974658576883,0.0,0.0,0.0,0.0,0.0,51.45126895860055,15.820900594763504,0.0,0.0,0.0,0.0,0.0,140.05138099895115,91.54481230210033,0.0,0.0,0.0,0.0,0.0,720.5710686843902,307.3414637091584,0.0,0.0,0.0,0.0,0.0,2100.6394231834443,8.374396917989731,0.0,0.0,0.0,0.0,0.0,112.66042445270281
5,68.95120398141125,5.728674239073226,0.0,0.0,0.0,0.0,0.0,0.8424215713017941,0.0,0.0,0.0,0.0,0.0,7.134909354278469,0.5265388422513282,0.0,0.0,0.0,0.0,0.0,2.5068678172134033,3.7121667246739602,0.0,0.0,0.0,0.0,0.0,51.34805579333365,0.4457417732424994,0.0,0.0,0.0,0.0,0.0,13.882198936306192,48.77138675850284,0.0,0.0,0.0,0.0,0.0,78.46609886033522,6.071019203601804,0.0,0.0,0.0,0.0,0.0,88.0318895465489,20.362819339601163,0.0,0.0,0.0,0.0,0.0,54.83926334641731,6.867979274251951,0.0,0.0,0.0,0.0,0.0,89.53035730557845,15.790516457246534,0.0,0.0,0.0,0.0,0.0,68.22341264677101,11.190540462392264,0.0,0.0,0.0,0.0,0.0,148.2424328845948,33.707118891870984,0.0,0.0,0.0,0.0,0.0,266.81343013596785,35.564606213429585,0.0,0.0,0.0,0.0,0.0,65.52994037239219,16.121710462751825,0.0,0.0,0.0,0.0,0.0,232.96569958090518,11.902603967764282,0.0,0.0,0.0,0.0,0.0,154.8199415278588,210.85572056077172,0.0,0.0,0.0,0.0,0.0,886.0389819907253,7.926618058558147,0.0,0.0,0.0,0.0,0.0,75.69936776133216
6,19.220926716649238,5.227802432081735,0.0,0.0,0.0,0.0,0.0,0.7265889951639362,0.0,0.0,0.0,0.0,0.0,3.5542026067623484,6.277468815362366,0.0,0.0,0.0,0.0,0.0,1.723640132343289,1.5503579606203322,0.0,0.0,0.0,0.0,0.0,2.9493442315500267,0.27574358705993623,0.0,0.0,0.0,0.0,0.0,3.7721649748657833,67.21469305186848,0.0,0.0,0.0,0.0,0.0,262.1627557691956,2.491578008965533,0.0,0.0,0.0,0.0,0.0,64.49448776119932,24.645134921640405,0.0,0.0,0.0,0.0,0.0,205.56570905565388,11.262624024153641,0.0,0.0,0.0,0.0,0.0,65.14454962971341,13.874599238216462,0.0,0.0,0.0,0.0,0.0,120.93046429596285,16.593156590131215,0.0,0.0,0.0,0.0,0.0,121.24273624143693,48.547545724313,0.0,0.0,0.0,0.0,0.0,240.26015020943342,25.653131304897098,0.0,0.0,0.0,0.0,0.0,40.573450885100854,38.35880550231281,0.0,0.0,0.0,0.0,0.0,60.64059813034978,9.490553086705571,0.0,0.0,0.0,0.0,0.0,81.47320337447843,78.8895737484316,0.0,0.0,0.0,0.0,0.0,658.0605056018418,8.121963204324445,0.0,0.0,0.0,0.0,0.0,21.502093478938527
7,24.594016209243442,7.185173278624082,0.0,0.0,0.0,0.0,0.0,0.48292501820481476,0.0,0.0,0.0,0.0,0.0,2.300612933062186,0.6708842689751138,0.0,0.0,0.0,0.0,0.0,2.316487935481878,2.7336135916716224,0.0,0.0,0.0,0.0,0.0,14.801717637827332,0.7370281357982205,0.0,0.0,0.0,0.0,0.0,10.152076728465238,43.01185372117753,0.0,0.0,0.0,0.0,0.0,60.050659261187164,4.336461992580083,0.0,0.0,0.0,0.0,0.0,36.15857234539476,25.497466503774845,0.0,0.0,0.0,0.0,0.0,135.93543481905843,6.814428102223451,0.0,0.0,0.0,0.0,0.0,25.939122046054322,16.96431029896036,0.0,0.0,0.0,0.0,0.0,0.16095971516993876,10.775775986260825,0.0,0.0,0.0,0.0,0.0,115.14610135333318,72.71703502675123,0.0,0.0,0.0,0.0,0.0,265.80165622792435,20.74616673603645,0.0,0.0,0.0,0.0,0.0,116.7558696996005,16.23518008928041,0.0,0.0,0.0,0.0,0.0,42.38000876458095,13.25426067252064,0.0,0.0,0.0,0.0,0.0,151.7206856798844,18.781218534295277,0.0,0.0,0.0,0.0,0.0,566.6560068309075,8.903190841934615,0.0,0.0,0.0,0.0,0.0,110.47501865877472
8,5.987657535350399,4.32422275852265,0.0,0.0,0.0,0.0,0.0,2.9806774846418618,0.0,0.0,0.0,0.0,0.0,28.133377077898654,0.8136841081152775,0.0,0.0,0.0,0.0,0.0,2.196518271030416,0.9696205065867,0.0,0.0,0.0,0.0,0.0,5.998672085033533,0.4948767317912617,0.0,0.0,0.0,0.0,0.0,2.0785827179573926,37.41396007902051,0.0,0.0,0.0,0.0,0.0,176.83207231581974,3.5199761444728668,0.0,0.0,0.0,0.0,0.0,44.93551568322302,23.786636174102455,0.0,0.0,0.0,0.0,0.0,137.67745412509845,7.2951538684641495,0.0,0.0,0.0,0.0,0.0,37.21809991600956,13.208188353519263,0.0,0.0,0.0,0.0,0.0,118.80608346655416,11.866283283268515,0.0,0.0,0.0,0.0,0.0,37.66028224375289,26.59649776258764,0.0,0.0,0.0,0.0,0.0,171.9171800934125,23.993038116331487,0.0,0.0,0.0,0.0,0.0,64.24916905298312,19.666397449050258,0.0,0.0,0.0,0.0,0.0,175.88332158102884,10.481171290348247,0.0,0.0,0.0,0.0,0.0,147.530577223303,14.966017873126294,0.0,0.0,0.0,0.0,0.0,108.14662128245197,9.11178966083338,0.0,0.0,0.0,0.0,0.0,35.913518105723746
