,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,1.239689847385812,0.2158282888285281,23.076923076923077,0.20555128726235455,28.57142857142857,0.7758026073298637
1,0.36729639185201574,0.19110017098223844,23.076923076923077,0.13762768231829026,42.857142857142854,0.645655300020277
2,0.6889083718977332,0.16572666207824735,30.76923076923077,0.1454013460045891,50.0,0.8514560816928274
3,0.14565675573479733,0.07951029604809462,69.23076923076923,0.06275469429616844,78.57142857142857,0.1972574426149198
4,0.26036804598595675,0.08798855320648265,84.61538461538461,0.06645787703463797,85.71428571428571,0.22354192111823923
5,0.2042576914919104,0.24463873255077662,30.76923076923077,0.15464019176860017,50.0,0.4225787137408391
6,0.26765258369757056,0.18698731132108637,30.76923076923077,0.03929672668013257,92.85714285714286,0.04470506745860894
7,0.059797555205644386,0.2114940886887973,23.076923076923077,0.13393750865152754,57.14285714285714,0.10833829411315538
8,0.42093203131925955,0.26610728885389034,30.76923076923077,0.025003796160159825,92.85714285714286,0.044896658625257733
9,0.02045191062686014,0.08241579387345872,69.23076923076923,0.03409211630820081,85.71428571428571,0.010021578686453135
10,0.22315306386338055,0.13834279899103402,46.15384615384615,0.07396707657227808,85.71428571428571,0.4394618629395784
11,0.9608720906035734,0.11524955658046679,84.61538461538461,0.062481522429706386,71.42857142857143,1.299477333127846
12,0.5495966675945189,0.4933404684314449,38.46153846153847,0.06883784622051162,78.57142857142857,1.0663489057710323
13,0.004352376369548534,0.10529154535365884,76.92307692307693,0.05597532668499223,85.71428571428571,0.07309124832361621
14,0.0027748992351395094,0.32003059394415734,23.076923076923077,0.38533523170121303,85.71428571428571,0.005101971537335564
15,0.1932920322960974,0.134852252543828,84.61538461538461,0.07530317010557701,71.42857142857143,0.06803275847814162
16,0.007382861593299782,0.40640577488679897,23.076923076923077,0.2097966535563131,92.85714285714286,0.0017118493774869745
17,0.0063803444274446895,0.12488548808166898,61.53846153846154,0.24014771043273986,85.71428571428571,0.025859297147699096
18,0.010733105768996262,0.24732703788695093,23.076923076923077,0.135577126560592,71.42857142857143,0.0023231220034786635
19,0.0009527918048244664,0.2358359536268772,30.76923076923077,0.13300060495712543,92.85714285714286,8.96434226685843e-05
20,0.00016873389068983752,0.3867700503087814,23.076923076923077,0.13177833046439788,78.57142857142857,0.00023252259689792197
21,0.02692257472280732,0.3670449086092416,30.76923076923077,0.20381711015801826,71.42857142857143,5.952752600403821e-05
22,0.002241044726994212,0.2226171157246522,38.46153846153847,0.11020185031063558,78.57142857142857,8.598296150224516e-05
23,0.0005628409942575421,0.36449380334488574,23.076923076923077,0.124547781616001,92.85714285714286,0.00031528467760112927
24,0.0011177241473033627,0.33070989350619695,30.76923076923077,0.10790254314822108,78.57142857142857,5.1844999140768e-05
25,0.0022106877339333163,0.2646953988778761,38.46153846153847,0.0964379864683945,78.57142857142857,5.9479080232625046e-05
26,0.00045893131298132113,0.33723734562733065,30.76923076923077,0.10336870604097279,78.57142857142857,6.173485443957427e-05
27,0.00019115282413225917,0.2596602891966268,38.46153846153847,0.0789252044025615,85.71428571428571,0.00012095725267892001
28,0.00047445755541749104,0.36996520005804645,38.46153846153847,0.10943399834284882,85.71428571428571,2.847870433175752e-05
