,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.6423150845538551,0.6596896785634034,50.0,0.875,0.0,0.0,0.0,0.692919391940002,63.63636363636363,0.7166666666666667,0.7846153974533081,0.6458333432674408,1.0,0.6935141922065422,1.0260232958464797,41.66666666666667,0.15625,0.0,0.0,0.0,0.43130235918857956,0.6957226214346329,12.5,0.0,0.222222238779068,0.1666666716337204,0.3333333432674408,0.6630609976032192,0.7556059892113155,50.0,0.4,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.4734017088951005,0.663968408933375,71.42857142857143,0.8333333333333334,0.75,0.6000000238418579,1.0,0.5396517205514982,0.5027249064733695,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,1.2830111305605407,0.6679210911265419,60.0,0.5625,0.1666666716337204,0.25,0.125,0.6580927926190879,1.086350153742349,22.22222222222222,0.34375,0.611111119389534,0.6000000014901161,0.625,0.6464232920294458,0.693185435032243,42.10526315789473,0.5555555555555556,0.5521885752677917,0.4619047741095225,0.8333333333333334,0.6917200188941734,0.6242914312855331,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.5828668790377345,0.8886463531590175,40.0,0.5,0.0,0.0,0.0,0.571153792649214,0.738263109826564,30.0,0.5833333333333333,0.0,0.0,0.0,0.8552343474580013
10,0.3366082288408933,0.786720640624885,50.0,0.9375,0.0,0.0,0.0,0.6924693088492062,63.63636363636363,0.9333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6914090034843431,1.09917502815903,50.0,0.26666666666666666,0.0,0.0,0.0,0.22680041507365986,0.6940426161014657,62.5,0.0,0.0,0.0,0.0,0.6269860286696339,0.8117482083954622,50.0,0.26666666666666666,0.6666666865348816,0.5714285969734192,0.800000011920929,0.2016289462945035,0.6677139489393387,57.14285714285714,0.75,0.5714285373687744,0.5,0.6666666865348816,0.6198579103497515,0.3427700613873111,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,0.2969092393459176,0.6840395637184906,60.0,0.5833333333333333,0.0,0.0,0.0,0.8515321147389942,1.44772330293885,33.33333333333333,0.375,0.7000000029802322,0.6666666716337204,0.75,0.28439681554285545,0.6933756293645511,52.63157894736842,0.43253968253968256,0.2857142885526021,0.2857142885526021,0.2857142885526021,0.6939517443156319,0.6422740163613678,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0,0.6399823085065502,0.8969079304187876,40.0,0.53125,0.0,0.0,0.0,0.4930999786222888,0.715006696343195,40.0,0.7916666666666667,0.1428571492433548,0.5,0.0833333358168602,0.7626836713918153
11,0.5481677195467449,0.6642517606160521,62.5,0.9375,0.4000000059604645,1.0,0.25,0.6924963668188618,63.63636363636363,0.65625,0.8333333432674408,0.75,1.0,0.6914636525761559,0.8026548642969069,41.66666666666667,0.4666666666666667,0.6000000089406967,0.6428571492433548,0.6666666865348816,0.45905759843928284,0.8163899012770357,62.5,0.0,0.0,0.0,0.0,0.6566570609722248,0.9423542647901272,62.5,0.3333333333333333,0.7692307829856873,0.625,1.0,0.5027326320936256,0.6838025418002766,71.42857142857143,0.5833333333333334,0.5,1.0,0.3333333432674408,0.5031941213710954,0.31283115378140486,85.71428571428571,1.0,0.6666666865348816,1.0,0.5,1.074657740519756,0.6626756802773639,60.0,0.36666666666666664,0.0,0.0,0.0,0.6504915487390764,1.3654549067954314,44.44444444444444,0.375,0.1666666716337204,0.25,0.125,0.08630490577469116,0.6937087382890195,47.368421052631575,0.5952380952380952,0.6166666746139526,0.6309523830811182,0.8333333333333334,0.6916766271445182,0.5723597664549812,70.0,0.55,0.8846153914928436,0.8125,1.0,0.4844945999904171,0.9046364282882416,40.0,0.5,0.0,0.0,0.0,0.5372602874790626,0.6914101793617279,70.0,0.25,0.46666666865348816,0.4375,0.5,0.7015249501212037
12,0.6895503130580023,0.6419541821071229,50.0,0.875,0.0,0.0,0.0,0.6912114146446293,63.63636363636363,0.8666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.6951866342957702,0.9195078126281871,41.66666666666667,0.26666666666666666,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.34478054636017885,0.8957122971240926,50.0,0.0,0.0,0.0,0.0,0.6680924429751692,1.0118851774388666,37.5,0.3333333333333333,0.5454545617103577,0.5,0.6000000238418579,0.16976533064641938,0.5882435466435079,57.14285714285714,0.8333333333333334,0.5714285373687744,0.5,0.6666666865348816,0.3511737166024942,0.24325470430530988,85.71428571428571,1.0,0.6666666865348816,1.0,0.5,0.4057809291189459,0.6693171641666751,50.0,0.53125,0.25,0.25,0.25,0.6763308819147457,1.5152301485737583,44.44444444444444,0.35,0.1428571492433548,0.25,0.10000000149011612,0.23197397344067244,0.6940694292713021,42.10526315789473,0.5555555555555555,0.5484848618507385,0.43611112236976624,0.8666666746139526,0.6902528283692373,0.6612188111042053,70.0,0.75,0.46666666865348816,0.4375,0.5,0.7170565552520528,0.7903968768703563,40.0,0.7666666666666666,0.6060606241226196,0.5,0.800000011920929,0.6910494463448281,0.6922749533696937,40.0,0.75,0.222222238779068,0.3333333432674408,0.1666666716337204,0.654593998145805
13,0.6338333795151605,0.5886893948965615,50.0,1.0,0.0,0.0,0.0,0.6903669678148124,63.63636363636363,0.9333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.7026155174743454,0.7790026994798694,50.0,0.40625,0.550000011920929,0.5,0.625,0.6369629777193954,0.6944191725588579,25.0,0.13333333333333333,0.0,0.0,0.0,0.5948364762155866,0.8977723444328558,50.0,0.4666666666666667,0.3333333134651184,1.0,0.20000000298023224,1.295453364197426,0.5809902357426219,71.42857142857143,0.75,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6469352568068815,0.9498530785071615,57.14285714285714,0.8,0.5714285969734192,0.4000000059604645,1.0,0.8801403231581095,0.7321427125046225,60.0,0.5625,0.0,0.0,0.0,0.7401291143351546,1.43038840901714,33.33333333333333,0.3833333333333333,0.27272728085517883,0.25,0.30000001192092896,0.47996086900058377,0.7915416304133472,52.63157894736842,0.4222222222222222,0.0,0.0,0.0,0.8286064203681215,0.5706292704087028,70.0,0.9166666666666667,0.761904776096344,0.625,1.0,0.547973233180955,0.8673934608889644,50.0,0.53125,0.20000000298023224,0.5,0.125,0.4765307668246351,0.6930791190257206,20.0,0.75,0.0,0.0,0.0,0.672460744794542
14,0.6505279639132022,0.6340585567640363,62.5,0.75,0.5714285373687744,0.6666666865348816,0.5,0.690280774507282,63.63636363636363,0.6666666666666667,0.6785714328289032,0.5416666716337204,1.0,0.6935897915143575,0.9105278637386974,41.66666666666667,0.375,0.45000000298023224,0.4166666716337204,0.5,0.811865555198393,0.704459917284185,37.5,0.06666666666666667,0.0,0.0,0.0,0.7669112877522907,1.019739936323762,50.0,0.3333333333333333,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.1811736908532374,0.8337383026259991,57.14285714285714,0.8333333333333334,0.6666666865348816,0.5,1.0,0.3442979585775459,0.20435687473406766,100.0,1.0,1.0,1.0,1.0,0.7086770593314953,0.6541587814238932,60.0,0.5416666666666667,0.0,0.0,0.0,0.5084544943947921,1.643706928952553,33.33333333333333,0.40625,0.222222238779068,0.20000000298023224,0.25,0.3822356438384886,0.693639439178745,42.10526315789473,0.45555555555555555,0.4444444576899211,0.3333333333333333,0.6666666666666666,0.691697743367314,0.7977077685138712,70.0,0.55,0.8846153914928436,0.8125,1.0,0.4131722785103733,0.8067967749653124,60.0,0.8,0.3333333432674408,0.375,0.30000001192092896,0.5582041111549643,0.6926266889941154,70.0,0.75,0.8636363744735718,0.9000000059604645,0.8333333432674408,0.5898220118609115
15,0.4811462121073886,0.8145271999308369,50.0,0.875,0.0,0.0,0.0,0.6786782635196434,63.63636363636363,0.46875,0.8333333432674408,0.75,1.0,0.6373050863689124,1.2441902183440303,50.0,0.21875,0.0,0.0,0.0,0.4882438781334403,0.7285585378271631,0.0,0.0,0.0,0.0,0.0,0.573933294129416,1.0709704049585917,50.0,0.3333333333333333,0.6666666865348816,0.5714285969734192,0.800000011920929,0.5728839466587289,0.5996565472922881,57.14285714285714,0.8333333333333334,0.5714285373687744,0.5,0.6666666865348816,0.47441195322037594,0.2605948231941185,71.42857142857143,1.0,0.0,0.0,0.0,0.7536411451127564,0.8022179725801223,60.0,0.7333333333333334,0.0,0.0,0.0,0.38664590917014396,1.5103303826207948,33.33333333333333,0.3833333333333333,0.222222238779068,0.25,0.20000000298023224,0.05018482410904757,0.8406823386768254,57.89473684210527,0.6444444444444445,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.696054678267505,0.5888582068356377,70.0,0.6833333333333333,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.6146837904435453,1.1114675995323398,40.0,0.5,0.0,0.0,0.0,0.8098192559138857,0.6593404495543409,30.0,0.75,0.0,0.0,0.0,0.5540669757215384
16,0.48745591522353304,0.6761637985831788,62.5,0.75,0.4000000059604645,1.0,0.25,0.7221803933386883,63.63636363636363,0.45833333333333337,0.6785714328289032,0.5416666716337204,1.0,0.6253640780485985,0.954774440630207,58.333333333333336,0.5333333333333333,0.6346153914928436,0.4791666716337204,1.0,0.742480420888333,1.1101534700867475,62.5,0.4,0.0,0.0,0.0,0.35294987379198334,1.253274876374793,50.0,0.3333333333333333,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.25893588822827,0.7345518077302643,71.42857142857143,0.75,0.5,1.0,0.3333333432674408,0.2877540921699771,0.25053271338914046,71.42857142857143,1.0,0.0,0.0,0.0,0.15497600906443143,0.708781915851942,60.0,0.3333333333333333,0.0,0.0,0.0,0.45558870225738396,2.01713997673294,22.22222222222222,0.28125,0.611111119389534,0.6000000014901161,0.625,0.16069887271262337,0.8529335511456051,57.89473684210527,0.5555555555555555,0.16666666666666666,0.3333333333333333,0.11111111442248027,0.6641743340646246,0.5747012335603479,70.0,0.9166666666666667,0.761904776096344,0.625,1.0,0.5448837262650603,0.9758724524975353,70.0,0.3333333333333333,0.375,0.5,0.30000001192092896,0.5829235458125102,0.684360641665668,70.0,0.25,0.75,0.6666666567325592,0.9166666567325592,0.6369729054649079
17,0.5975382369665224,0.7702696170308723,50.0,1.0,0.0,0.0,0.0,0.7208854622213863,63.63636363636363,0.45,0.7846153974533081,0.6458333432674408,1.0,0.5725703216124605,1.2698630659522179,41.66666666666667,0.3125,0.0,0.0,0.0,0.9663762322055227,0.7181318562595124,25.0,0.26666666666666666,0.0,0.0,0.0,0.9216722292557193,1.0753906056542195,25.0,0.4,0.25,0.3333333432674408,0.20000000298023224,0.05855046233877247,0.59931336367929,57.14285714285714,0.75,0.5714285373687744,0.5,0.6666666865348816,0.10135893440605784,0.22933609902256716,100.0,1.0,1.0,1.0,1.0,0.29594762662149016,0.683555178194234,60.0,0.43333333333333335,0.0,0.0,0.0,0.39670028414856257,2.1383469817501632,33.33333333333333,0.35,0.27272728085517883,0.25,0.30000001192092896,0.037489549555328475,0.8941527149177988,52.63157894736842,0.6041666666666666,0.0,0.0,0.0,0.5692525098590314,0.5854924948973692,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.5502160056253778,0.8374991146323986,60.0,0.65625,0.375,0.375,0.375,0.4566283651843107,0.7280197269437984,80.0,0.25,0.7948718070983887,0.6785714328289032,1.0,0.6030760101882995
18,0.6752124508208356,0.5602932934841479,50.0,1.0,0.0,0.0,0.0,0.6759755258927161,63.63636363636363,0.9,0.7846153974533081,0.6458333432674408,1.0,0.5695289099523553,1.33123739012146,50.0,0.5,0.0,0.0,0.0,0.19777494152688424,1.0020208244252637,62.5,0.4,0.0,0.0,0.0,0.543311041382005,1.3259077545079658,25.0,0.4,0.25,0.3333333432674408,0.20000000298023224,0.1779590530704976,0.9292914527499223,71.42857142857143,0.75,0.5,1.0,0.3333333432674408,0.9135927734358723,0.3238497323320283,71.42857142857143,1.0,0.0,0.0,0.0,0.13528535633432714,1.3082396165481682,60.0,0.5,0.0,0.0,0.0,0.11358971810457817,2.284413768447923,22.22222222222222,0.35,0.20000001788139343,0.20000000298023224,0.20000000298023224,0.03355717814733029,1.4874403747074032,52.63157894736842,0.7222222222222223,0.0,0.0,0.0,0.05575026751452459,0.4924618702984562,80.0,0.6833333333333333,0.9166666865348816,0.8571428656578064,1.0,0.554817443312823,1.854862171853434,40.0,0.7666666666666666,0.0,0.0,0.0,0.24970111733953862,0.8406226756497635,40.0,0.5,0.4761904925107956,0.75,0.5833333358168602,0.42624546476958586
19,0.3161213571135681,1.2218335408986931,50.0,1.0,0.0,0.0,0.0,0.6226244460738036,63.63636363636363,0.59375,0.8333333432674408,0.75,1.0,0.9260594036292895,1.100140790437484,33.33333333333333,0.5666666666666667,0.4583333432674408,0.4333333447575569,0.5000000149011612,0.273621709947299,0.740229203895911,50.0,0.26666666666666666,0.0,0.0,0.0,0.4110765097369216,1.1864476489366977,50.0,0.4666666666666667,0.3333333134651184,1.0,0.20000000298023224,0.118497978169561,1.0266551822437866,71.42857142857143,0.5,0.5,1.0,0.3333333432674408,0.09189305205922489,0.21448669312143737,100.0,1.0,1.0,1.0,1.0,0.21349054732538922,0.9642443733357263,60.0,0.5,0.0,0.0,0.0,0.3239262185443747,2.403656948793228,33.33333333333333,0.46875,0.27272725105285645,0.2142857164144516,0.375,0.4385611662698913,0.9395265370881951,57.89473684210527,0.7777777777777778,0.22222222884496054,0.3333333333333333,0.16666666666666666,0.94847047981389,0.46749620208653814,70.0,0.6833333333333333,0.8846153914928436,0.8125,1.0,0.6760396629527745,1.1666647545618778,70.0,0.7333333333333334,0.7857142984867096,1.0,0.7000000029802322,0.3916865044330922,0.8561927623278723,30.0,0.5,0.1428571492433548,0.5,0.0833333358168602,0.48496914728147705
