,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
20,0.07804470159948661,1.0050619373713148,62.5,0.8125,0.4000000059604645,1.0,0.25,0.8012488671787916,63.63636363636363,0.43333333333333335,0.7846153974533081,0.6458333432674408,1.0,0.34563145223052477,1.2163055540171646,41.66666666666667,0.5,0.5227272808551788,0.4166666716337204,0.800000011920929,0.09365232686215316,1.1009179470711883,62.5,0.26666666666666666,0.0,0.0,0.0,0.6700187293797458,1.3946531789685828,50.0,0.4666666666666667,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.19646258630361801,0.901960674079193,57.14285714285714,0.75,0.6666666865348816,0.5,1.0,0.3501804065310697,0.3761471204090099,71.42857142857143,1.0,0.0,0.0,0.0,0.6816467062484974,0.908691288136138,50.0,0.26666666666666666,0.0,0.0,0.0,0.2497762507942177,2.225637418645265,22.22222222222222,0.40625,0.20000000298023224,0.1666666716337204,0.25,0.0846028711138696,0.9577169627661979,57.89473684210527,0.75,0.09523809949556987,0.3333333333333333,0.055555557211240135,0.6933334824363889,0.7631124608941533,70.0,0.65,0.8846153914928436,0.8125,1.0,0.4620741479178331,1.0548152695647093,60.0,0.3,0.3333333432674408,0.375,0.30000001192092896,1.050542038731973,0.7076688542580082,80.0,0.45,0.9166666865348816,0.8571428656578064,1.0,0.4138203073067811
21,0.3900344743380984,1.7999681131544463,50.0,0.75,0.0,0.0,0.0,0.7180511730259492,63.63636363636363,0.9,0.7846153974533081,0.6458333432674408,1.0,1.2222325652894106,1.2523092895829666,50.0,0.34375,0.3333333432674408,0.30000001192092896,0.375,0.06906270680027307,1.1459213899171339,62.5,0.2,0.0,0.0,0.0,0.46125456031678086,1.3900855695276348,50.0,0.4,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.25426913490458214,0.6960312920482554,57.14285714285714,0.75,0.5714285373687744,0.5,0.6666666865348816,0.11667134953531952,0.12793903453146202,100.0,1.0,1.0,1.0,1.0,0.1615028553874197,0.7311482007186205,60.0,0.5,0.2857142686843872,0.3333333432674408,0.25,0.49196237473913323,2.518800985636503,22.22222222222222,0.28125,0.611111119389534,0.6000000014901161,0.625,0.010743742238882803,1.1433260304298898,57.89473684210527,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08265173549562639,0.7699777719086516,70.0,0.875,0.761904776096344,0.625,1.0,0.4980755125790219,1.2185061931333145,60.0,0.36666666666666664,0.3333333432674408,0.375,0.30000001192092896,0.04507544425538585,1.0728487142384036,30.0,0.6666666666666666,0.125,0.25,0.0833333358168602,0.35355781008609743
22,0.13499729390585305,0.6132165130927079,62.5,0.8125,0.4000000059604645,1.0,0.25,0.6333990156273324,63.63636363636363,0.71875,0.8333333432674408,0.75,1.0,0.6314101194162856,1.53723985693537,50.0,0.5666666666666667,0.6727272868156433,0.6875,0.8333333432674408,0.08050459318886868,1.116997683406479,62.5,0.26666666666666666,0.0,0.0,0.0,0.508269894990168,1.345794530089491,50.0,0.4666666666666667,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.03851318358642458,0.6708839705682418,71.42857142857143,0.75,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.2295399863038697,0.16311149301701852,100.0,1.0,1.0,1.0,1.0,0.12660980965577873,0.8578920088636668,70.0,0.6666666666666666,0.5,0.5,0.5,0.29171334043335984,2.646651665477599,44.44444444444444,0.375,0.1666666716337204,0.25,0.125,0.007647224293224213,1.2371486562909246,57.89473684210527,0.4166666666666667,0.22222222884496054,0.3333333333333333,0.16666666666666666,0.0598439749112143,0.6388468956439388,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.5571273200233079,1.060780204984058,60.0,0.625,0.3333333432674408,0.5,0.25,0.14717026245458395,0.8260097390851113,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.23129049912905383
23,0.3948051031470354,1.0808201795376016,62.5,0.875,0.4000000059604645,1.0,0.25,0.6776516820990222,63.63636363636363,0.9666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.4952534561265243,1.5920782750845452,50.0,0.7666666666666666,0.550000011920929,0.46666668355464935,0.800000011920929,0.176694696060283,1.2236480746318183,62.5,0.4,0.0,0.0,0.0,1.3645207366311254,1.3737848241837363,50.0,0.4666666666666667,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.5052912631314902,0.7915133098841254,85.71428571428571,0.75,0.800000011920929,1.0,0.6666666865348816,0.0729220143458353,0.09145157351600287,100.0,1.0,1.0,1.0,1.0,0.028224312197135146,1.0880111824887904,70.0,0.6333333333333333,0.7000000029802322,0.75,0.6666666716337204,0.23108023174859005,3.1477088465886784,33.33333333333333,0.3833333333333333,0.27272728085517883,0.25,0.30000001192092896,0.04264452745235086,1.1483988880320648,68.42105263157895,0.5763888888888888,0.6349206368128458,0.8333333333333334,0.5555555621782938,0.9257230668234543,0.7016244050904235,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.48962672793173706,1.4032895629931228,70.0,0.5416666666666667,0.3333333432674408,0.5,0.25,0.123584161901124,0.7708674002408868,60.0,0.6166666666666667,0.75,0.8333333432674408,0.7000000029802322,1.6242373712993468
24,0.21463244479071963,0.9694141797448089,62.5,0.8125,0.4000000059604645,1.0,0.25,0.6017683495038576,63.63636363636363,0.9333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6123003443807501,1.4701006361778333,50.0,0.375,0.4166666716337204,0.5,0.375,0.10876886784473985,0.7494640749962416,50.0,0.3333333333333333,0.0,0.0,0.0,0.505351616471897,1.208797667282101,50.0,0.6,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.01022302870946772,1.0418744945925766,71.42857142857143,0.5833333333333334,0.5,1.0,0.3333333432674408,0.05815978057415767,0.14679372773599625,100.0,1.0,1.0,1.0,1.0,0.0032966369377354435,2.1481297085051834,60.0,0.6666666666666666,0.0,0.0,0.0,0.14039293271025724,3.1027999059982263,33.33333333333333,0.46875,0.7000000029802322,0.6666666716337204,0.75,0.07789259376402619,1.94177983903437,52.63157894736842,0.625,0.0,0.0,0.0,0.28706133959814445,0.44162957030269234,80.0,0.7166666666666667,0.9166666865348816,0.8571428656578064,1.0,0.3343478151674302,1.8998481368498523,70.0,0.8,0.7857142984867096,1.0,0.7000000029802322,0.8967088828642431,0.7437864839100543,60.0,0.75,0.800000011920929,0.875,0.75,0.25806504784670814
25,0.252200855042161,0.7656990411790335,62.5,0.875,0.4000000059604645,1.0,0.25,0.5325664816162191,63.63636363636363,0.9583333333333333,0.6785714328289032,0.5416666716337204,1.0,0.3965651742579141,1.7080034230958179,50.0,0.6666666666666666,0.6222222447395325,0.6666666716337204,0.6666666865348816,0.1733270761170018,1.1877062087217216,62.5,0.4666666666666667,0.0,0.0,0.0,0.4650062677025621,1.4189458157048658,62.5,0.6,0.6666666865348816,0.75,0.6000000238418579,0.028585843125613207,0.7750576475655446,71.42857142857143,0.75,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.09411771180696527,0.14175317761283515,85.71428571428571,1.0,0.6666666865348816,1.0,0.5,0.022521399595901544,0.9624198880884254,80.0,0.5625,0.3333333432674408,0.5,0.25,0.2119866284320725,3.174239748753701,33.33333333333333,0.40625,0.27272725105285645,0.2142857164144516,0.375,0.09692226766759962,1.4026559493093114,63.1578947368421,0.7388888888888889,0.3000000019868215,0.6666666666666666,0.1944444477558136,0.133436794155412,0.5861386154433463,80.0,0.875,0.9285714328289032,0.875,1.0,1.238145780408717,1.3481857537658724,60.0,0.8333333333333333,0.3333333432674408,0.375,0.30000001192092896,0.0496296989472812,0.9505790277527689,70.0,0.75,0.761904776096344,0.625,1.0,0.3694914827072844
26,0.04332958814142815,0.6644193251899358,75.0,0.9375,0.6666666865348816,1.0,0.5,0.9000114294847058,63.63636363636363,0.9,0.7846153974533081,0.6458333432674408,1.0,0.5195487409437519,1.697192999243855,50.0,0.46875,0.6727272570133209,0.5476190596818924,0.875,0.2723377795233248,0.6343813572909948,62.5,0.5333333333333333,0.0,0.0,0.0,0.4408104973951695,1.4137939526418013,50.0,0.6,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.5707629576124954,1.212685797572148,71.42857142857143,0.5,0.5,1.0,0.3333333432674408,0.08505027309608702,0.3105653109667957,71.42857142857143,1.0,0.6666666865348816,0.5,1.0,1.0161898249307129,1.8019826455637222,60.0,0.36666666666666664,0.0,0.0,0.0,0.02564069759882869,3.3000810538349965,33.33333333333333,0.41666666666666663,0.27272728085517883,0.25,0.30000001192092896,0.008376064341748085,1.1024605950400046,47.368421052631575,0.7111111111111111,0.5479798118273417,0.611111119389534,0.600000003973643,0.6035964989992313,0.4137679359949086,70.0,0.7166666666666667,0.8846153914928436,0.8125,1.0,0.4145662747217915,1.0373464168493824,60.0,0.6875,0.4000000059604645,0.3333333432674408,0.5,0.09055571474975777,1.2108475619569594,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.44705603780756153
27,0.04774266716097555,1.2052285940049934,50.0,0.875,0.0,0.0,0.0,0.6101511994623195,63.63636363636363,0.65625,0.8333333432674408,0.75,1.0,0.5946544527203729,1.8630861785963748,50.0,0.5,0.550000011920929,0.5,0.625,0.03752124218010021,0.6931298596705773,37.5,0.4666666666666667,0.0,0.0,0.0,0.3136353870786582,1.3233452614755257,50.0,0.5333333333333333,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.013946453677993551,0.9475840335388902,71.42857142857143,0.6666666666666666,0.5,1.0,0.3333333432674408,0.053239074279342824,0.13201732760663032,100.0,1.0,1.0,1.0,1.0,0.13229859666511243,1.7553905998475265,60.0,0.5,0.0,0.0,0.0,0.12443720688434172,3.0374103467453826,33.33333333333333,0.41666666666666663,0.27272728085517883,0.25,0.30000001192092896,0.14718154839121542,1.1665402948982446,73.68421052631578,0.7361111111111112,0.6111111243565878,1.0,0.4444444477558136,0.19134613759822527,0.3976278141180232,80.0,0.75,0.9166666865348816,0.8571428656578064,1.0,0.5245027770081532,1.649596080937752,70.0,0.5416666666666667,0.3333333432674408,0.5,0.25,0.09899120193380559,0.7408076264786703,80.0,0.5833333333333333,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.08675248858488385
28,0.030927333025219862,2.0085066579034434,50.0,0.875,0.0,0.0,0.0,0.5336388643362375,63.63636363636363,0.8333333333333333,0.6785714328289032,0.5416666716337204,1.0,0.5972752748982277,1.3041013556437488,50.0,0.34375,0.3333333432674408,0.5,0.25,1.976500669834817,0.6841647585236534,50.0,0.6666666666666666,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.5241474439949761,1.8632453270677862,50.0,0.5333333333333333,0.3333333134651184,1.0,0.20000000298023224,1.2169117879045281,1.5235182704582755,71.42857142857143,0.4166666666666667,0.5,1.0,0.3333333432674408,0.005936092242536845,0.208422474093953,85.71428571428571,1.0,0.800000011920929,0.6666666865348816,1.0,0.6982564526678591,1.3243872156188465,60.0,0.5,0.0,0.0,0.0,0.06204550335838769,3.401363471928458,33.33333333333333,0.46875,0.7000000029802322,0.6666666716337204,0.75,0.0005095185949557343,1.6895809348799176,52.63157894736842,0.75,0.0,0.0,0.0,0.4689395143479505,0.5910524210668441,70.0,0.75,0.7083333432674408,1.0,0.550000011920929,0.48575642495273424,2.4900574690413366,60.0,0.8,0.6666666567325592,1.0,0.6000000014901161,0.007176311300106283,1.8409950625280156,30.0,0.75,0.125,0.5,0.0714285746216774,0.09219209504656081
29,0.20884116406585118,1.1242470125234996,50.0,0.75,0.3333333432674408,0.5,0.25,0.5000951676587037,63.63636363636363,0.9333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.49655573846540174,2.3665075071583326,50.0,0.4666666666666667,0.6507936716079712,0.5416666716337204,0.8333333432674408,0.05509787299594465,0.9853537900095402,50.0,0.6,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.33552725894763924,1.590390926317541,50.0,0.6666666666666666,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.1727213522806251,1.4817418558115403,71.42857142857143,0.75,0.5,1.0,0.3333333432674408,0.023345924206461845,0.3219889908265969,85.71428571428571,1.0,0.6666666865348816,1.0,0.5,0.003719914965424078,0.9388060241152146,60.0,0.5625,0.2857142686843872,0.3333333432674408,0.25,0.03933574140917019,3.724502739968147,44.44444444444444,0.41666666666666663,0.0,0.0,0.0,0.0056400588916162425,2.995658457555195,52.63157894736842,0.7555555555555555,0.0,0.0,0.0,0.048529573536260445,0.5433217232896905,80.0,0.6833333333333333,0.9166666865348816,0.8571428656578064,1.0,0.15098427613794732,1.305602890595854,60.0,0.5625,0.619047611951828,0.8333333432674408,0.5,0.006762725084096052,1.3266999170388374,70.0,0.75,0.761904776096344,0.625,1.0,0.08703745044774054
30,0.027811177888345202,1.7500792441918123,62.5,0.5625,0.4000000059604645,1.0,0.25,0.5795228073520843,63.63636363636363,0.6785714285714286,0.46666666865348816,0.4375,0.5,0.44887677917425983,2.7284368607587806,58.333333333333336,0.4375,0.7333333492279053,0.5833333432674408,1.0,0.16547633474087708,0.7777024086610533,37.5,0.5333333333333333,0.0,0.0,0.0,0.39850039941091353,2.311117574726862,75.0,0.6,0.8333333730697632,0.7142857313156128,1.0,0.01679337309817577,1.2141965215127344,71.42857142857143,0.75,0.5,1.0,0.3333333432674408,0.052675556108754615,0.7617846775008686,71.42857142857143,1.0,0.0,0.0,0.0,0.019401873962650182,1.129088143603862,80.0,0.36666666666666664,0.4000000059604645,0.5,0.3333333432674408,0.09297304239368182,3.052356271352748,55.55555555555556,0.5,0.2857142686843872,0.3333333432674408,0.25,0.0015755527414143399,1.3301970477006781,57.89473684210527,0.5833333333333334,0.2857142885526021,0.3333333333333333,0.25,0.6220436543158571,0.47641139419493683,90.0,1.0,0.8333333432674408,0.75,1.0,0.06170457642010827,1.6879506004888214,60.0,0.53125,0.619047611951828,0.8333333432674408,0.5,0.10483259351127004,0.7855281349525438,80.0,0.5833333333333333,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.09949538888296386
31,0.009013502076709158,1.6260270375861705,50.0,0.8125,0.0,0.0,0.0,0.504912449581089,63.63636363636363,0.9333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.5263815854835168,3.620973709779584,50.0,0.39999999999999997,0.0,0.0,0.0,0.13688907145441326,0.6932283353987707,62.5,0.5333333333333333,0.6666666865348816,0.5,1.0,0.49631482731656906,1.5183235205275392,62.5,0.6666666666666666,0.6666666865348816,0.75,0.6000000238418579,0.1239862374650611,1.4062433193922963,71.42857142857143,0.5833333333333334,0.5,1.0,0.3333333432674408,0.24816197838029397,2.9052073513534027,42.857142857142854,0.9,0.5,0.3333333432674408,1.0,0.008249622833805502,1.2837543546393964,80.0,0.3333333333333333,0.4000000059604645,0.5,0.3333333432674408,0.15926836451527346,4.035051234946757,33.33333333333333,0.375,0.7000000029802322,0.6666666716337204,0.75,0.0005185067312541542,1.2211758669228197,68.42105263157895,0.6208333333333333,0.6349206368128458,0.7777777910232544,0.5555555621782938,0.42293049722206516,0.40131784621120314,90.0,1.0,0.8333333432674408,0.75,1.0,0.4314333347973767,1.3675386771275506,60.0,0.36666666666666664,0.3333333432674408,0.375,0.30000001192092896,0.003969741617530107,1.213207132703754,60.0,0.5,0.4000000059604645,0.5,0.3333333432674408,0.03418786357712793
32,0.006597323444517698,1.7359161082784589,62.5,0.5,0.4000000059604645,1.0,0.25,0.7398353674721023,63.63636363636363,0.8333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.8598873389004487,1.5491825498902816,41.66666666666667,0.375,0.45000000298023224,0.4166666716337204,0.5,0.611126754324772,0.6834935951696776,50.0,0.5333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.46940716643220187,1.7002855671929962,50.0,0.6,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.04195119717215218,1.1430418094037507,57.14285714285714,0.75,0.5714285373687744,0.5,0.6666666865348816,0.17045322793908005,0.9741180463770833,71.42857142857143,1.0,0.6666666865348816,0.5,1.0,0.021867875199607582,1.3177745619603887,70.0,0.5625,0.2857142686843872,0.3333333432674408,0.25,0.01711038119623506,3.6915419209563805,33.33333333333333,0.45,0.27272728085517883,0.25,0.30000001192092896,0.011048552548612724,2.2634356205582824,57.89473684210527,0.4777777777777778,0.6481481790542603,0.5158730248610178,0.8888888955116272,0.1112578218281614,0.9198365100987902,80.0,0.65,0.9166666865348816,0.8571428656578064,1.0,0.034560041938883186,1.6067686898645401,60.0,0.5625,0.800000011920929,0.75,0.875,0.2701632516759981,0.9201030725836425,70.0,0.6166666666666667,0.7500000298023224,0.8571428656578064,0.75,0.1045789299973471
33,0.1648203620016745,1.6139631499195592,62.5,0.875,0.4000000059604645,1.0,0.25,0.51950963685358,63.63636363636363,1.0,0.6785714328289032,0.5416666716337204,1.0,0.4959341920399804,2.1498490391273313,41.66666666666667,0.26666666666666666,0.20000000298023224,0.25,0.1666666716337204,0.003240868282500481,1.1658365901824013,50.0,0.5333333333333333,0.0,0.0,0.0,0.468883873815221,1.592274717392229,50.0,0.6666666666666666,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.0026989664650272213,1.2432629608652588,71.42857142857143,0.75,0.5,1.0,0.3333333432674408,0.0013168866711830262,0.17698604184763478,100.0,1.0,1.0,1.0,1.0,0.3715855631272193,2.2153133526153472,60.0,0.5,0.0,0.0,0.0,0.09885606511290822,2.7880248143783324,66.66666666666666,0.48333333333333334,0.3333333432674408,0.375,0.30000001192092896,0.00010466439857991885,3.297968813883455,52.63157894736842,0.5569444444444445,0.0,0.0,0.0,0.0026264238456522554,0.34356633427344313,80.0,0.9166666666666667,0.9166666567325592,0.9166666567325592,0.9166666567325592,0.21167275859427026,1.5219544102206852,70.0,0.43333333333333335,0.375,0.5,0.30000001192092896,0.07298597968642057,1.1121882641553513,70.0,0.75,0.761904776096344,0.625,1.0,0.039183242638985684
34,0.010444751598506287,1.1107209233769646,62.5,0.75,0.4000000059604645,1.0,0.25,0.4924703822201218,63.63636363636363,0.7166666666666667,0.7846153974533081,0.6458333432674408,1.0,0.49064926760867134,1.8845711569271486,41.66666666666667,0.375,0.472222238779068,0.45000000298023224,0.5,0.006536711501845142,0.8496819159480176,50.0,0.6,0.0,0.0,0.0,0.34740778006314643,1.9124925812411566,50.0,0.6666666666666666,0.5,0.6666666865348816,0.4000000059604645,0.05359090194979032,1.5902044628754994,71.42857142857143,0.5833333333333334,0.5,1.0,0.3333333432674408,0.0022784661340962803,0.16294681581354473,100.0,1.0,1.0,1.0,1.0,2.465309296593002,2.100820311616337,60.0,0.6666666666666666,0.0,0.0,0.0,0.00769455196312531,3.4812134588171504,33.33333333333333,0.45,0.27272728085517883,0.25,0.30000001192092896,0.002782062209383054,2.67435848474789,52.63157894736842,0.7777777777777777,0.0,0.0,0.0,1.8678100272892877,0.371442745105072,80.0,0.6833333333333333,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.018474513136724734,2.3834989953680865,70.0,0.8666666666666667,0.7857142984867096,1.0,0.7000000029802322,0.000829072395565545,1.0343595778977173,60.0,0.9583333333333333,0.6666666865348816,0.75,0.75,0.3708231743047626
35,0.0770079374506481,2.4029845326527055,50.0,0.875,0.0,0.0,0.0,0.6092303721144117,63.63636363636363,0.9333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.38480542123391964,1.9797994533510461,41.66666666666667,0.3333333333333333,0.45000000298023224,0.45000000298023224,0.5000000149011612,0.03177260845101113,0.8417224104210712,37.5,0.6,0.0,0.0,0.0,0.4940672342905733,1.8664959282549323,50.0,0.6666666666666666,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.3826643931035543,1.393528565466769,71.42857142857143,0.75,0.5,1.0,0.3333333432674408,0.000142754233708441,0.39135252395295445,71.42857142857143,1.0,0.6666666865348816,0.5,1.0,0.1275644915269904,1.691866766137165,70.0,0.4,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0874460812179783,3.6897346593995684,33.33333333333333,0.4375,0.7000000029802322,0.6666666716337204,0.75,0.0007597219914824047,2.0655071073550544,57.89473684210527,0.4791666666666667,0.2857142885526021,0.3333333333333333,0.25,0.07791328536261177,0.383524400781106,80.0,0.7166666666666667,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.013122100678104136,1.6428620533865081,70.0,0.8333333333333333,0.375,0.5,0.30000001192092896,0.001480289867395125,1.2999201428284322,60.0,0.75,0.3636363744735718,0.5,0.2857142984867096,0.5215519830432255
36,0.023906161898334624,1.230490707476601,62.5,0.625,0.4000000059604645,1.0,0.25,0.8948151309344676,63.63636363636363,0.9,0.7846153974533081,0.6458333432674408,1.0,0.0685782745718435,1.7305699583644634,50.0,0.36666666666666664,0.375,0.5,0.30000001192092896,0.00487009822353055,0.489018649132001,62.5,1.0,0.6666666865348816,0.5,1.0,0.46575840357342874,1.6507009086449245,50.0,0.6666666666666666,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.0006646114892799702,0.9673692814624729,57.14285714285714,0.75,0.5714285373687744,0.5,0.6666666865348816,0.0050566690410982626,0.1793384529790524,85.71428571428571,1.0,0.6666666865348816,1.0,0.5,0.30915294608961696,1.8088523443242202,70.0,0.3333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0006793222241371138,2.9735840852153124,55.55555555555556,0.5625,0.3333333432674408,0.30000001192092896,0.375,0.0002836433712159629,1.7331058896486466,57.89473684210527,0.6722222222222222,0.567460318406423,0.6666666666666666,0.527777781089147,0.0004442860411539282,1.607746019292847,70.0,0.5,0.761904776096344,0.625,1.0,2.3997584453915204,1.2145361565261097,50.0,0.9,0.5833333432674408,0.5833333432674408,0.7000000029802322,0.0030048679586045777,0.8672605563081133,80.0,0.7916666666666667,0.9166666567325592,0.9166666567325592,0.9166666567325592,0.0005041166703375647
37,0.0035085786834724905,2.503876989996251,50.0,0.75,0.0,0.0,0.0,0.6009865915561544,63.63636363636363,0.9333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.27420932002907855,1.9457456558405937,41.66666666666667,0.53125,0.25,0.25,0.25,0.0010023924513824936,0.38761421132602225,75.0,0.8666666666666667,0.75,0.6000000238418579,1.0,0.3763205650565586,1.8390642096287126,62.5,0.7333333333333333,0.5714285969734192,1.0,0.4000000059604645,0.01770770370116603,2.4144507903878174,71.42857142857143,0.5,0.5,1.0,0.3333333432674408,0.0011171828391396388,0.7577443320813588,71.42857142857143,1.0,0.6666666865348816,0.5,1.0,0.009310211187285273,2.3488810027639024,60.0,0.8333333333333333,0.0,0.0,0.0,0.002175100371672119,4.0426499221559125,33.33333333333333,0.45,0.27272728085517883,0.25,0.30000001192092896,0.00433961134683517,2.326963107719381,63.1578947368421,0.4666666666666666,0.3619047701358795,0.5,0.28888889650503796,0.4007025517965801,0.3394284668842648,80.0,0.9166666666666667,0.9166666567325592,0.9166666567325592,0.9166666567325592,0.0874038382964945,1.4505835520402945,70.0,0.8666666666666667,0.7857142984867096,1.0,0.7000000029802322,0.0025094791432326478,1.0024927141737563,80.0,0.75,0.4615384638309479,0.5,0.4285714328289032,0.0004903791210700829
38,0.0036847718533060724,1.665622633641455,62.5,0.8125,0.4000000059604645,1.0,0.25,0.3644628845258442,72.72727272727273,0.9666666666666667,0.8166666924953461,0.6904762089252472,1.0,0.14716234144273327,2.035416556550188,41.66666666666667,0.3333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.002501256931365346,0.8529570691873553,75.0,0.7333333333333333,0.75,0.6000000238418579,1.0,0.5250020884602676,1.7868626940869214,50.0,0.6666666666666666,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.007388201883518429,1.9188002839708123,71.42857142857143,0.5833333333333334,0.5,1.0,0.3333333432674408,0.00047649574771935975,0.16392312852502863,100.0,1.0,1.0,1.0,1.0,0.0006503088940475411,1.822726267066556,70.0,0.36666666666666664,0.25,0.5,0.1666666716337204,0.3519927949222789,3.8004926728178083,33.33333333333333,0.45,0.27272728085517883,0.25,0.30000001192092896,0.0013639436381047692,2.166941845267564,63.1578947368421,0.6236111111111111,0.3611111144224803,0.5,0.2833333412806193,0.020271032371399895,0.33803090693336496,80.0,0.7166666666666667,0.7878788113594055,0.9166666567325592,0.75,0.025470239047354442,1.496376280585452,60.0,0.8333333333333333,0.3333333432674408,0.375,0.30000001192092896,0.0018329276223211547,1.0835804743708204,70.0,0.55,0.8636363744735718,0.8333333432674408,0.9000000059604645,0.0027641267219182175
39,0.0013769967801502288,2.3057766262885164,62.5,0.75,0.4000000059604645,1.0,0.25,0.9892982332603008,63.63636363636363,0.9333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.2386150607565983,2.143845860421649,33.33333333333333,0.3,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.010488478474355,1.4207918308158953,50.0,1.0,0.5999999642372131,0.4285714328289032,1.0,0.3113666407411565,2.1781542764624517,62.5,0.6,0.7272727489471436,0.6666666865348816,0.800000011920929,0.01590945489888462,1.1292449888945384,57.14285714285714,0.75,0.5714285373687744,0.5,0.6666666865348816,0.0005728371332265748,0.29906362735924913,85.71428571428571,0.9,0.6666666865348816,1.0,0.5,0.00518060719615935,1.5621936320361614,70.0,0.8666666666666667,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.003604711488833409,3.7327823269847835,33.33333333333333,0.40625,0.7000000029802322,0.6666666716337204,0.75,0.0006171450359321802,2.2948134515090812,63.1578947368421,0.4000000000000001,0.6363636453946432,0.5222222208976746,0.8888888955116272,0.0019246331758488225,0.8150987509811101,80.0,1.0,0.7948718070983887,0.6785714328289032,1.0,0.018105837777309324,1.44146751240044,50.0,0.625,0.30000001192092896,0.375,0.25,0.006801908768155846,0.9797619944148623,80.0,0.6166666666666667,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.11534904556684128
