,UKBB11026,UKBB11026,UKBB11026,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6918589014093969,0.08667678970639699,47.5,0.08660616068386669,60.0,0.6932539799074543,0.08664010080733127,55.00000000000001,0.6918155799728288
1,0.6915934780886455,0.08661453394254756,52.5,0.08676047143489318,40.0,0.6932459672431107,0.08662023697490825,45.0,0.6933848715312346
2,0.8036185201964074,0.08603414114844557,52.5,0.08691992313795624,40.0,0.6900609330136322,0.08659337718260644,55.00000000000001,0.691487728706231
3,0.6940847149757631,0.08641762246792159,52.5,0.0872233679491373,40.0,0.6908911055202922,0.08657765381009967,55.00000000000001,0.685461698009493
4,0.6669144572448994,0.08632257322723837,52.5,0.08809536893425744,40.0,0.6745974212094147,0.11222950872329611,55.00000000000001,1.2853467802776282
5,0.7047216889534755,0.08634569186931759,52.5,0.08863733629563714,40.0,0.6899011653064131,0.08642894476736611,55.00000000000001,0.6923484594959195
6,0.7509520271858242,0.08662891192064548,52.5,0.08873107387497683,40.0,0.7061972408821187,0.08558573769152093,55.00000000000001,0.6930665865070478
7,0.6328267094765445,0.08709555668110562,52.5,0.08942601814866831,40.0,0.6781378405248569,0.0863547277537758,55.00000000000001,0.6347204273763911
8,3.2035516350136635,0.30528809390704464,52.5,0.08815620630478803,40.0,0.7088258054951627,0.0842646408760561,55.00000000000001,0.6633945121034165
9,0.6226466007383158,0.08652552124097193,52.5,0.0894964915247096,40.0,0.7326862099720117,0.0857094351228512,55.00000000000001,0.6607877030086556
10,1.6186806700116503,0.10524007017948629,52.5,0.08738094441462466,40.0,0.7090004535848029,0.066772101961663,55.00000000000001,1.3843350386518312
11,0.7122459969581906,0.08580003940412721,52.5,0.08939899697969048,40.0,0.7090270354003533,0.08417838280299399,72.5,0.6708574677833055
12,0.6071907451445506,0.08911848814245911,52.5,0.10470062005418386,42.5,0.5944068529600519,0.06321803223153191,55.00000000000001,0.6645261074315719
13,0.5968796567230029,0.1251566922374603,55.00000000000001,0.08365626876855244,75.0,0.7888375324767519,0.10520694896176393,65.0,0.6214527905390622
14,0.5021557610099683,0.09228949898140781,75.0,0.0820152658107811,77.5,0.1289515582831157,0.05321952489349243,85.0,0.7634401066586209
15,0.18827006484285946,0.08714346134555792,75.0,0.06962158260964382,77.5,0.20045847822936297,0.06977801155498105,75.0,0.23647336780026287
16,0.2544298715856035,0.09391179139570134,72.5,0.10355560285645486,72.5,0.4645570489855545,0.05050585747385904,85.0,0.27306260481720473
17,0.6851993020043162,0.0936012102137604,65.0,0.17563932498963658,67.5,0.14693753876884502,0.06020142710807278,82.5,0.22212433859197578
18,0.20827526539362304,0.1048250063869971,65.0,0.10149849378231864,72.5,0.8815695988763264,0.05044049846365452,82.5,0.016893357779657642
19,0.1146798177744715,0.10543597005464556,67.5,0.1332098583100098,75.0,0.016451488494691913,0.07387085942531331,85.0,0.7121757039214124
20,0.026395279605785874,0.1159578460093188,65.0,0.17260830556265666,72.5,0.02238661809984684,0.05727403388366721,87.5,0.5432993815766144
21,0.07045361760828657,0.10538848462459478,72.5,0.07231439163001521,80.0,0.5374870894880944,0.06723826786505874,72.5,0.5581697603135194
22,0.3478587106605437,0.13082591625676,72.5,0.07327954477873533,85.0,0.011775984256327254,0.06580976610744346,75.0,0.023640483616985803
23,0.05604611720580772,0.13114850542115963,67.5,0.23154283568773398,70.0,0.8733449531093617,0.09299173683527648,77.5,0.01788854536990503
24,0.03902581947401826,0.12363869359116939,75.0,0.07242239964073309,82.5,0.3180066647078055,0.06295387542614715,77.5,0.21711826116048985
25,0.09797490181734923,0.14720889479793203,75.0,0.13780603741150593,75.0,0.008398372849282526,0.08083108314915625,85.0,0.049132314802288704
26,0.5027122782614762,0.1559220890703706,75.0,0.11935766672986452,82.5,0.04594295690981918,0.08348241367581163,82.5,0.008664981705136882
27,0.0006854262005936209,0.13969247887193711,72.5,0.09744609307291893,80.0,0.13767466976300163,0.06585825671972281,85.0,0.028215435427523042
