,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
9,117.27464840043429,25.08855840479484,0.0,0.0,0.0,0.0,0.0,0.3900488151963632,0.0,0.0,0.0,0.0,0.0,9.490189446189655,1.0917542540465757,0.0,0.0,0.0,0.0,0.0,0.8256303747061191,2.826264431121149,0.0,0.0,0.0,0.0,0.0,7.054910268538747,19.24576145024501,0.0,0.0,0.0,0.0,0.0,338.21472244953424,7.407083320929033,0.0,0.0,0.0,0.0,0.0,119.191639142041,15.261838330907215,0.0,0.0,0.0,0.0,0.0,64.68211143258911,7.276300599519482,0.0,0.0,0.0,0.0,0.0,130.10838654456862,10.553037835894001,0.0,0.0,0.0,0.0,0.0,1.0160611492311074,12.090843392185786,0.0,0.0,0.0,0.0,0.0,21.943871873251513,26.937432081378176,0.0,0.0,0.0,0.0,0.0,153.24245742000136,4.659619681852633,0.0,0.0,0.0,0.0,0.0,47.144491085887026,2.1781549008658065,0.0,0.0,0.0,0.0,0.0,29.80462574648603,13.273827373723316,0.0,0.0,0.0,0.0,0.0,23.859585743787324,17.92615226583046,0.0,0.0,0.0,0.0,0.0,30.874141170487988,15.013363694998787,0.0,0.0,0.0,0.0,0.0,21.600885286598462,15.345020399257978,0.0,0.0,0.0,0.0,0.0,9.569088353858804
10,90.05761211512748,34.456990326085716,0.0,0.0,0.0,0.0,0.0,2.005007322739532,0.0,0.0,0.0,0.0,0.0,1.6459524289087348,0.5796475220586094,0.0,0.0,0.0,0.0,0.0,10.290528371829492,0.3572150592513858,0.0,0.0,0.0,0.0,0.0,20.68330481209573,18.130554724424687,0.0,0.0,0.0,0.0,0.0,295.4156447143697,6.173573679508181,0.0,0.0,0.0,0.0,0.0,35.15621233840057,20.372567595867505,0.0,0.0,0.0,0.0,0.0,14.22309244693505,7.195733190634898,0.0,0.0,0.0,0.0,0.0,29.6844891423658,7.532225611243536,0.0,0.0,0.0,0.0,0.0,153.0022137994095,14.715163690565827,0.0,0.0,0.0,0.0,0.0,33.14089319518249,23.812540892674562,0.0,0.0,0.0,0.0,0.0,313.0359268428039,2.4612309062710223,0.0,0.0,0.0,0.0,0.0,43.94970966423274,2.510312050684597,0.0,0.0,0.0,0.0,0.0,36.559026616134524,18.85312353941175,0.0,0.0,0.0,0.0,0.0,21.429793604075154,22.124142913826002,0.0,0.0,0.0,0.0,0.0,51.216674269452085,25.433042679806427,0.0,0.0,0.0,0.0,0.0,141.47334782429783,16.348493872413957,0.0,0.0,0.0,0.0,0.0,11.144121847427677
11,32.79283911844851,40.63545948128164,0.0,0.0,0.0,0.0,0.0,0.3494259919644469,0.0,0.0,0.0,0.0,0.0,2.4520003717377414,0.6712388867166177,0.0,0.0,0.0,0.0,0.0,1.2014864673681855,0.6792150061366504,0.0,0.0,0.0,0.0,0.0,3.778922487026635,17.108243456297885,0.0,0.0,0.0,0.0,0.0,235.39003188733483,7.246938330847302,0.0,0.0,0.0,0.0,0.0,69.42981815892264,24.28013893598896,0.0,0.0,0.0,0.0,0.0,5.287534762918895,7.2164200558041385,0.0,0.0,0.0,0.0,0.0,51.040610744904924,8.136577498042872,0.0,0.0,0.0,0.0,0.0,171.36242602167312,14.274176567874537,0.0,0.0,0.0,0.0,0.0,80.49153520673326,23.838679127754908,0.0,0.0,0.0,0.0,0.0,278.6359021519593,2.9374320193980368,0.0,0.0,0.0,0.0,0.0,57.122508162977695,2.8322388174542583,0.0,0.0,0.0,0.0,0.0,23.860555459442804,23.438342442060797,0.0,0.0,0.0,0.0,0.0,77.72757805757846,19.353667944391372,0.0,0.0,0.0,0.0,0.0,65.82990426866313,32.930387042592486,0.0,0.0,0.0,0.0,0.0,108.97642482365536,14.50506344745426,0.0,0.0,0.0,0.0,0.0,38.601033341056514
12,45.834241029638676,36.26358460602469,0.0,0.0,0.0,0.0,0.0,0.3039894114300901,0.0,0.0,0.0,0.0,0.0,0.6674171965249672,1.461226166618593,0.0,0.0,0.0,0.0,0.0,15.615194466704821,0.35782630579930175,0.0,0.0,0.0,0.0,0.0,1.9801820396468153,18.87753964422248,0.0,0.0,0.0,0.0,0.0,373.75948390041094,5.405336744416845,0.0,0.0,0.0,0.0,0.0,29.265004032134623,12.283690049126001,0.0,0.0,0.0,0.0,0.0,107.66077525173716,12.539745227480768,0.0,0.0,0.0,0.0,0.0,38.4583293066855,11.419576114612902,0.0,0.0,0.0,0.0,0.0,24.969349269964262,13.097979096580707,0.0,0.0,0.0,0.0,0.0,4.592935440871166,31.757616756360537,0.0,0.0,0.0,0.0,0.0,259.9158458585345,3.4690412619860735,0.0,0.0,0.0,0.0,0.0,190.06401761486376,2.6937037890365794,0.0,0.0,0.0,0.0,0.0,12.698458816984761,15.222007179838359,0.0,0.0,0.0,0.0,0.0,162.5327121469357,23.56297763728491,0.0,0.0,0.0,0.0,0.0,14.313580091644448,7.854916680314848,0.0,0.0,0.0,0.0,0.0,72.40790343071866,10.965721354629459,0.0,0.0,0.0,0.0,0.0,24.586390297562026
13,54.95340009382821,55.70640729682191,0.0,0.0,0.0,0.0,0.0,0.8924216259949845,0.0,0.0,0.0,0.0,0.0,1.109992733486336,0.6891051794008035,0.0,0.0,0.0,0.0,0.0,5.016517814667528,1.8280813071946476,0.0,0.0,0.0,0.0,0.0,2.1798671147254316,13.632820133414691,0.0,0.0,0.0,0.0,0.0,221.01225753129916,7.3450880937249305,0.0,0.0,0.0,0.0,0.0,24.156977806559606,11.669013567578409,0.0,0.0,0.0,0.0,0.0,59.63692774239068,11.904058090104641,0.0,0.0,0.0,0.0,0.0,27.493558197410405,18.472298704645016,0.0,0.0,0.0,0.0,0.0,113.29162357175575,11.45503381366085,0.0,0.0,0.0,0.0,0.0,14.85230753119954,23.81818176499481,0.0,0.0,0.0,0.0,0.0,183.61076762847068,4.284655171257927,0.0,0.0,0.0,0.0,0.0,100.8785714897434,1.7303823624250727,0.0,0.0,0.0,0.0,0.0,9.024126051247796,13.494937624479894,0.0,0.0,0.0,0.0,0.0,28.67827007176024,11.984390480802865,0.0,0.0,0.0,0.0,0.0,93.6322685439181,19.316124097285503,0.0,0.0,0.0,0.0,0.0,32.526156733590035,11.876988794655903,0.0,0.0,0.0,0.0,0.0,14.806036919619139
14,191.52162434046537,80.36947563757667,0.0,0.0,0.0,0.0,0.0,2.6543244681311324,0.0,0.0,0.0,0.0,0.0,1.781824226534085,1.0684330808895763,0.0,0.0,0.0,0.0,0.0,4.4353106742665664,0.32185371883244734,0.0,0.0,0.0,0.0,0.0,11.558958702625418,11.159448922063854,0.0,0.0,0.0,0.0,0.0,101.47127855627852,5.772971923840652,0.0,0.0,0.0,0.0,0.0,10.220042021617612,18.61605311009633,0.0,0.0,0.0,0.0,0.0,16.03909369790506,12.867915121170828,0.0,0.0,0.0,0.0,0.0,29.83079104102892,8.281233475421933,0.0,0.0,0.0,0.0,0.0,0.2810006604547471,18.442289504835003,0.0,0.0,0.0,0.0,0.0,129.40601702613682,30.35018592050407,0.0,0.0,0.0,0.0,0.0,147.50326332557233,4.172573561259565,0.0,0.0,0.0,0.0,0.0,72.8738808090251,3.8747488560649166,0.0,0.0,0.0,0.0,0.0,8.23502762500817,27.8140760435633,0.0,0.0,0.0,0.0,0.0,21.289698651100206,32.38137632073707,0.0,0.0,0.0,0.0,0.0,16.76158700498219,53.06820078464525,0.0,0.0,0.0,0.0,0.0,47.695619642331025,20.59441632632112,0.0,0.0,0.0,0.0,0.0,20.735391113945614
15,52.31801457764791,25.407077813883816,0.0,0.0,0.0,0.0,0.0,0.7588374915227386,0.0,0.0,0.0,0.0,0.0,1.6814663793061484,0.7917049413211866,0.0,0.0,0.0,0.0,0.0,6.065234821440265,0.38834777184764313,0.0,0.0,0.0,0.0,0.0,19.84493269406992,13.047689509555678,0.0,0.0,0.0,0.0,0.0,215.7191551839243,5.450324413122359,0.0,0.0,0.0,0.0,0.0,9.339709609831528,16.331183082227646,0.0,0.0,0.0,0.0,0.0,103.84388322597934,9.104342248655904,0.0,0.0,0.0,0.0,0.0,1.6761282268754445,7.857701379465883,0.0,0.0,0.0,0.0,0.0,34.98721203719689,11.758014315331238,0.0,0.0,0.0,0.0,0.0,152.1799527928828,27.852632932982477,0.0,0.0,0.0,0.0,0.0,134.49846088137167,3.0257438519742905,0.0,0.0,0.0,0.0,0.0,45.626031181777456,1.5064066346972855,0.0,0.0,0.0,0.0,0.0,8.91503825223261,24.443238248720366,0.0,0.0,0.0,0.0,0.0,31.161926284999705,19.085960120859575,0.0,0.0,0.0,0.0,0.0,125.03199429579895,43.242285118613495,0.0,0.0,0.0,0.0,0.0,48.95757207179861,12.678012070199015,0.0,0.0,0.0,0.0,0.0,37.26905217883355
16,31.68471337123728,62.6805082106694,0.0,0.0,0.0,0.0,0.0,0.34928166828529733,0.0,0.0,0.0,0.0,0.0,17.879451981353338,0.9818191309099721,0.0,0.0,0.0,0.0,0.0,3.6077922296313014,0.4882328616894481,0.0,0.0,0.0,0.0,0.0,4.332034811620246,12.656476793582533,0.0,0.0,0.0,0.0,0.0,183.80711561350748,6.429765766914106,0.0,0.0,0.0,0.0,0.0,103.33741622856537,13.89509057939552,0.0,0.0,0.0,0.0,0.0,9.286258133576778,8.811128390807939,0.0,0.0,0.0,0.0,0.0,1.7461471242136557,9.300080185607436,0.0,0.0,0.0,0.0,0.0,8.441060662855495,10.972916191670526,0.0,0.0,0.0,0.0,0.0,11.251664427396708,9.495542702942977,0.0,0.0,0.0,0.0,0.0,146.46084039469358,3.2880400216215913,0.0,0.0,0.0,0.0,0.0,69.84215237688369,2.016864111017387,0.0,0.0,0.0,0.0,0.0,24.170916428767768,13.029212515434514,0.0,0.0,0.0,0.0,0.0,70.3029553999108,12.529154528384527,0.0,0.0,0.0,0.0,0.0,102.31956241961522,15.268930727534386,0.0,0.0,0.0,0.0,0.0,62.434145436102014,14.126008301559393,0.0,0.0,0.0,0.0,0.0,20.565363236403293
17,107.04475638600442,13.267239466538456,0.0,0.0,0.0,0.0,0.0,1.922382989451869,0.0,0.0,0.0,0.0,0.0,9.642572167780669,0.5810047521667334,0.0,0.0,0.0,0.0,0.0,1.4649573281766877,0.4145919814149152,0.0,0.0,0.0,0.0,0.0,8.8643612112922,18.144708398386744,0.0,0.0,0.0,0.0,0.0,127.08873946869019,6.486148786360152,0.0,0.0,0.0,0.0,0.0,17.348617986237983,10.171443078482742,0.0,0.0,0.0,0.0,0.0,29.593432257789388,8.952463517131767,0.0,0.0,0.0,0.0,0.0,16.152223716405498,12.223577354407796,0.0,0.0,0.0,0.0,0.0,106.03535675867052,10.604876309812614,0.0,0.0,0.0,0.0,0.0,64.73967861522175,7.749972554435432,0.0,0.0,0.0,0.0,0.0,84.3188233578096,6.312332997923778,0.0,0.0,0.0,0.0,0.0,33.52720517914785,1.0771928349214004,0.0,0.0,0.0,0.0,0.0,13.447350828798513,12.381396694342586,0.0,0.0,0.0,0.0,0.0,31.60566331565018,16.53875928045191,0.0,0.0,0.0,0.0,0.0,35.669599425167746,15.700190022325284,0.0,0.0,0.0,0.0,0.0,12.56900834834817,13.286687726466893,0.0,0.0,0.0,0.0,0.0,4.032827494472115
18,196.35429046349446,31.584262693028343,0.0,0.0,0.0,0.0,0.0,2.0156120146375787,0.0,0.0,0.0,0.0,0.0,31.273275986663606,1.1249565463053506,0.0,0.0,0.0,0.0,0.0,3.0240941577269584,0.7502529318880283,0.0,0.0,0.0,0.0,0.0,7.4730465706317295,8.608262241721421,0.0,0.0,0.0,0.0,0.0,37.71171656228758,5.1140218187489515,0.0,0.0,0.0,0.0,0.0,32.64866023391263,13.732868163919184,0.0,0.0,0.0,0.0,0.0,220.57951242819672,8.484631901375352,0.0,0.0,0.0,0.0,0.0,1.5102214497704225,10.626123898930969,0.0,0.0,0.0,0.0,0.0,131.70493416247777,9.984566956049987,0.0,0.0,0.0,0.0,0.0,47.42753823259895,7.047635842286277,0.0,0.0,0.0,0.0,0.0,56.239649852959225,2.849744951684293,0.0,0.0,0.0,0.0,0.0,30.58267952308872,3.5798025567478993,0.0,0.0,0.0,0.0,0.0,9.112603412541626,24.74303181368051,0.0,0.0,0.0,0.0,0.0,76.0691717587827,26.8833635592592,0.0,0.0,0.0,0.0,0.0,36.3928217401529,25.35493269730039,0.0,0.0,0.0,0.0,0.0,108.35677358892063,18.13055357560591,0.0,0.0,0.0,0.0,0.0,26.18543206631318
