,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
9,171.70099353299574,17.03494028650092,0.0,0.0,0.0,0.0,0.0,0.38579016421386814,0.0,0.0,0.0,0.0,0.0,0.6224449260781347,0.8476422032494733,0.0,0.0,0.0,0.0,0.0,3.029154417264082,1.0722367751689512,0.0,0.0,0.0,0.0,0.0,9.58813540501825,1.349586415517716,0.0,0.0,0.0,0.0,0.0,2.0445833492890153,8.129080157907584,0.0,0.0,0.0,0.0,0.0,11.214864671200187,13.913497369289011,0.0,0.0,0.0,0.0,0.0,8.744352095959837,16.490716486404434,0.0,0.0,0.0,0.0,0.0,6.835977477433327,9.027393650826378,0.0,0.0,0.0,0.0,0.0,28.018312741938303,12.806113685733553,0.0,0.0,0.0,0.0,0.0,56.58512263851292,24.860749661695152,0.0,0.0,0.0,0.0,0.0,224.70355402081483,4.598761573735472,0.0,0.0,0.0,0.0,0.0,88.73278929102578,1.5900942284196309,0.0,0.0,0.0,0.0,0.0,11.749637622832951,13.905542579603058,0.0,0.0,0.0,0.0,0.0,34.08622113865139,17.901764397458557,0.0,0.0,0.0,0.0,0.0,24.487777764486754,14.554216962371289,0.0,0.0,0.0,0.0,0.0,75.76705914764767,10.50799341133004,0.0,0.0,0.0,0.0,0.0,57.63753093189927
10,322.2956981480817,13.259256349992642,0.0,0.0,0.0,0.0,0.0,1.1536463179612555,0.0,0.0,0.0,0.0,0.0,3.2230757638018788,2.648264299267487,0.0,0.0,0.0,0.0,0.0,1.147261239623803,2.624964801853151,0.0,0.0,0.0,0.0,0.0,5.527986953839885,0.8388258054058355,0.0,0.0,0.0,0.0,0.0,7.393755005199699,6.204495473623528,0.0,0.0,0.0,0.0,0.0,36.157906739421335,16.676995927475296,0.0,0.0,0.0,0.0,0.0,17.207073469450055,10.143129318934506,0.0,0.0,0.0,0.0,0.0,2.4439717035437383,10.435768334495856,0.0,0.0,0.0,0.0,0.0,183.8341130080927,16.88898432595448,0.0,0.0,0.0,0.0,0.0,21.172621148902437,16.366460619671994,0.0,0.0,0.0,0.0,0.0,282.83453501449003,5.655445221488571,0.0,0.0,0.0,0.0,0.0,117.92278811153184,4.000996750576734,0.0,0.0,0.0,0.0,0.0,61.87825437035539,19.567368871757445,0.0,0.0,0.0,0.0,0.0,96.25147486175611,20.697422151354573,0.0,0.0,0.0,0.0,0.0,66.65591805971616,38.59098799103926,0.0,0.0,0.0,0.0,0.0,58.44599893631597,22.806419477284013,0.0,0.0,0.0,0.0,0.0,10.539888085473004
11,259.4153661963553,18.54685896553596,0.0,0.0,0.0,0.0,0.0,1.529718504439071,0.0,0.0,0.0,0.0,0.0,6.927099851415981,0.9025395812451138,0.0,0.0,0.0,0.0,0.0,6.043572055762471,1.252678991572521,0.0,0.0,0.0,0.0,0.0,18.762253284637325,0.37487504218954,0.0,0.0,0.0,0.0,0.0,2.014168461413858,6.230980976490382,0.0,0.0,0.0,0.0,0.0,21.174477370313305,21.373987032081633,0.0,0.0,0.0,0.0,0.0,134.31990464922217,9.339588320739015,0.0,0.0,0.0,0.0,0.0,5.1116034584048995,16.190960439646542,0.0,0.0,0.0,0.0,0.0,18.375859455309794,20.562177830626293,0.0,0.0,0.0,0.0,0.0,65.78701837330668,90.60949992298562,0.0,0.0,0.0,0.0,0.0,40.01102474114286,4.3995709819401965,0.0,0.0,0.0,0.0,0.0,59.8134938659707,2.3806019501160733,0.0,0.0,0.0,0.0,0.0,13.924568144178714,17.256033008886785,0.0,0.0,0.0,0.0,0.0,36.14699480716278,41.97398508726144,0.0,0.0,0.0,0.0,0.0,172.02061227432173,38.41339351581591,0.0,0.0,0.0,0.0,0.0,86.92156522121405,14.296253321315213,0.0,0.0,0.0,0.0,0.0,30.538205597519326
12,61.7216892108409,11.416240155005463,0.0,0.0,0.0,0.0,0.0,0.2870610938301501,0.0,0.0,0.0,0.0,0.0,7.8964818623859,0.5214400929498034,0.0,0.0,0.0,0.0,0.0,1.6097239263335044,0.8948085372763545,0.0,0.0,0.0,0.0,0.0,6.1428062419259675,1.7965364064781166,0.0,0.0,0.0,0.0,0.0,3.936398756865351,7.840845647834071,0.0,0.0,0.0,0.0,0.0,3.2616967629172313,20.628440940876942,0.0,0.0,0.0,0.0,0.0,10.584253919672223,8.836235765593804,0.0,0.0,0.0,0.0,0.0,88.93459959664115,9.125516677964043,0.0,0.0,0.0,0.0,0.0,101.00660033001077,12.47379260100017,0.0,0.0,0.0,0.0,0.0,70.67058215853768,30.94529214616418,0.0,0.0,0.0,0.0,0.0,101.06467173257089,3.7787348961945533,0.0,0.0,0.0,0.0,0.0,45.760888922681126,1.0737838263721364,0.0,0.0,0.0,0.0,0.0,4.750306584745743,11.682551657498157,0.0,0.0,0.0,0.0,0.0,169.22626566770177,30.226944572538873,0.0,0.0,0.0,0.0,0.0,88.3710665250066,18.976697293638157,0.0,0.0,0.0,0.0,0.0,105.79703002712338,17.833195590003452,0.0,0.0,0.0,0.0,0.0,26.965035502070577
13,311.1037176482676,15.91427279988236,0.0,0.0,0.0,0.0,0.0,0.38215360753082855,0.0,0.0,0.0,0.0,0.0,18.85549283734134,0.7844324152670836,0.0,0.0,0.0,0.0,0.0,5.359899055200657,0.8612537077885644,0.0,0.0,0.0,0.0,0.0,2.4925279594115595,0.19714444016289934,0.0,0.0,0.0,0.0,0.0,1.7431279499384738,7.270158036827569,0.0,0.0,0.0,0.0,0.0,5.086768925820176,11.696940979672426,0.0,0.0,0.0,0.0,0.0,17.078454678486516,10.323128261491334,0.0,0.0,0.0,0.0,0.0,75.34861117053282,11.261431401182271,0.0,0.0,0.0,0.0,0.0,6.024764955025091,8.237524189461892,0.0,0.0,0.0,0.0,0.0,20.177640076020133,7.857679158915011,0.0,0.0,0.0,0.0,0.0,93.25553306736619,3.720205166440947,0.0,0.0,0.0,0.0,0.0,27.070114662616295,0.8447152419749693,0.0,0.0,0.0,0.0,0.0,29.457127590061646,13.505653430615645,0.0,0.0,0.0,0.0,0.0,16.539163628928367,23.73024445336035,0.0,0.0,0.0,0.0,0.0,45.1582219355944,10.360718135011135,0.0,0.0,0.0,0.0,0.0,32.402166574781646,9.886872464647917,0.0,0.0,0.0,0.0,0.0,13.745743773841285
14,220.24737879008464,12.548717164385913,0.0,0.0,0.0,0.0,0.0,1.6835088795719115,0.0,0.0,0.0,0.0,0.0,7.152726626293979,0.3071138582715912,0.0,0.0,0.0,0.0,0.0,1.0942674726903783,0.6888273645147002,0.0,0.0,0.0,0.0,0.0,2.9210883048182303,0.22903479865239917,0.0,0.0,0.0,0.0,0.0,2.9734878627136854,6.641877851467553,0.0,0.0,0.0,0.0,0.0,2.552457084069842,16.02882271771791,0.0,0.0,0.0,0.0,0.0,20.349496831020385,9.413610559970314,0.0,0.0,0.0,0.0,0.0,0.0013866715657731414,12.055332836818318,0.0,0.0,0.0,0.0,0.0,83.34518738533266,6.631982351736729,0.0,0.0,0.0,0.0,0.0,30.296511909584382,18.304290331138613,0.0,0.0,0.0,0.0,0.0,56.96268779888146,3.444436775776628,0.0,0.0,0.0,0.0,0.0,27.40607029486148,2.7556996618622156,0.0,0.0,0.0,0.0,0.0,4.40208467702202,11.571719522246939,0.0,0.0,0.0,0.0,0.0,70.09119155410964,47.64266130069062,0.0,0.0,0.0,0.0,0.0,27.492776657618528,28.45141466684699,0.0,0.0,0.0,0.0,0.0,80.2681740458143,12.820282727791335,0.0,0.0,0.0,0.0,0.0,24.871934326431365
15,93.66661203951362,11.903820857127483,0.0,0.0,0.0,0.0,0.0,1.757104170402426,0.0,0.0,0.0,0.0,0.0,2.662832245566197,0.6258839999382055,0.0,0.0,0.0,0.0,0.0,1.456397243004025,3.1768207186397794,0.0,0.0,0.0,0.0,0.0,19.989886543918,0.18266360825118103,0.0,0.0,0.0,0.0,0.0,2.6189978670382468,4.9678868741560285,0.0,0.0,0.0,0.0,0.0,17.974492167559994,13.58641819354511,0.0,0.0,0.0,0.0,0.0,4.306885838151705,7.7802602924749635,0.0,0.0,0.0,0.0,0.0,162.51029169323,10.497056049666883,0.0,0.0,0.0,0.0,0.0,8.470582195390799,6.717530751486023,0.0,0.0,0.0,0.0,0.0,63.47787916405791,18.325318137395673,0.0,0.0,0.0,0.0,0.0,76.1314742245254,3.049077983151473,0.0,0.0,0.0,0.0,0.0,129.67539187053512,0.8935701414961936,0.0,0.0,0.0,0.0,0.0,30.52188126368473,15.091481166151686,0.0,0.0,0.0,0.0,0.0,319.8344140244437,23.545959252647616,0.0,0.0,0.0,0.0,0.0,264.53873405649557,11.5634849374712,0.0,0.0,0.0,0.0,0.0,62.280767008321675,11.134785068687115,0.0,0.0,0.0,0.0,0.0,29.27353306485534
16,291.418259708205,18.133103325635343,0.0,0.0,0.0,0.0,0.0,0.29064243213410634,0.0,0.0,0.0,0.0,0.0,2.8618983852093702,0.45519500381443917,0.0,0.0,0.0,0.0,0.0,0.3266712693966144,0.7159786788097745,0.0,0.0,0.0,0.0,0.0,8.696918413479922,0.4788823279952593,0.0,0.0,0.0,0.0,0.0,0.6489144778221251,4.307099182107553,0.0,0.0,0.0,0.0,0.0,20.937771387162222,11.249261333313186,0.0,0.0,0.0,0.0,0.0,15.892565660012279,8.291625002467004,0.0,0.0,0.0,0.0,0.0,0.2999777949683388,12.542665899682987,0.0,0.0,0.0,0.0,0.0,1.7557491948068977,7.449441228770331,0.0,0.0,0.0,0.0,0.0,86.64065138244064,5.099391162345836,0.0,0.0,0.0,0.0,0.0,24.652758798836732,4.825474116124751,0.0,0.0,0.0,0.0,0.0,21.846936932078307,1.0132359496995642,0.0,0.0,0.0,0.0,0.0,10.262700819413483,11.784567232814581,0.0,0.0,0.0,0.0,0.0,28.44569346459038,21.09704843692465,0.0,0.0,0.0,0.0,0.0,34.9923082099994,10.217038863036867,0.0,0.0,0.0,0.0,0.0,193.10396840727782,10.578928123465838,0.0,0.0,0.0,0.0,0.0,14.371068949185238
17,76.51963442030345,12.928001152675137,0.0,0.0,0.0,0.0,0.0,0.31352357309186596,0.0,0.0,0.0,0.0,0.0,0.8672972894732928,0.3668158292717125,0.0,0.0,0.0,0.0,0.0,2.325956001565076,0.7366176142588744,0.0,0.0,0.0,0.0,0.0,8.03944658703302,0.5365491780080403,0.0,0.0,0.0,0.0,0.0,2.152524610561809,4.392611349264372,0.0,0.0,0.0,0.0,0.0,43.5181952152903,10.475908423848542,0.0,0.0,0.0,0.0,0.0,11.643634841051865,9.067902891656841,0.0,0.0,0.0,0.0,0.0,45.56224976842253,12.956607813480458,0.0,0.0,0.0,0.0,0.0,1.781985141786118,5.829115986576469,0.0,0.0,0.0,0.0,0.0,66.82191505199414,4.479206668649075,0.0,0.0,0.0,0.0,0.0,50.967905774930806,5.318415481266599,0.0,0.0,0.0,0.0,0.0,46.662099160172026,0.65369790673491,0.0,0.0,0.0,0.0,0.0,1.6438940909780062,12.708571167691114,0.0,0.0,0.0,0.0,0.0,73.99293749322167,18.19618513877283,0.0,0.0,0.0,0.0,0.0,28.697554651661797,9.5524016714267,0.0,0.0,0.0,0.0,0.0,49.34102418574417,11.043407634625764,0.0,0.0,0.0,0.0,0.0,22.290906824236384
18,193.77675248241644,16.87470247378439,0.0,0.0,0.0,0.0,0.0,0.5591519177127761,0.0,0.0,0.0,0.0,0.0,0.3508387201279565,0.33099046258507786,0.0,0.0,0.0,0.0,0.0,1.3880922421673494,1.033911697475168,0.0,0.0,0.0,0.0,0.0,0.14260975764283648,2.0227023680542016,0.0,0.0,0.0,0.0,0.0,0.6531212270511277,4.938506140004653,0.0,0.0,0.0,0.0,0.0,55.5761621683499,11.245903601037197,0.0,0.0,0.0,0.0,0.0,5.161587688783575,10.213041191521823,0.0,0.0,0.0,0.0,0.0,0.7037999106573559,18.48619852300958,0.0,0.0,0.0,0.0,0.0,28.46449917146683,3.9010306512280546,0.0,0.0,0.0,0.0,0.0,57.10998789138347,4.82501780687013,0.0,0.0,0.0,0.0,0.0,38.77685780868167,2.811278510411352,0.0,0.0,0.0,0.0,0.0,28.06839265522367,0.4795613494813503,0.0,0.0,0.0,0.0,0.0,1.3947615015658277,12.235972057668771,0.0,0.0,0.0,0.0,0.0,6.505064457412076,25.456248628802687,0.0,0.0,0.0,0.0,0.0,147.12529445478916,17.173725317446234,0.0,0.0,0.0,0.0,0.0,42.85381618406688,7.235733386792263,0.0,0.0,0.0,0.0,0.0,16.04483284120846
