,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,2019.272863698751,115.33257180694088,0.0,0.0,0.0,0.0,0.0,1.207045594669892,0.0,0.0,0.0,0.0,0.0,13.623720879069767,4.3597639748892485,0.0,0.0,0.0,0.0,0.0,31.657571466592128,3.5449050537484585,0.0,0.0,0.0,0.0,0.0,27.092063232041824,1.1739509252309053,0.0,0.0,0.0,0.0,0.0,46.60436966044601,16.407509087065293,0.0,0.0,0.0,0.0,0.0,14.436406048353486,172.50482056491168,0.0,0.0,0.0,0.0,0.0,2045.685466883403,22.05931601455463,0.0,0.0,0.0,0.0,0.0,27.30378212534987,85.34570610825735,0.0,0.0,0.0,0.0,0.0,1828.7167828835918,110.5184668211933,0.0,0.0,0.0,0.0,0.0,574.005266412013,192.93945205804584,0.0,0.0,0.0,0.0,0.0,893.1196233885981,42.83379172180663,0.0,0.0,0.0,0.0,0.0,869.2229457857918,6.485519923948454,0.0,0.0,0.0,0.0,0.0,65.68931079798338,25.716670336304606,0.0,0.0,0.0,0.0,0.0,44.0192708264021,415.55818236526176,0.0,0.0,0.0,0.0,0.0,2150.7612881181026,569.7332436160219,0.0,0.0,0.0,0.0,0.0,2671.9103595147417,31.309713721244464,0.0,0.0,0.0,0.0,0.0,111.76855740598712
1,535.5369781992074,71.4213025454088,0.0,0.0,0.0,0.0,0.0,1.7011240609517164,0.0,0.0,0.0,0.0,0.0,7.267902225848743,1.089822239478687,0.0,0.0,0.0,0.0,0.0,10.209844060646342,2.760947654730761,0.0,0.0,0.0,0.0,0.0,43.13925577155908,1.3746052318939812,0.0,0.0,0.0,0.0,0.0,9.445469155860968,9.191011322019708,0.0,0.0,0.0,0.0,0.0,49.670843468444446,144.61144600684435,0.0,0.0,0.0,0.0,0.0,1895.8656750269565,7.886781395744092,0.0,0.0,0.0,0.0,0.0,17.381444473645885,34.87521872448146,0.0,0.0,0.0,0.0,0.0,312.37593093386414,73.19814062116212,0.0,0.0,0.0,0.0,0.0,725.2340297569807,50.174593356883356,0.0,0.0,0.0,0.0,0.0,229.77369223316947,35.700393255279444,0.0,0.0,0.0,0.0,0.0,738.2984378548397,1.4335439468719386,0.0,0.0,0.0,0.0,0.0,32.08017021627675,21.520597737840923,0.0,0.0,0.0,0.0,0.0,83.07299287075405,216.10418142723643,0.0,0.0,0.0,0.0,0.0,1093.279423628117,364.04310836556255,0.0,0.0,0.0,0.0,0.0,1186.9527491911078,32.1306172526675,0.0,0.0,0.0,0.0,0.0,69.82374288413835
2,519.3910870643291,23.124051730467052,0.0,0.0,0.0,0.0,0.0,0.865240221144122,0.0,0.0,0.0,0.0,0.0,4.810259154844619,1.4978545989109258,0.0,0.0,0.0,0.0,0.0,14.196903219578697,2.0229171156277554,0.0,0.0,0.0,0.0,0.0,7.936875610243042,0.4327497032164599,0.0,0.0,0.0,0.0,0.0,6.1082993579168505,9.64096854627157,0.0,0.0,0.0,0.0,0.0,16.726429939702868,79.91683358564138,0.0,0.0,0.0,0.0,0.0,558.9515325495447,9.261946833475978,0.0,0.0,0.0,0.0,0.0,73.04956648593496,18.884355318472227,0.0,0.0,0.0,0.0,0.0,106.18218399811599,22.225516116506622,0.0,0.0,0.0,0.0,0.0,294.2021964360547,44.6177310871471,0.0,0.0,0.0,0.0,0.0,536.4894946447223,15.896107570851118,0.0,0.0,0.0,0.0,0.0,572.4436570764102,1.0351830088200902,0.0,0.0,0.0,0.0,0.0,28.205633019805116,30.783368355219768,0.0,0.0,0.0,0.0,0.0,115.0661144218871,57.51738164401196,0.0,0.0,0.0,0.0,0.0,470.4068238609708,110.05183609902888,0.0,0.0,0.0,0.0,0.0,745.5773574363268,42.09937600863157,0.0,0.0,0.0,0.0,0.0,116.96301664642407
3,446.49867562440966,26.656318763091612,0.0,0.0,0.0,0.0,0.0,3.846064671232669,0.0,0.0,0.0,0.0,0.0,0.7963127319253068,0.5848360753649334,0.0,0.0,0.0,0.0,0.0,3.6819110521619365,1.2034008699613787,0.0,0.0,0.0,0.0,0.0,18.793057224414984,0.5159434821808323,0.0,0.0,0.0,0.0,0.0,6.170968604697355,11.665653467360888,0.0,0.0,0.0,0.0,0.0,44.82032926421877,40.12630980192859,0.0,0.0,0.0,0.0,0.0,358.0197063687425,7.558561989140478,0.0,0.0,0.0,0.0,0.0,137.09953734406471,15.399947547778375,0.0,0.0,0.0,0.0,0.0,318.1032864090456,11.492686881798358,0.0,0.0,0.0,0.0,0.0,195.6913145136768,49.62380415998623,0.0,0.0,0.0,0.0,0.0,443.4785198017326,4.7865448547425276,0.0,0.0,0.0,0.0,0.0,293.22879336394965,1.577603402186408,0.0,0.0,0.0,0.0,0.0,19.983296459530433,20.887743862365692,0.0,0.0,0.0,0.0,0.0,78.48760924750927,28.495691322124436,0.0,0.0,0.0,0.0,0.0,154.99048570967113,67.10038149182341,0.0,0.0,0.0,0.0,0.0,487.0996127805682,47.01380684401119,0.0,0.0,0.0,0.0,0.0,103.38942693576396
4,494.6497964571251,20.883038318945935,0.0,0.0,0.0,0.0,0.0,0.9085458039572792,0.0,0.0,0.0,0.0,0.0,3.0872324650716756,0.3997065004394242,0.0,0.0,0.0,0.0,0.0,19.83012699079698,0.894131469607593,0.0,0.0,0.0,0.0,0.0,32.04853948308342,0.1265842726833375,0.0,0.0,0.0,0.0,0.0,6.110215489379563,10.066742905366484,0.0,0.0,0.0,0.0,0.0,1.9052717207683987,28.015213802121778,0.0,0.0,0.0,0.0,0.0,105.55248038612372,7.317563518843777,0.0,0.0,0.0,0.0,0.0,1.834983882971466,12.421055219632244,0.0,0.0,0.0,0.0,0.0,186.6713249249198,11.611863878415145,0.0,0.0,0.0,0.0,0.0,96.69120206846212,40.75230378319702,0.0,0.0,0.0,0.0,0.0,182.1727814732558,3.546322305147631,0.0,0.0,0.0,0.0,0.0,208.66847825996,2.6725809278096393,0.0,0.0,0.0,0.0,0.0,2.810187793417274,20.7920783521009,0.0,0.0,0.0,0.0,0.0,11.868809431782907,19.29222174742057,0.0,0.0,0.0,0.0,0.0,208.6147095620068,41.61740563516268,0.0,0.0,0.0,0.0,0.0,179.55417457329395,26.171435369487373,0.0,0.0,0.0,0.0,0.0,84.7316945347419
5,304.533700106696,20.36866480980264,0.0,0.0,0.0,0.0,0.0,0.31317769392866057,0.0,0.0,0.0,0.0,0.0,0.7568271994226731,1.3270993332642105,0.0,0.0,0.0,0.0,0.0,2.449193065071755,0.8619259076495861,0.0,0.0,0.0,0.0,0.0,5.991054485613784,0.1175949908696442,0.0,0.0,0.0,0.0,0.0,10.279039905273375,9.51274749652438,0.0,0.0,0.0,0.0,0.0,51.144243880684165,25.765674354274104,0.0,0.0,0.0,0.0,0.0,87.1922592300078,7.11068181905059,0.0,0.0,0.0,0.0,0.0,89.77584267825587,9.338180211577281,0.0,0.0,0.0,0.0,0.0,128.7155146047604,12.330426182350775,0.0,0.0,0.0,0.0,0.0,112.07106110701389,20.544983975703495,0.0,0.0,0.0,0.0,0.0,256.6591369631977,3.697446946774516,0.0,0.0,0.0,0.0,0.0,329.9693202419048,2.0912270803972888,0.0,0.0,0.0,0.0,0.0,11.276132648061255,17.666559298181202,0.0,0.0,0.0,0.0,0.0,35.652224033264766,30.311831901008247,0.0,0.0,0.0,0.0,0.0,25.392947857085744,64.93321187442514,0.0,0.0,0.0,0.0,0.0,163.74145608641723,27.77302517759202,0.0,0.0,0.0,0.0,0.0,52.59235786009184
6,293.96915243657077,20.285120531037634,0.0,0.0,0.0,0.0,0.0,0.6030173342700845,0.0,0.0,0.0,0.0,0.0,6.699346285574049,0.326604106424048,0.0,0.0,0.0,0.0,0.0,2.9322902580109056,0.813924686218657,0.0,0.0,0.0,0.0,0.0,10.653341158385018,0.8870816767507965,0.0,0.0,0.0,0.0,0.0,3.4248637316296717,7.918739596889588,0.0,0.0,0.0,0.0,0.0,37.34829964763985,19.621385280472353,0.0,0.0,0.0,0.0,0.0,153.84429914079112,7.534482193069831,0.0,0.0,0.0,0.0,0.0,38.303593253632364,8.572091379680638,0.0,0.0,0.0,0.0,0.0,75.85005240209283,11.860572209826186,0.0,0.0,0.0,0.0,0.0,160.74322023401572,24.97296424383801,0.0,0.0,0.0,0.0,0.0,216.46357968141592,6.393204226577813,0.0,0.0,0.0,0.0,0.0,160.3096459413153,2.1054165051903575,0.0,0.0,0.0,0.0,0.0,22.979604456251025,18.5504709862644,0.0,0.0,0.0,0.0,0.0,130.1995650240269,16.650491436376132,0.0,0.0,0.0,0.0,0.0,22.169066603844932,20.77961108618023,0.0,0.0,0.0,0.0,0.0,105.5057667480566,14.036379747795339,0.0,0.0,0.0,0.0,0.0,26.154589953481434
7,236.87166300146936,19.006057002100384,0.0,0.0,0.0,0.0,0.0,2.446355846465977,0.0,0.0,0.0,0.0,0.0,0.7077975747967207,0.38884438769901647,0.0,0.0,0.0,0.0,0.0,7.357403316933505,1.026477892581436,0.0,0.0,0.0,0.0,0.0,5.861253103826375,0.28982495972261,0.0,0.0,0.0,0.0,0.0,1.885571891730485,9.708991260137777,0.0,0.0,0.0,0.0,0.0,18.42751762756552,19.97071106644407,0.0,0.0,0.0,0.0,0.0,300.0337849511884,6.9285664530820075,0.0,0.0,0.0,0.0,0.0,38.23669244706126,10.091907652320112,0.0,0.0,0.0,0.0,0.0,142.99026295942156,10.125331496604389,0.0,0.0,0.0,0.0,0.0,121.3983996601173,73.59085267162972,0.0,0.0,0.0,0.0,0.0,198.09990457821235,4.1901842769698066,0.0,0.0,0.0,0.0,0.0,147.88748454263353,2.292227502905839,0.0,0.0,0.0,0.0,0.0,23.08931835346831,21.490806691282494,0.0,0.0,0.0,0.0,0.0,59.41448469141022,17.97287121534342,0.0,0.0,0.0,0.0,0.0,80.8171858474964,15.137367187060637,0.0,0.0,0.0,0.0,0.0,103.56747860146928,18.566310554799227,0.0,0.0,0.0,0.0,0.0,46.82244717994201
8,113.48426449604894,16.87470353707026,0.0,0.0,0.0,0.0,0.0,0.3795839683724708,0.0,0.0,0.0,0.0,0.0,0.887116999383513,0.3631432427772887,0.0,0.0,0.0,0.0,0.0,2.3827926348698156,0.8056159236773432,0.0,0.0,0.0,0.0,0.0,12.90913633066799,0.5357867392656537,0.0,0.0,0.0,0.0,0.0,2.1111846745066813,6.9636436219926585,0.0,0.0,0.0,0.0,0.0,9.237659483971466,17.542596221860546,0.0,0.0,0.0,0.0,0.0,9.871191420981773,7.581701854619201,0.0,0.0,0.0,0.0,0.0,53.93556613236019,8.539173761145392,0.0,0.0,0.0,0.0,0.0,19.38138363344534,14.514271295909468,0.0,0.0,0.0,0.0,0.0,83.19126853299885,23.209036159550557,0.0,0.0,0.0,0.0,0.0,78.6229036578595,4.568002929267484,0.0,0.0,0.0,0.0,0.0,154.84563553662082,1.498648451939482,0.0,0.0,0.0,0.0,0.0,7.08941568168716,12.109482578524927,0.0,0.0,0.0,0.0,0.0,22.626933236103635,15.261692052277505,0.0,0.0,0.0,0.0,0.0,50.60018201857673,17.36043508274313,0.0,0.0,0.0,0.0,0.0,38.18498744148936,13.660176305727449,0.0,0.0,0.0,0.0,0.0,27.568915315471166
