,SZ,SZ,SZ,SZ,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test
0,7.26927292906434,0.3316757088685568,62.5,0.7460937500000001,0.24285714887082577,0.34375,0.18958333600312471
1,1.1615994312384197,0.2575994782660358,59.375,0.7023065476190476,0.541330898180604,0.4769345289096236,0.739583333954215
2,5.066987669192522,0.4481737342574995,48.4375,0.6270833333333333,0.5394934918731451,0.4180059637874365,0.8572916649281979
3,0.11648150966001326,0.19757897472484495,69.53125,0.734858630952381,0.5194940567016602,0.6125000026077032,0.5041666701436043
4,0.18302795990820434,0.19187351173691086,64.84375,0.7875000000000001,0.6062233038246632,0.5250000078231096,0.7791666705161333
5,0.014919648620922673,0.13042752465451465,72.65625,0.7652157738095237,0.6099702455103397,0.6427083387970924,0.6447916720062494
6,0.24539998198157453,0.40659649642140516,65.625,0.7684895833333334,0.310416666790843,0.59375,0.22812500223517418
7,0.008333958736154267,0.1859814258247674,73.4375,0.7419642857142856,0.5857819318771362,0.5760416705161333,0.6625000052154064
8,0.3443196740230414,0.1761977932653108,74.21875,0.7989955357142857,0.5439484119415283,0.5791666693985462,0.5354166738688946
9,5.523606505231491e-05,0.2605994941321116,69.53125,0.7328125,0.596428582444787,0.5718750078231096,0.6979166716337204
10,0.09317178687270733,0.4094837045712985,60.9375,0.7585937500000001,0.5943702235817909,0.5055803647264838,0.8104166705161333
11,2.2448649702903682,0.40263069387461475,64.0625,0.7951636904761905,0.624206367880106,0.555803582072258,0.8500000052154064
12,1.852998774218112,0.28972147663674325,74.21875,0.7475818452380952,0.5659902710467577,0.7500000018626451,0.4773809593170881
13,5.898749765004499,0.3779657084383071,71.09375,0.7492931547619048,0.5754960421472788,0.6312500070780516,0.5718750059604645
14,1.1387741884390046,0.39011119871308453,68.75,0.7413690476190478,0.635705279186368,0.5885416716337204,0.7802083380520344
15,0.02703059108665863,0.33976796581388435,69.53125,0.7744791666666665,0.6177579499781132,0.581398818641901,0.7187500018626451
16,3.072733141096326e-05,0.34234575117606847,68.75,0.6980282738095238,0.5278769955039024,0.5781250074505806,0.5468750093132257
17,4.7934228935122504e-06,0.3918928827197612,74.21875,0.7776785714285716,0.6683150380849838,0.6436011977493763,0.7510416675359011
18,3.2581070291625304e-07,0.4024109969954642,73.4375,0.7936197916666667,0.63880773819983,0.5842262040823698,0.7250000033527613
19,6.669616602011546e-07,0.3530219052997259,75.78125,0.8115699404761904,0.6842261925339699,0.7437500040978193,0.7416666699573398
20,0.16811313501262504,0.438810029811656,74.21875,0.8262276785714288,0.5891053453087807,0.6541666705161333,0.5937500074505806
21,0.004271371740443296,0.6878525802173947,71.875,0.7934895833333334,0.47864358499646187,0.6145833358168602,0.42083333618938923
22,3.917800030960292e-08,0.6705723776097944,71.875,0.8155877976190478,0.650243517011404,0.6395833343267441,0.7208333387970924
23,0.32009881735192874,0.7480421896512957,70.3125,0.784375,0.6404304206371307,0.5900297677144408,0.7708333395421505
24,8.731645036459163e-12,0.699878953656228,72.65625,0.7620907738095237,0.4903273843228817,0.6250000037252903,0.43854167126119137
25,4.460381754791385e-09,0.574358081607027,75.0,0.8089657738095237,0.6188492234796286,0.6937500033527613,0.6166666727513075
26,6.772508479880793e-12,0.6559177023094256,72.65625,0.8048549107142857,0.6403770055621862,0.6187500031664968,0.7010416723787785
27,9.728133474999155e-08,0.5907021755515779,73.4375,0.8130208333333334,0.647371044382453,0.6479166727513075,0.6968750059604645
28,0.02005529775227247,0.5709587880357783,73.4375,0.8130766369047621,0.6046131029725075,0.6437500044703484,0.6614583414047956
29,2.3308334769518745e-08,0.5818856197491777,74.21875,0.7809895833333332,0.6789186615496874,0.6760416738688946,0.7041666712611914
30,2.104622537025272e-09,0.598863257978688,73.4375,0.8291666666666667,0.6699134223163128,0.6562500037252903,0.765625
31,9.701160517520255e-09,0.6013280181229832,72.65625,0.796875,0.6743236016482115,0.6968750059604645,0.745833340100944
32,2.8059428830989924e-10,0.6004984503168482,72.65625,0.8033110119047618,0.6573818642646074,0.6697916705161333,0.7281250022351742
33,1.7678736531529866e-09,0.6004368642954937,72.65625,0.7982886904761904,0.62015694193542,0.6302083395421505,0.6593750044703484
34,2.6823225962135444e-08,0.6002288534594521,72.65625,0.7697916666666669,0.6312996074557304,0.6562500055879354,0.6833333391696215
35,4.929797311051375e-12,0.6000361054608468,72.65625,0.7889508928571427,0.6266369111835957,0.5979166738688946,0.7250000052154064
36,3.765082832593227e-09,0.5999012048145066,72.65625,0.7934895833333334,0.6729843113571405,0.6541666723787785,0.7406250070780516
37,5.231139238046778e-07,0.5997523699825037,72.65625,0.8101190476190476,0.6267895344644785,0.6385416705161333,0.6879464332014322
38,1.584342554850943e-07,0.5995660576237497,72.65625,0.7754836309523808,0.6663690600544214,0.6614583395421505,0.7436011992394924
39,7.268062473750461e-09,0.5995113844013653,73.4375,0.8004464285714287,0.6511408891528845,0.6572916712611914,0.7291666734963655
40,1.7567643777649477e-06,0.5994981249225269,73.4375,0.7933779761904762,0.6299603302031755,0.6322916708886623,0.6947916746139526
41,1.0592160603060575e-08,0.5993314904468174,73.4375,0.8135230654761905,0.6487103309482336,0.6500000040978193,0.7354166712611914
42,1.6623739422045808e-13,0.5992670417663898,73.4375,0.7872395833333334,0.6432765256613493,0.6906250072643161,0.6822916716337204
43,1.7340124828319515e-06,0.5991745549122278,73.4375,0.8142485119047619,0.6299107261002064,0.6315476261079311,0.6833333391696215
44,2.7553181957292015e-11,0.5992373019742238,73.4375,0.75859375,0.6348710376769304,0.6281250044703484,0.6833333391696215
45,9.1118224067415e-11,0.5990927470144322,73.4375,0.8030133928571428,0.663045646622777,0.6708333371207118,0.7322916742414236
46,1.8489531700887254e-07,0.5991170569450102,73.4375,0.7947730654761903,0.6353535521775484,0.6156250070780516,0.7093750052154064
47,7.401486830834375e-17,0.5990541705048927,73.4375,0.8270089285714285,0.6953869108110666,0.7031250055879354,0.7552083358168602
