,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6931497736639907,0.6732789632896842,53.333333333333336,0.96875,0.6969697177410126,0.5357142984867096,1.0,0.6920511487177943,63.63636363636363,0.23333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.6920507496796567,0.7064497280785399,45.45454545454545,0.45,0.38461539149284363,0.3125,0.5,0.7162202193118928,0.6934213687777573,50.0,0.4375,0.0,0.0,0.0,0.6939759423846498,0.6932178590859559,37.5,0.6666666666666666,0.0,0.0,0.0,0.6935394108218694,0.9629426847259513,50.0,0.0,0.0,0.0,0.0,0.5403488773089471,0.7931964180591198,28.57142857142857,0.9,0.444444477558136,0.2857142984867096,1.0,0.6232298301002427,0.6930406797540705,60.0,0.26666666666666666,0.0,0.0,0.0,0.6929727515267455,0.6617819482060806,57.14285714285714,0.75,0.0,0.0,0.0,0.7884521312712195,0.7029571736702354,55.55555555555556,0.3833333333333333,0.0,0.0,0.0,0.6933547670064055,0.6931596327858576,47.368421052631575,0.5277777777777778,0.5857142905394236,0.4444444477558136,1.0,0.6927444719742407,0.6927354574648137,80.0,0.5357142857142857,0.9285714328289032,0.9285714328289032,0.9285714328289032,0.6933287629087089,0.7417618952415415,40.0,0.4375,0.0,0.0,0.0,0.6656847597570259
1,0.6940486735636319,0.6937035819163359,46.666666666666664,0.19166666666666665,0.0,0.0,0.0,0.6928826554832989,63.63636363636363,0.16666666666666666,0.7846153974533081,0.6458333432674408,1.0,0.692483580446598,0.7221764752908025,45.45454545454545,0.09375,0.5833333432674408,0.4166666716337204,1.0,0.6348201889202012,0.6934579829514094,50.0,0.375,0.0,0.0,0.0,0.6911030984966725,0.6934956669773059,37.5,0.4666666666666667,0.0,0.0,0.0,0.693349177755125,0.6937743072334555,50.0,0.0,0.0,0.0,0.0,1.0572662276798008,0.6701439675174313,71.42857142857143,0.1,0.0,0.0,0.0,0.5967385657373734,0.7222485824397731,60.0,0.46875,0.0,0.0,0.0,0.6927580536591315,0.6773232630406661,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.769473226697898,0.7272820565412155,44.44444444444444,0.53125,0.3333333432674408,0.25,0.5,0.5083812589318804,0.7036968397088396,52.63157894736842,0.2708333333333333,0.0,0.0,0.0,0.6948482497354154,0.6950988932313295,10.0,0.25,0.0,0.0,0.0,0.6931254389948592,0.6877086272101531,50.0,0.8333333333333333,0.1666666567325592,0.5,0.10000000149011612,0.6930546006813694
2,0.6884289945802905,0.7175286513470908,46.666666666666664,0.20833333333333334,0.0,0.0,0.0,0.6921765593539032,63.63636363636363,0.5333333333333333,0.7846153974533081,0.6458333432674408,1.0,0.6894503362839416,0.6943620615963157,45.45454545454545,0.35,0.38461539149284363,0.3125,0.5,0.6930930320362062,0.6932781435264534,50.0,0.375,0.0,0.0,0.0,0.6928400938809663,0.7023706790359404,37.5,0.6,0.0,0.0,0.0,0.7496219128164018,0.6932752617975702,50.0,0.2222222222222222,0.6666666865348816,0.5,1.0,0.7114905768429866,0.62647166585963,71.42857142857143,0.0,0.0,0.0,0.0,0.7328952861848691,0.6952334960369921,60.0,0.2,0.0,0.0,0.0,0.6453601839600472,0.6843691212218906,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.7345332181584598,0.6931197827691639,55.55555555555556,0.5,0.0,0.0,0.0,0.6939194901544202,0.6931299780583261,47.368421052631575,0.7222222222222222,0.6564102669556936,0.5138888955116272,1.0,0.6935567373150736,0.6919780097350859,90.0,0.3214285714285714,0.9666666686534882,0.9375,1.0,0.6926604875585032,0.6951246697446527,40.0,0.43333333333333335,0.0,0.0,0.0,0.6920863490568853
3,0.6940005407277812,0.6965884913702661,46.666666666666664,0.14285714285714285,0.0,0.0,0.0,0.6924357882267206,63.63636363636363,0.2,0.7846153974533081,0.6458333432674408,1.0,0.6904220749207631,0.6941621556773078,45.45454545454545,0.09375,0.5833333432674408,0.4166666716337204,1.0,0.6920065979806791,0.6934683810175482,50.0,0.375,0.0,0.0,0.0,0.693394535377012,0.6932011733705088,37.5,0.4666666666666667,0.2857142984867096,0.5,0.20000000298023224,0.7127264179202458,0.7108372233154031,50.0,0.0,0.0,0.0,0.0,0.6966877636420528,0.7034668830463681,71.42857142857143,0.0,0.0,0.0,0.0,0.48328634252429975,0.6972191577272098,60.0,0.3125,0.0,0.0,0.0,0.7377692065672851,0.7391224899104207,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.6738286537529126,0.6929916249005941,55.55555555555556,0.5833333333333333,0.0,0.0,0.0,0.6927060828483398,0.693062491378123,57.89473684210527,0.6722222222222222,0.6666666766007742,0.6071428656578064,0.7666666706403097,0.6934515977354989,0.6960583123681294,10.0,0.39285714285714285,0.0,0.0,0.0,0.6937225333342644,0.6716876720404473,60.0,0.8,0.7179487347602844,0.5625,1.0,0.784894579900145
4,0.6943589985355453,0.6928211869335571,53.333333333333336,0.7666666666666666,0.6846153736114502,0.5267857164144516,1.0,0.6931741020431255,54.54545454545454,0.375,0.7727272510528564,0.7142857164144516,0.875,0.6925213766919445,0.7069544399995947,36.36363636363637,0.125,0.3333333432674408,0.25,0.5,0.6602556270368816,0.6929228527471829,50.0,0.625,0.6666666865348816,0.5,1.0,0.6921772071404061,0.7059234106611243,50.0,0.3333333333333333,0.3333333134651184,1.0,0.20000000298023224,0.6711153325873301,0.6937138783794428,50.0,0.0,0.0,0.0,0.0,0.6933515771644331,0.5916303820668001,71.42857142857143,0.6,0.0,0.0,0.0,0.5936259520313003,0.6658545402145548,60.0,0.6666666666666667,0.0,0.0,0.0,0.8856678848173253,0.76174909894936,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.6686313015114076,0.693084432607649,44.44444444444444,0.6833333333333333,0.7727272808551788,0.6875,1.0,0.7620188769386671,0.7075017816046795,52.63157894736842,0.46527777777777773,0.0,0.0,0.0,0.6103343585579653,0.6931327809368657,50.0,0.25,0.6666666865348816,0.75,0.75,0.693911795002649,0.6921911280682144,40.0,0.7666666666666666,0.0,0.0,0.0,0.731992856086915
5,0.6934435717705757,0.6927218371583118,53.333333333333336,0.8666666666666667,0.6846153736114502,0.5267857164144516,1.0,0.6926254810141214,63.63636363636363,0.375,0.6785714328289032,0.5416666716337204,1.0,0.6915184251306788,0.7124215995623827,45.45454545454545,0.34375,0.5833333432674408,0.4166666716337204,1.0,0.8126482481593154,0.6932134629783264,50.0,0.4375,0.6666666865348816,0.5,1.0,0.6941615905041084,0.656199433769135,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6522158903946488,0.6937665045276251,33.33333333333333,0.0,0.0,0.0,0.0,0.6925217242245778,0.6241249071671989,85.71428571428571,0.9,0.6666666865348816,1.0,0.5,0.5542979664394575,0.7377284997742933,60.0,0.41666666666666663,0.0,0.0,0.0,0.4990395043389853,0.7468473191648924,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.7172177639955217,0.7225622054584655,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.6107613366152371,0.6927237028419743,52.63157894736842,0.5666666666666667,0.0,0.0,0.0,0.6899133522363234,0.6938263659669908,0.0,0.25,0.0,0.0,0.0,0.6925262006182702,0.6590559264706756,60.0,0.9,0.7179487347602844,0.5625,1.0,0.6966990859167045
6,0.7047047728419825,0.692869550627956,53.333333333333336,0.7333333333333334,0.6893939673900604,0.5446428656578064,1.0,0.6871619595302305,63.63636363636363,0.23333333333333334,0.7846153974533081,0.6458333432674408,1.0,0.6565280943995437,0.693409092818737,54.54545454545454,0.21875,0.2857142686843872,0.3333333432674408,0.25,0.6808351858166601,0.6933773023583839,50.0,0.375,0.0,0.0,0.0,0.6987310078949152,0.6941518203656852,37.5,0.4,0.0,0.0,0.0,0.7318810359011304,0.693860034252363,50.0,0.0,0.0,0.0,0.0,0.697796726946201,0.5974350963450762,71.42857142857143,0.6,0.0,0.0,0.0,0.477764513683267,0.6688779750167041,60.0,0.5625,0.0,0.0,0.0,0.704214006026782,0.6753504268555272,57.14285714285714,0.75,0.6666666865348816,0.5,1.0,0.7460313522183223,0.6930838461821214,66.66666666666666,0.5166666666666666,0.25,0.5,0.1666666716337204,0.6932331740863171,0.6928950750137356,52.63157894736842,0.625,0.0,0.0,0.0,0.6918312154029559,0.6930954590795525,60.0,0.25,0.8333333432674408,0.9000000059604645,0.7857142984867096,0.6926040730513097,0.628937345805214,60.0,0.9,0.7179487347602844,0.5625,1.0,0.7987812996400739
7,0.7581639628337217,0.6924247830498209,53.333333333333336,0.6916666666666667,0.6846153736114502,0.5267857164144516,1.0,0.6879674895850701,63.63636363636363,0.16666666666666666,0.6785714328289032,0.5416666716337204,1.0,0.726147626755662,0.6940363962616067,45.45454545454545,0.4375,0.0,0.0,0.0,0.6933783201587312,0.6931148033917309,62.5,0.5,0.4000000059604645,1.0,0.25,0.6480139672774322,0.737130822521564,37.5,0.13333333333333333,0.5454545617103577,0.5,0.6000000238418579,0.6152245646601227,0.6939966852171748,50.0,0.0,0.0,0.0,0.0,0.6891713261701834,0.6072527371702251,71.42857142857143,0.4,0.0,0.0,0.0,0.6063306626312506,0.7751576801301973,60.0,0.16666666666666666,0.0,0.0,0.0,0.5715669024535174,0.718849646673522,57.14285714285714,0.5,0.5714285373687744,0.5,0.6666666865348816,0.7960218147258346,0.6949283495561976,44.44444444444444,0.5625,0.3333333432674408,0.25,0.5,0.6930441528517006,0.692794297227202,52.63157894736842,0.5777777777777778,0.2777777810891469,0.4444444477558136,0.22222222884496054,0.6928209788474243,0.6986346790062316,10.0,0.25,0.0,0.0,0.0,0.6947371384773899,0.6510181758388587,60.0,0.9666666666666667,0.7179487347602844,0.5625,1.0,0.4480597032488195
8,0.6929303041616081,0.6985148461417735,33.33333333333333,0.375,0.45000000298023224,0.4166666716337204,0.5,0.7096097901330799,63.63636363636363,0.375,0.6785714328289032,0.5416666716337204,1.0,0.8733109972130846,0.7291723964270094,45.45454545454545,0.125,0.0,0.0,0.0,0.6218673827903376,0.6934982006404417,50.0,0.375,0.0,0.0,0.0,0.6885633481074415,0.6953693798935241,12.5,0.13333333333333333,0.0,0.0,0.0,0.6618765728128342,0.6932313189779663,50.0,0.4444444444444444,0.0,0.0,0.0,0.7019931623112757,0.6747416611934766,57.14285714285714,0.3,0.0,0.0,0.0,0.29637898134560664,0.7310447322293945,60.0,0.6,0.0,0.0,0.0,0.6508610328719785,0.8570798214583762,28.57142857142857,0.4166666666666667,0.444444477558136,0.3333333432674408,0.6666666865348816,0.7322268375912141,0.7049268637387504,44.44444444444444,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.6411031974309314,0.692750301564328,52.63157894736842,0.5,0.0,0.0,0.0,0.6886845159821601,0.7002571431968466,10.0,0.6785714285714286,0.0,0.0,0.0,0.6930013762860673,0.6904576344329482,50.0,0.5,0.7727272510528564,0.7142857164144516,0.875,0.8863597889805408
