,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,916.9464678923435,862.2765750903125,0.0,0.0,0.0,0.0,0.0,18.771040276383207,0.0,0.0,0.0,0.0,0.0,12.760076745845145,20.468877754098536,0.0,0.0,0.0,0.0,0.0,31.836820913956693,23.936604346116333,0.0,0.0,0.0,0.0,0.0,21.620808043233524,59.774628704242986,0.0,0.0,0.0,0.0,0.0,71.22533740014258,781.3505936959599,0.0,0.0,0.0,0.0,0.0,967.446872367157,217.07559608796282,0.0,0.0,0.0,0.0,0.0,77.0643708409119,1012.6450059643547,0.0,0.0,0.0,0.0,0.0,304.1659079009994,1489.1462706463162,0.0,0.0,0.0,0.0,0.0,443.2713178573468,537.7381369914632,0.0,0.0,0.0,0.0,0.0,1283.2353896542752,526.4224514458493,0.0,0.0,0.0,0.0,0.0,664.9786638926206,472.0024181807631,0.0,0.0,0.0,0.0,0.0,828.3814008029397,118.50296601829008,0.0,0.0,0.0,0.0,0.0,169.32792651068758,144.4327331030357,0.0,0.0,0.0,0.0,0.0,258.00259286115084,1622.1606120062813,0.0,0.0,0.0,0.0,0.0,3093.5277750819414,3797.2106699905394,0.0,0.0,0.0,0.0,0.0,4275.7586078563145,39.09351087040853,0.0,0.0,0.0,0.0,0.0,65.27861773895745
1,324.16905443124915,474.8391481794084,0.0,0.0,0.0,0.0,0.0,65.36234468254325,0.0,0.0,0.0,0.0,0.0,58.92078926540696,48.303364839295774,0.0,0.0,0.0,0.0,0.0,6.374123589633717,41.23749374701603,0.0,0.0,0.0,0.0,0.0,23.20708811618288,12.294479735568913,0.0,0.0,0.0,0.0,0.0,4.0681247957523405,543.9525958215286,0.0,0.0,0.0,0.0,0.0,267.25236694390463,73.85310752577874,0.0,0.0,0.0,0.0,0.0,39.0438449075392,446.1334506678651,0.0,0.0,0.0,0.0,0.0,1020.312769001825,1486.029862130287,0.0,0.0,0.0,0.0,0.0,1028.539290891796,332.7371538324584,0.0,0.0,0.0,0.0,0.0,1527.651705067719,311.4378745176433,0.0,0.0,0.0,0.0,0.0,430.0000520094336,188.04464984392146,0.0,0.0,0.0,0.0,0.0,33.7915051315092,18.2717933080102,0.0,0.0,0.0,0.0,0.0,96.6713066630092,130.11990659217724,0.0,0.0,0.0,0.0,0.0,402.6510984425216,946.0573879587815,0.0,0.0,0.0,0.0,0.0,1404.8297446065585,2757.7979616426483,0.0,0.0,0.0,0.0,0.0,2706.815414235074,34.18603776380281,0.0,0.0,0.0,0.0,0.0,86.6880423827252
2,124.1221761440554,360.422380683174,0.0,0.0,0.0,0.0,0.0,11.571792985771069,0.0,0.0,0.0,0.0,0.0,54.694285860075944,17.65291399466319,0.0,0.0,0.0,0.0,0.0,26.986025120826447,15.203168489670935,0.0,0.0,0.0,0.0,0.0,11.900194599245163,12.634803238056678,0.0,0.0,0.0,0.0,0.0,4.414207010726636,480.21688097808607,0.0,0.0,0.0,0.0,0.0,47.35263038252214,40.33571682022696,0.0,0.0,0.0,0.0,0.0,18.996159242991858,286.8972710958773,0.0,0.0,0.0,0.0,0.0,1868.2676606106895,793.3880956116465,0.0,0.0,0.0,0.0,0.0,1433.0031096105809,290.457866182451,0.0,0.0,0.0,0.0,0.0,1352.9183604243315,149.6937317327453,0.0,0.0,0.0,0.0,0.0,124.84526396508127,108.1684994422194,0.0,0.0,0.0,0.0,0.0,144.14849573060073,31.41764006306955,0.0,0.0,0.0,0.0,0.0,57.398214778550724,81.81944212632725,0.0,0.0,0.0,0.0,0.0,279.5224637784256,542.3050357482749,0.0,0.0,0.0,0.0,0.0,665.1222174520292,2281.555480185173,0.0,0.0,0.0,0.0,0.0,2538.5494721949217,62.18704330397285,0.0,0.0,0.0,0.0,0.0,52.21980502135656
3,402.348889185515,281.38107366708937,0.0,0.0,0.0,0.0,0.0,7.317683937545616,0.0,0.0,0.0,0.0,0.0,14.101426008599171,7.497507990780175,0.0,0.0,0.0,0.0,0.0,6.034560595579152,9.579950813671664,0.0,0.0,0.0,0.0,0.0,6.265012774983757,6.54028712152146,0.0,0.0,0.0,0.0,0.0,5.666277346144575,414.92937483729935,0.0,0.0,0.0,0.0,0.0,303.9756713238501,55.33638795088942,0.0,0.0,0.0,0.0,0.0,22.809193403974113,148.25853648052015,0.0,0.0,0.0,0.0,0.0,310.0818513668707,254.33800999841904,0.0,0.0,0.0,0.0,0.0,545.9619689743577,237.57709247601292,0.0,0.0,0.0,0.0,0.0,712.1678930567791,87.28843113062348,0.0,0.0,0.0,0.0,0.0,5.684903560667711,85.21242000612337,0.0,0.0,0.0,0.0,0.0,201.05865360746077,53.199674323227505,0.0,0.0,0.0,0.0,0.0,5.758435272588847,70.83885758697744,0.0,0.0,0.0,0.0,0.0,93.5470321087439,201.4287916286474,0.0,0.0,0.0,0.0,0.0,386.36992435711437,1828.8434230530445,0.0,0.0,0.0,0.0,0.0,1780.5630025632329,25.862010312773965,0.0,0.0,0.0,0.0,0.0,111.24859610635626
4,201.88224324501914,214.82764210398744,0.0,0.0,0.0,0.0,0.0,12.238586747512388,0.0,0.0,0.0,0.0,0.0,9.528802726454074,5.052751004584065,0.0,0.0,0.0,0.0,0.0,22.76380381407457,4.88842463899057,0.0,0.0,0.0,0.0,0.0,9.380559261974382,4.001711547401644,0.0,0.0,0.0,0.0,0.0,1.9498702220848831,362.1923183449066,0.0,0.0,0.0,0.0,0.0,205.92341926711592,46.50336697914982,0.0,0.0,0.0,0.0,0.0,91.38543332882554,132.55752584484156,0.0,0.0,0.0,0.0,0.0,40.408531488680744,107.73360107478597,0.0,0.0,0.0,0.0,0.0,14.19104549469071,108.6044908089803,0.0,0.0,0.0,0.0,0.0,456.28997835940476,147.31628881030085,0.0,0.0,0.0,0.0,0.0,64.61128381379561,80.29290725896932,0.0,0.0,0.0,0.0,0.0,33.74474767171016,12.502973042465864,0.0,0.0,0.0,0.0,0.0,10.328498088032593,90.23232665188198,0.0,0.0,0.0,0.0,0.0,48.803000649195035,45.11459737865374,0.0,0.0,0.0,0.0,0.0,78.3748329311118,870.607819063355,0.0,0.0,0.0,0.0,0.0,964.456020351679,21.660584621624366,0.0,0.0,0.0,0.0,0.0,37.92729451185477
5,125.93962425659657,196.24338671277985,0.0,0.0,0.0,0.0,0.0,3.4941972157694052,0.0,0.0,0.0,0.0,0.0,11.374079194423642,7.777113002749166,0.0,0.0,0.0,0.0,0.0,7.948288898745611,6.283817691686547,0.0,0.0,0.0,0.0,0.0,10.08005894195372,3.568516760363244,0.0,0.0,0.0,0.0,0.0,6.906437286512796,376.493154617722,0.0,0.0,0.0,0.0,0.0,80.9690377720634,29.404753530921006,0.0,0.0,0.0,0.0,0.0,34.384041457631575,94.64379808199875,0.0,0.0,0.0,0.0,0.0,13.826301517012489,104.47162704281627,0.0,0.0,0.0,0.0,0.0,269.1969563431831,177.19580211862612,0.0,0.0,0.0,0.0,0.0,252.71543687785035,226.87448702111493,0.0,0.0,0.0,0.0,0.0,45.7803206256545,87.8434982362171,0.0,0.0,0.0,0.0,0.0,29.609985274740666,35.66467325575739,0.0,0.0,0.0,0.0,0.0,23.77842468396002,211.57139927160767,0.0,0.0,0.0,0.0,0.0,63.61298382339782,168.75148838934598,0.0,0.0,0.0,0.0,0.0,162.39903862328944,316.34257228457875,0.0,0.0,0.0,0.0,0.0,580.0703073770542,31.95127531885315,0.0,0.0,0.0,0.0,0.0,25.346515952453977
6,253.82376552859148,164.95643743021498,0.0,0.0,0.0,0.0,0.0,2.6170132473196226,0.0,0.0,0.0,0.0,0.0,3.9794246362456263,1.4895559272017167,0.0,0.0,0.0,0.0,0.0,2.39598493009817,4.460228020999553,0.0,0.0,0.0,0.0,0.0,13.57744262891455,3.630427078526978,0.0,0.0,0.0,0.0,0.0,5.730113203305905,357.8307259045413,0.0,0.0,0.0,0.0,0.0,156.73322729273022,35.81430141624884,0.0,0.0,0.0,0.0,0.0,72.90965921338031,72.25896718171711,0.0,0.0,0.0,0.0,0.0,21.55162325449898,133.33598061728867,0.0,0.0,0.0,0.0,0.0,277.9143234700678,104.74027901104567,0.0,0.0,0.0,0.0,0.0,210.18826505707753,88.10435964297008,0.0,0.0,0.0,0.0,0.0,60.38306507625,88.54872648479041,0.0,0.0,0.0,0.0,0.0,62.982912602018715,41.97665227112565,0.0,0.0,0.0,0.0,0.0,62.74798739913405,122.15112771423492,0.0,0.0,0.0,0.0,0.0,54.69986077398289,150.73883315468595,0.0,0.0,0.0,0.0,0.0,23.720809996598934,145.404158391813,0.0,0.0,0.0,0.0,0.0,89.74996991850279,50.28375957749652,0.0,0.0,0.0,0.0,0.0,47.86514700533114
7,147.24761584671768,177.9854195015249,0.0,0.0,0.0,0.0,0.0,7.787122908379327,0.0,0.0,0.0,0.0,0.0,1.733580566306066,3.227923658897567,0.0,0.0,0.0,0.0,0.0,1.1962245296901568,14.919558469880013,0.0,0.0,0.0,0.0,0.0,16.549637746067837,12.932845631388266,0.0,0.0,0.0,0.0,0.0,2.534656678743955,279.5713564726319,0.0,0.0,0.0,0.0,0.0,63.906454504119786,36.81876007314025,0.0,0.0,0.0,0.0,0.0,48.95127682375958,61.762873105791336,0.0,0.0,0.0,0.0,0.0,20.305198447489495,109.3156397584606,0.0,0.0,0.0,0.0,0.0,2.0654519301727476,79.51762216892924,0.0,0.0,0.0,0.0,0.0,118.43445452714575,96.66027236383835,0.0,0.0,0.0,0.0,0.0,109.74185816845912,75.68630101705659,0.0,0.0,0.0,0.0,0.0,22.720437353611388,13.319175859287775,0.0,0.0,0.0,0.0,0.0,4.507587859622658,112.78790903571752,0.0,0.0,0.0,0.0,0.0,25.42313588341735,61.566539207345386,0.0,0.0,0.0,0.0,0.0,72.95564918602385,190.74845124797915,0.0,0.0,0.0,0.0,0.0,115.31265027508435,18.576141436765404,0.0,0.0,0.0,0.0,0.0,24.776522415929723
8,73.88762785054925,226.1796469853844,0.0,0.0,0.0,0.0,0.0,2.9684003797799505,0.0,0.0,0.0,0.0,0.0,0.7927088994359464,3.782041503811008,0.0,0.0,0.0,0.0,0.0,5.234759119842456,14.93384686273319,0.0,0.0,0.0,0.0,0.0,13.636901002893143,7.2160587983985245,0.0,0.0,0.0,0.0,0.0,7.117579042317561,305.38206495942404,0.0,0.0,0.0,0.0,0.0,43.6713250396992,41.388713977529704,0.0,0.0,0.0,0.0,0.0,43.85636279347545,95.528822511001,0.0,0.0,0.0,0.0,0.0,36.37396798301661,72.49052679177238,0.0,0.0,0.0,0.0,0.0,0.03159489982560477,99.15463808865142,0.0,0.0,0.0,0.0,0.0,29.065724610635836,93.8426021362011,0.0,0.0,0.0,0.0,0.0,24.96506410729322,97.85354990446952,0.0,0.0,0.0,0.0,0.0,30.24766177750367,11.12658382209344,0.0,0.0,0.0,0.0,0.0,30.83233171245223,79.13302745769968,0.0,0.0,0.0,0.0,0.0,51.23674704297881,55.06197383988575,0.0,0.0,0.0,0.0,0.0,252.77728895690416,249.20160627484884,0.0,0.0,0.0,0.0,0.0,142.14546064078803,10.728750384713166,0.0,0.0,0.0,0.0,0.0,81.38077681210608
