,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6806720385307706,0.08331270917493296,75.0,0.09903958931893023,35.714285714285715,0.6932439093228157
1,0.6842336972535693,0.08648402860294511,75.0,0.09909252829226485,50.0,0.6931536396545105
2,0.6129728171431406,0.08646937118141645,75.0,0.09911056880875811,42.857142857142854,0.6926427398643377
3,0.6935839234265067,0.0863496205913057,75.0,0.09938740907134738,21.428571428571427,0.6927810453551033
4,0.6960250084566483,0.08617263281743734,75.0,0.09962876846213455,21.428571428571427,0.6908190831334362
5,0.6351119502140817,0.08617275907173338,75.0,0.0998924558514176,21.428571428571427,0.6949273070212082
6,0.7716791961264926,0.0863094631132586,75.0,0.09994458214136527,21.428571428571427,0.6900959102159947
7,0.8107319568140398,0.07954374838922727,75.0,0.13599782720080142,21.428571428571427,0.6199359420159272
8,0.6892148664951349,0.0868975731680558,25.0,0.09948795042637913,21.428571428571427,0.7905307072293875
9,0.6892600622723082,0.08722212403367226,25.0,0.0986523154509557,78.57142857142857,0.6923173549502455
10,0.732818955228406,0.08830128200895529,25.0,0.09860490018342498,78.57142857142857,0.6921495282103829
11,0.5830894508826084,0.08605319095950029,75.0,0.09958120887539104,21.428571428571427,0.6930883519111115
12,1.301549744062487,0.06911742638278165,75.0,0.10042456644268308,21.428571428571427,0.689408828105184
13,0.6407760817517012,0.08618164257463132,75.0,0.0998860921082813,21.428571428571427,0.6930086079581315
14,0.6882060528678915,0.08641059093323311,75.0,0.09982639618549645,21.428571428571427,0.6937403470414208
15,0.6875403600296321,0.08655370435429018,50.0,0.0999846681691321,21.428571428571427,0.6928714788972006
16,0.6853462704062485,0.08652752133857067,50.0,0.10013051834448697,21.428571428571427,0.6904662557668015
17,0.6813659827642562,0.0863267215916638,87.5,0.10075702429662581,21.428571428571427,0.6923763360719903
18,0.6857110613383527,0.0862027906049284,87.5,0.10145756829223962,21.428571428571427,0.6886858956316868
19,1.4147919125481214,0.13486332936502965,75.0,0.16387889902792763,21.428571428571427,0.732050251702297
20,0.690023644128212,0.0868669290049374,25.0,0.2067358687518106,21.428571428571427,0.6943841878080886
21,1.8225237378231747,0.5729786506960058,25.0,0.09193992094188082,71.42857142857143,0.3479609154366522
22,0.4283719665348311,0.11261678267394229,25.0,0.3255351236396039,35.714285714285715,0.025653677032951704
23,0.7309337486730918,0.08708512009219095,25.0,0.0916134743667495,71.42857142857143,0.3723743393973358
24,0.5471759391062574,0.0898171854035616,25.0,0.02660822962893084,85.71428571428571,0.005443125775336889
25,0.2808670251310655,0.13085997077776212,25.0,0.22381444064191752,57.14285714285714,0.005581541311185731
26,1.0367927954422231,0.12212148828212072,25.0,0.43589217404115693,42.857142857142854,0.032294071943448084
27,0.6727811790761548,0.1796071043497402,25.0,0.01885127936894814,92.85714285714286,1.6511844206104385
28,0.9901593019791987,0.3065111196223868,25.0,0.027443793333073323,92.85714285714286,0.005681170027456774
29,0.45288600574031745,0.14308276188416566,37.5,0.15929073050933054,71.42857142857143,0.00447872791696832
30,0.8150699925261745,0.1464609657713109,37.5,0.14808587863334302,71.42857142857143,0.003943015692831606
31,0.15169390403296915,0.04091949602398108,87.5,0.4129093380322688,50.0,0.003288421161131132
32,0.5027082941006472,0.0360830368767505,87.5,0.01880690535544092,92.85714285714286,0.0009797839508526077
33,0.06524476314977169,0.5350430145063589,25.0,0.6207728291364988,42.857142857142854,0.005253001241742725
34,0.9508788171004183,0.27160921823729367,37.5,0.2169895555906812,64.28571428571429,0.012999621590430553
35,0.24611900975556764,0.04925397997458252,75.0,0.01905903749455825,92.85714285714286,0.01634104290801865
