,DUP1q21_1,DUP1q21_1,DUP1q21_1,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.7564955022560789,0.09899803732772956,57.14285714285714,0.08647648743969902,57.48031496062992,0.6880455945751518,0.0885791255444391,44.680851063829785,0.7037577351268456,0.08952542909557686,32.25806451612903,0.7563327186752372,0.09027549767766418,54.78260869565217,0.6896433650724505,0.10133872131208005,56.09756097560976,0.6929120747084264,0.12173612818901182,70.58823529411765,0.7537503499787137,0.15478860132427108,66.66666666666666,0.6923365640089089,0.1066342634853714,46.15384615384615,0.6921807451345882,0.09900484820456949,57.14285714285714,0.6973258379416868,0.13886703141734089,50.0,0.6989850013366214
1,0.692849430691348,0.09902203870064723,42.857142857142854,0.08257685717715621,60.629921259842526,0.6768806809091854,0.08866652129903806,44.680851063829785,0.6932557178308087,0.09228000062905042,32.25806451612903,0.6929265654299996,0.08984053434282196,54.78260869565217,0.6081778343728572,0.10142899287597228,43.90243902439025,0.6960485569297536,0.12306256776810469,29.411764705882355,0.696341539666582,0.15409251248334085,33.33333333333333,0.6936917766104491,0.10627649758069503,46.15384615384615,0.6920639752170095,0.09902747928274176,50.0,0.6931319301927636,0.1386401439146797,50.0,0.6938673939501555
2,0.6951296565179661,0.09906223463533614,42.857142857142854,0.08298593117644094,59.84251968503938,0.6562833942412396,0.08864308976821529,44.680851063829785,0.6936412625541747,0.08555625021777462,67.74193548387096,0.6585767738891932,0.09123878930067442,54.78260869565217,0.7584243781171899,0.1012678139276823,43.90243902439025,0.6912342350334532,0.12366221766825831,29.411764705882355,0.6909284998951649,0.15392771706854738,66.66666666666666,0.6994340731935339,0.10665218443236249,46.15384615384615,0.7026932518469091,0.09893410967142632,57.14285714285714,0.6959581837913925,0.1386245961326939,50.0,0.6937232451960478
3,0.6919977998797264,0.09900188342067055,57.14285714285714,0.09379014757789854,70.86614173228347,2.8512097921800574,0.08919984358258058,44.680851063829785,0.6843198233514434,0.08054034781244804,67.74193548387096,0.6654595882487532,0.09143776235020416,54.78260869565217,0.5533734058018835,0.1011921898914215,43.90243902439025,0.6923482975395983,0.12347811774101088,29.411764705882355,0.6889083248410997,0.15433224887149025,33.33333333333333,0.6940109738817428,0.10660086470835126,53.84615384615385,0.6939529636277237,0.09916508290164514,42.857142857142854,0.6926631754395688,0.2757280385998552,50.0,0.692468969822239
4,0.6932418563077061,0.09900798027344992,42.857142857142854,0.07834745637011321,61.417322834645674,0.6681384189934445,0.08886062404051398,44.680851063829785,0.689628802707433,0.07634752267782192,67.74193548387096,0.6304169417606912,0.09034509783329532,54.78260869565217,0.6123903150201461,0.10205652122582239,43.90243902439025,0.6858644298294604,0.12553928328909372,29.411764705882355,0.6837931063599914,0.1539708603710006,66.66666666666666,0.6948901483282417,0.10664919847141476,46.15384615384615,0.6920194461814083,0.09853547225800287,57.14285714285714,2.2423438627816994,0.1387271728835112,60.0,0.6938238362648144
5,0.6920354877652819,0.09902790689897198,42.857142857142854,0.10512050545923271,71.65354330708661,0.5280900016246781,0.08917061878438858,44.680851063829785,0.6424996528534418,0.07338398942205174,67.74193548387096,0.6095505511111663,0.0897368561831238,54.78260869565217,0.7105703552737298,0.10107870522574308,43.90243902439025,0.7056259517661209,0.12741136052479513,29.411764705882355,0.6911432362444268,0.14755818492110773,33.33333333333333,0.6971456356664092,0.10678299411520567,46.15384615384615,0.6908746688396749,0.09899653884964264,57.14285714285714,0.6926391536323064,0.13857522655678867,50.0,0.6935832173303881
6,0.6897423495995362,0.09929575793497437,42.857142857142854,0.07176683484434584,66.92913385826772,0.6310328161685834,0.08893746597434493,44.680851063829785,0.7204708790215676,0.07178360501316376,67.74193548387096,0.6018327901422879,0.09007659657799351,54.78260869565217,0.7116130180993486,0.10124215116409135,43.90243902439025,0.6683114318031931,0.12285382075185831,29.411764705882355,0.6991608203620889,0.18176678875853902,33.33333333333333,14.384902570525492,0.1097780572780262,53.84615384615385,0.723275679439677,0.09908583408247103,42.857142857142854,0.6928068803810629,0.1384770804042874,50.0,0.6939103426280581
7,0.6965349181712728,0.09929409587651361,42.857142857142854,0.06662002017928502,74.80314960629921,0.7604625175584184,0.08865476543298853,45.21276595744681,0.6786693045289168,0.07343042452771976,67.74193548387096,0.2534451173916266,0.09003209763079092,54.78260869565217,0.6688135148192454,0.10127404761762437,43.90243902439025,0.6936807936342917,0.12192564086978734,29.411764705882355,0.6964058249204672,0.15427075573357288,66.66666666666666,0.8066378854823077,0.10666091769453079,53.84615384615385,0.6890412907808887,0.12251056839250929,42.857142857142854,3.7748770986615785,0.1384983377573909,50.0,0.6932774240098974
8,0.6891771504440314,0.09895784404536082,42.857142857142854,0.06561604131635639,70.07874015748031,0.6713636924115157,0.20741118867230737,55.319148936170215,0.016064755230065866,0.09002213813649457,67.74193548387096,0.6440602600782267,0.10829037029953022,54.78260869565217,0.5735331827903744,0.10126044979591396,43.90243902439025,0.6856248522469917,0.12040884025659986,29.411764705882355,0.6888848518290034,0.15430638394591917,33.33333333333333,0.6949769323317357,0.10613554547074326,53.84615384615385,0.6984178863624763,0.09849783857776898,42.857142857142854,0.6916011382520487,0.13850558629529536,60.0,0.6926986539944213
