,DEL15q11_2,DEL15q11_2,DEL15q11_2,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6923147739666747,0.09917409576871908,42.857142857142854,0.08661590157085587,50.78125,0.693905676705351
1,0.6912663223194505,0.09927616179641559,42.857142857142854,0.08651895473550426,51.5625,0.6900611265163539
2,0.6928999124004771,0.09899506432198804,57.14285714285714,0.0852460481040854,53.125,0.6847888087055365
3,0.6167976094547224,0.10105636413172936,42.857142857142854,0.07805932644576034,64.84375,1.6121996348067273
4,0.8914175798281644,0.096765834428662,57.14285714285714,0.07718044528453061,71.875,0.5381017743718797
5,0.8609488288566672,0.09971518028412933,54.761904761904766,0.07493988927713548,65.625,0.5031572087974627
6,0.6432696925115067,0.1150293397055952,40.476190476190474,0.09593454143521707,63.28125,0.31081117511259065
7,0.5810705047593672,0.09844631403328974,54.761904761904766,0.07257732572777241,70.3125,0.2176691826121756
8,1.1805987729139935,0.11286482898031792,54.761904761904766,0.12508275686686102,59.375,1.0838242145502177
9,0.6450616323999424,0.14495333257722903,42.857142857142854,0.08676171820874778,70.3125,0.6465302173612223
10,0.780870184966162,0.09451753948028954,61.904761904761905,0.09440736498807095,65.625,0.072409374777216
11,0.5981331388319953,0.09862504104085465,59.523809523809526,0.12220669795966954,64.84375,0.32122095897136277
12,0.6596105026940623,0.0949005463232145,59.523809523809526,0.09294903052420157,71.09375,0.0749431938993975
13,0.584054524295667,0.11000017801707467,54.761904761904766,0.13297275708650513,66.40625,0.9206469755189658
14,0.8503221596277779,0.0933456131330324,61.904761904761905,0.1140370074834058,68.75,0.14333910135320896
15,0.6683822984601,0.1317603371553914,42.857142857142854,0.1297394175012365,69.53125,0.0047905220241797235
16,0.573975614501112,0.10184305152489301,57.14285714285714,0.1557740231697557,68.75,0.2995144384498933
17,1.1204493320536435,0.1035489896166818,52.38095238095239,0.14356346784500867,73.4375,0.5597576265451042
18,0.6363311354908052,0.12152957522500389,47.61904761904761,0.17294459575092153,66.40625,0.035762421347299574
19,0.4441176177205547,0.09948269416255934,59.523809523809526,0.13567799665871755,74.21875,0.3000079549548939
20,0.5759639677415064,0.09624856584655529,59.523809523809526,0.12696221522703796,71.09375,0.013136582859837716
21,0.6232811327381971,0.1161217996330447,61.904761904761905,0.16237705926738893,71.09375,0.09027175860173375
22,1.1036244952518282,0.11166876536160263,54.761904761904766,0.1744203349715573,71.875,0.006544725788434391
23,0.2820190629198105,0.1275303685558562,59.523809523809526,0.18452915530991637,65.625,0.4564360623524413
24,0.6779121803062023,0.10830458176073925,66.66666666666666,0.17144222333635012,72.65625,0.0005210597907773746
25,0.788653933594262,0.14055269205456464,61.904761904761905,0.245941776256344,67.1875,0.001033645044774903
26,0.3074233339071565,0.1099169699982687,50.0,0.20370736564807104,72.65625,0.0015544375363143968
27,0.13190907630564516,0.11220047094469805,57.14285714285714,0.20950066144483537,75.0,0.11882411486178011
28,0.16628368315012787,0.1675385254239453,59.523809523809526,0.22028949684994747,68.75,0.008718789909451697
29,0.20487122449633813,0.13884886710547553,47.61904761904761,0.20273225993627514,78.125,0.0002288671798984635
30,0.9612800134978859,0.1304866138561423,52.38095238095239,0.22699027384202097,76.5625,0.0007404486462914616
31,0.2913738493735525,0.1262572462826646,64.28571428571429,0.2310527518018547,70.3125,0.009300970042955358
32,0.17753050560112804,0.311980152034015,59.523809523809526,0.24565452335801466,75.0,0.03722907797339674
33,0.0658999472432918,0.155690522862866,64.28571428571429,0.2377934379528617,70.3125,8.281190141911671e-05
34,2.4645310087426053,0.25460925201013845,50.0,0.25446246282341545,69.53125,0.2776140541233723
