,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6941317819581034,0.6957794397046622,50.0,0.1875,0.6666666865348816,0.5,1.0,0.693413834307989,36.36363636363637,0.5833333333333333,0.0,0.0,0.0,0.6933504760601724,0.7031817468497629,54.54545454545454,0.1875,0.0,0.0,0.0,0.7075383639286332,0.6931945759864198,46.666666666666664,0.4375,0.0,0.0,0.0,0.6930464615207353,0.7065868906471614,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.915171059153158,0.6928162761635025,50.0,0.6666666666666666,0.0,0.0,0.0,0.6911474937933194,0.6929175923119867,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.9723093268834582,0.6982451213293409,22.22222222222222,0.2833333333333333,0.125,0.10000000149011612,0.1666666716337204,0.6912792095170716,0.6931795349779836,37.5,0.375,0.2857142686843872,0.3333333432674408,0.25,0.6931653691980779,0.6880042292847766,63.1578947368421,0.5944444444444444,0.6555555661519369,0.522222230831782,0.8888888955116272,0.7213140873732943,0.6931764547758132,50.0,0.3833333333333333,0.38461539149284363,0.3125,0.5,0.6918234395253618,0.6939071956628582,20.0,0.2916666666666667,0.20000000298023224,0.125,0.5,0.6929761250963282,0.6930757509246682,50.0,0.5,0.6666666865348816,0.5,1.0,0.6929910527408324
1,0.692507058282769,0.6848609246598752,50.0,0.8125,0.0,0.0,0.0,0.6873756181129598,54.54545454545454,0.7,0.7333333492279053,0.6190476417541504,0.9000000059604645,0.6892671582290087,0.7847448994531976,54.54545454545454,0.5625,0.0,0.0,0.0,0.7968175968192182,0.7016008696798427,53.333333333333336,0.2708333333333333,0.6969697177410126,0.5357142984867096,1.0,0.6936070233376034,0.692615200794373,62.5,0.2,0.7692307829856873,0.625,1.0,0.6910188627706207,0.6924642387778408,50.0,0.6666666666666666,0.0,0.0,0.0,0.6874756774929994,0.6899799792951031,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.7102600409557127,0.6944920795339303,11.11111111111111,0.2833333333333333,0.111111119389534,0.0833333358168602,0.1666666716337204,0.6934090310244289,0.6931572917516384,50.0,0.625,0.6666666865348816,0.5,1.0,0.6962616855151929,0.7185423866483713,42.10526315789473,0.6,0.648484855890274,0.5416666666666666,1.0,0.668956727122949,0.6932329172007154,50.0,0.3125,0.6666666865348816,0.5,1.0,0.761202192278282,0.6922219063945432,80.0,0.2857142857142857,0.0,0.0,0.0,0.6929317517191533,0.6789707781008705,50.0,0.6166666666666667,0.7727272808551788,0.6875,1.0,0.7021429772694702
2,0.6931940380279825,0.6973666647082991,50.0,0.4375,0.6666666865348816,0.5,1.0,0.6705560734690278,63.63636363636363,0.8333333333333333,0.6785714328289032,0.5416666716337204,1.0,0.6940185551684008,0.6784890592284354,54.54545454545454,0.65625,0.0,0.0,0.0,0.6908689840606005,0.6934463859551089,46.666666666666664,0.26666666666666666,0.0,0.0,0.0,0.6925382144213654,0.692219825341746,62.5,0.06666666666666667,0.7692307829856873,0.625,1.0,0.661348989486681,0.6932218113014103,50.0,0.4444444444444444,0.0,0.0,0.0,0.6925632321446596,0.6898822208581018,57.14285714285714,0.75,0.0,0.0,0.0,0.7142781582967561,0.6931437120932162,55.55555555555556,0.375,0.0,0.0,0.0,0.6922059631525123,0.6931791257589803,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6930088057480566,0.6810894758720764,57.89473684210527,0.39444444444444443,0.0,0.0,0.0,0.6926943488346189,0.6931836892130745,50.0,0.625,0.0,0.0,0.0,0.6928753929511255,0.6933296586559289,50.0,0.375,0.1666666716337204,0.125,0.25,0.693128839900268,0.6931459082066247,50.0,0.75,0.6666666865348816,0.5,1.0,0.6924575468912267
3,0.7092800840975518,0.6937306628658396,37.5,0.5625,0.5454545021057129,0.4285714328289032,0.75,0.6922567428250532,63.63636363636363,0.7,0.7846153974533081,0.6458333432674408,1.0,0.6918256044818145,0.6903159414973108,54.54545454545454,0.59375,0.0,0.0,0.0,1.1972214671623997,0.7517750614082543,53.333333333333336,0.16666666666666666,0.6893939673900604,0.5446428656578064,1.0,0.5919677594229963,0.7207191972661884,62.5,0.26666666666666666,0.7692307829856873,0.625,1.0,0.6086125263912051,0.6928433520213715,50.0,0.5555555555555556,0.0,0.0,0.0,0.6887828442212532,0.6809668473036299,57.14285714285714,0.5,0.0,0.0,0.0,0.691312812075221,0.6512068069341372,66.66666666666666,0.31666666666666665,0.0,0.0,0.0,0.9855790350074018,0.6932684652805141,50.0,0.625,0.6666666865348816,0.5,1.0,0.6940874553598103,0.6877000038462142,57.89473684210527,0.7111111111111111,0.699999988079071,0.5873015920321146,1.0,0.7228627874402984,0.6933173363583179,50.0,0.6875,0.6666666865348816,0.5,1.0,0.6893928470016853,0.6926828427659204,60.0,0.375,0.0,0.0,0.0,0.6927785813892633,0.6958825055590926,50.0,0.40625,0.6666666865348816,0.5,1.0,0.4586252682256666
4,0.7362616574480942,0.6929215525455474,50.0,0.9375,0.6666666865348816,0.5,1.0,0.6677908732372574,63.63636363636363,0.41666666666666663,0.6785714328289032,0.5416666716337204,1.0,1.2941442001522279,0.6762640684409968,54.54545454545454,0.7,0.0,0.0,0.0,0.7028405067293866,0.6830120041692529,53.333333333333336,0.8333333333333333,0.6615384668111801,0.5535714328289032,1.0,0.6926943075881359,0.7014691698799307,62.5,0.0,0.7692307829856873,0.625,1.0,0.7903762167431083,0.6930140300253761,50.0,0.4444444444444444,0.0,0.0,0.0,0.6761576432141461,0.6817087151579744,57.14285714285714,0.75,0.0,0.0,0.0,0.39342043410334354,0.6936614132571168,66.66666666666666,0.25,0.0,0.0,0.0,0.6702917982172497,0.6930712378991501,50.0,0.5,0.6666666865348816,0.5,1.0,0.698424876760408,0.6939198158163904,57.89473684210527,0.5055555555555555,0.0,0.0,0.0,0.6908971260427798,0.6930397439245282,50.0,0.75,0.1666666716337204,0.25,0.125,0.6913652236086179,0.8162298314015288,20.0,0.375,0.20000000298023224,0.125,0.5,0.6863067459763716,0.7452329902088631,50.0,0.5833333333333333,0.7727272808551788,0.6875,1.0,0.5934757357111711
5,0.6893653493189894,0.6938995437137849,37.5,0.0625,0.0,0.0,0.0,0.7092103309790061,45.45454545454545,0.375,0.6727272570133209,0.7142857164144516,0.7083333432674408,0.7959112542163987,0.7754296863832123,54.54545454545454,0.875,0.0,0.0,0.0,0.6943474017613418,0.7027934705556274,53.333333333333336,0.08333333333333334,0.6893939673900604,0.5446428656578064,1.0,0.6924419206159053,0.6728922969938655,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.5878228278988917,0.6928936029812389,50.0,0.6666666666666666,0.0,0.0,0.0,0.702979246931162,0.785967932930464,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6229716976498442,0.7094016852129182,66.66666666666666,0.25,0.0,0.0,0.0,0.6692960143412717,0.6929737495779329,50.0,0.5625,0.6666666865348816,0.5,1.0,0.6959863810980047,0.7048121142981976,42.10526315789473,0.7999999999999999,0.6303030451138815,0.4722222288449605,1.0,0.7384618922874541,0.6929762252261349,50.0,0.5166666666666666,0.222222238779068,0.25,0.20000000298023224,0.6935126440138208,1.2993160256896572,20.0,0.41666666666666663,0.20000000298023224,0.125,0.5,0.4953472616796478,1.064404044893903,50.0,0.34375,0.6666666865348816,0.5,1.0,0.5750722317299464
6,0.6880527776622767,0.7163058410613796,25.0,0.4375,0.4000000059604645,0.3333333432674408,0.5,0.693942383953867,63.63636363636363,0.5625,0.8333333432674408,0.75,1.0,0.5622702932789032,0.6593687065210708,54.54545454545454,0.6666666666666666,0.0,0.0,0.0,0.7084254218486533,0.6928629026098413,53.333333333333336,0.3125,0.6969697177410126,0.5357142984867096,1.0,0.6925028590944128,0.7046937281238569,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.4923455319958701,0.6928077237173104,50.0,0.6666666666666666,0.0,0.0,0.0,0.685542566745489,0.7895465981421491,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.36600972000585974,0.984059127207747,66.66666666666666,0.31666666666666665,0.0,0.0,0.0,0.5131202688527695,0.6928480301961539,50.0,0.4375,0.6666666865348816,0.5,1.0,0.6941217034363149,0.6807015075399316,57.89473684210527,0.7444444444444445,0.0,0.0,0.0,0.6936859290673535,0.6930325891633153,50.0,0.5833333333333333,0.7727272808551788,0.6875,1.0,0.6911575255512318,0.8177583567657625,50.0,0.2857142857142857,0.20000000298023224,0.125,0.5,0.6033979882452382,0.6122385171321075,50.0,0.6833333333333333,0.38461539149284363,0.3125,0.5,1.3553474792000908
7,0.6735632545393936,0.6935608790169747,50.0,0.6875,0.0,0.0,0.0,0.7507815971306111,63.63636363636363,0.3333333333333333,0.6785714328289032,0.5416666716337204,1.0,1.7824671149222742,1.0015113929735115,54.54545454545454,0.7333333333333334,0.0,0.0,0.0,0.5257132920117499,0.6925754724592856,46.666666666666664,0.96875,0.0,0.0,0.0,0.6917634720815683,0.6943799534298719,62.5,0.0,0.7692307829856873,0.625,1.0,0.46951973900171134,0.6929625483021508,50.0,0.6666666666666666,0.0,0.0,0.0,0.6888793734833498,1.3664397063621112,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.30808241403381564,0.6908266486613446,66.66666666666666,0.3833333333333333,0.0,0.0,0.0,0.6904358602572537,0.6930320642860043,50.0,0.5625,0.6666666865348816,0.5,1.0,0.8272592144177014,0.7053702398404617,42.10526315789473,0.6819444444444445,0.5707070827484131,0.4027777810891469,1.0,0.610188654658015,0.6932155857515612,50.0,0.55,0.0,0.0,0.0,0.6926182178197374,1.5441439051287749,20.0,0.375,0.20000000298023224,0.125,0.5,0.5579394191870507,1.1873916049142372,50.0,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.6593884694962878
8,0.5764300467309695,0.6924370466011772,62.5,0.6875,0.5714285373687744,0.6666666865348816,0.5,0.6473754207302232,63.63636363636363,0.6166666666666667,0.7846153974533081,0.6458333432674408,1.0,0.6478570928390548,0.6475881576555307,54.54545454545454,0.65,0.0,0.0,0.0,0.8312291634751119,0.6579305363393133,53.333333333333336,0.625,0.6507936716079712,0.5178571492433548,1.0,0.6822385208627826,0.6579241750582754,62.5,0.8666666666666667,0.7692307829856873,0.625,1.0,0.6737101654538077,0.6930661594119565,50.0,0.4444444444444444,0.0,0.0,0.0,0.6879946153577869,0.8198701210749478,57.14285714285714,0.5,0.0,0.0,0.0,0.22802869144280785,0.879926160884656,66.66666666666666,0.31666666666666665,0.0,0.0,0.0,0.5211869216415078,0.692437274907553,62.5,0.6875,0.7272727489471436,0.5714285969734192,1.0,0.6880381027920235,0.6853965441942362,57.89473684210527,0.8111111111111112,0.0,0.0,0.0,0.6947750752164797,0.6953299613159256,50.0,0.3125,0.6666666865348816,0.5,1.0,0.6836347753965928,0.7796912649640222,50.0,0.6428571428571428,0.5,0.5,0.5,0.6436948263918727,0.5389201356994703,80.0,0.6166666666666667,0.75,1.0,0.6666666716337204,0.5593040260919991
