,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.7948574110459153,0.7412206130156211,50.0,0.5625,0.0,0.0,0.0,0.6944337294593775,63.63636363636363,0.4666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.6953495337920764,0.7071348067677578,54.54545454545454,0.5166666666666666,0.0,0.0,0.0,0.6792100560154427,0.6929927163464044,53.333333333333336,0.4833333333333333,0.6893939673900604,0.5446428656578064,1.0,0.6928833350879541,1.0390162907003389,62.5,0.4,0.7692307829856873,0.625,1.0,0.3970425224994393,0.6927832533886185,50.0,0.5555555555555556,0.0,0.0,0.0,0.6950806137300305,1.02679934702433,57.14285714285714,0.5,0.0,0.0,0.0,2.1185885837414147,0.8891384681701672,66.66666666666666,0.2833333333333333,0.0,0.0,0.0,0.46777509766968395,0.692806425505693,50.0,0.5,0.6666666865348816,0.5,1.0,0.6950564329687728,0.7148364048612145,42.10526315789473,0.8444444444444444,0.5564102629820505,0.4027777810891469,1.0,0.292366621639129,0.6933212635379183,50.0,0.3125,0.6666666865348816,0.5,1.0,0.6932079191399874,1.135277190115319,20.0,0.6428571428571428,0.4444444552063942,0.3125,1.0,0.5296623159765439,0.9321119666942627,50.0,0.375,0.6666666865348816,0.5,1.0,0.48949623113885743
10,0.5752315429600039,0.6255122946534369,62.5,0.75,0.4000000059604645,1.0,0.25,0.5619118528000292,90.9090909090909,1.0,0.8333333432674408,0.75,1.0,0.7379602620369843,0.675386252134055,54.54545454545454,0.71875,0.0,0.0,0.0,0.6911887770951103,0.6884745923178339,53.333333333333336,0.40625,0.6969697177410126,0.5357142984867096,1.0,0.6796057102881568,0.728223553683035,62.5,0.4,0.7692307829856873,0.625,1.0,0.6263344386260201,0.6930701779738854,66.66666666666666,0.4444444444444444,0.5,1.0,0.3333333432674408,0.695388031194355,0.6658251740716878,28.57142857142857,0.3333333333333333,0.0,0.0,0.0,0.34614350368906116,1.1833718226059697,66.66666666666666,0.31666666666666665,0.0,0.0,0.0,0.4495691952928837,0.6924711277676775,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6943683351383049,0.6643551042339427,78.94736842105263,0.8902777777777778,0.7222222288449606,1.0,0.6111111144224802,0.9096931179725262,0.6928548985602355,50.0,0.55,0.38461539149284363,0.3125,0.5,0.6946516768224459,0.49989367269671536,80.0,0.45833333333333337,0.0,0.0,0.0,0.4521974615741726,0.8203457729072076,70.0,0.6833333333333333,0.5833333432674408,1.0,0.4166666716337204,0.2604495881323809
11,0.7149780054914064,0.7343503194911257,50.0,0.5,0.0,0.0,0.0,0.6159030878616428,63.63636363636363,0.625,0.8333333432674408,0.75,1.0,0.5450613487043667,0.6378792245357574,54.54545454545454,0.6166666666666667,0.0,0.0,0.0,0.6099289988377018,0.6919676435006188,66.66666666666666,0.775,0.6190476417541504,0.8333333432674408,0.533333346247673,0.6920185977099852,1.3244607315481867,62.5,0.3333333333333333,0.7692307829856873,0.625,1.0,0.3200647170201144,0.6907918761149018,66.66666666666666,0.8888888888888888,0.5,1.0,0.3333333432674408,0.6845981107131005,1.2380160394690005,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.30450308935734594,1.0608359518614572,66.66666666666666,0.31666666666666665,0.0,0.0,0.0,0.5264350769816891,0.6921615332137138,50.0,0.8125,0.6666666865348816,0.5,1.0,0.6919731149057183,0.7099418055205723,47.368421052631575,0.6666666666666666,0.6632996797561646,0.5535714328289032,1.0,0.562561690646621,0.6931680932525983,40.0,0.3125,0.6060605943202972,0.4642857164144516,0.875,0.6765133167988509,1.1234163866881866,30.0,0.2857142857142857,0.4583333432674408,0.3214285746216774,1.0,0.5497427062989287,0.6356158471053227,60.0,0.40625,0.3333333432674408,0.30000001192092896,0.375,0.3918119397187415
12,0.5873655018237371,0.6906741451003101,50.0,0.75,0.0,0.0,0.0,1.0625236059799201,36.36363636363637,0.59375,0.0,0.0,0.0,0.6313142113892258,0.684165387217321,63.63636363636363,0.71875,0.20000000298023224,0.5,0.125,0.5231607612745603,0.681079649703796,53.333333333333336,0.425,0.6846153736114502,0.5267857164144516,1.0,0.6928109031653759,0.7590736846668293,37.5,0.2,0.5454545617103577,0.5,0.6000000238418579,0.6219944556268524,0.6931115454074884,50.0,0.5555555555555556,0.0,0.0,0.0,0.6896859038333645,0.6426283069763199,42.857142857142854,0.4166666666666667,0.5,0.4000000059604645,0.6666666865348816,0.43946281083912975,0.820226969393239,11.11111111111111,0.2833333333333333,0.0,0.0,0.0,0.7043956802446134,0.6923452282295367,75.0,0.8125,0.800000011920929,0.6666666865348816,1.0,0.6964937462714209,0.645119996660021,52.63157894736842,0.75,0.43386244773864746,0.3452380994955699,0.6666666666666666,0.7685220310158295,0.6937043273998196,50.0,0.6875,0.6666666865348816,0.5,1.0,0.5842934363223249,0.4990857843298058,80.0,0.35714285714285715,0.0,0.0,0.0,0.6211289164967654,0.6594718436057376,70.0,0.7166666666666667,0.2857142984867096,0.5,0.20000000298023224,0.28252074851142817
13,1.0094993659012617,0.930177603508163,62.5,0.4375,0.4000000059604645,1.0,0.25,0.7941679962385932,36.36363636363637,0.75,0.0,0.0,0.0,0.7016661003982955,1.5614434743240309,54.54545454545454,0.7333333333333334,0.0,0.0,0.0,0.425426776323266,1.2362999252007303,53.333333333333336,0.21666666666666667,0.6846153736114502,0.5267857164144516,1.0,0.9534959453027784,0.5946836146210526,75.0,0.6666666666666666,0.8333333730697632,0.7142857313156128,1.0,0.5205113219363262,0.6928257475049602,50.0,0.5555555555555556,0.0,0.0,0.0,0.7139624821531001,1.1111889469803908,42.857142857142854,0.5,0.5,0.4000000059604645,0.6666666865348816,0.18320607927453125,1.2026388858873365,66.66666666666666,0.25,0.0,0.0,0.0,0.4255643558938956,0.6644045931875463,50.0,0.625,0.0,0.0,0.0,0.6944152941534129,1.8828677114218975,42.10526315789473,0.6277777777777778,0.5564102629820505,0.4027777810891469,1.0,0.024532024965931418,0.7066296869222318,50.0,0.3833333333333333,0.38461539149284363,0.3125,0.5,0.6506670521797936,0.5573803927638045,80.0,0.42857142857142855,0.0,0.0,0.0,0.3331457494723458,1.4262801103122544,50.0,0.6166666666666667,0.7727272808551788,0.6875,1.0,0.15242399586934172
14,1.3969041308545767,0.8905138460847399,50.0,0.6875,0.0,0.0,0.0,0.7506736285662465,45.45454545454545,0.71875,0.20000000298023224,0.5,0.125,0.6039695669728958,0.6064774079749647,54.54545454545454,0.84375,0.6136363744735718,0.45238097012043,1.0,0.7457016757520252,0.6323879894468692,53.333333333333336,0.78125,0.6969697177410126,0.5357142984867096,1.0,0.7046270522479562,0.6884239853369514,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.4684184088306372,0.6929492054062422,33.33333333333333,0.6666666666666666,0.5,0.4000000059604645,0.6666666865348816,0.7013355772923838,0.6313054999713382,42.857142857142854,0.3333333333333333,0.5,0.4000000059604645,0.6666666865348816,0.5393430889974772,0.8306322637032989,11.11111111111111,0.25,0.0,0.0,0.0,0.5500116499152149,0.6919496610611301,75.0,0.9375,0.6666666865348816,1.0,0.5,0.6899020039842966,0.8440053431045861,57.89473684210527,0.9166666666666666,0.0,0.0,0.0,0.14522421511016148,0.6933980057943118,50.0,0.65625,0.6666666865348816,0.5,1.0,0.7554654003053651,0.5003898398630492,80.0,0.5,0.0,0.0,0.0,0.9686190835573041,1.687548170287363,50.0,0.6166666666666667,0.0,0.0,0.0,0.25828504820281634
15,0.4757031706010156,0.6979382985626023,50.0,0.625,0.6666666865348816,0.5,1.0,0.6114768045742247,72.72727272727273,0.7666666666666666,0.8846153914928436,0.8125,1.0,0.603899471380465,0.8704710420856059,54.54545454545454,0.78125,0.0,0.0,0.0,0.4183782911857795,0.5810500262697247,53.333333333333336,0.8,0.6893939673900604,0.5446428656578064,1.0,0.6747077607855841,0.8123281697490052,62.5,0.4,0.7692307829856873,0.625,1.0,1.5960153680609506,0.6945420224178543,50.0,0.4444444444444444,0.0,0.0,0.0,0.685927004348525,1.1048823891776531,57.14285714285714,0.5,0.0,0.0,0.0,0.04542280002892759,0.9250864537397432,66.66666666666666,0.35,0.0,0.0,0.0,0.5758334042523535,0.6919064248662022,50.0,0.6875,0.6666666865348816,0.5,1.0,0.6833836911717434,0.7768640193109814,42.10526315789473,0.7611111111111111,0.5707070827484131,0.4027777810891469,1.0,1.0251668523909383,0.6806213415570271,50.0,0.65625,0.6666666865348816,0.5,1.0,0.6855917716895181,0.7238788006343854,70.0,0.42857142857142855,0.25,0.1666666716337204,0.5,0.35870332392225907,1.0642624024513982,50.0,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.41986420289143844
16,0.39826754231656863,0.6919214186814143,50.0,0.625,0.0,0.0,0.0,0.8533606214065373,63.63636363636363,0.5833333333333334,0.6785714328289032,0.5416666716337204,1.0,0.6026826738108152,0.7842139611115769,54.54545454545454,0.55,0.0,0.0,0.0,0.5938828838439457,0.6729406717699233,60.0,0.8666666666666667,0.6969697177410126,0.5833333432674408,0.9000000059604645,0.6933027836979379,0.6836690275734348,75.0,0.7333333333333333,0.8333333730697632,0.7142857313156128,1.0,0.3663429912607173,0.6930058827107404,50.0,0.5555555555555556,0.0,0.0,0.0,0.6864004543614899,1.8150772081143067,57.14285714285714,0.5,0.0,0.0,0.0,0.27194250165640665,0.9213467043055014,66.66666666666666,0.35,0.0,0.0,0.0,0.4519269514380051,0.6925009909732597,50.0,0.5,0.6666666865348816,0.5,1.0,0.6015151618523575,0.6256065958876763,63.1578947368421,0.7027777777777778,0.6868687073389689,0.523809532324473,1.0,0.558389955722434,0.6972400937390938,50.0,0.28125,0.6666666865348816,0.5,1.0,0.7670942724923739,1.4895082395525834,20.0,0.7142857142857143,0.4444444552063942,0.3125,1.0,0.2374067518402996,1.4201771570542419,50.0,0.6166666666666667,0.7727272808551788,0.6875,1.0,0.26529934349936096
17,0.4809225253223533,0.6811162578127059,62.5,0.6875,0.6666666865348816,0.6000000238418579,0.75,1.1001320991591208,63.63636363636363,0.65,0.7846153974533081,0.6458333432674408,1.0,0.8535439178625053,0.6413834110158553,45.45454545454545,0.8,0.4761904776096344,0.625,0.4166666716337204,0.4705636332074035,0.5805174910733483,53.333333333333336,0.7666666666666666,0.6846153736114502,0.5267857164144516,1.0,0.6603084332771753,0.6527810057505259,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.6666901417203307,0.6930988068105126,50.0,0.5555555555555556,0.0,0.0,0.0,0.6846765102747309,0.6771928874488858,42.857142857142854,0.5,0.5,0.4000000059604645,0.6666666865348816,0.7135485351877434,1.0439302901119325,33.33333333333333,0.2833333333333333,0.0,0.0,0.0,0.43503161040265814,0.6940554446133144,50.0,0.625,0.6666666865348816,0.5,1.0,0.7446697320574343,0.5433365570744094,68.42105263157895,0.9166666666666666,0.19047619899113974,0.3333333333333333,0.13333333532015482,0.3607266532648475,0.7067149624939443,50.0,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.6459506180639163,0.57590793226753,70.0,0.42857142857142855,0.0,0.0,0.0,0.354564507187851,0.6221986079687081,70.0,0.875,0.7000000029802322,1.0,0.625,0.3178189744863235
18,0.36967423450371817,1.0660488471878862,50.0,0.4375,0.3333333432674408,0.5,0.25,0.6249076620648585,72.72727272727273,0.9333333333333333,0.8333333432674408,0.875,0.800000011920929,0.5829149362319348,1.3190944740461177,54.54545454545454,0.3,0.0,0.0,0.0,0.2942350230240892,0.6338314152010028,53.333333333333336,0.7333333333333334,0.6846153736114502,0.5267857164144516,1.0,0.6039183496525388,0.6597399408410904,75.0,0.4666666666666667,0.8333333730697632,0.7142857313156128,1.0,0.9888995667008004,0.6435813186395584,50.0,0.7777777777777778,0.0,0.0,0.0,0.6927419525972615,1.4736897281541577,42.857142857142854,0.5,0.0,0.0,0.0,0.5151652038924605,0.905595943656253,33.33333333333333,0.31666666666666665,0.0,0.0,0.0,0.4667859716139309,0.6939228014107286,62.5,0.625,0.7272727489471436,0.5714285969734192,1.0,0.6673765553181675,1.7359522820752034,47.368421052631575,0.7416666666666667,0.5888888835906982,0.420634925365448,1.0,0.3729027519115504,0.7979816213508008,50.0,0.41666666666666663,0.38461539149284363,0.3125,0.5,0.4709262685101382,0.8855753795178408,70.0,0.0,0.0,0.0,0.0,0.11395884352287278,1.3150382766332174,50.0,0.6833333333333333,0.7727272808551788,0.6875,1.0,0.0827191521131943
