,DEL16p11_2,DEL16p11_2,DEL16p11_2,SZ,SZ,SZ,ASD,ASD,ASD,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.9024049865861645,0.10672239110397136,46.15384615384615,0.0871881229815146,60.629921259842526,0.6944371092960846,0.0884635814420464,57.97872340425532,0.694159217868949,0.07124803415215106,67.74193548387096,0.6320920943301046,0.12225920366425536,70.58823529411765,0.689661161822641,0.1530012537584651,66.66666666666666,0.7027243142813951,0.09874423000619019,57.14285714285714,0.6946268231311847,0.13812227109438674,50.0,0.694848126269682,0.10543998801725149,42.857142857142854,1.2244439698367382
1,0.6927991156872367,0.10661653281450886,46.15384615384615,0.07615845821801015,58.26771653543307,0.49760619335097395,0.08863879405937253,44.680851063829785,0.693872358766249,0.07511185340305383,67.74193548387096,1.794908896026171,0.12217303401479687,88.23529411764706,0.6957138791159112,0.15293781024069356,66.66666666666666,0.6976114335901015,0.09953194333410756,42.857142857142854,0.6922665299631455,0.13923439256239614,50.0,0.6995480212620616,0.09907405684244783,42.857142857142854,0.6925909901452721
2,0.6903408672646559,0.10671218271145819,46.15384615384615,0.08278553504359469,58.26771653543307,0.6213136708807807,0.0884145468921124,44.680851063829785,0.7097711994788561,0.07734456054304442,67.74193548387096,0.6860102375057701,0.6456503968328936,29.411764705882355,0.6718256898641514,0.15435119596735758,33.33333333333333,0.6958156914400178,0.09980525092829935,42.857142857142854,0.6922949252957793,0.13850251662039315,50.0,0.6932314887874691,0.09906734571249111,42.857142857142854,0.6925259151362338
3,0.6901990819936324,0.1064438534858375,46.15384615384615,0.08175604609135902,60.629921259842526,0.6674039774468559,0.08841138445366309,55.319148936170215,0.6914439661339582,0.07497687363651515,67.74193548387096,0.6651036921993161,0.07883208376001995,70.58823529411765,0.6855593412813644,0.1558847880135755,33.33333333333333,0.6937959848344292,0.09901687305734826,64.28571428571429,0.8671389028638092,0.13858879172203314,50.0,0.692595509114655,0.09904662925376552,42.857142857142854,0.6945227108705287
4,0.698216038484853,0.10619970478673786,46.15384615384615,0.07783031525666223,68.50393700787401,0.5315190838791831,0.08862248593339714,44.680851063829785,0.6902063495722713,0.0777203248075084,67.74193548387096,0.620137388333832,0.12305186596495125,29.411764705882355,0.692057571142721,0.14667938565657754,66.66666666666666,0.6960701804559163,0.0991958458385619,42.857142857142854,0.7039556488802543,0.13848010237796815,80.0,0.6930047069165909,0.09906083353545048,42.857142857142854,0.6934025586325594
5,0.6916541572127662,0.10670553573842706,46.15384615384615,0.08074928450253031,66.92913385826772,0.7682245507106689,0.0887902977894702,44.680851063829785,0.6983128273429989,0.07230956389121258,67.74193548387096,0.562174916912568,0.12310551779143258,29.411764705882355,0.6900378499006202,0.1522326058037619,66.66666666666666,0.7152118790108594,0.1008840091668858,42.857142857142854,0.7248408482423145,0.981329529803219,50.0,0.682964621405715,0.09909031645455783,42.857142857142854,0.6957957882522317
6,0.5870705138296252,0.21300740141218144,53.84615384615385,0.11878409182540796,72.44094488188976,0.43024973024810403,0.08859665340883845,44.680851063829785,0.688529955107365,0.07207223127272659,67.74193548387096,0.4890484987627038,0.12397596301374367,29.411764705882355,0.6943370031274085,0.1540327836275391,33.33333333333333,0.6979197885690152,0.09931272006590926,42.857142857142854,0.6566510005830823,0.6106189376182296,50.0,0.8711080873632532,0.0992884530803931,42.857142857142854,0.6827938301989066
7,0.7064201026222433,0.1064664174615089,46.15384615384615,0.0763774860029343,71.65354330708661,0.629400377669738,0.08861104543244316,44.680851063829785,0.6808066128487894,0.07194782686551264,67.74193548387096,0.5099920831172445,0.12531606611703372,29.411764705882355,0.6813482629915409,0.1552226237301667,33.33333333333333,0.6912055717118527,0.09666526548733964,50.0,0.6322572166329474,0.13829772897318884,60.0,0.694201201411931,0.6606449588943517,42.857142857142854,0.6583568024687192
8,0.6805749373362686,0.1068615518166718,53.84615384615385,0.069737853925598,65.35433070866141,0.6661567559135564,0.08935136495100642,44.680851063829785,0.6833540948767928,0.07517440820675896,67.74193548387096,0.6564676243270745,0.12153738361519922,64.70588235294117,1.0085971093048278,0.1539799141757503,33.33333333333333,1.400120619481953,0.1704498441391556,42.857142857142854,0.5449336506441647,0.1404884174431015,50.0,0.6911640970600929,0.1239484047114121,42.857142857142854,4.012238726763494
