,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test
0,322.8819640908557,86.16289132675166,0.0
1,382.46790964819854,58.291946573848456,0.0
2,206.4451738056685,26.449785668839482,0.0
3,116.05704736492433,6.434275405271763,0.0
4,127.19843081620112,4.558793337439281,0.0
5,200.99804651583062,4.672351043649513,0.0
6,147.7220350199044,4.749778394541262,0.0
7,87.0598898953732,8.541130004263712,0.0
8,65.5966219106634,14.494248505665967,0.0
9,96.7292610893006,17.994592863288126,0.0
10,58.674746125012845,15.698906074096762,0.0
11,187.19399106182823,10.79001191481256,0.0
12,43.7774476399509,8.495307753652975,0.0
13,74.49901510709162,5.579106658211838,0.0
14,77.34325066086978,5.151866291157314,0.0
15,31.975174830716536,6.227366473366828,0.0
16,33.50878471595671,9.376493542617458,0.0
17,34.65163452336101,12.881008699496364,0.0
18,21.562179224701353,13.949815081061304,0.0
19,9.959082978606935,8.10935446105279,0.0
20,66.28451568237506,4.0953816873981905,0.0
21,38.583739949368116,3.921616822792054,0.0
22,44.36186689710753,10.176787906979422,0.0
23,21.751605795893777,16.769156064810925,0.0
24,34.43709932026455,8.336337114460948,0.0
25,13.37043381963403,3.251247026610447,0.0
26,32.95947326912142,5.5537786740040715,0.0
27,12.379328195891734,11.783585226044258,0.0
28,12.145453232046966,5.5555435342161195,0.0
29,14.110119071863897,5.448928597830338,0.0
30,7.739222279718705,9.310200875863513,0.0
31,9.614328908381172,8.220407761570169,0.0
32,6.892093607794575,3.1583709643654405,0.0
33,11.176728542994137,4.938460492254623,0.0
34,5.620877103141548,11.63045842841066,0.0
35,5.342710169097298,5.780049184930802,0.0
36,3.4749949783725667,7.092995512506252,0.0
37,3.872853685809505,8.578986324145218,0.0
38,1.1684471807394792,4.933699809900641,0.0
39,2.1869648262167134,7.271747574571983,0.0
40,0.4568182171282631,8.248224934542264,0.0
41,0.4831532128548101,7.511801697745194,0.0
42,0.265503298225782,6.8081682849495175,0.0
43,0.2913624237525506,7.417321755008744,0.0
44,0.2444123374504571,5.9471005611375745,0.0
45,0.5255814791209903,8.417328836574473,0.0
46,0.16063106613240274,7.49388042146922,0.0
47,2.955153289592462,5.222876571592671,0.0
48,0.8951963987845794,9.616602490525688,0.0
49,0.8388265938004461,5.213160015824889,0.0
50,0.2681085778635889,8.587254240828589,0.0
51,0.5517620801843099,6.610343766413645,0.0
52,0.443851938546042,7.632003056495794,0.0
53,0.70686286448387,8.130262468843659,0.0
54,0.9687044970993894,7.918654383187729,0.0
55,5.20045617655843,4.26801943509309,0.0
56,0.30272236542727093,11.893932660235564,0.0
57,6.112542444683461,11.038737108731807,0.0
58,3.947409011409685,3.8064109429634336,0.0
59,2.687089510760445,6.89584892980715,0.0
60,5.743865824705956,15.20350966456506,0.0
61,1.560097007594794,6.737966445318801,0.0
62,1.9883064461775275,5.853391605212131,0.0
63,0.16762149356523548,7.094550405950041,0.0
64,0.37107391898370157,8.863383665420525,0.0
65,0.7314290609567008,5.876966997177448,0.0
66,0.5108609353163815,10.065780327878246,0.0
67,0.1770674123669975,6.423878759491719,0.0
68,0.4534251756222629,9.710197454516953,0.0
69,0.457305506352948,5.732243128130704,0.0
70,0.0890356028211801,8.268615311798671,0.0
71,0.12930326981404977,9.178944581566506,0.0
72,0.116908687589952,5.869491539576508,0.0
73,1.6119455374394782,7.055115468062616,0.0
74,3.259448318064128,11.591608551451012,0.0
75,0.09774861224059608,6.336052371290193,0.0
76,0.08645664515881576,8.365300655442711,0.0
77,0.010921185221342682,9.703524741130627,0.0
78,0.2889687964291756,6.4727416346001725,0.0
79,0.7030369548246032,7.776482850282632,0.0
80,2.604151128958683,10.341245113353542,0.0
81,1.6878700821234003,4.944033999460495,0.0
82,1.328003775385751,8.940725457473617,0.0
83,1.1557226416866284,9.00657005571919,0.0
84,0.7812168090854013,6.824019109546214,0.0
85,0.25734808785612373,6.134765800960861,0.0
86,0.6350432503871671,7.676208696682661,0.0
87,0.1441510928395017,6.267304727107251,0.0
88,0.21230950935092116,8.3774799562692,0.0
89,0.28149911787100446,6.713851364533067,0.0
90,0.5965209644445034,10.40591877650696,0.0
91,0.13171114417833155,4.292861980675457,0.0
92,14.485482045311137,2.9818661192810993,0.0
93,1.0573587227688819,9.598981667064269,0.0
94,4.44644282650566,12.13676646365893,0.0
95,0.1957209524408412,6.053761863523345,0.0
96,0.12458886191036442,8.770550479244758,0.0
97,0.3526610332036075,8.3181356003777,0.0
98,1.5052339191578938,5.663037592617029,0.0
99,1.425087998537053,11.117708595412891,0.0
