,ASD,ASD,ASD,SZ,SZ,SZ,BIP,BIP,BIP,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6917530029295788,0.08854177496269532,44.680851063829785,0.08287991542025115,63.77952755905512,0.8244337697912768,0.08853598722469559,77.41935483870968,0.6920954123856585,0.09036888882938912,54.78260869565217,0.6923851341863072,0.10145097302641976,60.97560975609756,0.6937957644952666,0.1216162970991185,70.58823529411765,0.6926562582565767,0.2179749566622848,33.33333333333333,0.7161837927579703,0.1410615024010469,46.15384615384615,0.6275359209950572,0.1090547014293746,42.857142857142854,0.6793038023586981,0.12978993024549823,60.0,0.7077994187918834,0.09904536313552514,42.857142857142854,0.6852208547217556
1,0.6941584486565362,0.08850196106264382,44.680851063829785,0.06980232303653125,74.80314960629921,0.5385733743262879,0.07131222987004635,67.74193548387096,0.8756938922739996,0.08952043325293028,54.78260869565217,0.6915246116270527,0.09813858784986973,56.09756097560976,0.6847068033120254,0.12228305909094077,70.58823529411765,0.6937201142062974,0.1577232823018442,55.55555555555556,0.8236565187604455,0.10632783705473803,46.15384615384615,0.6925578749850351,0.09918518544344158,42.857142857142854,0.691354119263109,0.13542534588400584,60.0,0.7723018546357892,0.11387959965945552,42.857142857142854,0.6757961203143189
2,0.6893779265331279,0.08854569441172391,44.680851063829785,0.07072106220281006,73.22834645669292,0.7845700313535671,0.061388150325525075,80.64516129032258,0.5385147945645232,0.09028488798612436,54.78260869565217,0.6901910051986884,0.11007197329631818,43.90243902439025,0.7331682919198697,0.21347889742230197,29.411764705882355,0.41889189043291497,0.11952755254885328,66.66666666666666,0.6636431382104445,0.1275762597515358,23.076923076923077,0.5424388466770871,0.09909450728360057,42.857142857142854,0.691606627158078,0.13587523578909716,50.0,0.6799622794398179,0.10395260970114532,42.857142857142854,0.6984211627185433
3,0.6926153838686159,0.08848431291244896,48.93617021276596,0.07458067685952902,75.59055118110236,0.5654891140822347,0.06232503844068992,77.41935483870968,1.0606316740100026,0.10393631126424585,54.78260869565217,1.383552492521723,0.09972847653522725,60.97560975609756,0.6143220185589439,0.09447243571598334,70.58823529411765,0.6423609294594803,0.15328151788090646,66.66666666666666,0.6942614353137428,0.11486249347222642,46.15384615384615,0.6247712364808252,0.10242433319762864,42.857142857142854,0.6096832551113603,0.11659527902833558,60.0,0.5822877620848781,0.10154071992152613,42.857142857142854,0.6864903291699463
4,0.6901649217452812,0.08843008619688976,50.53191489361703,0.06235547962495471,78.74015748031496,0.37920338773798606,0.056118006318102306,83.87096774193549,0.3560635978182556,0.10782171947497685,54.78260869565217,0.22441039051015016,0.10134187591887373,63.41463414634146,0.6951971868583615,0.20829901046897195,35.294117647058826,0.7207417230780363,0.216520949623817,33.33333333333333,2.216820069477634,0.11255101144039391,46.15384615384615,0.5729265131101161,0.09913907721114204,42.857142857142854,0.9629703987180462,0.11694303647378053,50.0,0.6922739873215398,0.11990363934747003,42.857142857142854,0.7815206121072215
5,0.6901813271805136,0.08838331670128337,56.38297872340425,0.0696478282408469,77.95275590551181,0.20017370420760047,0.06542711007314654,77.41935483870968,0.5415962290100196,0.08956403257075998,54.78260869565217,0.6390431292571412,0.099698626079747,63.41463414634146,0.6912146681503908,0.0514679062112016,88.23529411764706,0.5188154714176465,0.15409116907513695,44.44444444444444,0.8927484922736356,0.10280790883830762,76.92307692307693,0.7335947852956496,0.09914982667590777,35.714285714285715,0.7685298353890957,0.13213174585499193,70.0,0.6951386155325674,0.1397384231997442,28.57142857142857,0.6228048193378845
6,0.5735426524366155,0.0906665056665005,55.85106382978723,0.06404549434118341,70.86614173228347,0.2991797710224135,0.05654819217560468,77.41935483870968,0.26364452928298493,0.0933604171197413,54.78260869565217,0.6413097610072852,0.096531835369738,65.85365853658537,0.6708040827168008,0.09866122361523351,88.23529411764706,0.5866810113273301,0.2385672072792057,33.33333333333333,0.6944509256860942,0.09139568658749407,61.53846153846154,0.22517233168243836,0.12545178888361436,57.14285714285714,0.645969604582913,0.1813909541501818,60.0,0.5682196956386869,0.13850123826648897,28.57142857142857,0.6122751088999036
7,0.6056708003711907,0.08445714053717711,57.97872340425532,0.0734803605724455,74.01574803149606,0.3651395652966348,0.07595837745694291,77.41935483870968,0.1278683987297525,0.09831854491157486,54.78260869565217,0.6841961348985576,0.08910169597583664,65.85365853658537,0.6932787703332347,0.04835183139184926,82.35294117647058,0.8420042594483096,0.15442803008336659,44.44444444444444,0.6916003405713244,0.10100220073348638,61.53846153846154,0.9334793290536654,0.10079681383744303,50.0,0.755526964766574,0.09421476347826777,60.0,0.7836606387700543,0.13889671737926637,42.857142857142854,0.5391160029691187
8,0.6279597328969174,0.0859715850651007,59.57446808510638,0.0661428294883478,78.74015748031496,0.35130883725570544,0.06683715854787486,80.64516129032258,1.2227597849023288,0.08896162088497464,54.78260869565217,0.6903405266568954,0.09958097225272322,60.97560975609756,0.6872578285826515,0.08598856366619707,76.47058823529412,0.328456112945985,0.15309590405347373,66.66666666666666,0.6939065295122623,0.0829785992489288,69.23076923076923,0.701860757419567,0.09879973235765431,50.0,0.7092760736067648,0.11372107923498853,60.0,1.1278946851798362,0.15785626394531835,42.857142857142854,0.3865558626348876
