,ASD,ASD,ASD,SZ,SZ,SZ,BIP,BIP,BIP,ADHD,ADHD,ADHD
38,0.08339152996552072,0.16726096146111033,64.36170212765957,0.08693558890824175,77.16535433070865,0.5575356611228359,0.062139296037806796,70.96774193548387,0.48151625967391926,0.16649399757324246,63.47826086956522,0.04620441791932475
39,0.06278421875710664,0.17153339903724912,66.48936170212765,0.16444630246018796,72.44094488188976,0.058098697192219016,0.1324383214318102,77.41935483870968,0.3120913946005943,0.16120324120383256,59.130434782608695,0.3307043184502995
40,0.2595333156400203,0.1509922221870319,65.42553191489363,0.10471213135967063,76.37795275590551,0.05865897650470001,0.2840770002609916,70.96774193548387,0.18396072320323217,0.17576994423120304,64.34782608695652,1.6190079528934511
41,0.3511118922748096,0.15686671222224005,64.36170212765957,0.14293256562610776,72.44094488188976,0.47734331735897717,0.07539432252905076,80.64516129032258,0.5320492428548572,0.13729957842948556,59.130434782608695,0.739437637170265
42,0.22753742893054293,0.17062911695568259,64.36170212765957,0.10012172642365022,77.16535433070865,0.08700751812009046,0.1445736169943068,77.41935483870968,27.27149032317853,0.19372344311543635,64.34782608695652,0.0022555117643747267
43,0.08089951943247158,0.19325532992523495,62.76595744680851,0.10529285874927467,76.37795275590551,0.05036955022042695,0.20473939719296813,77.41935483870968,0.1945782702385125,0.24835865543476163,66.95652173913044,0.33683320178095827
44,0.45017216766347223,0.1604106010551366,63.297872340425535,0.10525663324252699,79.52755905511812,0.014413203816003962,0.18310998650413254,77.41935483870968,0.21535563507522126,0.16704339894607406,61.73913043478261,1.2235246200416916
45,0.01172235014745174,0.1583881129418736,67.02127659574468,0.11184193055384402,77.16535433070865,0.03525133761842568,0.07705508728007741,74.19354838709677,0.3442131405308157,0.14958492443304724,60.86956521739131,1.349244493794752
46,1.5882165361117015,0.15414250081073422,68.08510638297872,0.11527887451477864,78.74015748031496,0.4468920310613417,0.24787183806636734,67.74193548387096,1.393695874484669,0.15216604771716263,60.0,0.27328409984692525
47,0.34295191329836877,0.1718958265098821,66.48936170212765,0.13967441186457918,76.37795275590551,0.007502244610331109,0.4667450863273548,64.51612903225806,1.2543442379314995,0.16228826005883534,58.26086956521739,0.469158994805321
48,0.20294555640244563,0.16531877457561253,64.36170212765957,0.12427213998410358,74.80314960629921,0.011979886459504766,0.19721836860089217,70.96774193548387,3.506158789274568e-05,0.18690977265508896,60.86956521739131,0.08318855987986315
49,0.39841969714585895,0.2411419546887174,63.297872340425535,0.13247902827759758,75.59055118110236,0.10592544120134963,0.2204675184388855,77.41935483870968,0.13305756512998754,0.31340712002113613,64.34782608695652,0.005644878049575095
50,0.027177823249615374,0.16291434332983068,64.8936170212766,0.1182718483279947,75.59055118110236,0.14286852890514506,0.566795505488797,64.51612903225806,0.20991896709084076,0.152976693423883,60.0,0.7086202268569275
51,0.05465474954214635,0.15928977892237128,63.297872340425535,0.11517634607733371,75.59055118110236,0.010919801872429576,0.6355954804949889,64.51612903225806,5.065616743985827e-07,0.17591840886731114,60.86956521739131,0.3095765318500973
52,0.4179363453647397,0.17101743601995317,64.36170212765957,0.1320337897585284,75.59055118110236,0.0071672081094759565,0.41552201303103725,70.96774193548387,5.877857459450423e-11,0.16767803936629605,59.130434782608695,0.02874142696149144
53,0.00024318972302235693,0.19886998454407595,65.42553191489363,0.13586480179237256,76.37795275590551,0.009081031665933366,0.8767250854198808,70.96774193548387,0.13023636080681325,0.23587514291950176,59.130434782608695,0.37377488962977246
54,0.9752048198573767,0.2362769421222967,62.23404255319149,0.14327224810337483,73.22834645669292,0.003892784015220078,0.8231151576834237,70.96774193548387,1.4424146715168005e-08,0.25454767244365933,59.130434782608695,0.23083402034342054
55,0.0408084720589317,0.21882999387001498,63.829787234042556,0.16521875154834864,74.80314960629921,0.38730809004712535,0.4950582428046317,67.74193548387096,0.0,0.23872011380146016,55.65217391304348,0.036622050460874134
56,0.4071650650066572,0.2187695449751552,65.42553191489363,0.1650815416887242,76.37795275590551,0.023472341807680146,0.5984200492348868,70.96774193548387,2.5839338056582585e-10,0.2444109470677501,59.130434782608695,1.434102029386866
57,6.890687308164503e-05,0.20760679367422238,61.170212765957444,0.1544421342315739,73.22834645669292,0.03353011147880868,0.7356826702311127,67.74193548387096,1.4906224402922045e-12,0.24098410679065665,60.86956521739131,0.0017290928924682664
58,0.0028070883710854255,0.22303588609051733,61.702127659574465,0.1569745519628981,74.80314960629921,0.08825286000214531,0.372612332466694,70.96774193548387,0.00013512892680426973,0.21963304010386045,58.26086956521739,0.08138416796535705
59,0.4441397897367225,0.22769709632388901,63.297872340425535,0.13864290340050772,77.16535433070865,0.09675632631667873,0.39881197165488574,70.96774193548387,2.72510902710114e-11,0.24855822804745464,60.0,0.03548848586431968
60,1.2059268726465306,0.2500359156538779,62.23404255319149,0.16139422618113147,75.59055118110236,0.5217261352666615,1.7981096701764099,74.19354838709677,0.0,0.26758146880732836,60.86956521739131,0.020722582714664227
61,0.343685401197603,0.22853435322972634,64.36170212765957,0.16138847300030576,77.95275590551181,0.0011763955722218482,0.16885054805955402,67.74193548387096,1.4601028843667296e-09,0.23629963352645525,57.391304347826086,0.015143258059544387
62,0.08454409577285209,0.2598413222136619,63.297872340425535,0.2476059946226917,65.35433070866141,0.07005790142190851,0.6391885084229327,70.96774193548387,3.723456353902729e-10,0.24375162754963153,54.78260869565217,1.2793940534014123
63,0.0019182094326144232,0.2349382380931463,61.702127659574465,0.1393753866615617,77.95275590551181,0.0022972752620296203,0.5904682318510793,74.19354838709677,3.070113789993244e-10,0.23378470237398294,62.60869565217392,0.05040855803409091
64,0.023380354392656535,0.2855717010367168,62.23404255319149,0.15370051893838726,76.37795275590551,0.0008977629060392447,0.6674566746333573,74.19354838709677,1.4309319392115984e-06,0.31434296343095597,61.73913043478261,0.03926370007940719
65,0.003054731563434002,0.3038239809723626,62.76595744680851,0.1604738883868461,77.16535433070865,0.0472392612882397,0.6067176039957297,74.19354838709677,1.917577208121539e-12,0.3017580556821495,63.47826086956522,0.3863786367415481
66,0.42534563376111173,0.20080308663428356,62.76595744680851,0.18422754122405388,48.031496062992126,0.5228754587506182,0.5941479668722398,74.19354838709677,4.311045501818475e-09,0.17347427785195324,46.95652173913044,0.390155673411464
67,0.0005982916577042481,0.2593764874442317,62.76595744680851,0.22173052792102205,76.37795275590551,0.014900582810156462,0.5946705117708715,74.19354838709677,1.1102230246251564e-16,0.28253336428394227,58.26086956521739,0.002806497781882702
68,0.00030116422117003794,0.33860571827211455,62.23404255319149,0.18682741789797486,77.16535433070865,0.03830480127835077,0.595800340590454,74.19354838709677,3.5063600134623247e-10,0.3384563860013176,63.47826086956522,0.0013376036974654154
69,0.0008911478743686024,0.30619451730030683,65.95744680851064,0.27214335221216956,70.07874015748031,9.785963874233287e-05,0.6014598835462542,74.19354838709677,4.72497331198873e-09,0.31079498196614863,58.26086956521739,0.011722812228194468
70,0.0008368274224018645,0.3054552364860425,62.76595744680851,0.20531352522223037,70.86614173228347,0.0003731040772598005,0.6062011232434351,74.19354838709677,2.13828954542668e-13,0.3435249960201815,59.130434782608695,0.1857175355727307
71,0.12487805090632116,0.24177213124894484,67.02127659574468,0.21035110385392222,74.01574803149606,0.00014917676526917482,0.6263391549283104,74.19354838709677,0.0,0.2576026985515525,55.65217391304348,0.0011679553208217063
72,0.0005822972247363118,0.28639327545462695,61.702127659574465,0.21652772180464971,74.01574803149606,0.06764194010353163,0.598195725472003,74.19354838709677,1.1400251113259641e-11,0.3097516705049476,54.78260869565217,0.03786090910943725
73,0.009726885908646253,0.3741777922663497,63.829787234042556,0.281978081270313,69.29133858267717,0.01336682895399354,0.6226917977596844,74.19354838709677,0.0,0.33395829226607443,56.52173913043478,0.0632665801465421
74,4.096753687177562e-06,0.2921372881870151,64.36170212765957,0.17757184756281402,76.37795275590551,0.0021131961827489188,0.6079440731094862,74.19354838709677,4.55226812986422e-09,0.2998949650679765,61.73913043478261,0.015914932137941568
75,0.0019939991751140233,0.42983563265656516,61.170212765957444,0.24047963126863953,75.59055118110236,0.0006701000414984485,0.6129974650694628,74.19354838709677,1.82320825102946e-12,0.4563278216924705,64.34782608695652,0.00012830303825631478
76,0.00046322848446455917,0.3318369690365481,62.76595744680851,0.19828418911349452,74.80314960629921,0.0017334530788282458,0.6123245651747501,74.19354838709677,2.2885397280924194e-13,0.3609526691124281,60.0,0.0036106868968961508
77,0.04958904835914372,0.2681747599049414,61.170212765957444,0.21072247159178753,71.65354330708661,0.13203989638993172,0.6305164017650473,74.19354838709677,1.4452561363626853e-10,0.26408483200557314,53.04347826086957,0.01770916455547606
78,0.0023820472801235827,0.3182068360751479,61.702127659574465,0.2167292048189459,72.44094488188976,0.0004529220969640329,0.6433670399332541,74.19354838709677,2.9168519451465375e-12,0.32481963900971883,56.52173913043478,1.5087220248448385
79,0.3201349697583101,0.3990542912599818,64.8936170212766,0.3367770664963105,66.14173228346458,0.02629325786219694,0.6266817228228176,74.19354838709677,2.028192428807118e-12,0.36098640272726773,53.91304347826087,0.00044593263157999654
80,0.023880989731787924,0.3579716343771318,61.170212765957444,0.19259210005515273,77.16535433070865,0.00016071271607994653,0.6061583044582692,74.19354838709677,3.053299622532931e-09,0.37596085961460435,65.21739130434783,0.0012626711894512057
81,1.5198390852654311e-05,0.34528909768233135,62.23404255319149,0.2652719021563961,74.01574803149606,5.393233901078503e-06,0.6072805509358747,74.19354838709677,2.059447599755891e-09,0.40605616819847934,53.91304347826087,0.1843204502705717
82,0.12630015620488227,0.39769736704598224,62.76595744680851,0.23974768360694662,73.22834645669292,0.0004272524008388455,0.6212266739161574,74.19354838709677,3.700743415417188e-17,0.4138480175707498,60.86956521739131,0.3497454517407504
83,0.24499015530275858,0.3042811196385106,63.297872340425535,0.2627345951129192,69.29133858267717,0.0009431169710482163,0.6309501188911921,74.19354838709677,0.0,0.32755975943526533,55.65217391304348,0.007244679139201543
84,0.0012626705468324632,0.40286973692277117,62.23404255319149,0.23122648064058768,74.01574803149606,0.0006312857649966086,0.627978650260262,74.19354838709677,5.978741872806667e-08,0.45068275242756467,59.130434782608695,0.029582212253609554
85,3.7366473269573373e-06,0.4083557189232803,61.170212765957444,0.27819409002976186,70.86614173228347,0.0004708461708631132,0.6118185751088097,74.19354838709677,2.1980565515725447e-12,0.4296646871840812,60.0,0.003415336476222135
86,0.07090652228498896,0.41099204656004107,61.702127659574465,0.3079251322035536,70.86614173228347,0.0020439370180891357,0.6123802596325665,74.19354838709677,5.922041319218202e-08,0.398736048218813,53.91304347826087,2.523331482519919
87,0.2587842211122416,0.3349383024455995,56.91489361702128,0.20171480208573458,71.65354330708661,0.013190441125022465,0.6214760546483497,74.19354838709677,5.60693305655487e-10,0.32749551594004345,61.73913043478261,0.01339107982638405
88,0.06740099780623769,0.4100051999222999,61.170212765957444,0.28525360291560947,74.80314960629921,0.00017783899449791337,0.6550647423707309,74.19354838709677,7.600809695232958e-08,0.4283158814001919,58.26086956521739,0.0002361851990221534
89,0.004461731961462659,0.4205899030857594,60.63829787234043,0.29172830959452584,72.44094488188976,1.867252086162973e-05,0.6448403353328789,74.19354838709677,0.0,0.479163513478772,60.86956521739131,0.007265220772357422
90,1.1369693945254217e-05,0.4008134648932069,63.297872340425535,0.2646566085365844,75.59055118110236,0.0002941540730711279,0.6172734647561595,74.19354838709677,6.405616777733302e-13,0.4478432515925493,61.73913043478261,0.000666141212101036
91,0.14494755574097398,0.3467944791055698,63.829787234042556,0.30161097406386994,73.22834645669292,0.006934261200120862,0.6741216935045699,74.19354838709677,2.0546897516611122e-12,0.3912102678334652,56.52173913043478,0.001633986869929062
92,3.739125730966151e-05,0.37180138028462123,64.8936170212766,0.3331802381640835,70.07874015748031,0.00032696583411099975,0.6555905642143771,74.19354838709677,0.0,0.4347136817497621,53.04347826086957,0.13731690936005386
93,0.016540160257530082,0.40847719207954997,61.170212765957444,0.28801224065224,74.01574803149606,0.0035425703923861935,0.650961521130135,74.19354838709677,0.0,0.43231096246002937,58.26086956521739,2.817737578244142e-05
94,0.1733822020005559,0.42294766713504767,61.170212765957444,0.25505306403458744,77.16535433070865,0.00010189618357373948,0.6287620541371545,74.19354838709677,8.263760046614872e-13,0.5133913849739713,61.73913043478261,0.10958248902912826
95,0.001231414376100671,0.4339935698148785,62.23404255319149,0.26089739732689554,71.65354330708661,0.3886871117269606,0.6260217666014569,74.19354838709677,8.681946379953102e-09,0.5133910532505037,63.47826086956522,0.15158086131094028
96,4.6835669889180105e-05,0.49207690074197646,62.23404255319149,0.29387412169163124,74.01574803149606,0.01940828226913804,0.6813930896736139,74.19354838709677,1.0928657974998601e-10,0.5222242858627526,60.86956521739131,7.049306829840753e-06
97,6.524459948410753e-07,0.4094397074276813,62.23404255319149,0.34575364237055706,68.50393700787401,2.680420374333531e-06,0.6258605600912253,74.19354838709677,3.837824868342305e-10,0.4334766785309585,53.04347826086957,0.19559125511376105
98,0.000449577137084092,0.540604306306109,60.1063829787234,0.38861815885980777,70.07874015748031,0.0002836534737083152,0.6341015268484488,74.19354838709677,3.6579628175250945e-10,0.5228851596534553,61.73913043478261,1.068093827284614
99,1.0104463362121623e-05,0.4272873828515389,63.297872340425535,0.36880163712377645,69.29133858267717,1.8425703257556956e-05,0.6625359111664741,74.19354838709677,6.872566759171093e-09,0.4458004935074445,56.52173913043478,0.0508939074087702
