,DEL16p11_2,DEL16p11_2,DEL16p11_2,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.5965412158897027,0.09533722892033704,61.53846153846154,0.09294312505404353,64.84375,1.285731401738591
1,0.46518417766940745,0.09101191571505626,84.61538461538461,0.07005177655594622,75.0,0.3464469516482194
2,0.5819084505761299,0.07374596179176335,69.23076923076923,0.06765681034950377,78.125,0.16928461846115525
3,0.0599799614275692,0.13747152776803467,61.53846153846154,0.08528120210455628,69.53125,0.10716513285604999
4,0.1299366765290262,0.07562021590649756,69.23076923076923,0.08440521057918496,71.875,1.3600500418205612
5,0.07538174242643304,0.06462108254249643,84.61538461538461,0.07387619476936444,78.125,0.009937432533427907
6,0.013946439941118374,0.08144187514945404,84.61538461538461,0.08065340213370507,76.5625,0.12133236008266125
7,0.002907554381380342,0.05996141171245411,76.92307692307693,0.0779666011610031,81.25,0.0042474830644904545
8,0.005915329387565709,0.05032252403060294,84.61538461538461,0.09382977413323927,79.6875,0.0695324520610038
9,0.0037814488313190884,0.06889812198910904,61.53846153846154,0.10759655649145772,78.90625,0.007209192526712586
10,0.006524469489469861,0.07543755904871535,69.23076923076923,0.11440702356271698,73.4375,0.0045750692988166105
11,0.0034097229541542318,0.06039757762783482,76.92307692307693,0.10420307612446257,80.46875,0.012453789973736385
12,0.005962663709441307,0.07354354114545886,69.23076923076923,0.1294657245572978,79.6875,0.009837978721950148
13,0.0018930984962223247,0.0721920465131205,69.23076923076923,0.1288011977176515,78.90625,0.005238482387499486
14,3.062684272683976e-05,0.051254455647793,76.92307692307693,0.12338881374119276,78.90625,0.002074347653621041
15,0.00020896354039214732,0.059781775917602885,76.92307692307693,0.12958620860578748,78.90625,8.13229245314279e-05
16,0.0017139176463471888,0.06952175915148334,76.92307692307693,0.1289411644891191,76.5625,0.00043156913358796423
17,0.00040844861808018627,0.06018870697064059,76.92307692307693,0.12962902776613933,76.5625,0.0003296495070986213
18,0.00016567275577473683,0.0739244954521223,76.92307692307693,0.13176461002830325,76.5625,0.0005741204614025951
19,0.0006388624637599298,0.07859075719616022,76.92307692307693,0.13181987589848992,77.34375,0.0003841540539827007
20,0.0007278253464303301,0.05948190620521595,76.92307692307693,0.13220753054108006,78.90625,0.0004384375502715298
21,0.00022640519500579452,0.07414176060710939,76.92307692307693,0.13362819084505673,76.5625,0.00041048320616397517
22,0.0004134135732724832,0.06686285665920015,76.92307692307693,0.133496010636039,79.6875,9.439417128472216e-05
23,7.60174477775436e-05,0.05363959673726859,76.92307692307693,0.13477250150901304,78.125,4.41615386832908e-05
24,0.00033745361157657615,0.06364576213298621,76.92307692307693,0.1355189052254685,77.34375,0.0002243817941251976
25,0.0003307729491881725,0.07281309694897885,76.92307692307693,0.13638601389899613,77.34375,0.00016485879956417134
26,0.00014997161025438486,0.0644087527300343,76.92307692307693,0.13718576383385314,78.90625,0.00030751862945622223
27,8.976740812783576e-05,0.07922877197523946,76.92307692307693,0.1378448363151159,77.34375,8.678245845480333e-05
28,0.00034023691912321525,0.05829120044560829,76.92307692307693,0.13965792228313365,77.34375,0.00020350653086659157
29,0.000359584661104006,0.05277692803481821,76.92307692307693,0.13997579473105987,76.5625,6.178588258286997e-05
30,1.3102591737641943e-05,0.06417566027488893,76.92307692307693,0.13936640483857893,78.90625,0.00016288947158283858
31,3.879064269552597e-05,0.06450261787242545,76.92307692307693,0.14097299322702228,77.34375,0.00014682846529577296
32,0.00012246646927913387,0.07622490839425987,76.92307692307693,0.14108115113415007,78.90625,4.3761519126123283e-05
33,9.305374648047432e-05,0.0710916067036075,76.92307692307693,0.14141083628241383,78.90625,0.00020573688825212838
34,0.00033368407580049256,0.07113479866517296,76.92307692307693,0.1425833507068233,78.90625,2.458927770429687e-05
35,6.184261773335487e-05,0.06295542778356883,76.92307692307693,0.14287824521184464,78.125,0.00016580789266224089
