,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6930169373631878,0.6930336844566548,52.910052910052904,0.5888888888888888,0.6523300831516584,0.5403769910335541,0.8729166686534882,0.6444686919312169,63.28125,0.6942708333333333,0.14285714738070965,0.25,0.10416666697710752,0.832530006746793,0.6552141875644524,75.0,0.47619047619047616,0.0,0.0,0.0,0.682980342551,0.7632718882765185,41.17647058823529,0.5347222222222222,0.0,0.0,0.0,0.6940199299178843,0.6974942620044511,55.55555555555556,0.34375,0.0,0.0,0.0,0.6862967844981083,0.7208971637016179,30.76923076923077,0.25,0.1428571492433548,0.5,0.0833333358168602,0.7467732478255602,0.7240779469504872,28.57142857142857,0.5,0.0,0.0,0.0,0.6917751291099382,0.7881128970153087,37.5,0.13333333333333333,0.0,0.0,0.0,0.6788853953767565,0.6931090253688723,50.43478260869565,0.5452777777777779,0.22857142885526022,0.37222222487131756,0.21888889173666637,0.6930816267200022,0.6931721519997207,41.46341463414634,0.44097222222222215,0.37781384587287903,0.4158730208873749,0.3750000049670537,0.6930584002007124
1,0.7477639759576584,0.7078130589221505,53.96825396825397,0.46458333333333335,0.6893828548491001,0.5375000002483526,1.0,0.5925868558251294,67.96875,0.7114583333333333,0.4392496421933174,0.5208333376795053,0.45260416995733976,0.4979734177083135,0.6056190611178944,75.0,0.628720238095238,0.0,0.0,0.0,0.47342176056138163,0.6349598670335268,76.47058823529412,0.6180555555555555,0.5299145380655924,0.4857142964998881,0.5833333333333334,0.6781000193218365,1.0303811840152621,44.44444444444444,0.53125,0.3333333432674408,0.25,0.5,1.425081344200314,0.6448763097089022,30.76923076923077,0.5166666666666666,0.2857142984867096,0.5,0.20000000298023224,0.7013325162513203,0.6912523508905091,57.14285714285714,0.6904761904761905,0.6222222447395325,1.0,0.4761904925107956,0.8359240889636099,0.957593580975044,37.5,0.2,0.0,0.0,0.0,0.987332767755559,0.6924803159066983,55.65217391304348,0.532063492063492,0.0,0.0,0.0,0.6974428888636522,0.6931116706491818,51.21951219512195,0.4930555555555556,0.0,0.0,0.0,0.6945621775387807
2,0.6904299164122368,0.6935114568699541,45.5026455026455,0.4232638888888889,0.0,0.0,0.0,0.6234497487568639,68.75,0.7704613095238095,0.6377924233675003,0.5976190539076924,0.7875000014901161,0.3725219569071958,0.5510709937222724,71.875,0.7041666666666666,0.0,0.0,0.0,0.5419272867283084,0.774338366417774,47.05882352941176,0.6777777777777777,0.09523809949556987,0.3333333333333333,0.055555557211240135,0.5135974074533478,0.7458299718293189,55.55555555555556,0.28125,0.0,0.0,0.0,1.085014352627747,0.6122293281354053,69.23076923076923,0.875,0.792207807302475,0.9000000059604645,0.7083333432674408,0.9402050165855406,0.5638763924979665,71.42857142857143,0.7,0.8166667222976685,0.7571428716182709,0.9000000059604645,0.6701199606687511,0.6945372602302211,62.5,0.4,0.7272727489471436,0.6666666865348816,0.800000011920929,0.581333935097397,0.6938757173569017,55.65217391304348,0.47384920634920635,0.0,0.0,0.0,0.6919539471662433,0.6929078065894385,51.21951219512195,0.5708333333333333,0.06666666766007741,0.16666666666666666,0.041666666666666664,0.6915920683625225
3,0.6933510823685635,0.6930550311382642,52.910052910052904,0.5212053571428571,0.5452741881211599,0.5515873084465662,0.5800595320761204,0.8246836388914653,51.5625,0.6959077380952381,0.5832702144980431,0.44754464738070965,0.9093750007450581,1.0253116359852354,0.5494043824796154,78.125,0.7120535714285714,0.3333333432674408,0.375,0.375,0.5605970936215925,0.5965319718277976,70.58823529411765,0.6777777777777777,0.4888889193534851,0.5166666706403097,0.46666667858759564,0.7058118286691024,0.726023752343546,44.44444444444444,0.53125,0.0,0.0,0.0,0.8959831957215038,0.6197892551998468,69.23076923076923,0.5,0.7402597367763519,0.8333333432674408,0.6666666567325592,0.43512500821158184,0.5603121451156841,71.42857142857143,0.7,0.8290598690509796,0.8125,0.9000000059604645,0.7554654383986135,0.6916879150301793,62.5,1.0,0.7692307829856873,0.625,1.0,0.6780337638765678,0.8165508056042918,55.65217391304348,0.4666666666666667,0.0,0.0,0.0,0.6477434144225571,0.6925942303909137,58.536585365853654,0.6487103174603174,0.20634921391805014,0.3333333333333333,0.15000000099341074,0.6944892661229259
4,0.6923143284896102,0.6939462555632799,46.56084656084656,0.47976190476190483,0.0396825410425663,0.08333333333333333,0.02777777798473835,0.9433651260301801,66.40625,0.7604166666666667,0.2645833380520344,0.4375,0.19791666977107525,0.19621551229933476,0.7631064672191649,75.0,0.7910714285714285,0.0,0.0,0.0,0.38706475150863495,1.2668987609386262,47.05882352941176,0.6611111111111111,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.5443070908265306,0.7534093286597249,44.44444444444444,0.3125,0.3333333432674408,0.25,0.5,0.7857116350087168,0.7258923648267162,30.76923076923077,0.6666666666666667,0.1428571492433548,0.5,0.0833333358168602,0.6275680731886261,0.686029555243803,50.0,0.8125,0.4761904925107956,1.0,0.3333333358168602,0.5864643947960272,1.2108314974374152,37.5,0.4,0.0,0.0,0.0,0.7927499199288713,0.7108762399423663,55.65217391304348,0.6175,0.0,0.0,0.0,0.39410434823176144,0.6930222321292431,51.21951219512195,0.4749999999999999,0.0,0.0,0.0,0.6912423337291871
5,0.698962514777798,0.6939678087796665,44.97354497354497,0.5192956349206349,0.0,0.0,0.0,0.6182370711785818,69.53125,0.7893229166666668,0.5357142928987741,0.6197916716337204,0.5447916723787785,0.24291660825502806,0.6339176373298829,71.875,0.6875,0.0,0.0,0.0,0.2605265679295426,0.824567326573987,52.94117647058824,0.6944444444444443,0.16666666666666666,0.3333333333333333,0.11111111442248027,0.3703768234779001,0.7218692117921881,44.44444444444444,0.46875,0.3333333432674408,0.25,0.5,0.693656546126589,0.9795191445229672,38.46153846153847,0.75,0.375,1.0,0.2380952462553978,0.3673376454346449,0.6565115108837528,57.14285714285714,0.75,0.533333346247673,1.0,0.375,0.6539537780294392,0.6516085621950546,75.0,0.7333333333333333,0.8000000715255737,0.800000011920929,0.800000011920929,0.7345161876616162,0.6787789731392007,55.65217391304348,0.6726984126984127,0.0,0.0,0.0,0.7673292014899715,0.6924936709791347,51.21951219512195,0.61875,0.08333333333333333,0.16666666666666666,0.055555557211240135,0.691592004537813
6,0.6992053625999495,0.6935876829460961,46.56084656084656,0.49689980158730157,0.15601852163672447,0.2986111119389534,0.10902777872979641,0.6839224242264528,68.75,0.745796130952381,0.45892857387661934,0.515625,0.46250000409781933,0.4983334469892939,0.7130745138507391,75.0,0.8177083333333333,0.0,0.0,0.0,0.8346359970190635,0.7669773085174568,52.94117647058824,0.7152777777777778,0.2285714348157247,0.6666666666666666,0.13888889054457346,0.34799862612842003,0.7477691848924345,0.0,0.25,0.0,0.0,0.0,0.7213952952230676,0.7606132495829414,30.76923076923077,0.7916666666666667,0.222222238779068,0.3333333432674408,0.1666666716337204,1.0607140788996972,0.6525523032033783,57.14285714285714,0.7,0.5714285969734192,1.0,0.4000000059604645,0.6901604873911106,1.1725247958211253,37.5,0.4666666666666667,0.0,0.0,0.0,0.7472940179148974,0.6688740640581163,55.65217391304348,0.5611111111111112,0.0,0.0,0.0,0.636269319581894,0.6926671106099862,58.536585365853654,0.5840277777777778,0.31190475821495056,0.6111111144224802,0.2222222238779068,0.6946944405121422
7,0.7281286760055612,0.7286675667547003,46.56084656084656,0.526016865079365,0.07500000049670537,0.16666666666666666,0.0486111119389534,0.5956861492116907,71.875,0.7637276785714285,0.5656746029853821,0.6614583358168602,0.564583339728415,0.3799656866315076,0.829228616022303,71.875,0.7125,0.0,0.0,0.0,0.09981071382779831,0.7366499075451747,64.70588235294117,0.7444444444444445,0.4404761989911397,0.6666666666666666,0.3333333432674408,0.21337123387053297,0.8362627895437756,44.44444444444444,0.3125,0.3333333432674408,0.25,0.5,0.6906727975604867,1.4272323758586123,23.076923076923077,0.48809523809523814,0.111111119389534,0.25,0.0714285746216774,0.7095533807540964,0.6930284000520649,35.714285714285715,0.75,0.3333333432674408,0.5,0.25,0.6299219291384973,0.6790514363609083,62.5,0.6,0.6666666865348816,0.75,0.6000000238418579,0.5527054287276706,0.6890928164633122,55.65217391304348,0.6486111111111111,0.0,0.0,0.0,0.818685589468252,0.6922775065951154,51.21951219512195,0.6055555555555555,0.0,0.0,0.0,0.695849097067903
8,0.6888723743362324,0.6955915070864487,52.910052910052904,0.5083829365079365,0.5030543642739455,0.5562500059604645,0.5008928639193376,0.7458179896496369,69.53125,0.7667410714285715,0.6161120273172855,0.556547624990344,0.7197916693985462,0.4572148676810412,0.6908232871596438,75.0,0.7071428571428571,0.2916666716337204,0.4166666716337204,0.2500000074505806,0.27028565006932304,0.5564924212068151,58.82352941176471,0.6833333333333332,0.6904761791229248,0.7777777910232544,0.6333333353201548,0.6162421625251329,1.0083729868653515,44.44444444444444,0.40625,0.3333333432674408,0.25,0.5,0.6866040354863726,0.9151761336604938,30.76923076923077,0.8333333333333333,0.222222238779068,0.3333333432674408,0.1666666716337204,0.30017327119906967,0.5903772904775574,71.42857142857143,0.65625,0.7333333492279053,1.0,0.5833333432674408,0.6342541795715926,0.6929529346359175,50.0,0.5333333333333333,0.5,0.6666666865348816,0.4000000059604645,0.4573210692803819,0.7020845138927506,55.65217391304348,0.47765873015873017,0.0,0.0,0.0,0.5258605147940079,0.6926849870069183,58.536585365853654,0.6131944444444445,0.5145502785841624,0.4801587412754695,0.6083333343267441,0.6911852964850357
