,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
9,0.5683508856482788,0.6390942260260808,46.15384615384615,0.4583333333333333,0.5357142686843872,0.8333333432674408,0.4166666716337204,0.7724178175748949,74.21875,0.7786458333333334,0.6248512100428343,0.6812500078231096,0.6291666701436043,0.634076586630809,0.7883633726473314,54.4973544973545,0.6277529761904762,0.5120250197748343,0.6069444492459297,0.5165178614358107,0.4774420769264285,0.9505058905327686,68.75,0.5642857142857143,0.2666666731238365,0.2916666716337204,0.2500000074505806,0.439753723203118,0.545299707075064,70.58823529411765,0.7222222222222222,0.4444444378217061,0.6666666666666666,0.40000000099341076,0.38468422683315184,0.6929991480655785,44.44444444444444,0.65,0.7727272808551788,0.6875,1.0,0.6900056739919461,0.695467902184871,35.714285714285715,0.6875,0.1428571492433548,0.5,0.0833333358168602,0.6919883825104941,0.7231632916560599,37.5,0.3333333333333333,0.2857142984867096,0.5,0.20000000298023224,0.696495349745503,0.6908294600592451,55.65217391304348,0.5980555555555556,0.0,0.0,0.0,0.5770993617755898,0.7299341487811559,51.21951219512195,0.5486111111111112,0.0,0.0,0.0,0.547788213071643
10,0.6110142362866814,0.521453618156867,84.61538461538461,0.75,0.9285714328289032,0.875,1.0,0.6570112085518289,74.21875,0.7678943452380952,0.5935019943863153,0.6666666679084301,0.5864583384245634,0.2671724606737505,0.8407378804772961,54.4973544973545,0.612673611111111,0.3636904830733935,0.6340277791023254,0.28303571914633113,0.2725568653315314,1.0106551762567062,71.875,0.6074404761904761,0.10000000149011612,0.125,0.0833333358168602,0.0943955260340422,0.8579181219659299,58.82352941176471,0.7888888888888889,0.3015873034795125,0.6666666666666666,0.20000000298023224,0.07782271489524661,0.6933118003829406,44.44444444444444,0.46875,0.25,0.25,0.25,0.6930288754289021,0.7052832055142834,42.857142857142854,0.625,0.34285715222358704,1.0,0.2083333358168602,0.6932039215417953,0.7071321801209409,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6716177786108842,0.7153641785009764,55.65217391304348,0.661984126984127,0.0,0.0,0.0,0.7626961784646256,0.7378652844025148,48.78048780487805,0.5416666666666666,0.48143338163693744,0.4277777870496114,0.5833333333333334,0.6213880067218611
11,0.45817647198711503,0.5961568797440456,53.84615384615385,0.7083333333333333,0.563636377453804,0.9000000059604645,0.4583333432674408,1.0256854310661183,67.1875,0.8234375,0.6504148710519075,0.5437500141561031,0.8750000018626451,0.44379441069056186,0.9709477269744251,60.317460317460316,0.5761160714285714,0.6371468963722388,0.5930059614280859,0.7332341323296229,0.305928174070811,1.0299871424907536,68.75,0.6875,0.49166667461395264,0.416666679084301,0.6666666716337204,0.1251628147860493,0.458264026251996,82.35294117647058,0.7916666666666666,0.8888888955116272,0.8666666746139526,0.9166666666666666,0.4023394383831843,0.7244251944666984,44.44444444444444,0.5833333333333333,0.7727272808551788,0.6875,1.0,0.6199727887587202,0.6975366149103588,57.14285714285714,0.38095238095238093,0.6703296303749084,0.6666666567325592,0.6904762089252472,0.6968586862727632,0.6575935161071571,62.5,0.6,0.7692307829856873,0.625,1.0,0.7012610858357112,0.6651101083225264,58.26086956521739,0.5357142857142857,0.11904761989911397,0.2,0.10000000099341075,0.8478995533603264,0.8282229034863191,43.90243902439025,0.5145833333333333,0.4021164079507192,0.3583333343267441,0.4833333392937978,0.595891121831041
12,0.478983817543919,0.6888735234690107,46.15384615384615,0.8333333333333333,0.472222238779068,1.0,0.3095238208770752,0.74459055663081,71.09375,0.7460565476190476,0.5940160676836967,0.5708333402872086,0.6885416712611914,0.13246216949807996,0.7708455884573688,57.14285714285714,0.5561755952380953,0.5427699784437815,0.5923611161609491,0.5258928649127483,0.7100336139653225,0.883718594054854,71.875,0.7208333333333333,0.3916666731238365,0.3333333358168602,0.5,0.007030296024188633,0.4665622508595097,88.23529411764706,0.7555555555555555,0.9030303160349528,1.0,0.8333333333333334,0.48478283989133014,0.7179638995374718,22.22222222222222,0.35,0.611111119389534,0.5833333358168602,0.6666666716337204,0.6837894904014861,0.7477581347638385,57.14285714285714,0.5625,0.5833333432674408,1.0,0.4166666716337204,0.6533141637067725,0.6429493334787001,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.6953144344667669,0.6741330859572154,56.52173913043478,0.6201587301587301,0.08222222129503885,0.16666666666666666,0.05777777930100759,1.0111298783034124,0.7092181910796395,63.41463414634146,0.5861111111111111,0.4515873044729233,0.6111111144224802,0.37222222487131756,0.5938866935603178
13,0.3594864316221978,0.4526802052049386,84.61538461538461,0.875,0.9166666567325592,0.9166666567325592,0.9166666567325592,0.7669754036878841,71.09375,0.8101934523809524,0.6153769865632057,0.6697916705161333,0.6906250054016709,0.04559719460527839,0.811684902107502,54.4973544973545,0.6387152777777778,0.45171958456436795,0.6298611151675383,0.39593254526456195,0.5844140464528091,1.1744121686903735,71.875,0.6708333333333334,0.2916666716337204,0.375,0.3333333358168602,0.014164002234301823,1.2683612200378,47.05882352941176,0.7472222222222222,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.4262093417254363,0.6932453919853762,44.44444444444444,0.5166666666666666,0.25,0.20000000298023224,0.3333333432674408,0.6931930130987345,0.7798087971834623,42.857142857142854,0.7,0.2857142984867096,0.5,0.20000000298023224,0.6582151333284687,0.7013520544750406,62.5,0.6,0.7692307829856873,0.625,1.0,0.6923057811279764,0.8145639558256392,55.65217391304348,0.6188888888888889,0.0,0.0,0.0,0.9482588656380114,0.7186162276547922,65.85365853658537,0.5499999999999999,0.3841269910335541,0.4722222238779068,0.34444444874922436,0.6072840908954683
14,1.224187445806374,0.7402353476955239,61.53846153846154,0.7916666666666667,0.6969697177410126,0.9000000059604645,0.5833333432674408,0.890303917054501,71.09375,0.8330729166666668,0.5853174682706594,0.6729166703298688,0.6104166712611914,1.206170023472587,0.9753900359732525,60.317460317460316,0.5979166666666667,0.6059075246254603,0.6037202440202236,0.6472222246229649,0.5528105578547406,1.2214819212440333,68.75,0.65,0.3095238208770752,0.375,0.3500000014901161,0.07580754019715485,0.439863121530293,76.47058823529412,0.8055555555555555,0.5696969827016195,0.5555555621782938,0.6111111044883728,0.008595001768486973,0.7657272942404494,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.6269920351362339,0.6657493813751948,57.14285714285714,0.5,0.6500000059604645,0.75,0.5833333432674408,0.6842022498013203,0.6559309573803542,62.5,0.6,0.7692307829856873,0.625,1.0,0.6061161104545557,0.6880830037941661,57.391304347826086,0.6330555555555556,0.18888889153798422,0.2888888895511627,0.16111111243565876,0.6896059281686843,0.9106425841029776,51.21951219512195,0.5833333333333334,0.0,0.0,0.0,1.044444920756013
15,0.4506299673147985,0.9796886568851418,30.76923076923077,0.9583333333333333,0.1428571492433548,0.5,0.0833333358168602,0.8145541857284505,69.53125,0.77578125,0.42053572461009026,0.6875,0.3177083348855376,1.1593005293585879,0.8185028609339349,52.38095238095239,0.6460317460317461,0.33349868406852085,0.6631944452722868,0.2306547655413548,1.0035385346657666,0.9976747255938561,68.75,0.7571428571428572,0.25,0.25,0.25,0.03819985655053928,0.7953676981383114,58.82352941176471,0.7380952380952381,0.314814825852712,0.6666666666666666,0.20634921391805014,0.03111838568510556,0.8326578934387162,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.6919972169949222,0.864318748239017,42.857142857142854,0.65625,0.34285715222358704,1.0,0.2083333358168602,0.7171060751948207,0.630482583204941,75.0,0.8,0.8333333730697632,0.7142857313156128,1.0,0.637205349863286,0.6937799872465791,57.391304347826086,0.6687301587301587,0.248888889948527,0.36666666666666664,0.23555555641651155,0.4929811862219564,0.7656812716359733,58.536585365853654,0.5083333333333333,0.4962963213523229,0.4722222338120143,0.5333333363135656,1.0330504582819362
16,0.4888411955414789,0.6620856979024059,61.53846153846154,0.7083333333333333,0.6000000089406967,1.0,0.4583333432674408,1.0505872799841103,62.5,0.792373511904762,0.6273833885788918,0.5162946507334709,0.890625,0.3721566511330605,0.9490825108280077,55.55555555555556,0.5961557539682539,0.6604113640884558,0.5716765963782867,0.8793650840719541,0.3494859695530825,1.4012420004826287,53.125,0.6363095238095238,0.3642857223749161,0.3125,0.4375,0.3532819918712238,0.8301811662561179,64.70588235294117,0.7916666666666666,0.52813853820165,0.4404761989911397,0.6666666666666666,0.023557661447009666,1.8310700696235682,44.44444444444444,0.5166666666666666,0.7727272808551788,0.6875,1.0,0.47128753225263137,0.6757402113244871,71.42857142857143,0.6666666666666666,0.8285714387893677,0.7083333432674408,1.0,0.6930709135612763,0.8128323273722264,25.0,0.26666666666666666,0.25,0.3333333432674408,0.20000000298023224,0.5552467806783854,0.7485825337324284,59.130434782608695,0.6305555555555556,0.24349206686019897,0.43333333333333335,0.17666666905085246,0.42153532763773927,0.6924722630710657,48.78048780487805,0.5402777777777777,0.6740740835666656,0.563492069641749,0.9444444477558136,0.5715679114029565
17,0.4565395165906649,1.7927544063761796,38.46153846153847,0.8452380952380952,0.222222238779068,0.5,0.1428571492433548,0.8954332241370936,72.65625,0.80859375,0.5767857208848,0.6843750020489097,0.6156250052154064,0.03615646636714533,0.8744487539618628,58.201058201058196,0.6539434523809524,0.5497234339515368,0.6333333365619183,0.5406250059604645,0.5461782329062266,1.1837983416098297,71.875,0.6041666666666667,0.3500000089406967,0.4583333358168602,0.3125,0.13128520167533578,0.3823268861395476,88.23529411764706,0.7708333333333334,0.8888888955116272,1.0,0.8333333333333334,0.36737702208444956,1.20458265063415,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.5070216834643697,0.7092372159377899,64.28571428571429,0.5666666666666667,0.7083333432674408,0.875,0.6000000238418579,0.6399099471651679,0.6737647483147746,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.4817066206850514,0.7402370143208812,59.130434782608695,0.6263888888888888,0.27365079323450725,0.42777777910232545,0.21888889173666637,0.5031255003615425,0.8853128821429276,48.78048780487805,0.5059523809523809,0.1750000019868215,0.3888888905445735,0.14880952487389246,0.7228833717268961
18,0.4129342302407802,0.8978689185188481,53.84615384615385,0.6428571428571428,0.6222222447395325,1.0,0.4761904925107956,1.0640475429982623,72.65625,0.7824032738095238,0.6581463851034641,0.6869791699573398,0.7239583395421505,0.16416927071652018,0.94347339163072,57.14285714285714,0.610094246031746,0.5561057205001513,0.6375000067055225,0.5818948484957218,0.06897056045781315,1.268917575881104,71.875,0.7075892857142857,0.36666667461395264,0.5625,0.4375,0.03484231748706719,0.4783391379592346,82.35294117647058,0.7444444444444445,0.5462963183720907,0.6666666666666666,0.46666667858759564,0.05349012855184804,0.9656938424051061,55.55555555555556,0.375,0.3636363744735718,0.2857142984867096,0.5,1.4527653952125448,0.716604872391012,64.28571428571429,0.5625,0.7023809254169464,0.75,0.6666666567325592,0.5715338264438408,0.6542064499809056,62.5,0.6,0.6666666865348816,0.75,0.6000000238418579,1.1372890270793767,0.8151707107364736,58.26086956521739,0.6975,0.19460317691167195,0.38888888955116274,0.14666666785875956,0.6516168765181929,0.7831960445675973,56.09756097560976,0.5430555555555555,0.4841269900401433,0.475000003973643,0.5305555661519369,0.2508231738470958
19,0.186043196147774,0.47898873668207614,76.92307692307693,0.9583333333333333,0.8452380895614624,0.9166666567325592,0.7916666567325592,1.2571536861693235,67.1875,0.8107886904761905,0.6232684087008238,0.5346726281568408,0.8375000022351742,0.040759328811842764,1.1066468168763066,57.67195767195767,0.60047123015873,0.6412453403075536,0.5605654834459225,0.8338293693959713,1.4039857612231454,1.263426985408568,68.75,0.6702380952380953,0.3678571358323097,0.3333333358168602,0.4166666716337204,0.003674617711081199,0.3168847860931289,88.23529411764706,0.7777777777777778,0.9220779339472452,0.9166666666666666,0.9444444378217062,0.24189952791734365,1.1090489433501964,55.55555555555556,0.5166666666666666,0.7999999821186066,0.7142857164144516,1.0,0.38447349622554783,0.7386821008732293,64.28571428571429,0.6458333333333334,0.7777778208255768,0.7333333492279053,0.8333333432674408,0.48149218132485017,0.6501235570955668,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6911402725444619,0.723771289694157,58.26086956521739,0.6144444444444445,0.5669312159220378,0.5622222274541855,0.5944444477558136,0.4912363299991361,0.8437469083450444,51.21951219512195,0.4298611111111111,0.5928571472565333,0.5916666761040688,0.6833333373069763,0.5588977416403706
20,0.11423951493283409,0.9714710075001396,53.84615384615385,0.75,0.5714285969734192,1.0,0.4000000059604645,1.0149577879894491,68.75,0.7854166666666665,0.6438988149166107,0.5924107180908322,0.8000000007450581,0.5958756453464384,0.8702542112915753,58.730158730158735,0.6216517857142858,0.5988005213439465,0.6525793715069691,0.6205357232441505,0.35121163929158267,1.2408570576622904,68.75,0.6702380952380953,0.32500000298023224,0.4166666716337204,0.3333333358168602,0.008920854808005267,0.32965976198339936,94.11764705882352,0.7916666666666666,0.9523809552192688,1.0,0.9166666666666666,0.189393562790234,0.9380260399748589,44.44444444444444,0.375,0.3333333432674408,0.25,0.5,0.5254239247760021,0.776752309977646,64.28571428571429,0.5833333333333334,0.7285714447498322,0.875,0.625,0.5090356156453584,0.7877874928351187,50.0,0.5333333333333333,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6198908504977083,0.781291354108584,61.73913043478261,0.6127777777777778,0.4509523888429006,0.5500000019868215,0.40555555919806163,0.24519700607399328,0.7648683436904515,46.34146341463415,0.5277777777777778,0.300793652733167,0.3750000049670537,0.2666666731238365,0.8579805747655925
21,0.0909313485916808,0.4725563617478461,76.92307692307693,0.9166666666666667,0.7948718070983887,0.8333333432674408,0.761904776096344,1.0572127182670952,71.875,0.7806547619047618,0.5721230264753103,0.5968750044703484,0.6250000027939677,0.005379041484813176,0.9632785800748547,58.201058201058196,0.6945684523809524,0.5265993314484755,0.6381944467624029,0.5165674667805433,0.4721050506482283,1.3082056383495124,71.875,0.6976190476190477,0.20000000298023224,0.1666666716337204,0.25,0.007400432729422461,1.586562180097712,52.94117647058824,0.7708333333333334,0.24444443980852762,0.6666666666666666,0.15000000099341074,0.05417006134926951,0.6995247545742137,33.33333333333333,0.46875,0.1428571343421936,0.1666666716337204,0.125,0.7823503886034153,0.8293984405735629,42.857142857142854,0.5625,0.4166666716337204,0.75,0.2916666716337204,0.6287116622189758,0.8970723332225825,62.5,0.26666666666666666,0.7272727489471436,0.6666666865348816,0.800000011920929,0.6273240790712636,0.9585126869610412,57.391304347826086,0.6816666666666666,0.12031746109326681,0.23333333333333334,0.08444444636503855,0.3088740038945751,1.0194171328096064,51.21951219512195,0.5270833333333333,0.18333333730697632,0.23611111442248026,0.15000000099341074,0.7544216311692101
22,0.3228744892596274,0.42297885715825806,84.61538461538461,0.7166666666666667,0.9166666865348816,0.8571428656578064,1.0,1.0841274736811541,70.3125,0.7452752976190476,0.5946466866880655,0.5858631012961268,0.7122023869305849,0.36787271709638353,0.8630896498596907,55.55555555555556,0.595138888888889,0.38197751591602963,0.6319444452722868,0.2975198452671369,0.34159369080793994,1.22362213773069,75.0,0.7261904761904763,0.2916666716337204,0.375,0.25,0.0030431306554671014,0.7592400384404304,88.23529411764706,0.8111111111111112,0.9166666666666666,1.0,0.8666666746139526,0.052526630253050155,0.8156259343466331,55.55555555555556,0.375,0.3636363744735718,0.2857142984867096,0.5,1.6399894688399899,0.8927794034729494,50.0,0.5333333333333333,0.5178571492433548,0.75,0.4000000134110451,0.6157806835589552,0.8818035498805529,50.0,0.26666666666666666,0.6666666865348816,0.5714285969734192,0.800000011920929,0.5102943466775752,1.3749143975555138,57.391304347826086,0.6499603174603175,0.06793650786081949,0.2,0.041111111640930176,0.48617760200150445,1.6509242952512264,48.78048780487805,0.3964285714285715,0.5076007395982742,0.3988095248738925,0.8333333333333334,1.2390142274696738
