,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,1504.5928308726602,67.19380952005646,0.0,0.0,0.0,0.0,0.0,2.1304388911439514,0.0,0.0,0.0,0.0,0.0,24.43267342722248,2.7971146117919017,0.0,0.0,0.0,0.0,0.0,28.163821281173295,16.770633181378553,0.0,0.0,0.0,0.0,0.0,172.16675155281746,0.7897357267077456,0.0,0.0,0.0,0.0,0.0,15.604787199075025,10.398984365590374,0.0,0.0,0.0,0.0,0.0,127.1675627956502,78.68281602458826,0.0,0.0,0.0,0.0,0.0,1520.2902747965006,9.401693262343578,0.0,0.0,0.0,0.0,0.0,769.0441418833585,169.40128261080264,0.0,0.0,0.0,0.0,0.0,442.2345041490336,13.346965008498511,0.0,0.0,0.0,0.0,0.0,499.1949853124834,138.3585871790639,0.0,0.0,0.0,0.0,0.0,847.6711113854366,178.13961401888446,0.0,0.0,0.0,0.0,0.0,193.03944954844917,5.860596019983055,0.0,0.0,0.0,0.0,0.0,15.715865090728071,22.707707223519787,0.0,0.0,0.0,0.0,0.0,72.04916127498278,525.6019176879954,0.0,0.0,0.0,0.0,0.0,3569.633758690491,301.3731191696479,0.0,0.0,0.0,0.0,0.0,2068.299058178971,41.34418717249351,0.0,0.0,0.0,0.0,0.0,279.3404340335205
1,579.9830839507463,44.55908550125463,0.0,0.0,0.0,0.0,0.0,3.1186124079823476,0.0,0.0,0.0,0.0,0.0,31.95597885239323,3.993453883632029,0.0,0.0,0.0,0.0,0.0,2.9994431707238074,3.6742360118498625,0.0,0.0,0.0,0.0,0.0,11.527917285602733,0.8231193619118936,0.0,0.0,0.0,0.0,0.0,11.239689952474171,3.6216319853854424,0.0,0.0,0.0,0.0,0.0,33.63652229099423,24.239387845152763,0.0,0.0,0.0,0.0,0.0,642.7099343224753,17.3726072226512,0.0,0.0,0.0,0.0,0.0,78.16610786409755,100.98618587543406,0.0,0.0,0.0,0.0,0.0,185.708362785552,8.550757656869383,0.0,0.0,0.0,0.0,0.0,46.16577549785433,44.42389871117142,0.0,0.0,0.0,0.0,0.0,668.0350455564726,178.23138690809157,0.0,0.0,0.0,0.0,0.0,462.11161096879385,4.840008289932101,0.0,0.0,0.0,0.0,0.0,47.82709944809416,18.742295968026568,0.0,0.0,0.0,0.0,0.0,87.56353828904143,336.0019088167181,0.0,0.0,0.0,0.0,0.0,2544.034320413098,196.1952007178974,0.0,0.0,0.0,0.0,0.0,1195.248913106615,32.38736757636203,0.0,0.0,0.0,0.0,0.0,161.22084073579413
2,315.1564079757754,48.503997951511344,0.0,0.0,0.0,0.0,0.0,5.740849030990808,0.0,0.0,0.0,0.0,0.0,6.205048125014543,1.9903455067889526,0.0,0.0,0.0,0.0,0.0,16.66399955160796,3.06321670945462,0.0,0.0,0.0,0.0,0.0,23.677557137696965,0.9134520394126119,0.0,0.0,0.0,0.0,0.0,11.03566823433056,1.6404647970806912,0.0,0.0,0.0,0.0,0.0,97.27600099195226,10.312927006905934,0.0,0.0,0.0,0.0,0.0,407.8427957659477,29.06273124343293,0.0,0.0,0.0,0.0,0.0,33.57008202476373,43.20116609889908,0.0,0.0,0.0,0.0,0.0,35.37707795921621,6.515384913969377,0.0,0.0,0.0,0.0,0.0,155.14064256944593,51.01522269343117,0.0,0.0,0.0,0.0,0.0,227.7356246428204,178.06308256367248,0.0,0.0,0.0,0.0,0.0,636.503276095744,3.4693064810553826,0.0,0.0,0.0,0.0,0.0,12.787731292029681,13.604045218593605,0.0,0.0,0.0,0.0,0.0,327.2893730809017,181.877703761481,0.0,0.0,0.0,0.0,0.0,1187.3937412973428,56.238482805141054,0.0,0.0,0.0,0.0,0.0,826.0567663932735,18.063959814627605,0.0,0.0,0.0,0.0,0.0,129.40575575335788
3,387.4174728016748,82.64692254696226,0.0,0.0,0.0,0.0,0.0,0.8270499992735899,0.0,0.0,0.0,0.0,0.0,1.2838954902654933,0.7116381388862757,0.0,0.0,0.0,0.0,0.0,1.4610893120798523,1.923013815130011,0.0,0.0,0.0,0.0,0.0,3.16100393227584,4.487969021075987,0.0,0.0,0.0,0.0,0.0,4.773219027220942,2.1472190877172377,0.0,0.0,0.0,0.0,0.0,55.81330853199039,37.95103336596363,0.0,0.0,0.0,0.0,0.0,185.810459834518,37.20643213006342,0.0,0.0,0.0,0.0,0.0,260.2268246398857,21.971793243130506,0.0,0.0,0.0,0.0,0.0,353.3786448979399,22.401738569654928,0.0,0.0,0.0,0.0,0.0,362.3366168419519,37.408872342317885,0.0,0.0,0.0,0.0,0.0,247.51960910331877,139.6898649965158,0.0,0.0,0.0,0.0,0.0,766.3156319824209,6.615360593973907,0.0,0.0,0.0,0.0,0.0,14.49122140465697,18.685803893076002,0.0,0.0,0.0,0.0,0.0,76.45726406843728,118.23919989214203,0.0,0.0,0.0,0.0,0.0,647.6042095897144,6.018116693370867,0.0,0.0,0.0,0.0,0.0,219.2586882393196,12.847697939771116,0.0,0.0,0.0,0.0,0.0,150.0812930304024
4,78.6133688568681,44.5239070450519,0.0,0.0,0.0,0.0,0.0,1.1813301937232836,0.0,0.0,0.0,0.0,0.0,3.756349207721391,0.8038842991891877,0.0,0.0,0.0,0.0,0.0,8.475784418615978,1.6125754576799156,0.0,0.0,0.0,0.0,0.0,5.83954199256555,0.37083150486887906,0.0,0.0,0.0,0.0,0.0,3.5774959109397506,2.5675528392006197,0.0,0.0,0.0,0.0,0.0,61.49164568092963,13.301470238073556,0.0,0.0,0.0,0.0,0.0,153.45921897781457,6.888513182358491,0.0,0.0,0.0,0.0,0.0,167.46782859726386,28.13892891712805,0.0,0.0,0.0,0.0,0.0,36.95962121773614,8.074088304449146,0.0,0.0,0.0,0.0,0.0,216.6522724246526,54.50161147890044,0.0,0.0,0.0,0.0,0.0,207.6575516031347,110.20515317032459,0.0,0.0,0.0,0.0,0.0,195.66032757666142,5.154036528290295,0.0,0.0,0.0,0.0,0.0,4.9409406718592574,17.47328906883754,0.0,0.0,0.0,0.0,0.0,43.9052864459814,74.18380008364555,0.0,0.0,0.0,0.0,0.0,616.3697233140012,6.947342165607763,0.0,0.0,0.0,0.0,0.0,57.870650042825815,9.098262302062281,0.0,0.0,0.0,0.0,0.0,24.64323888022009
5,299.3097700396617,36.415886782117994,0.0,0.0,0.0,0.0,0.0,0.7329903028390522,0.0,0.0,0.0,0.0,0.0,6.824068907612151,1.4862231991634784,0.0,0.0,0.0,0.0,0.0,1.9538335313624535,1.5475987324486666,0.0,0.0,0.0,0.0,0.0,7.59363431992514,0.43545737830761677,0.0,0.0,0.0,0.0,0.0,1.6738160450443942,3.4525055075694877,0.0,0.0,0.0,0.0,0.0,11.15659832820769,11.48646988702587,0.0,0.0,0.0,0.0,0.0,185.18228207345476,5.194302679466942,0.0,0.0,0.0,0.0,0.0,1.895567884249371,23.095530656322335,0.0,0.0,0.0,0.0,0.0,17.30880412153426,7.855868449813061,0.0,0.0,0.0,0.0,0.0,115.36254392217944,56.20714423007487,0.0,0.0,0.0,0.0,0.0,275.31347794281385,76.57997698404331,0.0,0.0,0.0,0.0,0.0,328.84488857315426,15.597452105001675,0.0,0.0,0.0,0.0,0.0,5.931752936805162,14.111908627900767,0.0,0.0,0.0,0.0,0.0,26.572318777694445,64.98807519757993,0.0,0.0,0.0,0.0,0.0,408.0304140540432,10.859763452290222,0.0,0.0,0.0,0.0,0.0,86.52640052543128,8.66479984933659,0.0,0.0,0.0,0.0,0.0,94.30742484014365
6,121.97659967184411,45.31519898599173,0.0,0.0,0.0,0.0,0.0,0.551304256851221,0.0,0.0,0.0,0.0,0.0,5.825142122537732,1.0918863893605695,0.0,0.0,0.0,0.0,0.0,2.7316803447757705,1.6317192816865307,0.0,0.0,0.0,0.0,0.0,3.8716698987041447,0.33732005164418905,0.0,0.0,0.0,0.0,0.0,3.4350555174106736,3.102039947546063,0.0,0.0,0.0,0.0,0.0,11.873198607619864,20.66406145708092,0.0,0.0,0.0,0.0,0.0,77.6328266923678,5.6859141926525325,0.0,0.0,0.0,0.0,0.0,129.09455078873486,14.687177603294204,0.0,0.0,0.0,0.0,0.0,83.11133771780658,8.047592771071207,0.0,0.0,0.0,0.0,0.0,71.92910195594624,44.82098816940724,0.0,0.0,0.0,0.0,0.0,161.73848347300486,52.87776623434275,0.0,0.0,0.0,0.0,0.0,131.72813622571903,10.788800406205905,0.0,0.0,0.0,0.0,0.0,82.31873175205571,13.486552365920511,0.0,0.0,0.0,0.0,0.0,81.65788014179493,26.95928622313973,0.0,0.0,0.0,0.0,0.0,386.79962074093635,6.81257099733679,0.0,0.0,0.0,0.0,0.0,64.35117802946608,8.602746280067018,0.0,0.0,0.0,0.0,0.0,26.853083323475687
7,78.43208423577154,25.514286304893723,0.0,0.0,0.0,0.0,0.0,6.362184711721349,0.0,0.0,0.0,0.0,0.0,3.6656468630604544,2.0884067999001013,0.0,0.0,0.0,0.0,0.0,2.0316852287822047,3.09098993532741,0.0,0.0,0.0,0.0,0.0,12.125980511899646,0.5360094382398348,0.0,0.0,0.0,0.0,0.0,16.63131087718629,3.3753323130524557,0.0,0.0,0.0,0.0,0.0,20.422631755232043,7.302068585222385,0.0,0.0,0.0,0.0,0.0,469.89917405940105,7.223312563539769,0.0,0.0,0.0,0.0,0.0,92.20743533201347,16.941520562755294,0.0,0.0,0.0,0.0,0.0,7.84061613885883,10.339738839587474,0.0,0.0,0.0,0.0,0.0,28.154733182379687,36.013567413973824,0.0,0.0,0.0,0.0,0.0,105.05588769600587,39.09231545932762,0.0,0.0,0.0,0.0,0.0,70.15571200612995,4.049113762450213,0.0,0.0,0.0,0.0,0.0,23.264364318260373,21.524047497860348,0.0,0.0,0.0,0.0,0.0,113.10772569392815,36.26682905820654,0.0,0.0,0.0,0.0,0.0,144.34388773878638,20.412309298840142,0.0,0.0,0.0,0.0,0.0,10.524214758517743,6.760105044183916,0.0,0.0,0.0,0.0,0.0,48.62307892082645
8,303.8125930114731,28.122696388974372,0.0,0.0,0.0,0.0,0.0,0.68386578690205,0.0,0.0,0.0,0.0,0.0,2.908917784623457,0.5484659250863693,0.0,0.0,0.0,0.0,0.0,3.6371966306957697,1.5960591489669596,0.0,0.0,0.0,0.0,0.0,10.068971964913521,0.5423251482619764,0.0,0.0,0.0,0.0,0.0,8.46690118881268,2.6973818647679613,0.0,0.0,0.0,0.0,0.0,22.214097003667423,11.94695172050499,0.0,0.0,0.0,0.0,0.0,311.37656712449177,3.2073185836027713,0.0,0.0,0.0,0.0,0.0,64.38176102755753,13.370515563485837,0.0,0.0,0.0,0.0,0.0,11.657332803449114,9.955801619696926,0.0,0.0,0.0,0.0,0.0,54.140204580023926,33.74449716550415,0.0,0.0,0.0,0.0,0.0,281.83826156224615,19.00973935551465,0.0,0.0,0.0,0.0,0.0,125.3357529048665,8.009929017933308,0.0,0.0,0.0,0.0,0.0,24.73328078943773,10.769541593979627,0.0,0.0,0.0,0.0,0.0,59.96059439978428,12.970676153618708,0.0,0.0,0.0,0.0,0.0,49.19970885082834,5.8489798206758845,0.0,0.0,0.0,0.0,0.0,144.51923531904572,7.07906124875815,0.0,0.0,0.0,0.0,0.0,20.539413678529925
