,ASD,ASD,ASD,SZ,SZ,SZ,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,0.6925865899067679,0.08932864302236815,50.0,0.09108965346314854,50.0,0.5961164674705407,0.10189176235371708,50.0,0.44326594292402227,0.09378951586074752,50.0,0.7783497913795441,0.11685069408681209,50.0,0.6875776502550788,0.09665234768985696,51.724137931034484,0.7189786375951077,0.18236048968695578,50.0,0.8501971180510463,0.1426781133478735,44.44444444444444,0.8478719958806629,0.09905026301074778,50.0,0.7014156529720963
1,0.6918255848726199,0.08932167378843751,50.0,0.08820104413800355,50.0,0.6694393249785534,0.1340921045765598,50.0,0.3193185419819752,0.09463577577656454,50.0,0.7274999826641004,0.13225960911700638,50.0,0.6855230311280476,0.09906230049657729,44.827586206896555,0.6154341542980472,0.16996871291396193,50.0,0.7115197551228245,0.113290591797807,44.44444444444444,0.6831023781133361,0.0987211323956253,50.0,0.6709272713620449
2,0.6915969281612699,0.08933060740871979,50.0,0.09299829602950532,50.0,0.7247042563353422,0.1268538843890988,50.0,0.25303457983137323,0.0941371059700471,50.0,0.7519275103213013,0.12943346634686448,50.0,0.5893872687118975,0.0975401616908613,51.724137931034484,0.6608321964823779,0.16973450280548064,50.0,0.6937102187300969,0.12090115345496853,44.44444444444444,0.7581192582737607,0.09855379976066188,50.0,0.6763811347722913
3,0.682758556005795,0.08924563602866975,50.0,0.08931620675739442,51.587301587301596,0.685664557514687,0.13426736465702327,50.0,0.1960475092877784,0.0931755852525258,50.0,0.7216826362892871,0.12524447450649515,50.0,0.6487135828529111,0.09735159066995051,48.275862068965516,0.5322253033528536,0.1715490330026825,50.0,0.6933711829074249,0.11549129343497902,55.55555555555556,0.7611470685518686,0.09802008906853102,50.0,0.7079848231817137
4,0.7076218589500051,0.08915495763565583,50.0,0.09070909663735013,46.82539682539682,0.7096634099748192,0.13390962873149548,50.0,1.665090120390215,0.09264133364150258,50.0,0.7013768732931989,0.12217941855174771,50.0,0.7053661445819293,0.09733942349822582,48.275862068965516,0.5692351637358256,0.1706617499426603,50.0,0.7039278210497428,0.11612390375913605,44.44444444444444,0.6564972665885437,0.10066389185868461,50.0,0.694971824855754
5,0.6956428976203102,0.08927763142423967,50.0,0.09396802555770306,45.23809523809524,0.5469023398109105,0.14516053046966615,50.0,0.08174058449059773,0.09234400905689909,50.0,0.7098591704329256,0.12232579779665384,50.0,0.8424401776137833,0.10131139551254525,48.275862068965516,0.5081077520000975,0.17158156703136385,50.0,0.6934360805010044,0.11569467944975147,44.44444444444444,0.7385744140352215,0.0992721902396282,50.0,0.7165043623220982
6,0.674159865842432,0.08905307622645281,50.0,0.0938034083644495,48.41269841269841,0.4356918607152852,0.13736289235638782,50.0,2.1694470442471587,0.09275438422136742,50.0,0.6607661574658965,0.11756266063912824,50.0,0.6545038174713904,0.09864791421667231,48.275862068965516,0.5234595702478234,0.17128798545536142,50.0,0.6595817942452067,0.11507532895520908,55.55555555555556,0.7000106517498157,0.09988171810634634,50.0,0.6561013394073592
7,0.6945719726627458,0.08924351850350332,50.0,0.10467817639411693,45.23809523809524,0.390733824188969,0.1384485798111111,50.0,0.0824300802444368,0.09625149791411292,50.0,0.8120653043971349,0.11653909770848767,50.0,0.6956362474552293,0.0986009536603965,55.172413793103445,0.5755959394021916,0.17324551064379656,50.0,0.7041315290711859,0.11470600713324736,44.44444444444444,0.6900940424385718,0.099791933079577,50.0,0.7026416409435327
8,0.6707198422941827,0.08943261988531097,50.0,0.10215706570796272,45.23809523809524,0.6714423836680212,0.14025127483623367,50.0,1.9346060663328672,0.09325390088430151,50.0,0.7167050248876633,0.11317318899890824,50.0,0.6881523827524609,0.09941007548833224,48.275862068965516,0.6443729481346966,0.17322659972939203,50.0,0.6933335924906915,0.1181799294134181,44.44444444444444,0.6962926057966068,0.09908312076447191,50.0,0.6920229239673433
