,BIP,BIP,BIP,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,3.5898848533196865,0.1196690534375886,50.0,0.17318003887343716,50.0,0.6900770307087452
1,0.2682689184564774,0.11341175614174213,50.0,0.17324363779182167,50.0,0.6942278027450005
2,0.47160920886258034,0.1048816374142287,50.0,0.1732626118812098,50.0,0.693847390724081
3,0.18536807134578692,0.12178664079219148,50.0,0.17321149555249954,50.0,0.6904142655169501
4,0.07373993531835041,0.14791038890509886,50.0,0.17316382302502598,50.0,0.6854174242230722
5,0.20809727372997372,0.09809508702862872,66.66666666666666,0.17329537513029167,50.0,0.6896915571834623
6,0.02176593403772554,0.15021256577122527,52.77777777777778,0.17321961676441,50.0,0.6996623109286212
7,0.9179337021524792,0.08953052880023164,61.111111111111114,0.1733266954265194,50.0,0.6923219378933873
8,0.1778476838891819,0.15504358254966663,52.77777777777778,0.17328725586383373,50.0,0.6934757426938746
9,3.9777574571086673,0.25217608698709937,55.55555555555556,0.1733088420426906,50.0,0.6996959518157649
10,0.014115915077350537,0.12888119684194202,66.66666666666666,0.1732207866214941,50.0,0.6915011549860741
11,0.0009342189881149689,0.517049331244848,52.77777777777778,0.1732448741018474,50.0,0.6884108768792194
12,1.0318985110943242,0.1314174668512786,72.22222222222221,0.17323115220582427,50.0,0.6992890951096356
13,0.0003229179301694327,0.2945028213834393,58.333333333333336,0.17330932407838326,50.0,0.6940677939433646
14,0.08767910213218864,0.16259184350515288,66.66666666666666,0.1732034062952145,50.0,0.6927820019034017
15,0.0008510030702674521,0.32412839142364325,55.55555555555556,0.17335904535066798,25.0,0.6885342855941727
16,0.0060483445574289136,0.1816060760875216,61.111111111111114,0.1730627994827276,50.0,0.6924930703501435
17,0.003888683182959782,0.3616672093789554,55.55555555555556,0.17337235693443787,50.0,0.6915675518636051
18,0.004021051628755773,0.16109205888843137,69.44444444444444,0.17344036658193232,50.0,0.69120002223455
19,1.2167158552088686,0.28141982943375443,63.888888888888886,0.17358456079978127,50.0,0.6851749241520932
20,0.00021402515252131967,0.23644296922349156,63.888888888888886,0.17349834121350813,50.0,0.6932361746564633
21,3.467636949087423e-05,0.27678289277900997,63.888888888888886,0.1734486534179166,50.0,0.6900361394594619
22,7.628620015350653e-05,0.2946379402004961,63.888888888888886,0.17338610649220565,50.0,0.6824005228043929
23,3.3531956607144064e-07,0.38635881079360584,61.111111111111114,0.17338953230533471,50.0,0.6903318094994697
