,DUP16p11_2,DUP16p11_2,DUP16p11_2,ADHD,ADHD,ADHD
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6351045477754836,0.09293167898869001,57.14285714285714,0.08788899370893617,60.0,0.48535380120157656
1,0.388669286865225,0.096591793157648,50.0,0.0900679290624179,62.60869565217392,0.7037412449830807
2,0.21625589304099527,0.19475149941139,50.0,0.09354509409724002,61.73913043478261,0.9446379677168657
3,0.211181457683661,0.1974559013877142,50.0,0.10071613891322632,56.52173913043478,0.28620833692528846
4,0.05251881138957116,0.10085351262518925,71.42857142857143,0.10870983326301915,58.26086956521739,0.48983715233353786
5,0.03549936876030203,0.11859516395081793,64.28571428571429,0.10361668029028609,60.86956521739131,0.5700408916598195
6,0.004440535139208893,0.0902149368839178,78.57142857142857,0.14488769867842835,59.130434782608695,0.7975726146649016
7,0.007917443923970148,0.07579398848399597,71.42857142857143,0.1556464070827905,54.78260869565217,0.4058618146487095
8,0.004918459923814103,0.14153816301557318,57.14285714285714,0.16186423491269283,55.65217391304348,0.21190345192997007
9,0.0038685980358032996,0.15932717483816755,64.28571428571429,0.21563172909892853,60.86956521739131,0.4541686541388654
10,0.0009308200913395977,0.11370429197507155,64.28571428571429,0.21349177800239816,57.391304347826086,0.7404682324667577
11,0.0009523523988571007,0.10428071070638477,64.28571428571429,0.26172443277454893,51.30434782608696,0.4825379030980101
12,0.00043119561979663583,0.12489355443435722,64.28571428571429,0.24459686061998465,55.65217391304348,0.013142348650654598
13,0.0007123775459578201,0.13199696452441728,64.28571428571429,0.2805628861891966,59.130434782608695,0.0004496569797025812
14,0.0003473605272882681,0.12788380721804501,71.42857142857143,0.269467120989953,55.65217391304348,0.041090990309820975
15,8.643573736650218e-05,0.13430201937092343,64.28571428571429,0.29226635163401826,54.78260869565217,0.005890410405172192
16,0.00017778184254582468,0.14179297309394062,64.28571428571429,0.30991744055834086,54.78260869565217,0.003258920618129383
17,0.00014961665178365695,0.13995814371683962,64.28571428571429,0.308260513932699,56.52173913043478,0.0010049918671224123
18,0.00020550290032477013,0.16126982943257667,64.28571428571429,0.31882722858873147,57.391304347826086,0.0006068393468540948
19,0.00010467388076830023,0.13653450493223887,64.28571428571429,0.30815149441841233,58.26086956521739,0.00038427010582688407
20,0.0002499454353848019,0.14776690835674122,64.28571428571429,0.3243601828281087,56.52173913043478,0.0005848682475583365
21,7.776612315273137e-05,0.13491864146337051,64.28571428571429,0.32482863802775924,57.391304347826086,0.0006382493369328257
