,SZ,SZ,SZ,DEL22q11_2,DEL22q11_2,DEL22q11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6321987834631614,0.08768039747758166,50.0,0.0923275734022843,50.0,0.696302112643342
1,0.35179894438222714,0.15176649424340255,50.0,0.09251677590000652,60.0,0.6286876179937724
2,0.38625971505169127,0.0793992619575037,65.07936507936508,0.12618735375485607,56.666666666666664,1.136852545201962
3,0.670413415545728,0.20206105611405478,50.79365079365079,0.11144264281380467,50.0,0.5345031079001165
4,0.4992007141522056,0.11778576687196111,60.317460317460316,0.10436498891284196,63.33333333333333,0.48411537040885905
5,0.03198385834968847,0.09396666618701681,65.87301587301587,0.08877234308029057,73.33333333333333,0.5831451225299988
6,0.4409779455873717,0.13217094107639915,55.55555555555556,0.07909673395489918,63.33333333333333,1.1408671743766363
7,0.20106982844045954,0.18640564396297532,56.34920634920635,0.13580528074605847,56.666666666666664,0.596732650301172
8,0.06324475291748756,0.11376002138547152,67.46031746031747,0.10413346581437978,70.0,0.46583917223910526
9,0.6155194103255713,0.08119498593053569,78.57142857142857,0.08990167980329213,63.33333333333333,0.26405271070946695
10,0.1318000898551895,0.1493083188788443,55.55555555555556,0.11327051326728348,63.33333333333333,0.5995420783559463
11,0.8235985473016669,0.0978280132285409,74.60317460317461,0.11242673983533141,63.33333333333333,0.09287340671497259
12,0.02046162568832851,0.13960542260278055,60.317460317460316,0.10723344453793406,66.66666666666666,0.41985007253079043
13,0.016073870862790735,0.07397533582807017,78.57142857142857,0.09307510931065247,63.33333333333333,0.04625823645603539
14,1.2857096659036955,0.3031432146291971,52.38095238095239,0.27602069135370416,50.0,0.35738621031946655
15,0.21477631098567176,0.19594637841741017,65.87301587301587,0.19087932465006388,63.33333333333333,0.01807803399758811
16,0.2554732742730299,0.09827873087912287,67.46031746031747,0.1414730229342398,63.33333333333333,0.14038801647987798
17,0.0712591068644412,0.12613353325428217,69.04761904761905,0.17234775812258407,63.33333333333333,0.1806047303931075
18,0.3400504052749491,0.18590907321831873,64.28571428571429,0.17261322389622188,66.66666666666666,0.14407913698943034
