,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.692136715760513,0.6931007720680704,55.55555555555556,0.3444444444444444,0.0,0.0,0.0,0.7064054276629361,30.0,0.6071428571428572,0.0,0.0,0.0,0.7103553397505568,0.7070428379915885,54.54545454545454,0.5,0.0,0.0,0.0,0.6975372967093059,0.6859034964648166,53.333333333333336,0.6333333333333333,0.0,0.0,0.0,0.7518046031253101,0.7116524018704639,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.7482489920407229,0.6931209902066191,42.857142857142854,0.4,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6931915144420852,0.7070026400023889,50.0,0.4444444444444444,0.0,0.0,0.0,0.6938971616648097,0.6927594364549663,71.42857142857143,0.9166666666666666,0.5,1.0,0.3333333432674408,0.7949430230708119,0.6959320419308347,33.33333333333333,0.5,0.7000000029802322,0.625,1.0,0.7406802611516753,0.6418500318932477,57.14285714285714,0.8333333333333334,0.7272727489471436,0.5714285969734192,1.0,0.7519158766719034,0.6722739812690985,50.0,0.9375,0.6666666865348816,0.5,1.0,0.9065888771788972,0.6706844374589567,70.0,0.55,0.8846153914928436,0.8125,1.0,0.6787232666331778,0.6278055079968449,70.0,0.35,0.8846153914928436,0.8125,1.0,0.8514983236327006
1,0.6835898450686662,0.7073686491146903,44.44444444444444,0.6555555555555556,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.6910366825125867,70.0,0.25,0.761904776096344,0.625,1.0,0.6928994015756478,0.6869220278042154,54.54545454545454,0.71875,0.0,0.0,0.0,0.7025310376539522,0.6889085270741189,53.333333333333336,0.6000000000000001,0.0,0.0,0.0,0.8377614713529313,0.7447441907134262,57.14285714285714,0.25,0.0,0.0,0.0,0.6530035036325085,0.714237153980671,28.57142857142857,0.8,0.0,0.0,0.0,0.742142379436591,0.6985775299847891,50.0,0.5555555555555556,0.0,0.0,0.0,0.6313688229030888,0.7355152535165372,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.6274764279162084,0.6931106969373485,44.44444444444444,0.6166666666666667,0.29999998211860657,0.2142857164144516,0.5,0.6930791907100808,0.6870683672485136,57.14285714285714,0.75,0.7272727489471436,0.5714285969734192,1.0,0.6930689305819953,0.6946720550251279,62.5,0.4375,0.4000000059604645,1.0,0.25,0.6916361795778544,0.6618493095310629,70.0,0.6666666666666666,0.761904776096344,0.625,1.0,0.637455728200989,0.6869511486162634,70.0,0.41666666666666663,0.8846153914928436,0.8125,1.0,0.6932187278588205
2,0.6929360079509878,0.6930456540698208,55.55555555555556,0.34027777777777773,0.0,0.0,0.0,0.7206617294299744,70.0,0.6666666666666666,0.761904776096344,0.625,1.0,0.569157704235378,0.7327531013116765,54.54545454545454,0.25,0.0,0.0,0.0,0.6783495486716266,0.6933213827331426,46.666666666666664,0.38541666666666663,0.6333333253860474,0.4642857164144516,1.0,0.6926576591792647,0.7495052016201313,57.14285714285714,0.25,0.0,0.0,0.0,0.614964823711263,0.6554678042325816,71.42857142857143,0.3,0.8333333730697632,0.7142857313156128,1.0,0.5856793866268319,0.6918268740323832,50.0,0.5555555555555556,0.0,0.0,0.0,0.3770750377731017,0.8328612953456321,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,1.0051079743835034,0.6637278515359607,66.66666666666666,0.3333333333333333,0.0,0.0,0.0,0.6320462034194253,0.6944613556841153,57.14285714285714,0.3333333333333333,0.7272727489471436,0.5714285969734192,1.0,0.69246124431439,0.7329239783427574,50.0,0.4375,0.0,0.0,0.0,0.6734925731008264,0.6401483521183828,70.0,0.65,0.8846153914928436,0.8125,1.0,0.7409640555619652,0.707258002624261,30.0,0.7916666666666667,0.0,0.0,0.0,0.8112248691060564
3,0.6901483230079742,0.6931036430984768,44.44444444444444,0.6777777777777777,0.43822844823201496,0.3333333333333333,0.6666666666666666,0.8039397373355875,30.0,0.5166666666666666,0.0,0.0,0.0,0.9505313290701498,0.7571996213633397,54.54545454545454,0.5625,0.0,0.0,0.0,0.6307764816242903,0.6883589902439339,53.333333333333336,0.5,0.0,0.0,0.0,0.6989735259009165,0.725857719200266,42.857142857142854,0.5833333333333334,0.5999999642372131,0.4285714328289032,1.0,0.6871599351924969,0.6404611445742511,71.42857142857143,0.3,0.8333333730697632,0.7142857313156128,1.0,0.545817081002735,0.6918508473811246,50.0,0.7777777777777778,0.0,0.0,0.0,0.6954677245581232,0.7177287885669446,57.14285714285714,0.5,0.0,0.0,0.0,0.8928750496847915,0.6957762202931864,66.66666666666666,0.2833333333333333,0.0,0.0,0.0,0.6905985008933563,0.7426949537995075,42.857142857142854,0.25,0.0,0.0,0.0,0.6577294263690368,0.6598085643133209,62.5,1.0,0.4000000059604645,1.0,0.25,0.6477463115644149,0.6319771998906377,70.0,0.45,0.8846153914928436,0.8125,1.0,0.6409026127151746,0.6645186242985488,70.0,0.8333333333333333,0.761904776096344,0.625,1.0,0.6951877591826717
4,0.6931577623563898,0.6931374923199488,44.44444444444444,0.8333333333333334,0.6119658251603445,0.4583333333333333,1.0,0.6500946480843537,70.0,0.75,0.4166666567325592,0.4166666567325592,0.4166666567325592,0.6898716838325608,0.6803491533068989,54.54545454545454,0.7,0.0,0.0,0.0,0.6701810231291956,0.6853964410707685,46.666666666666664,0.8,0.5833333432674408,0.45238097012043,0.9000000059604645,0.6931731161354988,0.759454865455644,42.857142857142854,0.3333333333333333,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.6184569224927027,0.6106518662918463,71.42857142857143,0.4,0.8333333730697632,0.7142857313156128,1.0,0.8381791798820154,0.6764116284323926,33.33333333333333,0.6666666666666666,0.0,0.0,0.0,0.9542284716543672,0.8334989936102978,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.3338242962040554,0.678890904807628,66.66666666666666,0.3833333333333333,0.0,0.0,0.0,0.6934225138227351,0.8133512250046858,42.857142857142854,0.25,0.0,0.0,0.0,0.6904307226746376,0.6647052926762829,62.5,0.8125,0.4000000059604645,1.0,0.25,0.9627323926921884,0.647780886311607,70.0,0.16666666666666666,0.761904776096344,0.625,1.0,0.9686700083281007,0.693295449389899,30.0,0.6785714285714286,0.0,0.0,0.0,0.6934072823264269
5,0.6933253012415407,0.6929870221743895,66.66666666666666,0.8666666666666667,0.5555555621782938,0.6666666666666666,0.5,0.5931254728874635,70.0,0.5166666666666666,0.8846153914928436,0.8125,1.0,0.545723210482601,0.6926925071556224,72.72727272727273,0.875,0.7333333492279053,0.5833333432674408,1.0,0.6922356355701029,0.6985595412544006,46.666666666666664,0.5416666666666666,0.6363636553287506,0.4732142984867096,1.0,0.6262574545581697,0.7879486376611496,28.57142857142857,0.25,0.2857142686843872,0.25,0.3333333432674408,0.5936888479804068,0.6710647932276822,57.14285714285714,0.6,0.6666666865348816,0.75,0.6000000238418579,0.7386285838399409,0.689513838787741,50.0,0.6666666666666666,0.0,0.0,0.0,0.9988870569621386,0.6891006423734563,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.5757231185304874,0.6841704501865992,66.66666666666666,0.35,0.0,0.0,0.0,0.5406040434751226,0.7423923457074524,42.857142857142854,0.08333333333333333,0.0,0.0,0.0,0.7164143457273662,0.6554552902040826,50.0,0.9375,0.6666666865348816,0.5,1.0,0.5302410157213463,0.8139724448516654,40.0,0.5833333333333333,0.1666666567325592,0.5,0.10000000149011612,0.6922306745946882,0.650418296223179,70.0,0.48333333333333334,0.8846153914928436,0.8125,1.0,0.7116821782959437
6,0.6940911665025125,0.6931339992892798,55.55555555555556,0.42698412698412697,0.5707070827484131,0.6111111144224802,0.700000007947286,0.6154321337661269,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0,1.3661004289226024,0.6286183485164148,81.81818181818183,1.0,0.761904776096344,0.875,0.75,0.6718880513622705,0.8550632084575535,46.666666666666664,0.45,0.6166666895151138,0.4821428656578064,1.0,0.5890272641958526,0.813469859995706,42.857142857142854,0.25,0.0,0.0,0.0,0.5779368107446888,0.5746407859097412,71.42857142857143,0.6,0.8333333730697632,0.7142857313156128,1.0,0.6512200716535953,0.6553906217918356,50.0,0.7777777777777778,0.0,0.0,0.0,0.25754466917628804,0.7036350280832437,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.5066096117459987,0.6431341176598735,66.66666666666666,0.5166666666666666,0.0,0.0,0.0,0.6961092550765736,0.8712891617713135,28.57142857142857,0.08333333333333333,0.444444477558136,0.4000000059604645,0.5,0.7025789590728843,0.6389939681556241,50.0,0.8125,0.6666666865348816,0.5,1.0,0.5956775385624347,0.6442336449302674,60.0,0.5166666666666666,0.800000011920929,0.800000011920929,0.800000011920929,0.47495682137910555,0.6153806776076991,70.0,0.45,0.8846153914928436,0.8125,1.0,0.6742995492109288
7,0.6947917674915565,0.6930868803985557,55.55555555555556,0.6333333333333333,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.5855101159487077,70.0,0.5833333333333333,0.8846153914928436,0.8125,1.0,0.6752237546618707,0.8610023552699295,54.54545454545454,0.875,0.0,0.0,0.0,0.655267790227317,1.0673847533870953,46.666666666666664,0.4,0.6068376302719116,0.4553571492433548,1.0,1.0901103323757877,0.7536728473460881,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.572129539980032,0.5908897339253985,71.42857142857143,0.4,0.8333333730697632,0.7142857313156128,1.0,0.5994461650665492,0.6564790099935871,50.0,0.6666666666666666,0.0,0.0,0.0,0.6078984249069059,0.604782091024968,57.14285714285714,0.9166666666666666,0.0,0.0,0.0,0.6829768265323231,0.6521953657690306,77.77777777777779,0.6166666666666667,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.6673167149663365,0.8939285805108953,57.14285714285714,0.08333333333333333,0.7272727489471436,0.5714285969734192,1.0,0.5728745037246538,0.670358274941756,62.5,0.8125,0.4000000059604645,1.0,0.25,0.848840548515858,0.7990892976226309,50.0,0.3333333333333333,0.5833333432674408,0.75,0.6666666716337204,0.7738779904503125,0.6329783118755641,70.0,0.45,0.8846153914928436,0.8125,1.0,0.6476599892052841
8,0.6977717225584474,0.6928895501585415,55.55555555555556,0.3888888888888889,0.0,0.0,0.0,0.8415827334070414,40.0,0.375,0.1428571492433548,0.5,0.0833333358168602,1.0163334777482158,0.6771438151368006,54.54545454545454,0.625,0.0,0.0,0.0,0.6357382556060607,0.6731784679515541,53.333333333333336,0.5333333333333333,0.1666666716337204,0.25,0.125,1.2127495396523926,0.8499868397806464,28.57142857142857,0.3333333333333333,0.444444477558136,0.3333333432674408,0.6666666865348816,0.9147753866870412,0.58414813978571,71.42857142857143,0.6,0.8333333730697632,0.7142857313156128,1.0,0.8185198944016351,0.6297140153043609,50.0,0.6666666666666666,0.0,0.0,0.0,0.6930613737517092,0.8293069682794559,57.14285714285714,0.8333333333333334,0.0,0.0,0.0,0.7373324571921891,0.6514181004319232,66.66666666666666,0.5166666666666666,0.0,0.0,0.0,0.7900744871006784,0.9517360970581635,42.857142857142854,0.25,0.0,0.0,0.0,0.7558687196457556,0.6185189492104044,50.0,0.9375,0.6666666865348816,0.5,1.0,0.4189390594119975,0.7817570877821666,40.0,0.48333333333333334,0.5,0.5,0.5,0.7574617717846867,0.6913592202502846,70.0,0.75,0.761904776096344,0.625,1.0,0.46236465850066644
