,UCLA_DS1,UCLA_DS1,UCLA_DS1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train,Loss/test,Accuracy/test,Loss/train
0,133.56856171033309,75.72816371096833,0.0,5.2904967639319755,0.0,21.03996789308706,14.65908000606428,0.0,36.21823790924132,8.93505125412381,0.0,184.47564329098114,2.94235369451536,0.0,11.262574264840723,78.87416531496433,0.0,170.34058069313625,16.570106568373806,0.0,33.65235321127481,96.51145654322335,0.0,14.110030169416323,66.11929584746376,0.0,525.0325118771943,113.38744130152912,0.0,17.14687361205847,57.52173009846753,100.0,26.382910745681713,83.68481244806864,0.0,523.1220873044375,39.16580862397272,0.0,45.36504764734118,15.313666857798044,0.0,26.962415952412943,44.5658612206323,0.0,593.7919471542692,220.85484672939612,0.0,300.68814702471843,299.77542025566464,0.0,925.6873780658303,7.7778275664427765,0.0,269.5336230068322
1,37.377743072020934,13.452333993555145,5.263157894736842,4.733790504200797,0.0,51.876265610460486,44.05125106041988,0.0,3.3671933219456944,4.082139457198824,0.0,12.411395532001972,4.633573661057933,0.0,46.27283920649933,100.94733572215517,0.0,595.4694457201869,54.40498785670293,0.0,29.116818704850846,71.0510596268552,88.88888888888889,29.578544949406623,22.467816717441497,0.0,12.41826925571264,58.416423497889355,0.0,40.713173638374094,15.446878813782401,0.0,340.56831120337284,58.33610622736394,0.0,215.0138962028816,30.030170979111908,0.0,314.1325170528052,22.14146410036615,0.0,70.30286491036604,15.578919466477037,0.0,222.0350022710851,46.76186833163247,0.0,358.81929044631073,48.72063115970131,0.0,458.23260154689376,6.3585414047934705,0.0,118.79208326475592
2,157.57341392339902,18.413086103712235,0.0,1.9807370946923044,0.0,12.233754349360431,2.755206452127947,0.0,0.7171469246660134,0.9976377133452107,0.0,7.401013141876544,1.1838462397715839,0.0,32.30560979038945,87.12961718419734,0.0,483.8098874092867,10.738392980603184,0.0,103.90562616381283,107.44085843650959,0.0,1614.894001017618,28.091968271026335,0.0,110.36029208019214,31.092656110604594,0.0,4.662722056977778,28.39904880533079,0.0,121.11854496829245,37.21118231413411,0.0,257.8767088313301,18.127343625281434,0.0,34.54174453115608,12.22431176807353,0.0,100.45087552084871,12.69500400856091,0.0,127.14502955771866,17.959403240706575,0.0,49.99301354101571,11.381255525495096,0.0,487.21533250564914,8.383635894284627,0.0,329.6881753441643
3,39.5559022183226,13.982806849835395,10.526315789473683,1.7142448277719025,0.0,53.891252359628915,2.5952005918570236,0.0,45.966838889219815,2.2360133180993285,0.0,13.907476767934295,3.3088464468284196,0.0,4.8178491454531045,51.49697893684058,0.0,241.4557797968478,9.067309165253754,0.0,53.15410613276195,21.812984414218096,0.0,52.129490970376786,37.36182398454139,0.0,577.2534372547685,46.208858609365855,0.0,425.0879676368014,15.039772839277237,0.0,116.02848378997359,40.62004298615837,20.0,263.6627344954227,62.614636106960276,0.0,129.46716850023728,28.718220531209933,0.0,39.64808370722596,11.324789778951489,0.0,111.36744513484035,11.913427208748727,0.0,25.20029027910094,16.623208576157225,0.0,165.02292690873497,32.00530993949683,0.0,151.04041324573544
4,60.639406302934155,13.453372438737475,0.0,0.939416339121123,0.0,198.33084285451392,6.501762077304048,0.0,5.695640090873011,2.537543698581227,0.0,17.248205211300945,1.0887302495775832,0.0,15.06277197332695,74.81215652220507,0.0,551.5266852349475,12.439932558562202,0.0,23.631642340109597,76.28530258426152,0.0,19.318156063279147,101.40867616502497,0.0,56.07879572938715,42.67495267418074,0.0,1.3280985551320528,13.21360612132653,0.0,119.05987180861817,49.91985301998695,10.0,198.58212566068119,16.552159783548863,0.0,35.986535359802744,8.699343392907046,0.0,12.99755508453595,76.48465465083602,0.0,898.3459742375694,40.31221703926754,0.0,77.71648325081979,44.49517265630533,0.0,50.15185320362235,29.910537997014742,0.0,289.34820409491147
5,247.0194565449095,52.282158704097434,5.263157894736842,0.8416346042164263,0.0,19.598260262274383,4.3535154833880645,0.0,8.156976720067378,0.8803062365010108,0.0,10.03911301033877,11.066318877991318,0.0,4.165783824488462,43.32793559728674,0.0,697.8759299784645,8.751408679058661,0.0,24.850895152378445,18.275165857264724,0.0,253.90088458138752,97.87174899758826,0.0,245.70486555971232,61.998374083701655,0.0,199.4168346786735,52.08429864777225,0.0,175.80808952252443,209.49237395681075,0.0,398.16982267670954,17.04913354221,0.0,51.632220476207785,7.883790001822039,33.33333333333333,51.64105526862825,16.337523740984192,0.0,43.47322577613599,7.679306725933722,0.0,464.4306527627523,15.719341294769922,0.0,138.62441221775163,22.31014052483968,0.0,72.68236364287702
6,196.40187553712803,23.830229484339146,0.0,16.352695049051558,0.0,203.80552627959187,3.2581816897179734,0.0,4.985062102890138,0.6686279182416632,0.0,16.263970288655077,6.119629983981686,0.0,30.706014293615535,44.62628511287612,0.0,135.54653187352332,4.6661466372990725,0.0,58.63459341556295,21.662186354297052,0.0,412.525783413626,35.36226399890476,37.5,2.430306490465443,26.10124689073564,0.0,4.693541741905493,20.38436787643016,57.14285714285714,172.15724110859327,54.20964552510195,0.0,127.22355899541772,61.091879511568244,0.0,34.58533526581749,25.371483828758148,0.0,43.38888171704174,16.100441776849998,0.0,68.54978584821944,7.145990393663489,0.0,21.78849370556588,7.750115881947669,0.0,166.30684987898465,4.948158623972779,0.0,84.4376320778492
7,494.4895187060233,56.43748831218157,0.0,24.845922400271206,0.0,113.25764913957039,5.163000023904617,0.0,33.06357079104629,3.0830971771226747,0.0,1.9898818231512045,2.8719695967493406,0.0,41.66892940272118,42.05727290939106,0.0,1533.6952122247023,7.352345859264873,0.0,60.60583130149221,29.84755874651382,0.0,321.55311628356213,28.82886069213039,87.5,2.629301324803097,36.02803855641514,0.0,216.9808791659533,56.37422663985881,0.0,23.881262083495372,45.42981290693534,0.0,91.99115788543772,20.195082057897366,0.0,89.5697183712842,10.09509731256901,0.0,85.17987620322936,67.48770671795566,0.0,21.194031157733598,17.447845293034046,0.0,123.31322968326955,32.18767742142715,0.0,84.48167580571317,20.922310778077282,0.0,60.84203133512939
8,85.55121514789391,17.357026616195498,0.0,18.536788964285666,0.0,225.10362581436797,0.7350021165505691,0.0,2.0966736624522726,1.0669949059631685,0.0,93.86423166425423,0.7252212139807903,0.0,3.3076445896924977,38.87193007834163,0.0,182.64751525035405,8.20605689712215,0.0,10.32511356048718,11.285919536590752,0.0,66.71700766724727,31.297984411188153,0.0,4.147899134397158,40.76098443175855,0.0,43.88491622964675,14.784010282111138,0.0,246.5593374426794,25.63356644400588,0.0,222.6556500789156,21.70420963942876,0.0,86.13330097677897,56.775352693836,0.0,19.90558682502828,74.28681675390337,0.0,54.50503329920325,48.18566118365419,0.0,93.26969181341909,43.063438087156456,0.0,991.9195046559017,7.599756936352715,0.0,148.62399379865545
