,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.726953177716018,0.0856049749334379,57.48031496062992,0.5218750000000001,0.02500000037252903,0.0625,0.015625,0.08908959035567568,45.21276595744681,0.4909722222222223,0.6037416396041712,0.4553571430345376,1.0,0.6732369481159637,0.08550839589237934,67.74193548387096,0.5,0.0,0.0,0.0,0.6567376785343955,0.09031216216939668,53.91304347826087,0.48857142857142855,0.0,0.0,0.0,0.6839093578812366,0.09937744509533743,58.536585365853654,0.5166666666666667,0.0555555522441864,0.16666666666666666,0.033333333830038704,0.6901002665590587,0.12265897752939132,29.411764705882355,0.5,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.6932734831322532,0.15821079981143116,55.55555555555556,0.45,0.0,0.0,0.0,1.9615666747255631,0.10705094791148308,53.84615384615385,0.45,0.0,0.0,0.0,0.597122817696053,0.09694837619006548,57.14285714285714,0.5,0.7272727489471436,0.6041666567325592,1.0,0.675382077896781,0.13992581372758897,50.0,0.5,0.0,0.0,0.0,1.2371933592116602,0.09865099035078673,57.14285714285714,0.5,0.0,0.0,0.0,61.72117102146505
1,0.7141425297379279,0.08520871928701713,58.26771653543307,0.5052083333333333,0.01785714365541935,0.0625,0.010416666977107525,0.08860789055792631,44.680851063829785,0.5,0.5999297133336464,0.4479166666666667,1.0,0.6906261186992948,0.08342984789904317,67.74193548387096,0.5,0.0,0.0,0.0,0.652532941608064,0.09128220221225235,54.78260869565217,0.5,0.0,0.0,0.0,0.5040394385629602,0.10141409946769044,56.09756097560976,0.5,0.0,0.0,0.0,0.6932532713044954,0.12500785479025978,29.411764705882355,0.5,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.6813757333662951,0.5995447668079169,33.33333333333333,0.45833333333333337,0.7000000029802322,0.625,1.0,0.6955352159942451,0.10586829315333413,53.84615384615385,0.5,0.0,0.0,0.0,0.7348222618943646,0.09820780363281803,57.14285714285714,0.5,0.7179487347602844,0.5625,1.0,0.7120406492244057,0.13864248247720784,50.0,0.5,0.0,0.0,0.0,0.6957505822378871,0.09874072260767949,57.14285714285714,0.5,0.0,0.0,0.0,0.689710454093701
2,0.6834979240877036,0.08522950898137163,58.26771653543307,0.5078125,0.02500000037252903,0.0625,0.015625,0.08938314971471516,44.680851063829785,0.5,0.6053095211585363,0.4479166666666667,1.0,0.7120041537111524,0.08212569175589965,67.74193548387096,0.5,0.0,0.0,0.0,0.560049324364095,0.09091097494675483,54.78260869565217,0.5,0.0,0.0,0.0,0.6738926512382479,0.10211746133696352,43.90243902439025,0.5,0.5080031206210455,0.375,0.8333333333333334,0.7069230492283735,0.12744870158997387,29.411764705882355,0.5,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.646237369887665,0.513803467671242,33.33333333333333,0.45833333333333337,0.7000000029802322,0.625,1.0,0.697864078360075,0.10685562636867127,53.84615384615385,0.5,0.0,0.0,0.0,0.6689907119502007,0.09812797025891665,57.14285714285714,0.5,0.7333333492279053,0.5833333432674408,1.0,0.7064204461035082,0.1381252447198883,50.0,0.5,0.0,0.0,0.0,0.6931776757363236,0.09884646921137472,57.14285714285714,0.5,0.0,0.0,0.0,0.6917604316486455
3,0.6836571835263234,0.08527105329131321,58.26771653543307,0.5078125,0.02500000037252903,0.0625,0.015625,0.08920504740616854,44.680851063829785,0.5,0.5934214070439339,0.4427083333333333,1.0,0.708832467483021,0.08106859513383667,67.74193548387096,0.5,0.0,0.0,0.0,0.7510810974280684,0.09250804282329532,54.78260869565217,0.5,0.0,0.0,0.0,0.4595309346861475,0.10138924974855842,43.90243902439025,0.5,0.6473193566004435,0.5208333333333334,1.0,0.6917215599249638,0.12998187830535302,29.411764705882355,0.5,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.6821621979593295,0.5339421848392308,33.33333333333333,0.45,0.27272728085517883,0.1875,0.5,0.6873290363661196,0.1067251328327281,53.84615384615385,0.5,0.0,0.0,0.0,0.7743768249010956,0.098617980102218,57.14285714285714,0.5,0.7333333492279053,0.5833333432674408,1.0,0.6884406387114029,0.13934072336431327,50.0,0.5,0.0,0.0,0.0,0.6108312366218722,0.09893695972617389,57.14285714285714,0.5,0.0,0.0,0.0,0.6942424427239794
4,0.6557335055230096,0.08519357210014149,58.26771653543307,0.5078125,0.02500000037252903,0.0625,0.015625,0.08851127357955005,44.680851063829785,0.5,0.5963314585387707,0.453125,0.9583333333333334,0.692808875951027,0.08058951378386178,67.74193548387096,0.5,0.0,0.0,0.0,0.7667388077213073,0.09045636474032584,54.78260869565217,0.5,0.0,0.0,0.0,0.5669523135465161,0.10208954654384003,43.90243902439025,0.5,0.47837348530689877,0.375,0.8333333333333334,0.6903142767385215,0.1317314041832176,29.411764705882355,0.5,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.5249267575761489,0.526590181976366,33.33333333333333,0.45833333333333337,0.7000000029802322,0.625,1.0,0.7325505768331326,0.10663364305350502,53.84615384615385,0.5,0.0,0.0,0.0,0.7121769283775258,0.09908108528450879,42.857142857142854,0.5,0.0,0.0,0.0,0.6938316721426017,0.13902239618870166,50.0,0.5,0.0,0.0,0.0,0.6921673052364575,0.09901096271817518,57.14285714285714,0.5,0.0,0.0,0.0,0.6953475981084166
5,0.7451735536720115,0.08528250660590231,58.26771653543307,0.5078125,0.02500000037252903,0.0625,0.015625,0.08885024471104104,44.680851063829785,0.5,0.5976542116453251,0.4427083333333333,1.0,0.686111185933386,0.08018459585029361,67.74193548387096,0.5,0.0,0.0,0.0,0.49923012951087903,0.09206010590583692,54.78260869565217,0.5,0.0,0.0,0.0,0.5724105526302897,0.10132280652961471,43.90243902439025,0.5,0.661616176366806,0.5208333333333334,1.0,0.714791560171465,0.13279447304078165,29.411764705882355,0.5,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.6787473456082745,0.5333831186368168,33.33333333333333,0.45,0.27272728085517883,0.1875,0.5,0.702475148481455,0.10619552566576183,53.84615384615385,0.5,0.0,0.0,0.0,0.6593666021643199,0.09929379208797033,42.857142857142854,0.5,0.0,0.0,0.0,0.6931608063786503,0.13863414136594562,50.0,0.5,0.0,0.0,0.0,0.6943216390824165,0.09916452604739331,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.6938774170576829
6,0.7424839786213938,0.08528700696537224,58.26771653543307,0.50625,0.0208333320915699,0.0625,0.012500000186264515,0.08953394929331059,44.680851063829785,0.5,0.5983905121684074,0.4427083333333333,1.0,0.6756995202347128,0.08126532141768801,67.74193548387096,0.5,0.0,0.0,0.0,0.6405456396522543,0.09099556875015899,54.78260869565217,0.5,0.0,0.0,0.0,0.7742184145628539,0.10137429848520595,43.90243902439025,0.5,0.6473193566004435,0.5208333333333334,1.0,0.6911224848969393,0.1325466369144002,29.411764705882355,0.5,0.29629630347092945,0.20833333333333334,0.6666666666666666,0.7174656886992035,0.5289552444454693,33.33333333333333,0.45833333333333337,0.7000000029802322,0.625,1.0,0.6754420815704459,0.10624752393128115,53.84615384615385,0.5,0.0,0.0,0.0,0.7335723884847251,0.09943867209821959,42.857142857142854,0.5,0.0,0.0,0.0,0.6995049258948751,0.13863765982124102,50.0,0.5,0.0,0.0,0.0,0.6906973719644978,0.0992348114336308,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.7009278273868033
7,0.6845738139461987,0.08534866180012149,58.26771653543307,0.5078125,0.02500000037252903,0.0625,0.015625,0.08877574730181646,44.680851063829785,0.5,0.5914234047134718,0.4427083333333333,1.0,0.6774114101082606,0.0814159781257476,67.74193548387096,0.5,0.0,0.0,0.0,0.7992375761486951,0.09021206106688603,54.78260869565217,0.5,0.0,0.0,0.0,0.6745313723348638,0.10136510327028171,43.90243902439025,0.5,0.661616176366806,0.5208333333333334,1.0,0.696146253278515,0.12310334422810086,29.411764705882355,0.5,0.600000003973643,0.5,1.0,0.7604119721418057,0.5351987784998574,33.33333333333333,0.45,0.27272728085517883,0.1875,0.5,0.4358138426042493,0.10683074297811901,53.84615384615385,0.5,0.0,0.0,0.0,0.6876069074394646,0.09953635696776589,42.857142857142854,0.5,0.0,0.0,0.0,0.6878454668418358,0.1386448036521079,50.0,0.5,0.0,0.0,0.0,0.6898798142561988,0.09933403756198876,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.6955457985191408
8,0.6273714028899248,0.08531168758395276,58.26771653543307,0.5104166666666667,0.03125,0.0625,0.02083333395421505,0.08921961896884395,44.680851063829785,0.5,0.5982776607076327,0.4583333333333333,1.0,0.6423875761997718,0.080907841655207,67.74193548387096,0.5,0.0,0.0,0.0,0.6423816496151545,0.09120294676056617,54.78260869565217,0.5,0.0,0.0,0.0,0.8850614595656634,0.10252343742663958,43.90243902439025,0.5,0.4883190964659055,0.375,0.8333333333333334,0.7130358606053235,0.1317803080183874,29.411764705882355,0.5,0.29629630347092945,0.20833333333333334,0.6666666666666666,0.6799332055466915,0.531674842972473,33.33333333333333,0.45,0.27272728085517883,0.1875,0.5,0.6775626206791321,0.10640798225273135,53.84615384615385,0.5,0.0,0.0,0.0,0.6883320883444369,0.0994403692648697,42.857142857142854,0.5,0.0,0.0,0.0,0.6903407420383914,0.13865115093187078,50.0,0.5,0.0,0.0,0.0,0.6902698090070563,0.099346078047715,42.857142857142854,0.5,0.5999999642372131,0.4285714328289032,1.0,0.69635180226397
