,DEL22q11_2,DEL22q11_2,DEL22q11_2,BIP,BIP,BIP
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.392127072535852,0.1217694967515256,82.35294117647058,0.06478755762841122,75.0,0.786315149382067
1,0.2540504309849956,0.0952923043600903,76.47058823529412,0.07596422025520329,78.125,0.20144238713920495
2,0.09019767857216306,0.10062378093209276,76.47058823529412,0.07652141937465007,78.125,0.3596856780585306
3,0.057521910819596456,0.07328682021013458,82.35294117647058,0.09278188379337082,75.0,0.13329375820275471
4,0.14226798874401494,0.08725445211314684,76.47058823529412,0.10389887902150953,78.125,0.02299022049694303
5,0.010893987612715303,0.15695402385213975,76.47058823529412,0.15618221400624716,75.0,0.008468158518609256
6,0.003078772004741816,0.0781295319236721,82.35294117647058,0.11293758920958877,81.25,0.0006052476365897937
7,0.0035458821669973146,0.1001287504820621,82.35294117647058,0.10170889871553233,78.125,0.03198623179658466
8,0.004593296073530126,0.08266178083723279,82.35294117647058,0.12430540656531237,78.125,0.008790824476874782
9,0.0014304168123475134,0.13109289974673774,82.35294117647058,0.1166823335006972,78.125,0.001305171063459341
10,0.001122361642142839,0.09294962220064926,82.35294117647058,0.1365800307034679,75.0,0.00048232240175870273
11,0.000492111252251214,0.09154226649083763,82.35294117647058,0.1356814198026556,78.125,0.001368589137348149
12,0.0013579999128458342,0.0963411622210603,82.35294117647058,0.13963149476285353,78.125,0.0003967288897901553
13,0.0007464066662740823,0.2651253123456417,82.35294117647058,0.14448789087179084,78.125,0.0020940858741767343
14,0.0010306279751335682,0.09603038942201704,82.35294117647058,0.14461505390416812,78.125,0.0007978874464079685
15,0.0003257559334029871,0.0922346227561365,82.35294117647058,0.14573556792683948,78.125,0.0006387597712899992
16,0.00023728119441462133,0.09629104413598115,82.35294117647058,0.14771501120263075,78.125,0.0004751095470125756
17,0.00028706102449782865,0.09871457044144387,82.35294117647058,0.1512600781479918,78.125,0.0003584224996544932
18,0.00026526690227576973,0.11110750215913565,82.35294117647058,0.14989162130964143,78.125,0.0006089005894462441
19,0.00014249874531082265,0.18316441870923048,82.35294117647058,0.1518962904469638,78.125,0.0002294352935514799
20,0.0003758801898169385,0.4834138960205178,82.35294117647058,0.15484303758829815,78.125,0.0002287799999740822
21,0.00024572125791036734,0.0982436277781022,82.35294117647058,0.1538826117586298,78.125,0.0006816100432751192
22,0.00022558800095397953,0.1931027238856767,82.35294117647058,0.15822576473158498,78.125,0.0004786746070064419
23,0.00014694948618996657,0.18402549553730033,82.35294117647058,0.1567329023762676,78.125,0.00028805435789831335
24,0.00025075449984650257,0.10399103400758267,82.35294117647058,0.15911785881473575,78.125,0.00028092315836823983
25,0.00021607782208949924,0.10300148845569093,82.35294117647058,0.15987652817867543,78.125,9.769518993705203e-05
26,0.0001829837929821694,0.10020137867831727,82.35294117647058,0.16093028895371927,78.125,7.275456916145895e-05
27,0.0002137735440451254,0.1952565108549419,82.35294117647058,0.16098269033754123,78.125,0.00042473055516031866
28,0.0001520542686401244,0.10104376607115234,82.35294117647058,0.1631852662550559,78.125,0.0003538798862743669
29,0.000154815923264538,0.1041031590416787,82.35294117647058,0.1645200302987927,78.125,0.00028763398717511344
30,0.00015299240505631516,0.10314885390709903,82.35294117647058,0.16347729626103075,78.125,0.0002010685878489153
31,0.00010235876781828802,0.5166642524781486,82.35294117647058,0.16645976984066013,78.125,0.0001993555972396827
32,0.0001385209537278826,0.2918126448392173,82.35294117647058,0.16658510630692974,78.125,7.828511024991515e-05
33,3.853863954099842e-05,0.10646324249881997,82.35294117647058,0.16672770467534162,78.125,0.000152579066144045
34,0.00016604131424300005,0.10547676004417628,82.35294117647058,0.16855415006928648,78.125,0.00011491418575756655
35,7.587423671592251e-05,0.10514040312640183,82.35294117647058,0.16904796331083885,78.125,5.5918717487995986e-05
36,5.380906865024982e-05,0.10615521713404744,82.35294117647058,0.17084307071561244,78.125,3.680271834680927e-05
37,9.827562299408799e-05,0.10564722578439242,82.35294117647058,0.17033098857099468,78.125,9.728064380478042e-05
38,0.00012562071872780612,0.10701304559995994,82.35294117647058,0.17111714822190488,78.125,0.00014141941920503583
39,7.145922004110997e-05,0.10733060908559929,82.35294117647058,0.17287475490403373,78.125,2.952641647698571e-05
40,6.0727479330172637e-05,0.10805440993446135,82.35294117647058,0.1737100510896088,78.125,0.00017233252743997652
