,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.681689743538946,0.5706687326500832,90.0,0.75,0.8333333432674408,0.75,1.0,0.6927894007578931,63.63636363636363,0.2,0.7846153974533081,0.6458333432674408,1.0,0.6947579120005094,0.6929329779590762,54.54545454545454,0.6833333333333333,0.0,0.0,0.0,0.6854009336484076,0.6933596817721333,20.0,0.1,0.333333358168602,0.3333333358168602,0.36666667461395264,0.6924813671578413,0.6932463344043859,50.0,0.125,0.0,0.0,0.0,0.6931071335672445,0.6924344598991222,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.6931429305402835,0.7117839768539228,50.0,1.0,0.6666666865348816,0.5,1.0,0.8858385423135773,0.6480671124172873,71.42857142857143,0.0,0.0,0.0,0.0,0.6363319084370689,0.6962579191827256,60.0,0.23333333333333334,0.0,0.0,0.0,0.6857878289183418,0.6732768441510764,57.14285714285714,0.75,0.0,0.0,0.0,0.6732552412380066,0.6930089295611817,55.55555555555556,0.40625,0.0,0.0,0.0,0.6907644722817663,0.6928739251776119,52.63157894736842,0.4291666666666667,0.0,0.0,0.0,0.6901581125224427,0.7487125806853898,50.0,0.3833333333333333,0.7727272808551788,0.6875,1.0,0.8196474449397193
1,0.6934181251153934,0.691288401750489,90.0,0.6071428571428572,0.9666666686534882,0.9375,1.0,0.6933421546070413,36.36363636363637,0.59375,0.0,0.0,0.0,0.6988628805566083,0.6933330138452969,45.45454545454545,0.125,0.5833333432674408,0.4166666716337204,1.0,0.9578833072467988,0.697813340880366,53.333333333333336,0.20833333333333334,0.6507936716079712,0.5178571492433548,1.0,0.8058190827659678,0.6935027781783143,50.0,0.5,0.0,0.0,0.0,0.6898364711610759,0.6910956062586104,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,0.694182531282176,0.6871995612898908,50.0,0.6666666666666666,0.0,0.0,0.0,0.7385834507061941,0.6922163497649425,71.42857142857143,0.8,0.0,0.0,0.0,0.6864104801973556,0.7515072176538151,60.0,0.375,0.0,0.0,0.0,0.7928789591264995,0.7038885223099756,57.14285714285714,0.5833333333333334,0.0,0.0,0.0,0.6430529556591436,0.6910490608885677,55.55555555555556,0.55,0.0,0.0,0.0,0.7158985934500036,0.6929675732039455,47.368421052631575,0.6777777777777777,0.6048951148986816,0.4444444477558136,1.0,0.6925910964949216,0.6846059872805699,60.0,0.375,0.20000000298023224,0.5,0.125,0.6949920392009528
2,0.6838964866803342,0.5494478494925333,90.0,0.75,0.8333333432674408,0.75,1.0,0.7925551561881186,63.63636363636363,0.6,0.7846153974533081,0.6458333432674408,1.0,0.6446897982915226,0.6928797321993596,54.54545454545454,0.5833333333333333,0.0,0.0,0.0,1.138447648719989,0.8019394583137827,46.666666666666664,0.13541666666666666,0.0,0.0,0.0,0.639061284197565,0.7271623421710733,50.0,0.4375,0.6666666865348816,0.5,1.0,0.8050541399714152,0.6919417895842574,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.6931782723256096,0.7159810075794942,50.0,0.0,0.0,0.0,0.0,0.6953749009576193,0.6278863366550472,71.42857142857143,0.0,0.0,0.0,0.0,0.8151310432626477,0.682100608171732,60.0,0.26666666666666666,0.0,0.0,0.0,0.6969731869087793,0.6926317206251046,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.7554381474858131,0.6897032712290502,44.44444444444444,0.5,0.3333333432674408,0.25,0.5,0.8144135197986777,0.693138652514197,52.63157894736842,0.35555555555555557,0.0,0.0,0.0,0.6925376971067588,0.6732865327103685,50.0,0.55,0.7727272808551788,0.6875,1.0,0.6955909618782513
3,0.9821231260492879,0.49195622246710624,90.0,0.6785714285714286,0.9666666686534882,0.9375,1.0,0.693326547083704,36.36363636363637,0.3333333333333333,0.0,0.0,0.0,0.6921168136079937,0.6940522884190226,45.45454545454545,0.53125,0.5833333432674408,0.4166666716337204,1.0,0.6939360924570634,0.6942654285857941,40.0,0.18333333333333335,0.0,0.0,0.0,0.6954072696936856,0.6932442342261042,50.0,0.25,0.6000000238418579,0.5,0.75,0.6930800941750854,0.6913856305767068,62.5,0.7333333333333333,0.7692307829856873,0.625,1.0,0.694506799600586,0.6622760642340544,50.0,1.0,0.6666666865348816,0.5,1.0,0.8610214428087124,0.6132709611095167,71.42857142857143,0.4,0.0,0.0,0.0,0.5017727266862058,0.694547449696479,60.0,0.40625,0.0,0.0,0.0,0.665503314319355,0.6981500859832085,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.692643626394925,0.6938539979737166,55.55555555555556,0.31666666666666665,0.0,0.0,0.0,0.7175639434131876,0.69220918041774,52.63157894736842,0.5111111111111111,0.0,0.0,0.0,0.6931357440845206,0.6691278438291184,70.0,0.84375,0.8333333432674408,0.800000011920929,0.875,0.6943663660205927
4,0.7101061765236861,0.6887961953713088,90.0,0.75,0.9666666686534882,0.9375,1.0,0.6929697094682007,63.63636363636363,0.16666666666666666,0.7846153974533081,0.6458333432674408,1.0,0.6927959346812319,0.7159215718392488,54.54545454545454,0.15625,0.0,0.0,0.0,0.6751870126567063,0.7417729126979598,46.666666666666664,0.3020833333333333,0.0,0.0,0.0,0.6815238908696442,0.7810156379348602,50.0,0.5625,0.0,0.0,0.0,0.5142448818868661,0.6489624975208783,62.5,0.8,0.7692307829856873,0.625,1.0,0.6929544458878442,0.7649535003544231,50.0,0.4444444444444444,0.0,0.0,0.0,0.6064883167114359,0.6663629990548708,71.42857142857143,0.1,0.0,0.0,0.0,0.648936171781713,0.7384685197693529,60.0,0.4375,0.0,0.0,0.0,0.5197912792769109,0.6876403299980886,57.14285714285714,0.5,0.0,0.0,0.0,0.8927580391088871,0.6795881857342565,55.55555555555556,0.625,0.3636363744735718,0.2857142984867096,0.5,0.6936063968426391,0.6928963956646719,47.368421052631575,0.5625,0.6111111243565878,0.4444444477558136,1.0,0.6887513268191431,0.6624248161842432,50.0,0.8125,0.6666666865348816,0.5,1.0,0.7049882139950421
5,0.8158460420278522,0.42288589700412826,90.0,0.6785714285714286,0.9666666686534882,0.9375,1.0,0.6886874407019422,63.63636363636363,0.041666666666666664,0.6785714328289032,0.5416666716337204,1.0,0.693681093896768,1.7269969554589921,54.54545454545454,0.34375,0.0,0.0,0.0,0.45673860666820837,1.2506665196751152,46.666666666666664,0.16666666666666666,0.0,0.0,0.0,0.6811425054817356,0.7187973911799307,37.5,0.5,0.5454545021057129,0.4285714328289032,0.75,0.6892129121251332,0.6904335307486039,62.5,0.5333333333333333,0.7692307829856873,0.625,1.0,0.6909821353477711,0.6703649774672371,50.0,0.8888888888888888,0.6666666865348816,0.5,1.0,0.4448411212542295,0.5246913703339905,71.42857142857143,0.9,0.0,0.0,0.0,0.2731386104858962,0.9661507622535079,60.0,0.6,0.0,0.0,0.0,0.4625978464811877,0.6943301984814306,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6654430078227316,0.6827616775944949,55.55555555555556,0.53125,0.0,0.0,0.0,0.6514284438827432,0.6930368099931139,47.368421052631575,0.7708333333333334,0.6111111243565878,0.4444444477558136,1.0,0.6924714338572581,0.703283146484531,60.0,0.4375,0.6969697177410126,0.5357142984867096,1.0,0.6895219668329842
6,0.7405528662077616,0.6745113214328309,90.0,0.75,0.9666666686534882,0.9375,1.0,0.6664714126544248,63.63636363636363,0.16666666666666666,0.6785714328289032,0.5416666716337204,1.0,0.6486655042387727,0.8576464900240705,45.45454545454545,0.2833333333333333,0.6727272868156433,0.5208333432674408,1.0,0.5426960741874611,1.1641780761265321,46.666666666666664,0.17708333333333331,0.0,0.0,0.0,0.45045862983326135,0.7050757385571336,50.0,0.3125,0.6000000238418579,0.5,0.75,0.7490939002817976,0.6931743532183297,62.5,0.13333333333333333,0.7692307829856873,0.625,1.0,0.6933497268263787,0.6930446839155207,66.66666666666666,0.5555555555555556,0.75,0.6000000238418579,1.0,0.8034781276946051,0.6287795639834227,71.42857142857143,0.3,0.0,0.0,0.0,1.2913666137592235,0.6628733447481077,60.0,0.36666666666666664,0.0,0.0,0.0,0.5542738142646485,0.6942340615622546,28.57142857142857,0.16666666666666666,0.0,0.0,0.0,0.6918335418809207,0.6931406078427238,44.44444444444444,0.48333333333333334,0.7727272808551788,0.6875,1.0,0.6918455725570265,0.6916525859839853,52.63157894736842,0.4666666666666666,0.0,0.0,0.0,0.693775401533927,0.6257754361084047,60.0,0.84375,0.6666666716337204,0.75,0.625,0.6709175943718777
7,0.9173085028555094,0.49255611760051005,90.0,0.75,0.8333333432674408,0.75,1.0,0.6593466212948194,63.63636363636363,0.3333333333333333,0.6785714328289032,0.5416666716337204,1.0,0.6914566470331218,0.7477227996839114,27.27272727272727,0.1,0.45000000298023224,0.3928571492433548,0.5833333432674408,0.5692276167485832,0.7575554838567679,53.333333333333336,0.2,0.1666666567325592,0.5,0.10000000149011612,0.6925147407370744,0.8112127329396264,50.0,0.1875,0.0,0.0,0.0,0.58269135214681,0.6851959499020612,62.5,0.4,0.7692307829856873,0.625,1.0,0.6732199570746127,0.6927875582750923,50.0,0.6666666666666666,0.0,0.0,0.0,0.6818279794524241,0.6781220495918482,71.42857142857143,0.5,0.0,0.0,0.0,0.6514133329991045,0.6920002324442909,60.0,0.5833333333333333,0.0,0.0,0.0,0.7525074203137891,0.6934709170623725,57.14285714285714,0.25,0.0,0.0,0.0,0.6939733171783555,0.6773532665028389,44.44444444444444,0.65625,0.3333333432674408,0.25,0.5,0.6932641895604199,0.7995098138110992,52.63157894736842,0.24444444444444446,0.0,0.0,0.0,0.6494998091690742,0.980786771912331,60.0,0.71875,0.20000000298023224,0.5,0.125,0.6456248401884989
8,0.7420626854844645,0.3859428636220668,90.0,0.6785714285714286,0.9666666686534882,0.9375,1.0,0.6665155445214591,63.63636363636363,0.41666666666666663,0.6785714328289032,0.5416666716337204,1.0,0.5819995835116233,0.8740665101425239,27.27272727272727,0.15625,0.222222238779068,0.20000000298023224,0.25,1.1376528394005745,0.7433080008817552,46.666666666666664,0.041666666666666664,0.0,0.0,0.0,0.6759293540010581,0.7638719149704408,50.0,0.3125,0.3333333432674408,0.5,0.25,0.41606336506344294,0.7194156621330473,62.5,0.26666666666666666,0.7692307829856873,0.625,1.0,0.6474019215349225,0.6717892342986985,50.0,0.8888888888888888,0.0,0.0,0.0,0.698026773161159,0.6989675329397335,71.42857142857143,0.8,0.0,0.0,0.0,0.05379241035443204,0.6374843680009594,60.0,0.5625,0.0,0.0,0.0,0.5633866483799934,0.6939066504245385,57.14285714285714,0.16666666666666666,0.0,0.0,0.0,0.687103104111534,0.6929544446668809,44.44444444444444,0.5625,0.3333333432674408,0.25,0.5,0.6931387806529157,1.1538462330775512,52.63157894736842,0.22916666666666666,0.0,0.0,0.0,0.4088228227486033,0.6313066135346184,60.0,0.6833333333333333,0.7999999821186066,0.7142857164144516,1.0,0.6651507775440566
