,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,1474.578891013402,1234.9727617249018,0.0,0.0,0.0,0.0,0.0,12.045200756897303,0.0,0.0,0.0,0.0,0.0,9.572072180117983,9.115450356828372,0.0,0.0,0.0,0.0,0.0,56.25962748442146,29.122974751783037,0.0,0.0,0.0,0.0,0.0,25.793397937308566,55.85088572988566,0.0,0.0,0.0,0.0,0.0,19.5923674856702,1022.4246356245701,0.0,0.0,0.0,0.0,0.0,1674.0178459582396,86.72412504310877,0.0,0.0,0.0,0.0,0.0,40.47923875592244,1480.127200673382,0.0,0.0,0.0,0.0,0.0,725.5762753679987,848.2132621958531,0.0,0.0,0.0,0.0,0.0,1681.7760828240437,229.19326483182843,0.0,0.0,0.0,0.0,0.0,377.37856987466813,290.28568149067735,0.0,0.0,0.0,0.0,0.0,533.1304078660049,13.487300938108898,0.0,0.0,0.0,0.0,0.0,58.359396786183744,222.12755383334522,0.0,0.0,0.0,0.0,0.0,170.15086649290782,2364.261471884519,0.0,0.0,0.0,0.0,0.0,2760.2566947957584,4324.330166514246,0.0,0.0,0.0,0.0,0.0,4187.8302956496,2540.4330834855673,0.0,0.0,0.0,0.0,0.0,2984.7087501935835,771.9853967587077,0.0,0.0,0.0,0.0,0.0,364.94368721355977
1,685.8211906414264,839.4670394179609,0.0,0.0,0.0,0.0,0.0,24.597866172761563,0.0,0.0,0.0,0.0,0.0,11.181744405978717,7.942346827186503,0.0,0.0,0.0,0.0,0.0,3.1150591171578603,23.014677192335775,0.0,0.0,0.0,0.0,0.0,39.03687615674728,44.794273419063785,0.0,0.0,0.0,0.0,0.0,24.76866342367719,464.5185676315844,0.0,0.0,0.0,0.0,0.0,544.2653342535727,77.16077929193432,0.0,0.0,0.0,0.0,0.0,24.72208382274774,1394.61259421255,0.0,0.0,0.0,0.0,0.0,1440.362280870449,319.3345060455269,0.0,0.0,0.0,0.0,0.0,1051.4323828567808,184.9423293051584,0.0,0.0,0.0,0.0,0.0,401.5791365848137,75.34904016340074,0.0,0.0,0.0,0.0,0.0,60.70305163827211,21.042567365607567,0.0,0.0,0.0,0.0,0.0,21.916551579344553,160.441274295892,0.0,0.0,0.0,0.0,0.0,109.93251435701988,1179.7356067282715,0.0,0.0,0.0,0.0,0.0,1133.321390226019,2087.764024388722,0.0,0.0,0.0,0.0,0.0,2730.067803245768,628.4965839414094,0.0,0.0,0.0,0.0,0.0,1432.3185113403326,774.266349878529,0.0,0.0,0.0,0.0,0.0,432.07960194965136
2,376.1722024995565,388.6937272317287,0.0,0.0,0.0,0.0,0.0,14.666805119489338,0.0,0.0,0.0,0.0,0.0,58.48772875013113,6.703368485467593,0.0,0.0,0.0,0.0,0.0,14.936517918813138,19.50801911208813,0.0,0.0,0.0,0.0,0.0,6.499279898727669,10.191855224952157,0.0,0.0,0.0,0.0,0.0,8.500457049981028,181.6081941154236,0.0,0.0,0.0,0.0,0.0,351.465699852543,72.54092740024554,0.0,0.0,0.0,0.0,0.0,7.513675168060304,464.80109699199767,0.0,0.0,0.0,0.0,0.0,480.9666799850888,78.88628502834231,0.0,0.0,0.0,0.0,0.0,284.5402080682552,256.21057393647874,0.0,0.0,0.0,0.0,0.0,137.50985353094978,99.65874343838361,0.0,0.0,0.0,0.0,0.0,75.75914192955594,14.620621999804772,0.0,0.0,0.0,0.0,0.0,6.540339666526016,181.43255672662858,0.0,0.0,0.0,0.0,0.0,266.572086256543,443.9318421560696,0.0,0.0,0.0,0.0,0.0,377.832018818337,475.47427974149616,0.0,0.0,0.0,0.0,0.0,340.5033414082166,274.2466921809076,0.0,0.0,0.0,0.0,0.0,128.3411833809871,775.1433471168592,0.0,0.0,0.0,0.0,0.0,420.0092984371227
3,416.4052551287735,229.59748622389938,0.0,0.0,0.0,0.0,0.0,9.858694809524932,0.0,0.0,0.0,0.0,0.0,8.659469720385346,7.253393913491331,0.0,0.0,0.0,0.0,0.0,0.8973581608751452,12.10164469330683,0.0,0.0,0.0,0.0,0.0,7.944637374863452,11.620392076064222,0.0,0.0,0.0,0.0,0.0,4.810951127509564,207.21713056843498,0.0,0.0,0.0,0.0,0.0,322.7784271299641,68.3299563939912,0.0,0.0,0.0,0.0,0.0,26.6351181334228,208.84351909271203,0.0,0.0,0.0,0.0,0.0,827.1580098255821,58.13341485702752,0.0,0.0,0.0,0.0,0.0,0.08000058890328579,107.29435128467593,0.0,0.0,0.0,0.0,0.0,54.277956696642434,83.97558641943144,0.0,0.0,0.0,0.0,0.0,143.92328900486075,11.990026603735279,0.0,0.0,0.0,0.0,0.0,18.941943219122567,143.37946884886748,0.0,0.0,0.0,0.0,0.0,39.10253343226683,357.3893745086851,0.0,0.0,0.0,0.0,0.0,296.8759358892458,216.35897994498455,0.0,0.0,0.0,0.0,0.0,127.40373929779443,189.37101522256683,0.0,0.0,0.0,0.0,0.0,247.4822733864452,772.4492261633858,0.0,0.0,0.0,0.0,0.0,553.3782807675163
4,224.08227354450682,234.4954978342977,0.0,0.0,0.0,0.0,0.0,5.065384076793899,0.0,0.0,0.0,0.0,0.0,1.610119038202302,4.882245167039001,0.0,0.0,0.0,0.0,0.0,1.6999183006520269,5.880095884718902,0.0,0.0,0.0,0.0,0.0,6.324270084953976,0.8487610186546276,0.0,0.0,0.0,0.0,0.0,1.8315165790168575,219.80126648383407,0.0,0.0,0.0,0.0,0.0,393.7242041186547,60.228135300399046,0.0,0.0,0.0,0.0,0.0,8.303278656301048,174.06929661187155,0.0,0.0,0.0,0.0,0.0,141.83749129461117,54.145013459555926,0.0,0.0,0.0,0.0,0.0,178.98774243968379,68.70821179213833,0.0,0.0,0.0,0.0,0.0,166.53405351810483,97.50053834839683,0.0,0.0,0.0,0.0,0.0,150.1914836866603,16.490557108931498,0.0,0.0,0.0,0.0,0.0,9.806795763145958,133.15925962488237,0.0,0.0,0.0,0.0,0.0,91.75619236134538,266.1867069125712,0.0,0.0,0.0,0.0,0.0,121.54578234448479,191.48763075233794,0.0,0.0,0.0,0.0,0.0,76.1767383999046,198.26190941746978,0.0,0.0,0.0,0.0,0.0,155.3502773127604,752.2881396496649,0.0,0.0,0.0,0.0,0.0,534.0237457022865
5,211.04329086252667,215.35981473821215,0.0,0.0,0.0,0.0,0.0,3.593053394812783,0.0,0.0,0.0,0.0,0.0,7.208827095192256,1.9321850101992843,0.0,0.0,0.0,0.0,0.0,7.523763871046654,17.459914990183734,0.0,0.0,0.0,0.0,0.0,35.317224159808625,11.95535701630515,0.0,0.0,0.0,0.0,0.0,1.6907475694540266,228.72389259265248,0.0,0.0,0.0,0.0,0.0,467.7137291152126,58.01499790897945,0.0,0.0,0.0,0.0,0.0,60.660376054783555,147.83721071259018,0.0,0.0,0.0,0.0,0.0,113.69317821295162,61.55892393201463,0.0,0.0,0.0,0.0,0.0,108.87316026129504,100.87222497333885,0.0,0.0,0.0,0.0,0.0,12.83513277258609,99.52980528236938,0.0,0.0,0.0,0.0,0.0,55.21694784858977,15.6903787549699,0.0,0.0,0.0,0.0,0.0,7.578306547853624,166.7937991630629,0.0,0.0,0.0,0.0,0.0,37.839359938329665,148.39593315897912,0.0,0.0,0.0,0.0,0.0,166.44814451260044,104.79550897033246,0.0,0.0,0.0,0.0,0.0,101.83828648600398,136.619430630202,0.0,0.0,0.0,0.0,0.0,108.6491836984847,658.1556816273725,0.0,0.0,0.0,0.0,0.0,394.5366394559384
6,182.97163469984042,185.91155210312496,0.0,0.0,0.0,0.0,0.0,2.0379050341702536,0.0,0.0,0.0,0.0,0.0,30.404454526622654,1.931444632666659,0.0,0.0,0.0,0.0,0.0,3.4690922776493167,24.97878377245792,0.0,0.0,0.0,0.0,0.0,29.400773314859325,1.470307647501551,0.0,0.0,0.0,0.0,0.0,1.9818294154842948,151.21208774144253,0.0,0.0,0.0,0.0,0.0,332.6249858517981,66.75008282501972,0.0,0.0,0.0,0.0,0.0,56.39206694257173,153.97365781387748,0.0,0.0,0.0,0.0,0.0,160.16466143677837,63.94642043816891,0.0,0.0,0.0,0.0,0.0,0.9335650881266201,53.79894131782337,0.0,0.0,0.0,0.0,0.0,9.56889878663623,102.89868418666391,0.0,0.0,0.0,0.0,0.0,51.19572271920321,21.204418213182777,0.0,0.0,0.0,0.0,0.0,53.50856467569567,134.03122921087697,0.0,0.0,0.0,0.0,0.0,13.63578228731856,215.26662933200328,0.0,0.0,0.0,0.0,0.0,86.49681137368398,102.9938403762524,0.0,0.0,0.0,0.0,0.0,59.11938650369186,170.32855319226104,0.0,0.0,0.0,0.0,0.0,88.80891659217883,432.26843356661243,0.0,0.0,0.0,0.0,0.0,241.96881660243469
7,266.59254817721467,204.7866064099061,0.0,0.0,0.0,0.0,0.0,3.316831881567261,0.0,0.0,0.0,0.0,0.0,5.603814900856292,8.857072510497977,0.0,0.0,0.0,0.0,0.0,3.5654530601825187,7.566601595043145,0.0,0.0,0.0,0.0,0.0,5.026533995594888,4.269862532762218,0.0,0.0,0.0,0.0,0.0,2.5278342933824716,154.39657393420006,0.0,0.0,0.0,0.0,0.0,166.88668077515177,57.22574986040674,0.0,0.0,0.0,0.0,0.0,8.870304510792835,135.73850259305522,0.0,0.0,0.0,0.0,0.0,38.752258152833875,74.69039097198937,0.0,0.0,0.0,0.0,0.0,0.020966524621831215,63.143081997986336,0.0,0.0,0.0,0.0,0.0,18.671176922071005,97.37881978791646,0.0,0.0,0.0,0.0,0.0,30.016212600184865,14.887503536131193,0.0,0.0,0.0,0.0,0.0,17.697628684893512,114.84737990324223,0.0,0.0,0.0,0.0,0.0,33.85365028767925,142.88414737340764,0.0,0.0,0.0,0.0,0.0,18.666896819700156,76.46344624331007,0.0,0.0,0.0,0.0,0.0,51.68076947289211,128.33392218926352,0.0,0.0,0.0,0.0,0.0,73.22811410587896,276.0523038496837,0.0,0.0,0.0,0.0,0.0,163.09057680826157
8,154.67565804362678,168.8195874510784,0.0,0.0,0.0,0.0,0.0,2.039572573004924,0.0,0.0,0.0,0.0,0.0,6.011392487652857,3.212516683843329,0.0,0.0,0.0,0.0,0.0,2.8617205758631945,10.366918816228718,0.0,0.0,0.0,0.0,0.0,9.779889207888251,2.5721703739585426,0.0,0.0,0.0,0.0,0.0,1.8751158777101558,156.65565070368433,0.0,0.0,0.0,0.0,0.0,232.6098864350892,50.48969192747192,0.0,0.0,0.0,0.0,0.0,13.382671150940359,120.87511104940049,0.0,0.0,0.0,0.0,0.0,2.664085349973406,87.27269472509977,0.0,0.0,0.0,0.0,0.0,3.1321574948082382,84.63574070977789,0.0,0.0,0.0,0.0,0.0,16.57703567743718,88.99670990881746,0.0,0.0,0.0,0.0,0.0,104.13964820083798,13.135524988351364,0.0,0.0,0.0,0.0,0.0,2.664023113459914,101.01445406100765,0.0,0.0,0.0,0.0,0.0,6.885648061645686,101.84424894187018,0.0,0.0,0.0,0.0,0.0,146.0347423391946,65.3662349844453,0.0,0.0,0.0,0.0,0.0,65.89219143774477,81.44649582487486,0.0,0.0,0.0,0.0,0.0,48.07178416973893,136.70447655181033,0.0,0.0,0.0,0.0,0.0,86.02466434534728
