,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
9,0.5154463716873243,1.4160812059113275,50.0,0.6875,0.6666666865348816,0.5,1.0,0.9954662064206055,36.36363636363637,0.34375,0.0,0.0,0.0,0.6975920007697586,0.8235775409877771,54.54545454545454,0.7666666666666666,0.0,0.0,0.0,0.5318166861287362,0.8197392089895853,50.0,0.3125,0.0,0.0,0.0,0.5848099625559177,0.7759364497713894,62.5,0.4666666666666667,0.7692307829856873,0.625,1.0,0.3450164850679303,0.7029475847727621,66.66666666666666,0.3333333333333333,0.5,1.0,0.3333333432674408,0.6907843987408272,0.8337395798022255,71.42857142857143,0.9,0.0,0.0,0.0,0.051406445827533884,0.7260236391552474,60.0,0.23333333333333334,0.0,0.0,0.0,0.7306848127630473,1.0621152918089802,57.14285714285714,0.4166666666666667,0.0,0.0,0.0,0.36737086315096246,0.8170298322561034,55.55555555555556,0.5166666666666666,0.1666666567325592,0.5,0.10000000149011612,0.5767480701503904,0.7717251472502191,52.63157894736842,0.43333333333333335,0.0,0.0,0.0,0.5102155092637884,0.6370378794337361,60.0,0.65625,0.800000011920929,0.75,0.875,0.4728221419654093,0.6596250896793536,70.0,0.8666666666666667,0.8846153914928436,0.8125,1.0,0.548931553491405
10,0.34613972193480147,1.0308682478571145,50.0,0.3125,0.6666666865348816,0.5,1.0,0.6926252798139095,72.72727272727273,0.4,0.7045454680919647,0.6666666567325592,0.75,0.6910229445424348,1.2956731304975182,27.27272727272727,0.1,0.1428571343421936,0.125,0.1666666716337204,0.4788053635959938,1.4608815988324895,50.0,0.5,0.0,0.0,0.0,1.4296733977418583,1.11632463960148,62.5,0.6666666666666666,0.7692307829856873,0.625,1.0,1.0353609657978742,0.692541212108519,50.0,0.5555555555555556,0.0,0.0,0.0,1.0332648501526753,0.5216075944860535,71.42857142857143,0.8,0.0,0.0,0.0,0.03613244330427079,0.9343563059480621,60.0,0.375,0.0,0.0,0.0,0.49735579200678465,2.0749148283983807,42.857142857142854,0.4166666666666667,0.5999999642372131,0.4285714328289032,1.0,0.3437549374740327,0.7481772850174443,66.66666666666666,0.5625,0.375,0.375,0.375,0.5826979425947943,0.763126879487228,52.63157894736842,0.7666666666666666,0.0,0.0,0.0,0.4500210367529023,0.6339832588246033,50.0,0.7083333333333333,0.1428571492433548,0.5,0.0833333358168602,0.5966942776377513,0.5759686541318303,80.0,0.9333333333333333,0.9000000357627869,0.9000000059604645,0.9000000059604645,0.2898635775261141
11,0.6353174950761303,1.0412433408756623,30.0,0.5166666666666666,0.222222238779068,0.25,0.20000000298023224,0.7016206853159793,63.63636363636363,0.36666666666666664,0.7846153974533081,0.6458333432674408,1.0,0.6865070166091073,1.2541544710157586,27.27272727272727,0.0625,0.125,0.125,0.125,0.9859329801293993,0.769477388588502,37.5,0.4375,0.0,0.0,0.0,1.038978894147198,0.64537475638397,75.0,0.6666666666666666,0.8333333730697632,0.7142857313156128,1.0,0.25085397856854624,0.7244895677934774,50.0,0.3333333333333333,0.0,0.0,0.0,0.26483064175577903,0.46100308215273283,71.42857142857143,1.0,0.0,0.0,0.0,0.6658724246382974,0.7834744443153738,60.0,0.2,0.0,0.0,0.0,0.7483785589549875,1.1291267193619914,14.285714285714285,0.3333333333333333,0.25,0.20000000298023224,0.3333333432674408,0.36799764270937246,0.7614910134573203,33.33333333333333,0.5625,0.27272725105285645,0.2142857164144516,0.375,0.44812525073416154,0.802737011429612,52.63157894736842,0.7000000000000001,0.1111111044883728,0.3333333333333333,0.06666666766007741,0.5631169626263784,0.5535760307430128,70.0,0.4666666666666667,0.7500000298023224,0.6071428656578064,1.0,0.5190926120766322,0.5539403356446956,60.0,0.75,0.6969697177410126,0.7857142984867096,0.75,0.20960700944242933
12,1.0020109655589242,0.8697818697689097,40.0,0.3125,0.30000001192092896,0.25,0.375,0.695750566172944,54.54545454545454,0.4166666666666667,0.4285714328289032,0.375,0.5,0.6921473993424163,0.9096453281966365,27.27272727272727,0.3125,0.125,0.125,0.125,0.5156150007009678,0.8745620293436174,50.0,0.625,0.0,0.0,0.0,0.8363987842508129,0.7677384902993393,62.5,0.6666666666666666,0.5714285969734192,1.0,0.4000000059604645,0.637874877291034,0.6802788426438263,50.0,0.5555555555555556,0.0,0.0,0.0,0.6958295758567671,0.4869328227086577,71.42857142857143,0.9,0.0,0.0,0.0,0.4669804972402219,0.7990277713926062,60.0,0.375,0.0,0.0,0.0,0.6999783083784866,0.8302145531275649,42.857142857142854,0.5,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.4502455210026981,0.784141642615862,55.55555555555556,0.5166666666666666,0.38461539149284363,0.3125,0.5,0.9640833817884815,1.0401028007854085,52.63157894736842,0.7458333333333332,0.0,0.0,0.0,0.27046370419295185,0.6743171381858983,80.0,0.6666666666666667,0.4000000059604645,0.5,0.3333333432674408,1.014855344974757,0.6161980747007021,60.0,0.65625,0.800000011920929,0.75,0.875,0.3751535262504691
13,0.4221149560161469,0.9774251382406444,30.0,0.21875,0.4583333432674408,0.375,0.625,0.6923994260559249,63.63636363636363,0.5416666666666667,0.6785714328289032,0.5416666716337204,1.0,0.6911930319108223,1.5260055203030165,36.36363636363637,0.41666666666666663,0.472222238779068,0.6428571492433548,0.6666666716337204,0.24279770997113387,0.9208405065499995,50.0,0.4375,0.0,0.0,0.0,0.22565829381564026,0.7186082343126478,62.5,0.6666666666666666,0.6666666865348816,0.75,0.6000000238418579,0.5348576526929578,0.7572903005668684,50.0,0.6666666666666666,0.0,0.0,0.0,0.6942297022890319,0.4193117664207288,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.650390797184982,0.7610222462836103,60.0,0.5333333333333333,0.0,0.0,0.0,0.21666580748663625,1.1073025498728433,14.285714285714285,0.3333333333333333,0.25,0.20000000298023224,0.3333333432674408,0.35720848686927725,0.7534033596635636,55.55555555555556,0.625,0.3636363744735718,0.2857142984867096,0.5,0.4875306351970181,0.8822592899210783,68.42105263157895,0.7555555555555555,0.729629655679067,0.622222234805425,0.8888888955116272,0.6936348022120121,0.5667140100737121,60.0,0.9333333333333333,0.38461539149284363,0.3125,0.5,0.7485294977838993,0.5608688059834466,60.0,0.75,0.6969697177410126,0.7857142984867096,0.75,0.428830596954127
14,0.519321854350204,1.0492575521719434,40.0,0.28125,0.25,0.25,0.25,0.7143432215432163,54.54545454545454,0.7666666666666666,0.6428571492433548,0.75,0.6000000014901161,0.9394636666162489,1.5514705594673617,27.27272727272727,0.15625,0.1428571343421936,0.1666666716337204,0.125,0.37913800202209547,0.9755055500284409,50.0,0.4375,0.0,0.0,0.0,0.5919236516370271,0.704151897600421,62.5,0.6,0.6666666865348816,0.75,0.6000000238418579,0.48129803280460903,0.8207098870103157,50.0,0.4444444444444444,0.0,0.0,0.0,1.0017154908785126,0.41757522681399284,71.42857142857143,0.9,0.5,0.5,0.5,0.4756323623089302,0.8796823428874347,60.0,0.16666666666666666,0.0,0.0,0.0,0.41290634050559777,1.088068875118483,28.57142857142857,0.16666666666666666,0.2857142686843872,0.25,0.3333333432674408,0.25625753145357744,0.8806045298636277,44.44444444444444,0.5,0.722222238779068,0.7000000029802322,0.75,1.196464015315509,1.383674175879295,52.63157894736842,0.6,0.0,0.0,0.0,0.189842351443682,0.507233869682244,80.0,0.65625,0.875,0.875,0.875,0.210415433982884,0.5040785316625843,70.0,0.65625,0.8333333432674408,0.800000011920929,0.875,0.039395202690123865
15,0.4557852258620152,1.0665325173149383,40.0,0.71875,0.222222238779068,0.20000000298023224,0.25,0.6891283397907899,63.63636363636363,0.8666666666666667,0.7846153974533081,0.6458333432674408,1.0,0.7253206941694591,2.014564118128037,45.45454545454545,0.125,0.5833333432674408,0.4166666716337204,1.0,0.5265227343346879,0.8551372254017389,50.0,0.6875,0.0,0.0,0.0,0.44907753219724744,0.7335338456871154,62.5,0.8,0.5714285969734192,1.0,0.4000000059604645,1.0040278472737945,0.708180128035917,66.66666666666666,0.5555555555555556,0.5,1.0,0.3333333432674408,0.6973997105867779,0.4670700351184932,71.42857142857143,0.8,0.5,0.5,0.5,0.10128160314938538,0.8243663666218162,60.0,0.59375,0.0,0.0,0.0,1.3675073637106197,1.514665764280544,42.857142857142854,0.3333333333333333,0.5999999642372131,0.4285714328289032,1.0,0.731760018976827,1.027853463760921,55.55555555555556,0.5833333333333333,0.38461539149284363,0.3125,0.5,0.2667504475512482,1.146677635100503,52.63157894736842,0.7625000000000001,0.6572390794754028,0.5238095422585806,0.8888888955116272,0.566563519424178,0.6294024400416942,90.0,0.65625,0.9285714328289032,1.0,0.875,0.3483246462493329,1.0734662867866234,40.0,0.43333333333333335,0.0,0.0,0.0,0.7339284429405646
16,0.3665007641070736,1.5604013718688496,50.0,0.3125,0.6666666865348816,0.5,1.0,0.7519501107096854,36.36363636363637,0.7333333333333334,0.0,0.0,0.0,0.6959304263894976,1.097938143125358,45.45454545454545,0.16666666666666666,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.5175144867849717,0.7709040170922635,62.5,0.4375,0.7272727489471436,0.5714285969734192,1.0,1.1007339003280703,0.8066686538700636,62.5,0.8,0.7692307829856873,0.625,1.0,0.49527163552094905,0.6695218155938377,66.66666666666666,0.6666666666666666,0.5,1.0,0.3333333432674408,0.23127648926205818,0.4316780393211754,71.42857142857143,0.8,0.5,0.5,0.5,0.4784989847754807,0.8788708361797715,60.0,0.375,0.0,0.0,0.0,0.885163953669777,1.161479507900398,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.0837478478039738,0.882251201178415,66.66666666666666,0.5,0.7857142686843872,0.8333333432674408,0.75,0.5151743684067951,1.1480675415816204,52.63157894736842,0.8111111111111112,0.0,0.0,0.0,0.6928772087272074,0.7144549177731474,70.0,0.9333333333333333,0.7500000298023224,0.6071428656578064,1.0,0.26657708320063933,0.6804816827195014,70.0,0.6875,0.8636363744735718,0.7857142984867096,1.0,0.8531056341121651
17,0.49374027555492,1.0173892108834506,30.0,0.6875,0.4583333432674408,0.375,0.625,0.6900221599277009,63.63636363636363,0.8,0.7846153974533081,0.6458333432674408,1.0,0.6931984165013597,1.6747942022445879,36.36363636363637,0.375,0.5250000059604645,0.5833333358168602,0.5833333432674408,0.9329263131471116,0.6362933461112414,50.0,0.75,0.3333333432674408,0.5,0.25,0.21965523567492776,0.8442206215348578,50.0,0.7333333333333333,0.3333333134651184,1.0,0.20000000298023224,0.3607088084561715,0.6638939106286225,66.66666666666666,0.7777777777777778,0.5,1.0,0.3333333432674408,0.2254763552489559,0.5746048812278968,85.71428571428571,0.9,0.800000011920929,0.6666666865348816,1.0,0.36495738694363977,0.8566477308655539,60.0,0.34375,0.0,0.0,0.0,0.7503203535023918,1.1898215036918767,28.57142857142857,0.25,0.2857142686843872,0.25,0.3333333432674408,0.3451919742425297,1.037229692525334,55.55555555555556,0.55,0.38461539149284363,0.3125,0.5,0.7036828680140148,1.3803922704467948,42.10526315789473,0.5166666666666667,0.622222234805425,0.4960317611694336,0.9333333373069763,0.32616978216487186,0.5958236752912245,70.0,0.9333333333333333,0.7500000298023224,0.6071428656578064,1.0,0.1334193560453478,0.4567028911662502,80.0,0.9333333333333333,0.9000000357627869,0.9000000059604645,0.9000000059604645,1.0749456893363645
18,0.10621596826442044,1.5910620482268611,50.0,0.65,0.7727272808551788,0.6875,1.0,0.6906759619624002,63.63636363636363,0.8,0.7636363804340363,0.6666666865348816,0.9000000059604645,0.6893717319899192,1.8793018475507106,45.45454545454545,0.41666666666666663,0.6222222447395325,0.6428571492433548,0.8333333432674408,0.04609326505138604,0.6207787366779915,62.5,0.625,0.6666666865348816,0.6000000238418579,0.75,0.8586446937207199,0.8034670599335625,62.5,0.6666666666666666,0.7272727489471436,0.6666666865348816,0.800000011920929,0.46823790374572066,0.5982283797472969,50.0,0.6666666666666666,0.6666666865348816,0.5,1.0,1.645901432398081,0.385678500009368,85.71428571428571,0.8,0.800000011920929,0.6666666865348816,1.0,0.26447115741891475,1.0731635862503244,60.0,0.16666666666666666,0.0,0.0,0.0,0.7628620935863301,1.1970510699190609,42.857142857142854,0.4166666666666667,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.11548379305611163,1.0900732702874874,55.55555555555556,0.5,0.800000011920929,0.75,0.875,0.05626954492876743,1.0161032021267564,78.94736842105263,0.8125,0.8095238010088602,0.8888888955116272,0.75,0.02615540136250677,0.41354478264278394,80.0,0.9333333333333333,0.7777778208255768,0.75,0.9000000059604645,0.24385618778699075,0.4406361708342936,80.0,0.9333333333333333,0.9166666865348816,0.8571428656578064,1.0,0.7156038798105067
