,SZ,SZ,SZ,SZ,SZ,SZ,SZ,ASD,ASD,ASD,ASD,ASD,ASD,ASD,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6649015071746208,0.76775059083414,50.0,0.6689732142857143,0.0,0.0,0.0,0.6928081546316839,52.910052910052904,0.518799603174603,0.0,0.0,0.0,0.6879004514855722,0.6230774308314693,68.75,0.6333333333333334,0.0,0.0,0.0,0.7921962216956309,0.6951959799839235,38.88888888888889,0.49444444444444446,0.0,0.0,0.0,0.6960195745027408,1.287466980375355,22.22222222222222,0.41666666666666663,0.0,0.0,0.0,0.5943436544085066,0.6931522790926128,46.15384615384615,0.7604166666666667,0.6190476417541504,0.45000000298023224,1.0,0.694163734012089,0.7535184170035387,42.857142857142854,0.5,0.5833333432674408,0.4166666716337204,1.0,0.8452393216574329,0.6947424686914607,40.0,0.0,0.0,0.0,0.0,0.6932221566316414,0.691919120980971,64.65517241379311,0.41063492063492063,0.0,0.0,0.0,0.6930672536251731,0.7361592481915802,42.857142857142854,0.3520833333333333,0.0,0.0,0.0,0.6921985935551055
1,0.6923590116209645,0.6925117033234685,50.0,0.6171130952380952,0.0,0.0,0.0,0.6936544829518252,47.08994708994709,0.4789434523809524,0.6233155876398087,0.46979166691501933,1.0,0.6915482177300403,0.7729209101416219,68.75,0.4119047619047619,0.0,0.0,0.0,0.6342630287682498,0.6944703020919838,38.88888888888889,0.6458333333333334,0.0,0.0,0.0,0.6870991667411072,0.6097665533373994,77.77777777777779,0.5,0.9285714328289032,0.875,1.0,1.072034884895259,0.6930786170469238,46.15384615384615,0.6875,0.6190476417541504,0.45000000298023224,1.0,0.6970146227506403,0.8349072805427779,42.857142857142854,0.3125,0.6000000089406967,0.4583333432674408,1.0,0.936341828853879,0.6937508057098287,50.0,0.375,0.20000000298023224,0.5,0.125,0.6936197185502058,0.6893572322897064,64.65517241379311,0.41777777777777775,0.0,0.0,0.0,0.6999353720227833,0.6890934238884104,57.14285714285714,0.617063492063492,0.68587709714969,0.5625,1.0,0.6951732108559041
2,0.6942312074467353,0.6905681534121464,60.15625,0.6438988095238096,0.6862370343878865,0.5718006044626236,0.9479166641831398,0.6933200680000394,46.03174603174603,0.4656994047619048,0.6058090155323347,0.4653273820877075,0.94097222139438,0.691970455128485,0.7482454078521303,68.75,0.47395833333333337,0.0,0.0,0.0,0.225209690933378,0.8045640282901955,38.88888888888889,0.25,0.0,0.0,0.0,0.5761448130862155,0.6590937253718487,66.66666666666666,0.5,0.8846153616905212,0.8571428656578064,0.9166666567325592,1.4426418461819341,0.6930525753754788,46.15384615384615,0.8333333333333333,0.6477272808551788,0.48750001192092896,1.0,0.6913381161801473,0.7704764151462937,42.857142857142854,0.5,0.5833333432674408,0.4166666716337204,1.0,0.7021628456420991,0.6814328269551334,40.0,0.5,0.0,0.0,0.0,0.692927280139592,0.6892292896113399,64.65517241379311,0.4125396825396825,0.0,0.0,0.0,0.6929249753739201,0.6698364531760774,57.14285714285714,0.6333333333333333,0.7068487207094828,0.5625,1.0,0.6803925948993867
3,0.48464426696386104,0.7393697817833464,50.0,0.7528645833333334,0.0,0.0,0.0,0.693652926297831,47.08994708994709,0.4623263888888889,0.6220906538267931,0.4729166676600774,1.0,0.6997050798178104,0.6855902432187994,68.75,0.4839285714285714,0.0,0.0,0.0,0.40388962425642577,0.6947698351563681,38.88888888888889,0.7777777777777778,0.0,0.0,0.0,0.6927072662021501,1.0486227194952835,22.22222222222222,0.6666666666666667,0.0,0.0,0.0,0.6274608360381259,0.621380270123084,53.84615384615385,0.78125,0.0,0.0,0.0,0.6109092393840055,0.6944437715425709,35.714285714285715,0.125,0.4761904925107956,0.3500000014901161,0.75,0.692795988486583,0.682698224639182,40.0,0.8333333333333333,0.0,0.0,0.0,0.694358770605315,0.6921472682711792,64.65517241379311,0.42031746031746037,0.0,0.0,0.0,0.5816116031186004,0.6933222904615438,52.38095238095239,0.5324404761904762,0.3672438710927963,0.5,0.3146825482447942,0.6935565885804387
4,0.581628681090154,0.6811869463783815,50.0,0.7471354166666666,0.0,0.0,0.0,0.6922390982498652,47.08994708994709,0.5478174603174603,0.617817148566246,0.4729166676600774,1.0,0.6926494210485623,0.6318765658817563,68.75,0.5791666666666666,0.0,0.0,0.0,0.4753379314508024,1.00173084039018,38.88888888888889,0.5361111111111111,0.0,0.0,0.0,0.6346478617406036,0.9416483835311402,22.22222222222222,0.6666666666666667,0.0,0.0,0.0,0.6888976117811981,0.6933760098905378,38.46153846153847,0.25,0.55555559694767,0.4714285805821419,0.75,0.6928414578130938,0.6940704930847778,35.714285714285715,0.1875,0.5227272510528564,0.380952388048172,0.875,0.6940634794558175,0.6381638450400678,40.0,0.75,0.0,0.0,0.0,0.6766184202128613,0.6785623889383813,64.65517241379311,0.570674603174603,0.0,0.0,0.0,0.7064273464894739,0.6997743874138511,52.38095238095239,0.5604166666666667,0.48968254526456195,0.5305555661519369,0.5000000049670538,0.6541920263510963
5,0.67329877132626,0.6339735870066391,50.78125,0.7459077380952381,0.01785714365541935,0.0625,0.010416666977107525,0.7010321202168641,50.264550264550266,0.5817956349206349,0.6361319348216057,0.49464286242922145,0.9812500004967054,0.8125342064900267,0.5962605152322547,68.75,0.7239583333333334,0.4166666716337204,0.5,0.375,0.31930518115099715,0.615282127092514,66.66666666666666,0.6333333333333333,0.8190476099650065,0.7261904776096344,1.0,0.672984099966583,0.6440536261681973,77.77777777777779,0.6785714285714286,0.4285714328289032,0.4285714328289032,0.4285714328289032,0.5083594194452629,0.63040174672073,61.53846153846154,0.8229166666666667,0.20000000298023224,0.5,0.125,0.5905158813163518,0.693696930796382,57.14285714285714,0.3541666666666667,0.3333333432674408,0.5,0.25,0.6703960859009425,0.6331277572470599,40.0,1.0,0.0,0.0,0.0,0.6925290111653036,0.6761383072686252,64.65517241379311,0.5039285714285714,0.0,0.0,0.0,0.6469727959593954,0.723908973883672,47.61904761904761,0.5347222222222222,0.4526936163504918,0.45000001043081284,0.46111111839612323,0.7035508650198705
6,1.348014497061964,0.6730833073058807,57.8125,0.6982886904761905,0.1861607190221548,0.4375,0.12767857499420643,0.6835751653401141,52.910052910052904,0.5552827380952381,0.5844572248558203,0.4924107224990924,0.8009920666615168,0.699514982581322,0.5756294537062014,71.875,0.6800595238095237,0.10000000149011612,0.25,0.0625,0.2896279838837582,0.7069675251205442,55.55555555555556,0.6333333333333333,0.32380953431129456,0.6666666666666666,0.21666666865348816,0.6111834929505372,0.7669485372933642,44.44444444444444,0.6666666666666667,0.6428571492433548,1.0,0.5833333358168602,0.5590077053150855,0.680363263883121,53.84615384615385,0.49166666666666664,0.1428571492433548,0.25,0.10000000149011612,0.46829507116303076,0.6946089386613961,35.714285714285715,0.15555555555555556,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.6922958709362049,0.590344089225251,40.0,1.0,0.0,0.0,0.0,0.683441954039666,0.6865587658096375,64.65517241379311,0.4900396825396826,0.0,0.0,0.0,0.6081302255110023,0.7326058817489758,47.61904761904761,0.3741071428571428,0.5223064124584198,0.5583333373069763,0.5369047671556473,0.6778029321485326
7,0.4010628464333061,0.6977280527192052,62.5,0.8546130952380954,0.3796130958944559,0.875,0.25476190634071827,0.68666841581419,55.55555555555556,0.5935763888888889,0.23978174601991972,0.4236111119389534,0.1798611128081878,0.4425969279739125,0.546843530609442,75.0,0.7208333333333333,0.2916666716337204,0.5,0.2083333358168602,0.6077972142651957,0.6633928890587797,44.44444444444444,0.6194444444444445,0.2777777810891469,0.3888888955116272,0.21666666865348816,0.658677285609977,1.2498384069460124,33.33333333333333,0.75,0.125,0.5,0.0714285746216774,0.9142693412395317,0.5833931502026617,53.84615384615385,0.75,0.0,0.0,0.0,0.5888522309763451,0.6948814210098228,42.857142857142854,0.3333333333333333,0.3333333432674408,0.5,0.25,0.6980435694938601,0.6309681755828915,40.0,0.8666666666666667,0.0,0.0,0.0,0.691769261477753,0.6803415346999041,64.65517241379311,0.5072222222222222,0.0,0.0,0.0,0.6434477608873784,0.797289562212069,42.857142857142854,0.5842261904761905,0.041666666666666664,0.16666666666666666,0.023809524873892467,0.6504844408433809
8,0.45208877450027246,0.6873574213607156,63.28125,0.8295386904761906,0.3300595339387655,0.5625,0.23645833507180214,0.677170844594937,53.96825396825397,0.5711805555555556,0.4822090069452922,0.5013888987402121,0.5152777843177319,0.6949717220474705,0.5525192036332159,75.0,0.7083333333333334,0.2916666716337204,0.5,0.2083333358168602,0.4300306046347494,0.6635908964334047,61.111111111111114,0.5444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42758745997291137,0.650996704546813,44.44444444444444,0.5833333333333333,0.722222238779068,0.8333333432674408,0.6666666716337204,0.7015415119850279,0.5415896138815184,53.84615384615385,0.8,0.0,0.0,0.0,0.5037489368864266,0.6956127981658936,35.714285714285715,0.25555555555555554,0.4107142686843872,0.3500000014901161,0.5000000149011612,0.6936791558778016,0.6901236901498189,40.0,0.9666666666666667,0.0,0.0,0.0,0.6535683471697871,0.6922583058134386,64.65517241379311,0.4583333333333333,0.0,0.0,0.0,0.9492656761673091,0.6938691922527697,47.61904761904761,0.4916666666666667,0.47777779400348663,0.5444444517294565,0.46111111839612323,0.46211115310130146
9,0.5169365889626397,0.9409239397910882,63.28125,0.8261904761904763,0.3546130955219269,0.75,0.24270833749324083,0.680627989953571,57.14285714285714,0.5599454365079365,0.3762896868089835,0.5416666703919569,0.31944444713493186,0.8904205194483139,0.618474038872747,75.0,0.8,0.25,0.5,0.1666666716337204,0.257923955862807,0.5751076245854978,61.111111111111114,0.6625,0.6349206368128458,0.8055555621782938,0.5333333412806193,0.9377027509606025,1.0494393864253342,44.44444444444444,0.7083333333333333,0.25,0.5,0.1666666716337204,0.5237066395185569,0.5860082711141584,53.84615384615385,0.7395833333333333,0.0,0.0,0.0,0.47435767033759363,0.8765362105649721,42.857142857142854,0.28125,0.4727272540330887,0.380952388048172,0.625,0.6742818549281776,0.6041149059458373,40.0,0.36666666666666664,0.0,0.0,0.0,0.6022344720722422,0.6753150580163533,64.65517241379311,0.5736111111111112,0.0,0.0,0.0,0.5734385971174037,0.7389142529241879,42.857142857142854,0.5597222222222222,0.2142857164144516,0.3333333333333333,0.19444444527228674,1.0614707951089855
10,0.6109540058387792,0.6426676262340074,69.53125,0.8531250000000001,0.5402281880378723,0.8020833358168602,0.445833339355886,0.6664324240036893,56.08465608465608,0.5983630952380952,0.48955027014017105,0.5388888946423928,0.504365086555481,0.6734881394383803,0.5821041561530252,81.25,0.7,0.4345238208770752,0.75,0.3083333373069763,0.5632226770732973,0.6600338496074231,55.55555555555556,0.8634920634920634,0.5555555522441864,0.6666666666666666,0.5873015920321146,0.2581898510519858,0.6998964432516698,44.44444444444444,0.6785714285714286,0.222222238779068,0.5,0.1428571492433548,0.49615880246074656,0.6897030989212632,53.84615384615385,0.7,0.0,0.0,0.0,0.9413640732040244,0.9650367840709659,42.857142857142854,0.40625,0.5833333432674408,0.4166666716337204,1.0,0.6592892214485488,0.6143280988996629,40.0,1.0,0.0,0.0,0.0,0.6924264639747512,0.6747910294306211,64.65517241379311,0.526984126984127,0.0,0.0,0.0,0.7503295746501961,0.6886832023298501,52.38095238095239,0.40902777777777777,0.5535353720188141,0.5277777860562006,0.6222222298383713,0.8465418666409067
11,1.413923962716985,0.6717131079574103,68.75,0.8307291666666667,0.5388889033347368,0.7635416686534882,0.46041667088866234,0.706214479082133,57.14285714285714,0.6204613095238095,0.5509048899014791,0.5535714371750752,0.602579370761911,1.0818104388562493,0.5838023777216322,78.125,0.8476190476190477,0.32500000298023224,0.5,0.2500000074505806,0.3501252451062335,0.6132099916495972,61.111111111111114,0.7555555555555555,0.4126984278361003,0.5833333333333334,0.3333333432674408,0.2913303914863254,0.7682996586242586,44.44444444444444,0.5416666666666667,0.30000001192092896,0.375,0.25,0.6326307513738681,0.7565322762456334,53.84615384615385,0.7604166666666667,0.0,0.0,0.0,0.5954685741661582,0.7653250611676983,42.857142857142854,0.41666666666666663,0.3636363744735718,0.4000000059604645,0.3333333432674408,0.6096928353069316,0.712627179996913,40.0,0.6666666666666666,0.0,0.0,0.0,0.6909764591508128,0.6779448248053122,64.65517241379311,0.5407936507936508,0.0,0.0,0.0,0.9067853927845565,0.8458187519628536,47.61904761904761,0.4222222222222222,0.38528138399124146,0.43333334227403003,0.3472222189108531,0.4800690074704952
12,0.37380979346612936,0.5384845258419879,72.65625,0.8192708333333334,0.7286234684288502,0.7592261992394924,0.7312500067055225,0.69883152614211,55.026455026455025,0.6749999999999999,0.649045872191588,0.527728178848823,0.9429563507437706,0.6918499929740523,0.5718828036238872,65.625,0.7522321428571429,0.5583333447575569,0.44583334773778915,0.875,0.021177895200779336,0.547478810546883,72.22222222222221,0.7666666666666666,0.8585858742396036,0.7777777711550394,1.0,0.3563622121519892,0.6646019278219708,77.77777777777779,0.5,0.4615384638309479,0.4285714328289032,0.5,0.6923042680208247,0.666537897672639,76.92307692307693,0.625,0.444444477558136,0.4000000059604645,0.5,0.6907278714857602,0.929846614292008,42.857142857142854,0.34375,0.222222238779068,0.20000000298023224,0.25,0.5756044751845927,0.6459797189234775,40.0,0.71875,0.0,0.0,0.0,0.6936893615892913,0.6571710251412618,64.65517241379311,0.5927777777777778,0.0,0.0,0.0,0.5639389413450783,0.6908961491374952,57.14285714285714,0.4333333333333333,0.5192104279994965,0.4791666691501935,0.590277781089147,0.9813570017711492
13,0.38712470766241114,0.7861484975175244,68.75,0.8131324404761906,0.4842758011072874,0.875,0.3572916714474559,0.6781637020072958,57.14285714285714,0.6776785714285714,0.32566137984395027,0.5416666666666666,0.24722222735484442,1.4771005315842645,0.541845675847561,78.125,0.775,0.49166667461395264,0.75,0.3750000074505806,0.20543342387415717,0.5066621895310559,66.66666666666666,0.6611111111111111,0.46464647849400836,0.5555555621782938,0.4333333373069763,0.5036250488104526,1.1474114630680796,44.44444444444444,0.5416666666666667,0.6428571492433548,1.0,0.5833333358168602,0.5529496497109259,1.1084335320372987,53.84615384615385,0.75,0.0,0.0,0.0,1.0024898255913117,0.8759962927705447,28.57142857142857,0.53125,0.41558440029621124,0.3142857179045677,0.625,0.38241510876091866,0.6299626314562108,40.0,0.9333333333333333,0.0,0.0,0.0,0.6873863114139177,0.8778149482763018,64.65517241379311,0.5013095238095236,0.0,0.0,0.0,0.4253685398744146,1.2697246206253636,42.857142857142854,0.5930555555555556,0.0,0.0,0.0,0.8185474628374461
14,0.08849352214412969,0.7079625868870537,67.96875,0.8078124999999999,0.7185561191290617,0.6577381072565913,0.8531250059604645,0.8278675467670723,52.910052910052904,0.6669890873015873,0.6362871105472246,0.5051587404062351,0.9485119059681892,0.461700038495126,0.5712827823252731,68.75,0.7583333333333333,0.6178571507334709,0.4833333492279053,0.875,0.1276471576057454,0.7276855988134476,72.22222222222221,0.7444444444444445,0.8564102649688721,0.7638888955116272,1.0,0.2818916225357343,0.6459678847166516,66.66666666666666,0.5,0.8636363744735718,0.9000000059604645,0.8333333432674408,0.4735245969634357,0.5482930298377366,61.53846153846154,0.7604166666666667,0.5833333432674408,0.550000011920929,0.625,0.7913305881117593,0.9793985053184086,42.857142857142854,0.5,0.3333333432674408,0.375,0.375,0.6319558783953365,0.5867781212898524,40.0,0.75,0.0,0.0,0.0,0.690506525147435,0.6651983190541013,64.65517241379311,0.5181349206349206,0.0,0.0,0.0,0.5461876261841858,0.8076094927505344,61.904761904761905,0.6194444444444445,0.7605339090029398,0.648809532324473,0.9583333333333334,0.3638893286410016
15,0.05453957965850886,0.5811835183021228,76.5625,0.8083333333333333,0.7086985986679792,0.7666666731238365,0.7114583365619183,0.7034790139988368,57.14285714285714,0.6730406746031745,0.6020428749422232,0.5277777829517921,0.7665674636761347,0.5981819601551666,0.48040491232326554,78.125,0.7255952380952381,0.5875000059604645,0.6041666716337204,0.6041666716337204,0.28070089281014265,0.5674195980519616,72.22222222222221,0.736111111111111,0.8564102451006571,0.7936508059501648,0.9444444378217062,0.17613782636395436,0.8376646265455597,66.66666666666666,0.625,0.8333333432674408,1.0,0.75,0.5864178121912241,0.5977191439440805,61.53846153846154,0.8125,0.3333333432674408,0.30000001192092896,0.375,0.643129027532023,0.9930372745450732,57.14285714285714,0.59375,0.5714285671710968,0.533333346247673,0.75,0.42012567481535495,0.5994425988991408,40.0,0.9,0.0,0.0,0.0,0.6942502430680715,0.673108741380055,64.65517241379311,0.5694047619047619,0.0,0.0,0.0,0.6769428514311824,0.6755245995782565,59.523809523809526,0.5944444444444444,0.5868687132994334,0.5577381054560343,0.672222226858139,0.6382004828460334
16,0.05050600836572861,1.2281858642572947,64.0625,0.8302083333333334,0.40625000186264515,0.78125,0.2885416718199849,0.7658628468457125,62.96296296296296,0.6843501984126984,0.4417658771077792,0.6805555572112402,0.3830357200155656,0.7304140505502685,0.6310360785764857,75.0,0.8125,0.2666666731238365,0.5,0.1875,0.042859523002548645,0.8129550497612598,66.66666666666666,0.5416666666666666,0.4444444576899211,0.6666666666666666,0.3333333333333333,0.05114085049135991,1.514855853017874,44.44444444444444,0.5833333333333333,0.6428571492433548,1.0,0.5833333358168602,0.5229919156461486,0.6445665411591495,61.53846153846154,0.6458333333333333,0.5833333432674408,0.550000011920929,0.625,0.6915680475453384,0.883916387009719,57.14285714285714,0.5333333333333333,0.5416666716337204,0.46666668355464935,0.6666666716337204,0.48997754612722,0.7401278662752843,40.0,0.3333333333333333,0.0,0.0,0.0,0.6746925254753262,0.6994878652577848,64.65517241379311,0.49472222222222223,0.0,0.0,0.0,0.5881818567471515,0.738545791884202,57.14285714285714,0.49513888888888885,0.4465608497460683,0.5916666736205419,0.4083333338300387,1.3683983466712326
17,0.09179911751351301,1.556386895209524,64.0625,0.8898809523809524,0.4148809537291527,0.78125,0.28824405279010534,0.8745260254317256,64.55026455026454,0.6590277777777779,0.5494047676523527,0.7229166701436043,0.4798611191411813,0.12331341886301295,0.6741157993853473,78.125,0.8309523809523809,0.4583333283662796,0.75,0.38333333656191826,0.4161103180348979,1.25620239633971,61.111111111111114,0.5,0.380952388048172,0.6666666666666666,0.3055555572112401,0.23518489580413046,1.7292882082733774,33.33333333333333,0.5357142857142857,0.125,0.5,0.0714285746216774,0.3953254548799026,0.7224644437189007,61.53846153846154,0.9333333333333333,0.1666666567325592,0.5,0.10000000149011612,0.0906877073793722,1.5826969961031057,35.714285714285715,0.5111111111111111,0.5227272808551788,0.38750000298023224,0.8333333432674408,0.3743463578854409,1.3030331878791093,40.0,0.5,0.0,0.0,0.0,0.5120772223375307,0.8879305504031737,63.793103448275865,0.48742063492063487,0.0,0.0,0.0,0.5973069617407076,0.8400455683455726,64.28571428571429,0.5659722222222222,0.678282842040062,0.6785714278618494,0.7361111094554266,0.27720723368769296
18,0.10656626717964467,0.5685752415903663,75.0,0.7563244047619049,0.6934322714805603,0.6781250052154064,0.7258928641676903,1.0376229171210172,55.55555555555556,0.6800843253968254,0.6393671308954557,0.5253968300918738,0.8940476203958193,0.6949074516931772,0.8880677577398736,65.625,0.7428571428571429,0.5684523805975914,0.47083334252238274,0.8333333358168602,0.20936259098507098,0.44914547286724665,72.22222222222221,0.7277777777777779,0.7555555899937948,0.8222222328186035,0.7666666706403097,0.31611327957486435,0.6934089382124647,66.66666666666666,0.5833333333333333,0.8636363744735718,0.9000000059604645,0.8333333432674408,0.6442225101737523,0.5903407906592252,76.92307692307693,0.8333333333333333,0.7333333492279053,0.8333333432674408,0.6666666865348816,0.549678918433695,1.1289682211050776,50.0,0.6333333333333333,0.5535714328289032,0.4750000014901161,0.6666666716337204,0.552371823482566,0.7865715298095719,40.0,0.75,0.0,0.0,0.0,0.3890607430211217,0.7303354662707819,62.93103448275862,0.5190079365079365,0.10444444616635641,0.16666666666666666,0.08333333333333333,0.7047367543863787,0.7117619769139291,61.904761904761905,0.61875,0.7016354203224182,0.6888889024655024,0.725000003973643,0.31699358626234386
19,0.4513494906284948,0.729315788708099,71.875,0.8122395833333335,0.6505952458828688,0.8802083358168602,0.5333333425223827,0.7470663072700625,57.67195767195767,0.6852678571428571,0.5677038381497065,0.5264881023516258,0.6604166738688946,0.52458225456399,0.4851538341019453,84.375,0.8375,0.7142857313156128,0.7916666716337204,0.7291666716337204,0.12715589123905113,0.5115995484246805,77.77777777777779,0.5208333333333334,0.5238095124562582,0.5555555621782938,0.5,0.15664999484703657,1.0812769239065017,55.55555555555556,0.5,0.800000011920929,0.875,0.75,0.7799313100324219,0.5745280807559582,76.92307692307693,0.90625,0.6666666865348816,1.0,0.5,0.5951861861754046,0.8320566115548227,50.0,0.6777777777777778,0.5178571343421936,0.42500001192092896,0.6666666716337204,0.5008919711588746,0.9046908291535789,40.0,0.9333333333333333,0.0,0.0,0.0,0.4546085720495048,0.8135023596505222,63.793103448275865,0.5399999999999999,0.0,0.0,0.0,0.5834266484854828,0.726030254271706,61.904761904761905,0.5936507936507937,0.6823815306027731,0.6888888999819756,0.8166666726271311,0.16775099106853167
20,1.3453686969166518,1.2274747198904918,67.96875,0.8234374999999999,0.49402057006955147,0.8125,0.3812500024214387,0.8119640151099176,64.02116402116403,0.625669642857143,0.5878667694826921,0.6074404790997505,0.6215277872979641,0.41322262094251644,0.44955637067456,87.5,0.9208333333333334,0.8333333432674408,0.9166666716337204,0.7916666716337204,0.06401938807064284,0.8638627279774,77.77777777777779,0.8888888888888888,0.841269850730896,1.0,0.75,0.05429789773086603,1.2927472241873283,66.66666666666666,0.625,0.8333333432674408,1.0,0.75,0.648039062531201,0.9003379226285547,53.84615384615385,0.7,0.4166666716337204,0.6666666716337204,0.3333333432674408,0.2604986485260074,0.8455078297254668,50.0,0.5416666666666667,0.5000000149011612,0.42500001192092896,0.625,0.7232219917741041,0.7447222604526129,40.0,0.75,0.0,0.0,0.0,0.4212703603600916,0.8383045662450148,64.65517241379311,0.5374603174603174,0.0,0.0,0.0,0.7085305599222111,0.7804056012371549,59.523809523809526,0.45902777777777776,0.6516354084014893,0.6119047701358795,0.7472222199042639,0.511182235733179
21,0.6170796157569881,1.041406113292153,70.3125,0.7979166666666666,0.5799603313207626,0.7687500007450581,0.4956845287233591,0.879604364614353,64.02116402116403,0.6350694444444444,0.4552910166482131,0.6062500029802322,0.4027777823309104,0.4366433393051655,0.5606420645543708,87.5,0.7625,0.5541666746139526,0.75,0.4416666775941849,0.01831904981017278,1.0168360449130949,66.66666666666666,0.888888888888889,0.7142857313156128,1.0,0.600000003973643,0.06255313389387683,2.0075280481989197,44.44444444444444,0.625,0.6428571492433548,1.0,0.5833333358168602,0.6379005313105525,0.9867027899649905,61.53846153846154,0.7666666666666666,0.4000000059604645,0.5,0.3333333432674408,0.23149230508235052,0.8553451048783618,57.14285714285714,0.6333333333333333,0.2857142984867096,0.5,0.20000000298023224,0.45646843160339573,1.1672040527935248,40.0,1.0,0.0,0.0,0.0,0.39859444802013505,0.9106411483329153,64.65517241379311,0.496388888888889,0.0,0.0,0.0,0.8583943422810443,0.9470014151970931,52.38095238095239,0.6194444444444445,0.6471380690733591,0.6277777850627899,0.6833333373069763,0.25999267649841834
22,0.31463235097780873,1.4967649267539311,67.96875,0.80390625,0.5129689928144217,0.7135416679084301,0.4187500048428774,0.8576087398109157,65.60846560846561,0.6142857142857142,0.4829034556945165,0.6208333373069763,0.426388893276453,1.1398526958964454,0.816542192785277,78.125,0.7886904761904762,0.2916666716337204,0.5,0.2083333358168602,0.7571540440462552,0.9823075141271593,72.22222222222221,0.875,0.7333333392937978,1.0,0.6388888955116272,0.05274256146456497,2.15167840026847,33.33333333333333,0.6666666666666667,0.1428571492433548,0.5,0.0833333358168602,0.4727348926499082,0.6191131158214495,69.23076923076923,0.7833333333333333,0.6857142746448517,0.75,0.6666666865348816,0.3088430931166311,1.1373579253098576,42.857142857142854,0.5555555555555556,0.4761904776096344,0.375,0.6666666716337204,0.26195272001252523,0.637680716549854,40.0,0.75,0.0,0.0,0.0,0.6863187357910079,1.045715231368166,64.65517241379311,0.5744444444444444,0.0,0.0,0.0,0.5121477375252342,0.8899103268356157,52.38095238095239,0.6333333333333333,0.4212963084379832,0.527777781089147,0.35555556913216907,0.6231123008656796
23,0.038858722772394674,1.099624293384338,71.09375,0.7509300595238095,0.487547529861331,0.6437500007450581,0.4150297697633505,0.8200621607176125,65.60846560846561,0.6827380952380953,0.5968013529976209,0.6465277845660845,0.593551597247521,0.6816886468350702,0.4773879709660678,90.625,0.859375,0.7142857164144516,0.75,0.6875,0.24175899014642654,1.0035402369175492,66.66666666666666,0.75,0.6555555661519369,1.0,0.5000000099341074,0.013680704765453034,1.4670086166324205,55.55555555555556,0.5833333333333333,0.75,1.0,0.6666666716337204,0.34240528078515275,0.7816659177117494,69.23076923076923,0.8666666666666667,0.7333333492279053,0.75,0.8333333432674408,0.18132133779872936,1.0500985895281365,50.0,0.625,0.4761904925107956,0.6000000014901161,0.5,0.34616088195140937,0.6362155116074429,40.0,1.0,0.0,0.0,0.0,0.5271307216373251,0.7325296823553562,62.06896551724138,0.4828571428571429,0.04888888994852702,0.1,0.03333333333333333,0.6274698991786583,0.8418639840006299,61.904761904761905,0.579861111111111,0.7535353650649389,0.6646825472513834,0.9666666686534882,0.32529096125012663
