,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test
0,0.6703296826051808,0.15421793367513084,50.0
1,0.9147384421009457,0.13313934966865992,75.0
2,0.2693379716035553,0.12173643858577152,75.0
3,0.4103236468645452,0.11254868222971107,100.0
4,0.28299335027182354,0.09150612836431887,75.0
5,0.04327687479935682,0.059546510354781985,100.0
6,0.05926797833113784,0.08511231607313163,75.0
7,0.1745875444232704,0.03347724093154829,100.0
8,0.018320925687011443,0.03232936248972837,100.0
9,0.011801654346612702,0.0777213199218524,75.0
10,0.0094212121601953,0.014332570437435962,100.0
11,0.0010967477854825257,0.04561157066007827,100.0
12,0.002725117919905651,0.024721655802188516,100.0
13,0.001831696451889967,0.014280457725698522,100.0
14,0.001662608371530837,0.020677358697558258,100.0
15,0.001215773339930682,0.02232025954906787,100.0
16,0.00028351630099785396,0.01874151132676794,100.0
17,0.0026052273428576775,0.015772474968774264,100.0
18,0.0007093644916670336,0.021762679132161112,100.0
19,0.0015370953502139664,0.018462824124353443,100.0
20,0.0010761149003752192,0.017129411010483306,100.0
21,0.0007821239310614154,0.014776654420278663,100.0
22,0.000600676732924547,0.01543776222993855,100.0
23,0.00018335889837604587,0.015864116531274557,100.0
24,0.0004102316183478942,0.014612814999417443,100.0
25,0.0007904989330935102,0.014875757998772752,100.0
26,0.000830152274466267,0.017534301752013634,100.0
27,0.00032511444058458487,0.013858568335001455,100.0
28,0.0003338130822471843,0.013737997035201283,100.0
29,0.0003185299279548911,0.014747353935277341,100.0
30,0.0002866509516255665,0.014717841376279262,100.0
31,0.0002202954467992735,0.013833784885767784,100.0
32,0.00014084472190384892,0.01331755005230213,100.0
33,0.000317806734712622,0.013912161759512863,100.0
34,0.0005340844684708683,0.013834364323836834,100.0
35,0.00028700061947711856,0.013643171368938316,100.0
36,0.000496263799696502,0.013170780742589712,100.0
37,0.00026149898270110293,0.014604730507112437,100.0
38,0.00016421807769614172,0.01405128675064594,100.0
39,0.00030241521218154956,0.012181629524012619,100.0
40,0.0003044973246024589,0.012001540224537675,100.0
41,0.00019770238277272753,0.01114577594650797,100.0
42,0.0003030681297977822,0.012019166267235976,100.0
43,0.00037195662560612826,0.013454347505669808,100.0
44,0.0004040002790073185,0.012303392906087226,100.0
45,0.0002744502417769409,0.013451873340109975,100.0
46,0.00010705700307075357,0.0131473491511057,100.0
47,0.0002525974638382396,0.012449223144197812,100.0
48,0.0002666236890142401,0.01248179361051982,100.0
49,2.9289899505710927e-05,0.011847288236455143,100.0
50,0.0002599957912357089,0.011431773076852548,100.0
51,0.00037221132618063405,0.010367824237830874,100.0
52,0.00019053968861112598,0.012329787720842835,100.0
53,0.0002783154952287046,0.011853548029331563,100.0
54,0.0001536080725569353,0.010904057284218989,100.0
55,6.302433491791232e-05,0.010199290367485014,100.0
56,0.00016674510342567795,0.010879985738684067,100.0
57,8.385628601978829e-05,0.011561519078581696,100.0
58,0.00012850529988450398,0.010662402204152007,100.0
59,0.00011698669022000436,0.011011518728675451,100.0
60,0.00014784875510373563,0.010419898155518937,100.0
61,0.00026057800423807075,0.010941385668140603,100.0
62,0.0001054870079218421,0.010420528675651105,100.0
63,1.718526244149916e-05,0.01050368632868331,100.0
64,4.732715558956893e-05,0.010325234125115778,100.0
65,0.0001758527530839667,0.010135331632527562,100.0
66,2.4436621468002935e-05,0.009852015959380725,100.0
67,0.00018480291728475583,0.010253637400841925,100.0
68,8.193768777128006e-05,0.009679743496824347,100.0
69,0.0001172943586653318,0.009818359904173514,100.0
70,0.0002053880661887082,0.010508991988171398,100.0
71,2.7304912865053058e-05,0.009383598355246362,100.0
72,0.0001235615660306372,0.008952546316159929,100.0
73,0.00018046750610579984,0.008589477159691989,100.0
74,8.867404089269476e-05,0.009114969384417047,100.0
75,7.426850313562106e-05,0.009383879167061267,100.0
76,6.352907967275598e-05,0.009021057447289545,100.0
77,5.859900500501985e-05,0.008628085345582986,100.0
78,0.00012390797234824893,0.009347568899857776,100.0
79,3.693162127050995e-05,0.009275806776110437,100.0
80,6.595950436078283e-05,0.009292728911814341,100.0
81,0.0001282098709058089,0.009117336714548079,100.0
82,1.7237068881620993e-05,0.009222908414957182,100.0
83,3.455116110444176e-05,0.009273788537261067,100.0
84,0.00010071945619156644,0.009208912700553937,100.0
85,0.00013334818856364558,0.008856624050980078,100.0
86,3.8642263245980705e-05,0.009121412067155157,100.0
87,2.899756770341668e-05,0.009366065091222885,100.0
88,7.691972847068753e-05,0.009228906970880033,100.0
89,2.4485783672806942e-05,0.008834867130495694,100.0
90,6.502843133573101e-05,0.00857513372545443,100.0
91,5.4237474206460086e-05,0.00863888339767821,100.0
92,9.316274604904693e-06,0.008542970793448823,100.0
93,1.536502955456558e-05,0.008808245733044588,100.0
94,2.359467936831901e-05,0.008713578630319579,100.0
95,3.3275873223136517e-06,0.008681874373669494,100.0
96,4.8184840827928766e-05,0.008681097336159268,100.0
97,6.081202950565382e-05,0.008482980721645765,100.0
98,4.056806714398782e-05,0.008619859802781805,100.0
99,4.324424278338905e-05,0.00875440483799026,100.0
