,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,59.583304226485495,5.224891849375024,0.0,0.0,0.0,0.0,0.0,16.541933318119753,0.0,0.0,0.0,0.0,0.0,10.414933491400246,5.0936641367919115,0.0,0.0,0.0,0.0,0.0,3.756487884989004,2.346141092251982,0.0,0.0,0.0,0.0,0.0,11.740914420679806,120.60377258755709,0.0,0.0,0.0,0.0,0.0,1248.0080154814086,4.183521339676035,0.0,0.0,0.0,0.0,0.0,348.1594627928161,128.18202263590288,0.0,0.0,0.0,0.0,0.0,951.8429739517376,45.35106891050429,0.0,0.0,0.0,0.0,0.0,1610.3303736092555,124.9671738874688,0.0,0.0,0.0,0.0,0.0,470.0388608298406,158.41580749539813,0.0,0.0,0.0,0.0,0.0,1031.4472365898555,90.81413040424792,0.0,0.0,0.0,0.0,0.0,1577.3312358590047,40.18191168875885,0.0,0.0,0.0,0.0,0.0,986.9135305807949,10.237922461576058,0.0,0.0,0.0,0.0,0.0,137.40204839408963,28.3371629301007,0.0,0.0,0.0,0.0,0.0,337.8435123395508,312.6132019260832,0.0,0.0,0.0,0.0,0.0,1745.2385183976464,626.4345435482873,0.0,0.0,0.0,0.0,0.0,3418.8885942759334,23.98786530072087,0.0,0.0,0.0,0.0,0.0,468.55775160899464
1,20.263230077747338,1.8888273048140964,0.0,0.0,0.0,0.0,0.0,46.879108468507454,0.0,0.0,0.0,0.0,0.0,316.0642946381648,7.200109869098912,0.0,0.0,0.0,0.0,0.0,62.30017873737411,1.2904777437882833,0.0,0.0,0.0,0.0,0.0,5.257074596390401,65.69968889728328,0.0,0.0,0.0,0.0,0.0,811.703106669558,2.5037232719517997,0.0,0.0,0.0,0.0,0.0,69.62643984061727,75.32514956909696,0.0,0.0,0.0,0.0,0.0,284.64103260605793,22.823667531832378,0.0,0.0,0.0,0.0,0.0,0.0075603592002045856,79.17791049378476,0.0,0.0,0.0,0.0,0.0,350.49524675938545,158.66365816479805,0.0,0.0,0.0,0.0,0.0,1156.6325060740826,207.96754201517436,0.0,0.0,0.0,0.0,0.0,1047.1143748072038,21.14397920524033,0.0,0.0,0.0,0.0,0.0,396.91169282504063,5.903561814332125,0.0,0.0,0.0,0.0,0.0,10.117828118728765,23.046946440950347,0.0,0.0,0.0,0.0,0.0,63.55802539501106,140.51871860450063,0.0,0.0,0.0,0.0,0.0,215.63159312091705,322.25309511686135,0.0,0.0,0.0,0.0,0.0,2306.920657597324,16.28751764160994,0.0,0.0,0.0,0.0,0.0,110.0259046359778
2,14.067668308954582,3.7214526392224396,0.0,0.0,0.0,0.0,0.0,95.80230346826397,0.0,0.0,0.0,0.0,0.0,247.0729595285369,1.501548002870434,0.0,0.0,0.0,0.0,0.0,10.00887062090806,1.0463621690607618,0.0,0.0,0.0,0.0,0.0,11.503418814646519,42.71557797778939,0.0,0.0,0.0,0.0,0.0,367.7190794082401,3.9821071043676852,0.0,0.0,0.0,0.0,0.0,80.71919997116466,47.98350217728871,0.0,0.0,0.0,0.0,0.0,408.0449243528055,22.334726354524637,0.0,0.0,0.0,0.0,0.0,64.49073430006261,32.48121475286522,0.0,0.0,0.0,0.0,0.0,748.2298144337551,154.60605710174113,0.0,0.0,0.0,0.0,0.0,537.4663190210131,74.77163129176422,0.0,0.0,0.0,0.0,0.0,1259.8077831361238,6.8209581490940225,0.0,0.0,0.0,0.0,0.0,249.30435258195433,4.796880475224706,0.0,0.0,0.0,0.0,0.0,46.99788252174852,22.149955033177537,0.0,0.0,0.0,0.0,0.0,283.69173944570895,50.24984492339101,0.0,0.0,0.0,0.0,0.0,201.71239735710006,207.60537315265483,0.0,0.0,0.0,0.0,0.0,767.6619103136708,32.169624450964236,0.0,0.0,0.0,0.0,0.0,93.10227642453226
3,13.202974603742945,1.1570559237724867,0.0,0.0,0.0,0.0,0.0,18.286213302044125,0.0,0.0,0.0,0.0,0.0,142.86023701452064,0.9727283420298855,0.0,0.0,0.0,0.0,0.0,3.6976874276596092,1.3364223054580096,0.0,0.0,0.0,0.0,0.0,4.2165691185939345,29.292710394683617,0.0,0.0,0.0,0.0,0.0,215.48479613270118,1.909768254652423,0.0,0.0,0.0,0.0,0.0,11.395113539233261,36.036391421508235,0.0,0.0,0.0,0.0,0.0,66.97481729040302,16.699606573353215,0.0,0.0,0.0,0.0,0.0,250.02318498021197,25.33123513461514,0.0,0.0,0.0,0.0,0.0,96.89594190136104,133.41577367004064,0.0,0.0,0.0,0.0,0.0,320.9027268454602,183.3390814974847,0.0,0.0,0.0,0.0,0.0,994.1962299288555,5.379910011647512,0.0,0.0,0.0,0.0,0.0,274.57415022476374,3.9449644783890734,0.0,0.0,0.0,0.0,0.0,27.126974887948453,21.046544696319057,0.0,0.0,0.0,0.0,0.0,16.40490561285513,51.23000587650334,0.0,0.0,0.0,0.0,0.0,95.1060057003892,196.63621292112038,0.0,0.0,0.0,0.0,0.0,918.5925173419712,12.680705780811865,0.0,0.0,0.0,0.0,0.0,145.84243920096839
4,19.106526079031564,1.3311074387748338,0.0,0.0,0.0,0.0,0.0,0.9828853276758294,0.0,0.0,0.0,0.0,0.0,3.3321169057187108,1.1029577116606024,0.0,0.0,0.0,0.0,0.0,6.391516490346396,1.4450811445899319,0.0,0.0,0.0,0.0,0.0,4.643398844432579,18.715345822182037,0.0,0.0,0.0,0.0,0.0,624.7509770952664,2.470735489110245,0.0,0.0,0.0,0.0,0.0,17.21484424157942,32.542881696487925,0.0,0.0,0.0,0.0,0.0,73.74352456370706,14.235854247883903,0.0,0.0,0.0,0.0,0.0,143.40217952186427,24.17302771916304,0.0,0.0,0.0,0.0,0.0,0.6316398941056329,118.17833143558393,0.0,0.0,0.0,0.0,0.0,442.5488649781989,125.37316036031274,0.0,0.0,0.0,0.0,0.0,476.1240798921759,2.6126461424727556,0.0,0.0,0.0,0.0,0.0,172.81172217146823,3.173313854019014,0.0,0.0,0.0,0.0,0.0,28.8930200900213,18.127233982481815,0.0,0.0,0.0,0.0,0.0,87.65228573674266,35.6029793315292,0.0,0.0,0.0,0.0,0.0,17.46859326591264,61.43064893371176,0.0,0.0,0.0,0.0,0.0,497.4013897536796,9.16763439767852,0.0,0.0,0.0,0.0,0.0,87.70349859870683
5,10.019987720800254,1.0839430956240044,0.0,0.0,0.0,0.0,0.0,2.313359010887962,0.0,0.0,0.0,0.0,0.0,10.562411294845507,2.553635613382753,0.0,0.0,0.0,0.0,0.0,5.453204435898736,0.7358232455571415,0.0,0.0,0.0,0.0,0.0,4.11513757909247,19.313224334749922,0.0,0.0,0.0,0.0,0.0,358.3478238944828,12.034932689293734,0.0,0.0,0.0,0.0,0.0,76.07598272418106,35.37656943842725,0.0,0.0,0.0,0.0,0.0,60.4359722640203,12.589305433535237,0.0,0.0,0.0,0.0,0.0,2.272128258045924,17.36241850456641,0.0,0.0,0.0,0.0,0.0,482.3382390213023,71.0779510599717,0.0,0.0,0.0,0.0,0.0,473.80052399016915,70.73701422217346,0.0,0.0,0.0,0.0,0.0,541.2064848685626,13.984199082540185,0.0,0.0,0.0,0.0,0.0,83.79421752362423,6.506315562018094,0.0,0.0,0.0,0.0,0.0,23.56571501246093,22.292315546430093,0.0,0.0,0.0,0.0,0.0,159.6171787848441,33.21235574146982,0.0,0.0,0.0,0.0,0.0,45.25925637648089,53.0105003657608,0.0,0.0,0.0,0.0,0.0,134.38838194576306,11.898657865720525,0.0,0.0,0.0,0.0,0.0,17.06862531451443
6,19.418727861148675,2.7300681834176204,0.0,0.0,0.0,0.0,0.0,1.385217816655126,0.0,0.0,0.0,0.0,0.0,1.258618890565149,0.9327853737199212,0.0,0.0,0.0,0.0,0.0,3.6407947261378055,0.6903911591946041,0.0,0.0,0.0,0.0,0.0,4.460469191577019,13.842834554945295,0.0,0.0,0.0,0.0,0.0,457.23843367995335,2.7598997649539214,0.0,0.0,0.0,0.0,0.0,40.31116545816574,26.630757784705562,0.0,0.0,0.0,0.0,0.0,198.4287880210391,11.170946514450787,0.0,0.0,0.0,0.0,0.0,3.617008017652935,16.28054479349882,0.0,0.0,0.0,0.0,0.0,88.09814724855765,27.84754923258252,0.0,0.0,0.0,0.0,0.0,79.35206522281872,54.31113490165179,0.0,0.0,0.0,0.0,0.0,234.5322367061235,18.6589816090568,0.0,0.0,0.0,0.0,0.0,148.8921968889817,4.215431273902448,0.0,0.0,0.0,0.0,0.0,27.34863818222955,14.57906040055962,0.0,0.0,0.0,0.0,0.0,48.414890954803255,23.11582229688412,0.0,0.0,0.0,0.0,0.0,160.10536208569846,28.859876094607294,0.0,0.0,0.0,0.0,0.0,134.03836919403963,9.260839740306508,0.0,0.0,0.0,0.0,0.0,24.0609756966113
7,5.696668013060968,0.9197094688376929,0.0,0.0,0.0,0.0,0.0,0.6618029795633678,0.0,0.0,0.0,0.0,0.0,1.2806083210747568,0.9420985696851886,0.0,0.0,0.0,0.0,0.0,9.65695973529139,0.2934296231848031,0.0,0.0,0.0,0.0,0.0,1.554256176921116,14.77414301999959,0.0,0.0,0.0,0.0,0.0,146.1917733227746,6.179317031521375,0.0,0.0,0.0,0.0,0.0,21.697735593460152,24.167220810198675,0.0,0.0,0.0,0.0,0.0,165.54382611051858,7.822957667975888,0.0,0.0,0.0,0.0,0.0,108.95702930250198,17.572067225543233,0.0,0.0,0.0,0.0,0.0,0.05051168497941062,20.058646594303443,0.0,0.0,0.0,0.0,0.0,341.3385042328767,128.10075159192144,0.0,0.0,0.0,0.0,0.0,164.58734238642407,20.79973569918616,0.0,0.0,0.0,0.0,0.0,87.79366362336307,3.462394889827906,0.0,0.0,0.0,0.0,0.0,10.370797243811099,13.492694434782347,0.0,0.0,0.0,0.0,0.0,61.99811087608541,12.769563874625241,0.0,0.0,0.0,0.0,0.0,76.00345269719357,38.28472280284705,0.0,0.0,0.0,0.0,0.0,108.90770237123562,5.843951586511392,0.0,0.0,0.0,0.0,0.0,41.02389945395379
8,3.7711593218111,1.7750869533277556,0.0,0.0,0.0,0.0,0.0,0.44862348672603514,0.0,0.0,0.0,0.0,0.0,4.245819903089124,2.560200351231064,0.0,0.0,0.0,0.0,0.0,0.5690500328957089,2.9566785475007213,0.0,0.0,0.0,0.0,0.0,3.1616833675609444,10.799762802885594,0.0,0.0,0.0,0.0,0.0,297.37975916906424,1.404662183353456,0.0,0.0,0.0,0.0,0.0,88.18938167452774,23.093716632520753,0.0,0.0,0.0,0.0,0.0,77.61016228638896,12.890922639093905,0.0,0.0,0.0,0.0,0.0,3.4341785039614994,13.978034283428515,0.0,0.0,0.0,0.0,0.0,51.39737551412556,19.844083677244612,0.0,0.0,0.0,0.0,0.0,60.26549260852612,25.746820798196794,0.0,0.0,0.0,0.0,0.0,155.16442727318534,6.256462945606052,0.0,0.0,0.0,0.0,0.0,154.50879256812533,2.8390612087396745,0.0,0.0,0.0,0.0,0.0,8.259748346046603,23.713084077603746,0.0,0.0,0.0,0.0,0.0,76.95534444337937,40.688896697197,0.0,0.0,0.0,0.0,0.0,107.77767990004867,27.50267362634627,0.0,0.0,0.0,0.0,0.0,97.14797814185886,2.5808029550536418,0.0,0.0,0.0,0.0,0.0,25.383553696268894
