,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,BIP,BIP,BIP,BIP,BIP,BIP,BIP,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6937558543445045,0.6933356087256174,44.680851063829785,0.42378472222222224,0.6054390196998914,0.4479166666666667,1.0,0.6933342155560923,42.51968503937008,0.5007440476190477,0.5581602538004518,0.4229910718277097,0.9375,0.6929843333381708,0.6503792576342784,67.74193548387096,0.8333333333333334,0.0,0.0,0.0,0.6777250654785717,0.6920381956212572,70.58823529411765,0.5499999999999999,0.0,0.0,0.0,0.7770395929890428,0.6579149503150907,66.66666666666666,0.3333333333333333,0.0,0.0,0.0,0.679882908856774,0.6929537071028561,46.15384615384615,0.75,0.6444444805383682,0.5250000059604645,1.0,0.6924205005799983,0.6917475523287279,57.14285714285714,0.3125,0.7333333492279053,0.5833333432674408,1.0,0.6912568255044624,0.7750704263602931,57.14285714285714,0.3333333333333333,0.0,0.0,0.0,0.6786705883853283,0.8263854237471657,54.78260869565217,0.5033333333333334,0.0,0.0,0.0,0.31126435739216685,0.6990637965352692,43.90243902439025,0.5201388888888889,0.6504273613293966,0.5208333333333334,1.0,0.8634373841215941
1,0.6929473183537852,0.6930622240101145,55.319148936170215,0.5832341269841269,0.0,0.0,0.0,0.6931105205929009,53.54330708661418,0.727046130952381,0.6161956265568733,0.47470238991081715,0.9562500007450581,0.6931571442940241,0.5801472950963588,67.74193548387096,0.9125,0.0,0.0,0.0,1.0380959481308931,0.6926541353457543,70.58823529411765,0.5386904761904762,0.0,0.0,0.0,0.6912340745943384,0.6765473144503107,66.66666666666666,0.41666666666666663,0.0,0.0,0.0,0.6721054563885959,0.7043463868442154,46.15384615384615,0.5416666666666666,0.6190476417541504,0.45000000298023224,1.0,0.6600891226996084,0.6935372801776347,42.857142857142854,0.7333333333333334,0.0,0.0,0.0,0.6937195183759026,0.6931578842173883,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6935165407137067,0.6987081217014177,54.78260869565217,0.46555555555555556,0.0,0.0,0.0,0.6959036836423558,0.6975965918959014,41.46341463414634,0.525,0.63426573574543,0.5089285721381506,0.9583333333333334,0.7112317748622986
2,0.6893194200844435,0.694347475416409,44.680851063829785,0.4684027777777778,0.599292387564977,0.4479166666666667,1.0,0.6921148291368434,57.48031496062992,0.692299107142857,0.0,0.0,0.0,0.6933751599481113,1.3129884547623265,67.74193548387096,0.9416666666666668,0.0,0.0,0.0,2.275541352280888,0.6921574374287175,70.58823529411765,0.6111111111111112,0.0,0.0,0.0,0.6948814213741994,0.6507059116476248,66.66666666666666,0.55,0.0,0.0,0.0,0.6921088876483056,1.3417574642619765,46.15384615384615,0.9583333333333333,0.6444444805383682,0.5250000059604645,1.0,0.3023103031532582,0.6855440685609668,57.14285714285714,0.5555555555555556,0.7179487347602844,0.5625,1.0,0.692674318302506,0.6934566852679689,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.6930658480475754,0.8404952294495451,45.21739130434783,0.5383333333333334,0.6021985560655594,0.44722222288449603,1.0,0.629093308487137,1.6037085285821506,43.90243902439025,0.48125,0.5080031206210455,0.375,0.8333333333333334,0.2431317528357014
3,0.693891143546361,0.6932713521160547,44.680851063829785,0.41803075396825395,0.5970215108245611,0.4427083333333333,1.0,0.6921273525502768,58.26771653543307,0.7315104166666667,0.0208333320915699,0.0625,0.012500000186264515,0.6922611700085508,0.5859151723045978,67.74193548387096,0.7797619047619048,0.0,0.0,0.0,0.8661996992569666,0.6948189501389317,29.411764705882355,0.37777777777777777,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.6934562200476015,0.692687887991028,66.66666666666666,0.45,0.0,0.0,0.0,0.693213979286042,0.6930356006121193,46.15384615384615,0.90625,0.6190476417541504,0.45000000298023224,1.0,0.752066197571331,0.6930623870129546,57.14285714285714,0.34444444444444444,0.7179487347602844,0.5625,1.0,0.6926185658983086,0.690432948471997,42.857142857142854,0.6666666666666666,0.5999999642372131,0.4285714328289032,1.0,0.7224515669717844,0.6958375295184367,54.78260869565217,0.43289682539682534,0.0,0.0,0.0,0.7816845815017717,0.7960949072163073,43.90243902439025,0.5498015873015873,0.6378917470574379,0.5208333333333334,1.0,0.6064936136042991
4,0.6938656516583238,0.6932343651525598,44.148936170212764,0.5193948412698413,0.589595602825284,0.4404761915405591,0.991666667163372,0.6910940813797801,57.48031496062992,0.6959821428571429,0.0,0.0,0.0,0.6967981612928265,0.5858824906651745,67.74193548387096,0.8958333333333333,0.0,0.0,0.0,0.7725324802114409,0.6933247154660556,29.411764705882355,0.49444444444444446,0.31515152255694073,0.20833333333333334,0.6666666666666666,0.6932908462898866,0.692986821735404,66.66666666666666,0.35,0.0,0.0,0.0,0.6972555532253638,0.7041047763139154,46.15384615384615,0.9333333333333333,0.5512820482254028,0.4125000014901161,1.0,0.7914726638578599,0.6936885588055254,42.857142857142854,0.46875,0.0,0.0,0.0,0.6914999599423024,0.6805959986719862,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.7009540593394993,0.7568255202825805,54.78260869565217,0.4294444444444444,0.0,0.0,0.0,0.7511512110800498,0.7361644360015701,56.09756097560976,0.5611111111111111,0.0,0.0,0.0,0.6854090459006945
5,0.693079392464618,0.6934274796311398,43.08510638297872,0.4847470238095238,0.5513937516758839,0.42599207162857056,0.8597222256163756,0.6378786926963979,58.26771653543307,0.7735491071428572,0.02500000037252903,0.0625,0.015625,0.714946870037246,0.584331177961902,67.74193548387096,0.784375,0.0,0.0,0.0,0.2560858240007167,0.6932285353875242,41.17647058823529,0.5297619047619048,0.2063491940498352,0.17777778208255768,0.4166666666666667,0.6932473098962838,0.6923875556861058,55.55555555555556,0.5166666666666666,0.0,0.0,0.0,0.6906422115671496,0.6765681564152284,46.15384615384615,0.875,0.6190476417541504,0.45000000298023224,1.0,0.7912533596980887,0.6932557609902295,50.0,0.5666666666666667,0.654545471072197,0.559523805975914,0.8333333432674408,0.6929485228698312,0.6621775581730024,57.14285714285714,0.6666666666666666,0.0,0.0,0.0,0.6638602557642109,0.7494227782135074,54.78260869565217,0.5396825396825397,0.0,0.0,0.0,0.5565060745676418,0.6896774333775473,58.536585365853654,0.6583333333333333,0.4026455183823903,0.4722222288449605,0.4277777820825577,0.699316321939238
6,0.6956740116376988,0.6940101993898977,44.680851063829785,0.37222222222222223,0.5863969499866167,0.4375,0.9583333333333334,0.6653613869230713,59.055118110236215,0.7831101190476191,0.09791666828095913,0.1875,0.06770833395421505,2.0757313918775324,0.6273458555021589,67.74193548387096,0.9267857142857142,0.0,0.0,0.0,0.12857305830515828,0.6917914456036024,82.35294117647058,0.6011904761904762,0.22222222884496054,0.3333333333333333,0.16666666666666666,0.6827926885664256,0.6872509918389107,66.66666666666666,0.375,0.0,0.0,0.0,0.6881384139716996,0.7015545593006027,61.53846153846154,0.75,0.25,0.5,0.1666666716337204,0.7943643518948077,0.6933859473446338,42.857142857142854,0.5333333333333333,0.25,0.5,0.1666666716337204,0.7405072950973818,0.7349804556744386,57.14285714285714,0.25,0.0,0.0,0.0,0.6627536334883697,0.9048088819500938,54.78260869565217,0.38555555555555554,0.0,0.0,0.0,1.0307295037757311,0.7331722524229958,43.90243902439025,0.5388888888888889,0.5080031206210455,0.375,0.8333333333333334,1.0791942576674167
7,0.6922092324685631,0.6935151079092183,48.40425531914894,0.4195932539682539,0.45042088627815247,0.4768849276006222,0.5118055629233519,0.5551352279355246,66.92913385826772,0.8703125,0.3642857186496258,0.5625,0.2906250022351742,0.6544294224948255,0.569252462258478,74.19354838709677,0.9270833333333333,0.22500000149011612,0.5,0.1458333358168602,0.3538161131786024,0.6664625936433392,64.70588235294117,0.65,0.38333333532015484,0.31111112236976624,0.5,0.5601324601144956,0.6535466900456317,33.33333333333333,0.5416666666666667,0.1428571492433548,0.10000000149011612,0.25,0.6739074449778597,0.657320531028514,46.15384615384615,0.7666666666666666,0.6477272808551788,0.48750001192092896,1.0,1.5347570691632253,0.7180589804690517,35.714285714285715,0.375,0.0,0.0,0.0,0.6922207827340728,0.734678839076739,28.57142857142857,0.6666666666666666,0.444444477558136,0.3333333432674408,0.6666666865348816,0.6687395747694073,0.9135798409882372,54.78260869565217,0.48063492063492064,0.0,0.0,0.0,0.7962979918018143,0.6671208365763175,56.09756097560976,0.7486111111111112,0.6867003440856934,0.5714285721381506,0.9444444477558136,0.692028794022556
8,0.37667865881982715,0.7391704379674635,44.680851063829785,0.5822172619047618,0.6020165141671896,0.453125,1.0,0.6338465583434961,72.44094488188976,0.8094122023809522,0.5544642973691225,0.7291666697710752,0.4678571466356516,0.685003759621409,0.43631857857696515,80.64516129032258,0.890625,0.4642857164144516,0.5,0.4375,0.7236596881035351,0.6622430911814059,52.94117647058824,0.7232142857142857,0.35353535413742065,0.25714286665121716,0.6666666666666666,0.7040191705806806,0.599174941925035,66.66666666666666,0.5833333333333333,0.0,0.0,0.0,0.8323208179641465,0.6596049556392892,61.53846153846154,0.5,0.45000000298023224,0.75,0.3333333432674408,0.5885288432961305,0.7410832451790158,42.857142857142854,0.4,0.34285715222358704,0.5,0.2666666731238365,0.6887817248117761,0.7968867146382799,42.857142857142854,0.3333333333333333,0.0,0.0,0.0,0.6831032090559752,0.8329188385656096,52.17391304347826,0.5530555555555556,0.052380953232447305,0.13333333333333333,0.03333333432674408,0.9134513801250028,0.683787163636123,60.97560975609756,0.5200396825396826,0.6861471732457479,0.6325396870573362,0.8472222288449606,0.686833709305119
