,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,2771.1643135386057,617.8369532069426,0.0,0.0,0.0,0.0,0.0,1.5961280093772723,0.0,0.0,0.0,0.0,0.0,5.179120860481503,8.283707828245047,0.0,0.0,0.0,0.0,0.0,16.34299642927695,4.856926797543652,0.0,0.0,0.0,0.0,0.0,32.033568441434326,1.588331120276445,0.0,0.0,0.0,0.0,0.0,6.712210415739598,96.47666218049551,0.0,0.0,0.0,0.0,0.0,745.6962147709256,7.063285643919333,0.0,0.0,0.0,0.0,0.0,6.662840879574842,94.03460098658145,0.0,0.0,0.0,0.0,0.0,634.7109907823819,81.20326438378622,0.0,0.0,0.0,0.0,0.0,882.597335325278,174.53221211416619,0.0,0.0,0.0,0.0,0.0,1091.1872648823148,73.55362777579236,0.0,0.0,0.0,0.0,0.0,671.5719026369192,167.5022790526783,0.0,0.0,0.0,0.0,0.0,823.2459140627799,49.53591177496419,0.0,0.0,0.0,0.0,0.0,191.1947426660435,44.05878326902522,0.0,0.0,0.0,0.0,0.0,8.321025864991139,25.465086731612256,0.0,0.0,0.0,0.0,0.0,389.7555072627167,421.18482852290856,0.0,0.0,0.0,0.0,0.0,1887.3550486837569,806.0057659743679,0.0,0.0,0.0,0.0,0.0,4098.372763007244
1,1539.0138756240822,274.91133639473236,0.0,0.0,0.0,0.0,0.0,1.4989482319268843,0.0,0.0,0.0,0.0,0.0,5.878621087592339,0.9002118031494494,0.0,0.0,0.0,0.0,0.0,13.790351482472792,1.9581358429499556,0.0,0.0,0.0,0.0,0.0,12.05900672553601,1.5703797107149966,0.0,0.0,0.0,0.0,0.0,8.37854635434888,61.8436758563545,0.0,0.0,0.0,0.0,0.0,473.9663545699823,6.804337244455444,0.0,0.0,0.0,0.0,0.0,61.2615520974035,29.283006269752278,0.0,0.0,0.0,0.0,0.0,58.77128483898023,19.00587776424608,0.0,0.0,0.0,0.0,0.0,18.725020646117553,95.2220928363762,0.0,0.0,0.0,0.0,0.0,747.4425159382466,23.756004165115552,0.0,0.0,0.0,0.0,0.0,195.43047786519833,97.14521110002207,0.0,0.0,0.0,0.0,0.0,552.3441158739789,31.42197279455004,0.0,0.0,0.0,0.0,0.0,671.4915361099436,5.70912975143656,0.0,0.0,0.0,0.0,0.0,20.04718805693457,12.900614116790301,0.0,0.0,0.0,0.0,0.0,189.06606129529072,213.80216280109144,0.0,0.0,0.0,0.0,0.0,1590.4742774238962,818.1693604535747,0.0,0.0,0.0,0.0,0.0,4319.215669247491
2,1044.9891091895215,141.78219055216167,0.0,0.0,0.0,0.0,0.0,1.0147583137537073,0.0,0.0,0.0,0.0,0.0,21.474463368903596,0.4517102220690846,0.0,0.0,0.0,0.0,0.0,2.737431749435733,1.2965466653329398,0.0,0.0,0.0,0.0,0.0,8.40584474988635,0.7857467762251618,0.0,0.0,0.0,0.0,0.0,19.770565295554228,58.939196619491746,0.0,0.0,0.0,0.0,0.0,313.83720789150163,10.19162174652038,0.0,0.0,0.0,0.0,0.0,109.44269564351089,19.3374269403083,0.0,0.0,0.0,0.0,0.0,227.9317947031711,16.848958148500206,0.0,0.0,0.0,0.0,0.0,29.890893214901602,52.88076616833049,0.0,0.0,0.0,0.0,0.0,1048.8315131015386,14.527007820900085,0.0,0.0,0.0,0.0,0.0,96.27558316885863,141.2575953030396,0.0,0.0,0.0,0.0,0.0,408.89293933479615,13.343269506620782,0.0,0.0,0.0,0.0,0.0,173.74457832050638,7.270527648621954,0.0,0.0,0.0,0.0,0.0,5.73563760946522,14.646586587164515,0.0,0.0,0.0,0.0,0.0,168.93559313396696,69.01044684583229,0.0,0.0,0.0,0.0,0.0,625.9594956418812,811.4765222111688,0.0,0.0,0.0,0.0,0.0,3776.6656611533285
3,561.9788464785424,61.752002282917694,0.0,0.0,0.0,0.0,0.0,0.37950625274056066,0.0,0.0,0.0,0.0,0.0,5.5875667189163005,1.5510908819343847,0.0,0.0,0.0,0.0,0.0,1.9919974567384997,1.155503137272989,0.0,0.0,0.0,0.0,0.0,33.553706362915705,0.6959551443894938,0.0,0.0,0.0,0.0,0.0,2.352324834068799,53.27655629920048,0.0,0.0,0.0,0.0,0.0,268.52527131046884,4.351630290070175,0.0,0.0,0.0,0.0,0.0,16.41382755281027,14.624477403660762,0.0,0.0,0.0,0.0,0.0,133.7776170652251,28.37611202081446,0.0,0.0,0.0,0.0,0.0,9.49771429888623,22.649686277706824,0.0,0.0,0.0,0.0,0.0,42.695619316745315,13.406582545244316,0.0,0.0,0.0,0.0,0.0,21.26058609267485,47.10646410828143,0.0,0.0,0.0,0.0,0.0,414.1985553878946,14.371899611705372,0.0,0.0,0.0,0.0,0.0,73.86336989763825,17.69059231454933,0.0,0.0,0.0,0.0,0.0,2.9449259415729103,8.383535526746318,0.0,0.0,0.0,0.0,0.0,209.4881087503337,13.058733097074178,0.0,0.0,0.0,0.0,0.0,323.8844101817846,513.8882850331395,0.0,0.0,0.0,0.0,0.0,2588.9405896602048
4,77.58626392920752,4.591877720505953,0.0,0.0,0.0,0.0,0.0,1.8233750796209407,0.0,0.0,0.0,0.0,0.0,0.9123956006965308,0.3234845702477299,0.0,0.0,0.0,0.0,0.0,2.981510267051553,0.5460038011778968,0.0,0.0,0.0,0.0,0.0,5.671294421949161,0.47740891754600795,0.0,0.0,0.0,0.0,0.0,4.531766393509015,48.387268779040255,0.0,0.0,0.0,0.0,0.0,204.4442359733705,5.457874026123355,0.0,0.0,0.0,0.0,0.0,22.82035770657881,28.599623274686426,0.0,0.0,0.0,0.0,0.0,209.4376800228008,15.451655449894774,0.0,0.0,0.0,0.0,0.0,35.30676492379771,18.654509722300784,0.0,0.0,0.0,0.0,0.0,8.036747757424918,14.699157326679138,0.0,0.0,0.0,0.0,0.0,21.01281294336008,49.416246514466245,0.0,0.0,0.0,0.0,0.0,305.0568290703087,15.138324618932819,0.0,0.0,0.0,0.0,0.0,139.4916547319565,1.9138001227798331,0.0,0.0,0.0,0.0,0.0,0.027900141327872954,13.368106988991414,0.0,0.0,0.0,0.0,0.0,24.841431224814716,24.60297863219028,0.0,0.0,0.0,0.0,0.0,133.40581771876998,383.6125476168987,0.0,0.0,0.0,0.0,0.0,2107.207426180534
5,184.06892724510823,5.993886607571457,0.0,0.0,0.0,0.0,0.0,0.6459667584224124,0.0,0.0,0.0,0.0,0.0,14.700630671651112,1.2285822798139363,0.0,0.0,0.0,0.0,0.0,3.3691596991117785,0.980646473859586,0.0,0.0,0.0,0.0,0.0,8.859706949524782,1.8674306611470761,0.0,0.0,0.0,0.0,0.0,2.0259256164046042,49.16069670528529,0.0,0.0,0.0,0.0,0.0,298.7068551591953,6.233441127297708,0.0,0.0,0.0,0.0,0.0,21.06824522718665,28.342241434810603,0.0,0.0,0.0,0.0,0.0,4.326870480133019,14.386340851745501,0.0,0.0,0.0,0.0,0.0,161.53857059574884,15.26298301524318,0.0,0.0,0.0,0.0,0.0,166.2609725136565,12.650877960676533,0.0,0.0,0.0,0.0,0.0,101.06431834699073,50.29064879964613,0.0,0.0,0.0,0.0,0.0,275.4668820397425,15.056799564938046,0.0,0.0,0.0,0.0,0.0,80.97966431423599,2.5675060329770694,0.0,0.0,0.0,0.0,0.0,27.02750340154848,10.602771515175759,0.0,0.0,0.0,0.0,0.0,21.953961382627938,17.96069720378925,0.0,0.0,0.0,0.0,0.0,42.46932330137021,246.67017017393135,0.0,0.0,0.0,0.0,0.0,889.411293306843
6,84.31152885706359,6.981692156168725,0.0,0.0,0.0,0.0,0.0,0.3118248572296554,0.0,0.0,0.0,0.0,0.0,8.290589488324386,0.6299788597889079,0.0,0.0,0.0,0.0,0.0,0.23186776479467203,0.7283820392606788,0.0,0.0,0.0,0.0,0.0,11.435990717942794,0.78972782542087,0.0,0.0,0.0,0.0,0.0,26.851606140480634,44.81670258041632,0.0,0.0,0.0,0.0,0.0,173.25805987102154,8.53124866652222,0.0,0.0,0.0,0.0,0.0,13.702189083697766,13.101954305539278,0.0,0.0,0.0,0.0,0.0,366.1839256944099,15.85326779305597,0.0,0.0,0.0,0.0,0.0,16.258975827005507,17.966869320147392,0.0,0.0,0.0,0.0,0.0,34.67460363192618,15.424713366312142,0.0,0.0,0.0,0.0,0.0,44.77910767475813,46.06037188618693,0.0,0.0,0.0,0.0,0.0,233.33995354093665,14.510724628549795,0.0,0.0,0.0,0.0,0.0,182.70727065407985,4.004499430620312,0.0,0.0,0.0,0.0,0.0,11.128265291269352,10.392958528297465,0.0,0.0,0.0,0.0,0.0,98.28182302084933,8.309246419619313,0.0,0.0,0.0,0.0,0.0,145.1241417344416,124.57037743386704,0.0,0.0,0.0,0.0,0.0,645.1675402858874
7,66.82750290782796,8.383931306335676,0.0,0.0,0.0,0.0,0.0,0.2408342183488683,0.0,0.0,0.0,0.0,0.0,5.5393789475178465,0.3358274848704355,0.0,0.0,0.0,0.0,0.0,2.248657781412406,1.0165142707853878,0.0,0.0,0.0,0.0,0.0,1.7057083327737872,0.4530328821837464,0.0,0.0,0.0,0.0,0.0,1.4669535747873783,40.332539374295685,0.0,0.0,0.0,0.0,0.0,78.62615079962788,4.4165396035044395,0.0,0.0,0.0,0.0,0.0,79.33442133209684,16.529586000951426,0.0,0.0,0.0,0.0,0.0,19.65181718865569,12.749406739687455,0.0,0.0,0.0,0.0,0.0,85.46639342230128,11.755140374074111,0.0,0.0,0.0,0.0,0.0,8.780687509643768e-05,10.781391286697595,0.0,0.0,0.0,0.0,0.0,62.26794662514148,32.72338010659596,0.0,0.0,0.0,0.0,0.0,171.28735258120045,15.006097254085782,0.0,0.0,0.0,0.0,0.0,53.59826607834445,6.80112957732296,0.0,0.0,0.0,0.0,0.0,13.600037856109987,15.782373081557147,0.0,0.0,0.0,0.0,0.0,74.38681988665196,5.883387474219423,0.0,0.0,0.0,0.0,0.0,116.58860756365524,38.64101110227565,0.0,0.0,0.0,0.0,0.0,133.0103360708102
8,43.2012835283577,19.450240884095173,0.0,0.0,0.0,0.0,0.0,0.6304535933229886,0.0,0.0,0.0,0.0,0.0,21.567892769020716,0.9574693152997706,0.0,0.0,0.0,0.0,0.0,9.779150323875372,0.6233626196159361,0.0,0.0,0.0,0.0,0.0,20.12094871686829,0.31578004914683694,0.0,0.0,0.0,0.0,0.0,19.17468030345387,37.62311324262149,0.0,0.0,0.0,0.0,0.0,31.07117415825471,4.7292163510722,0.0,0.0,0.0,0.0,0.0,40.069855707857386,6.5051708277567695,0.0,0.0,0.0,0.0,0.0,150.12049530029986,8.605106137255127,0.0,0.0,0.0,0.0,0.0,80.37755399668463,15.288841020655648,0.0,0.0,0.0,0.0,0.0,287.12227067852416,12.729111286335822,0.0,0.0,0.0,0.0,0.0,48.69478600650831,40.61334003016527,0.0,0.0,0.0,0.0,0.0,153.77462507343395,15.933961406037763,0.0,0.0,0.0,0.0,0.0,120.99089227177778,3.9516504452556327,0.0,0.0,0.0,0.0,0.0,12.25508746124176,8.144512152947394,0.0,0.0,0.0,0.0,0.0,92.88307507547084,19.86439958057298,0.0,0.0,0.0,0.0,0.0,235.70335145258463,14.636963923069525,0.0,0.0,0.0,0.0,0.0,207.68682108987102
