,DUP16p11_2,DUP16p11_2,DUP16p11_2,SZ,SZ,SZ
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,1.2691444350268661,0.1749957143012133,50.0,0.07447964852605532,70.0,0.6170171129227421
1,0.6194104690703548,0.12151933181896345,50.0,0.0727123263834879,71.25,0.5433285441617293
2,0.5059815156192133,0.10497477939471235,50.0,0.06927242782271499,77.5,0.4645866043738507
3,0.07190634694932116,0.1846324748367604,50.0,0.08442925760798652,76.25,0.060986835788395484
4,0.16844162582404834,0.2132971482288314,50.0,0.08085863129385515,73.125,0.2614601193119607
5,0.06252392285398983,0.25983376620218807,50.0,0.08042558781569198,79.375,0.027591126956343474
6,0.024446383760328226,0.1845181463188161,50.0,0.12086253607610345,73.125,0.03834054851642963
7,0.01119719644115456,0.2067713080137511,50.0,0.10316284097207169,79.375,0.062388643266511466
8,0.005218119112924408,0.20782010693619546,50.0,0.12974972502281498,75.625,0.045163362596218094
9,0.0005646271614855067,0.2776329556001355,50.0,0.12488610405441855,75.0,0.05139494211985554
10,0.002266933508117756,0.23197121200477078,50.0,0.13539892135735196,78.75,0.03738719123110525
11,0.0020780372483665682,0.27637092201084357,50.0,0.17779223661579455,73.125,0.007722072543165738
12,0.0015395301817804326,0.3796399390726938,44.44444444444444,0.16775888575229328,73.75,0.001495432817031209
13,0.001100015010783054,0.18906528897968025,44.44444444444444,0.1609517983682304,74.375,3.3506528766121506e-05
14,0.0015000155584802713,0.21967368469733925,50.0,0.15907013454392088,78.75,0.0072839745025356575
15,0.00064116581902549,0.2250299699618762,44.44444444444444,0.15746923192802068,78.125,8.787878393509703e-05
16,0.0007185035576381193,0.22662533882343844,50.0,0.16876616633370464,78.125,6.341982943929663e-05
17,0.00020900794362194386,0.4394011715279547,50.0,0.16535928330767174,76.875,0.00309319306675116
18,0.0009099271749647312,0.3430349565171007,44.44444444444444,0.17003104834842903,76.875,1.6462512009801496e-05
19,0.0004202859368715247,0.36929355556908483,44.44444444444444,0.17074690823803543,75.625,0.000456552123109836
20,0.00024140522244444756,0.23886826953335888,44.44444444444444,0.1733072606198229,76.25,0.000287563721287931
21,0.0003384862974494786,0.38599208598148693,50.0,0.1743903429778801,75.625,7.272251284453688e-05
22,0.00046344998228833737,0.24202310643317196,44.44444444444444,0.17487643763154795,76.25,0.0003445789607492949
23,0.00033850999314782225,0.3629880109112414,44.44444444444444,0.176092307951832,75.625,7.479770812517094e-05
24,0.00023452740546260945,0.24479472955741569,44.44444444444444,0.1777857339468165,76.25,0.0003004251611731048
25,0.00023112760207937518,0.23221695916245422,44.44444444444444,0.1804692120731284,76.25,6.907655022519032e-05
26,0.0002406924566440882,0.34611644530204294,44.44444444444444,0.18022187054280195,75.625,4.300136576145041e-05
