,ASD,ASD,ASD,DEL16p11_2,DEL16p11_2,DEL16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6937829545184141,0.08851301658978884,46.27659574468085,0.1095139113669028,66.66666666666666,0.7346130071039892
1,0.6925352898409435,0.08848742237315912,46.27659574468085,0.11699352219708399,33.33333333333333,0.8930604789159952
2,0.693810858895609,0.08849951649433752,46.27659574468085,0.14465892267085959,33.33333333333333,0.6428927052866893
3,0.6932265264418854,0.08848411712090337,53.191489361702125,0.23630043958349498,66.66666666666666,0.5258749216495956
4,0.6928374601016364,0.08849609189903854,46.27659574468085,0.12774935853689165,33.33333333333333,0.6773177478886268
5,0.6965342596309215,0.08846936156464534,53.72340425531915,0.11533540039218731,66.66666666666666,0.6916819018824801
6,0.6932912000351502,0.08848940885327133,45.744680851063826,0.1153207066065673,66.66666666666666,0.6929673795582463
7,0.6928676302770639,0.08849462610339145,46.27659574468085,0.1154191779103582,66.66666666666666,0.6927507510934212
8,0.6899610250960801,0.08851557057853962,46.27659574468085,0.11547910142845515,66.66666666666666,0.6928378104644816
9,0.6926384304797356,0.0885215782673196,46.27659574468085,0.1154773602138525,75.0,0.6934240773822733
10,0.6940597192033463,0.08851892300348171,46.27659574468085,0.11548506523530015,66.66666666666666,0.6926634393646868
11,0.6936099589487342,0.08851817386054078,46.27659574468085,0.11549314585902815,50.0,0.6923728549820726
12,0.6916615462372483,0.08851965488058723,46.27659574468085,0.1143224840832359,66.66666666666666,0.6926206501352001
13,0.6932201641222117,0.0884750444024595,53.72340425531915,0.11558725134882204,33.33333333333333,0.6924997513113127
14,0.6850104769482153,0.08855034355733771,46.27659574468085,0.11429086168098068,75.0,0.6899091343076255
15,0.6926435901059665,0.08850975902325721,46.27659574468085,0.13792638903287838,33.33333333333333,0.646549041042493
16,0.6910928046536678,0.08850737743608948,46.27659574468085,0.10707923567928168,66.66666666666666,0.6527433597970559
17,0.6939740826457766,0.08850590026486786,46.27659574468085,0.09797949783184697,83.33333333333334,0.6283504522428767
18,0.6891397427468093,0.08855117210324442,46.27659574468085,0.8084324290853782,33.33333333333333,0.006023138445144164
19,0.6829917647068671,0.08855663912724411,46.27659574468085,0.15577004604446623,41.66666666666667,0.4411438058608844
20,0.6833192930200974,0.08857928359910658,46.27659574468085,0.2615201608436255,41.66666666666667,0.424685938699097
21,0.6962022557492012,0.08856718687546211,46.27659574468085,0.22651792969872944,50.0,0.10234519973893168
22,0.6922723203202135,0.0885277713293327,46.27659574468085,0.04919397997220786,91.66666666666666,0.3626098353165742
23,0.6850768206226664,0.08857515106314717,46.27659574468085,0.16418336575496484,75.0,0.07560540154252748
24,0.6862727299520186,0.08854234240008965,46.27659574468085,0.12379187002434384,75.0,0.06182059708094973
25,0.7021084404988178,0.08854158820833216,46.27659574468085,0.13633122165308542,66.66666666666666,0.02863015295376476
26,0.6839965345658867,0.08856069001527796,46.27659574468085,0.099828468991437,75.0,0.06451290106938104
27,0.6945218123625079,0.08852267807794924,46.27659574468085,0.1466455048947198,66.66666666666666,0.5957389081494626
28,0.6962054315822832,0.08855746323180308,46.27659574468085,0.3620418889210338,50.0,0.0024726486015353346
29,0.690836306301025,0.0885545246073624,46.27659574468085,0.028183004079677887,91.66666666666666,0.0009060367554930052
30,0.6933002342359798,0.08858731992622397,46.27659574468085,0.502927135698584,41.66666666666667,0.10590171474453446
31,0.6847257576252458,0.08860260337216691,46.27659574468085,0.19744125455774708,75.0,0.0010977460698647838
32,0.7006444203913579,0.08863316926499433,46.27659574468085,0.2753383825651708,75.0,1.390381327293553e-05
33,0.6832492795971458,0.08855690691704496,46.27659574468085,0.4516291003753293,75.0,0.00023916336871579246
34,0.6939904555692085,0.08871101040109336,46.27659574468085,0.26661583774727604,75.0,0.0005810848305102009
35,0.6885138674004553,0.08862142276211728,46.27659574468085,0.21780616186674093,75.0,0.000234092794360115
36,0.7031317351090841,0.08875311936650102,46.27659574468085,0.5662316406897844,58.333333333333336,2.68144783732284e-06
37,0.6945282239989387,0.0887573914515121,46.27659574468085,0.11496838210449774,75.0,2.4783340457250414e-05
38,0.7031308488591043,0.0885047046501041,46.27659574468085,0.28128947633471296,75.0,8.452541570185543e-07
39,0.6597151259759588,0.08777755314498271,53.191489361702125,0.1062103522518676,66.66666666666666,0.00017842531164951225
40,0.794907994433796,0.09159665860508558,46.27659574468085,0.270696553179173,75.0,8.559989603472201e-05
41,0.6447422585249385,0.10134975458940132,47.87234042553192,1.781066737799141,33.33333333333333,0.00030504529570043185
42,0.5500460657520102,0.08561539376772878,58.51063829787234,0.08053531702183357,83.33333333333334,0.003755042445768484
43,0.6823606571880475,0.08491064572435988,60.1063829787234,0.1833090703640283,58.333333333333336,0.34485711525266405
44,0.2778828034759983,0.0813936812587882,64.8936170212766,3.4613094765922283,33.33333333333333,9.207215966972266e-07
45,0.6478214180935128,0.0874247480953766,65.42553191489363,1.6874968658617135,41.66666666666667,0.0002900236490767434
46,0.4436825253424547,0.08494146684486628,63.829787234042556,0.1327188481719633,66.66666666666666,0.49624968773354305
47,0.22681684578000516,0.08798817575820833,63.297872340425535,0.2748253355245534,66.66666666666666,1.167871735319112e-05
48,0.8660808149226998,0.14083731385489476,65.42553191489363,0.6274221436585059,58.333333333333336,3.421974891283545e-06
49,0.5072445646229721,0.08999843585351354,61.170212765957444,0.6675530755089675,50.0,5.560934879827957e-06
50,0.10051761292963708,0.1470953616648182,65.95744680851064,0.3177831367313724,58.333333333333336,0.5670617682024586
51,0.5031012282998085,0.08204468164748166,64.8936170212766,0.08063603360389031,66.66666666666666,0.001792441725996791
52,0.8706436675903745,0.17166328371537132,61.170212765957444,0.4065116555034279,58.333333333333336,0.02828415177954888
53,0.71874103730394,0.1119094918842135,64.36170212765957,0.7344076261753433,41.66666666666667,0.0015250094109816557
54,0.3991958615272717,0.13158642104789106,63.297872340425535,0.20785637967974882,66.66666666666666,3.287972089539794e-06
55,0.5339144498501542,0.1424288591527822,60.63829787234043,0.22432764405203734,66.66666666666666,0.0009567457697958378
56,1.5374975343194575,0.227063240634456,63.297872340425535,0.09977100878661338,66.66666666666666,0.0010607979920255657
57,0.07144879000256542,0.1367328918764118,65.42553191489363,0.4068620293046454,50.0,0.033603061897021905
58,0.244779437318731,0.1709279835557595,65.95744680851064,0.21453357215756608,66.66666666666666,0.0009377833643543884
59,0.009187097444185886,0.1613363302433353,62.76595744680851,0.12489228607911211,75.0,0.0007039598138345313
60,0.01206922213476481,0.127530195003614,67.02127659574468,0.025493974647394484,91.66666666666666,2.0634111077924825e-10
61,0.04214272801087892,0.3540730785208745,61.170212765957444,0.06657257306145466,75.0,0.0002898894652961318
62,0.8247522936441088,0.3797990669539698,61.170212765957444,0.3474000386841301,66.66666666666666,0.00046606264272883874
63,0.2255743380615345,0.23935925338412653,64.36170212765957,0.5417966009317491,58.333333333333336,0.0020920099047932895
64,0.05092126254043924,0.22296498016661875,62.76595744680851,0.1892074902868156,75.0,0.0025179293025754646
65,0.030116808908400596,0.2568771287279524,62.23404255319149,0.09726675952547996,75.0,0.04373148273331994
66,2.4332007165226218e-06,0.25437867457347085,64.8936170212766,0.5367589473495986,66.66666666666666,1.05214499194306e-05
67,0.05028091707121799,0.2927480709906391,63.297872340425535,0.3339482911286377,66.66666666666666,3.9112879909431335e-08
68,0.042958771385987464,0.2207297546652577,61.170212765957444,0.1928647937580421,75.0,3.122289618610119e-08
