,BIP,BIP,BIP,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.5782620327402103,0.0804457168694265,67.74193548387096,0.10119550490285661,43.90243902439025,0.7002752529401224
1,0.638712855942836,0.07643554380876438,67.74193548387096,0.10188118514364623,43.90243902439025,0.6835470489572406
2,0.5027826445914948,0.07769222170394477,67.74193548387096,0.10136143294199396,43.90243902439025,0.7013397435135172
3,0.47942859096487705,0.07078032802862626,83.87096774193549,0.10282161275267565,43.90243902439025,0.690782251941936
4,0.6933581013963415,0.08203780297247829,61.29032258064516,0.10327513570663951,43.90243902439025,0.694439325353397
5,2.2701854853267514,0.13268610469840988,67.74193548387096,0.1006900660464374,43.90243902439025,0.6627340661846348
6,0.4642653552234446,0.06064154632011207,74.19354838709677,0.1231320771006842,43.90243902439025,0.6848345276433221
7,0.4343923419607852,0.0775976385845844,70.96774193548387,0.10277530091842726,43.90243902439025,0.7219681861041483
8,0.16576328801921722,0.09479573879299825,70.96774193548387,0.22049889767468603,43.90243902439025,1.534581864542492
9,0.9548748806764936,0.08573313638900727,70.96774193548387,0.10265085217232335,48.78048780487805,0.7081567800418245
10,0.10213900903736252,0.11786419069916115,70.96774193548387,0.10679283020925406,43.90243902439025,0.5361901901884416
11,0.44519963152151293,0.10452235909187929,77.41935483870968,0.11187284438750733,41.46341463414634,0.5713220223597901
12,0.045227680992287494,0.09932527095589644,70.96774193548387,0.13773644395239143,43.90243902439025,1.3822208174588657
13,0.1048110841614374,0.23436178145253772,45.16129032258064,0.10614263905854165,46.34146341463415,0.7875363188089922
14,0.07590765171460652,0.11891663183765834,70.96774193548387,0.1010546601484523,53.65853658536586,0.6415189483366417
15,0.9619964226504097,0.07367121731681012,74.19354838709677,0.10591432855932412,48.78048780487805,0.643301168631007
16,0.27710606596899834,0.130043811330683,74.19354838709677,0.2615062028745772,41.46341463414634,1.6854508285130412
17,0.019724437007663083,0.17930716305317607,64.51612903225806,0.27078847429602304,43.90243902439025,0.42189048924841266
18,0.0023704911499201065,0.13918739104290165,70.96774193548387,0.12168915905959535,58.536585365853654,0.5648703341102551
19,0.0025971534699107614,0.13719452138085758,77.41935483870968,0.7104635042358449,46.34146341463415,1.6790479086013677
20,0.00022912910576690013,0.2842771637078376,67.74193548387096,0.1623371809057939,48.78048780487805,0.523638442933306
21,1.1340541275386486,0.21100092464639203,74.19354838709677,0.5156787521839031,46.34146341463415,1.0601191515563761
22,0.40947806097627854,0.15886668824473862,70.96774193548387,0.17220215675478287,53.65853658536586,1.3562917509017975
23,0.0017268716576895639,0.20222848405403915,70.96774193548387,0.15927842818745552,51.21951219512195,0.3927640998421963
24,8.520406889389473e-05,0.23525039975030648,74.19354838709677,0.210705739358536,60.97560975609756,0.18477950527832404
25,0.001017217778838307,0.18925997938222386,67.74193548387096,0.160579461578333,48.78048780487805,0.65924589423141
26,0.00023822412109849667,0.22621477478931287,67.74193548387096,0.25893052599470573,60.97560975609756,0.03644640249600529
27,0.0006237198601381918,0.26893662355784137,70.96774193548387,0.34326189651330524,51.21951219512195,0.7952197478904481
28,0.036409106741015,0.1342347146315572,70.96774193548387,0.1797582012973079,51.21951219512195,1.1053362365316588
29,1.8264337771121217,0.46381772019924744,67.74193548387096,0.4008889554449191,48.78048780487805,0.6269839095989518
30,0.6619136560090385,0.12809487969598785,70.96774193548387,0.18672850491523152,60.97560975609756,0.0455898167861984
31,0.001269397588349111,0.18753484482745655,67.74193548387096,0.25749237813246606,56.09756097560976,0.10539659763272402
32,0.03605186445365046,0.1715936592599542,74.19354838709677,0.5320192737430239,46.34146341463415,0.8991199565569203
33,0.0004489833232370263,0.1555697031214992,74.19354838709677,0.19474891510983744,53.65853658536586,0.07307579809945372
34,0.008128539498588614,0.47249969152062454,51.61290322580645,0.2117679962956721,58.536585365853654,0.2623508823050803
35,0.0006482182067847081,0.17226076447092706,74.19354838709677,0.26858107695857364,46.34146341463415,0.33685230804806665
36,8.275135666510634e-05,0.18154339318367443,77.41935483870968,0.5872457305800496,41.46341463414634,0.04416113641732664
37,4.2400080868180046e-05,0.18904961911105994,77.41935483870968,0.21405097513086313,60.97560975609756,0.04308143474452815
38,6.432105859185127e-05,0.20308716310143277,77.41935483870968,0.3204189421879383,51.21951219512195,0.4513490615402801
