,ASD,ASD,ASD,DUP1q21_1,DUP1q21_1,DUP1q21_1
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6986709831178809,0.08811814756184923,50.0,0.1385714897214899,50.0,0.6768977246287503
1,0.6944056392481294,0.0880870545818699,54.66101694915254,0.13772480767142284,50.0,0.7037519788477504
2,0.686758468917365,0.0880638064944814,50.0,0.13805045686080641,50.0,0.6899165146878073
3,0.6939740302415581,0.08805939816526835,54.23728813559322,0.1384772800723752,50.0,0.6910460565351906
4,0.6923457981600958,0.08782853834624725,52.96610169491526,0.13679622970184077,50.0,0.6888694366155839
5,0.6920271367031371,0.08792360735022309,52.54237288135594,0.13733159780711288,50.0,0.6887491324182198
6,0.6852584261942524,0.08788671365347277,53.813559322033896,0.13856814478620777,60.0,0.6917033657348144
7,0.6869869509205407,0.08720065556348462,55.08474576271186,0.1377331165580908,60.0,2.2971381158454647
8,0.720810488181074,0.08751744572295572,52.118644067796616,0.1373604528155075,80.0,0.690449322309989
9,0.6573001422948933,0.08676010611465572,56.779661016949156,0.13537895981537357,80.0,0.6949578357342208
10,0.6534198058336126,0.12270265418684029,50.847457627118644,0.1041246128790958,50.0,1.133572704231877
11,0.6690275024006875,0.08645707688918426,56.779661016949156,0.13546390658742488,70.0,0.7250815346733684
12,0.6527029855942147,0.08662332048260901,53.813559322033896,0.13200999134363378,60.0,0.5118232340629213
13,0.6227804553978961,0.08570473173239239,58.05084745762712,0.15535584647808762,50.0,7.227541337185391
14,4.365161148485974,0.23065742142844997,52.118644067796616,0.14772084755104822,80.0,0.7417336216285602
15,0.2749713077090748,0.08365334791282736,57.20338983050848,0.1852312464704295,50.0,0.5643054631916277
16,0.4648009070826224,0.09253741969573197,56.779661016949156,0.3296814485881769,50.0,0.7016306288588535
17,0.6762277553878588,0.12290576065175111,58.47457627118644,0.08031470632357576,50.0,0.6852815750326722
18,0.4473680356590717,0.08702871048679699,59.32203389830508,0.12292043678032889,50.0,0.6746292845624854
19,1.4370385398755996,0.10348199867696094,60.59322033898306,0.1315313800180814,60.0,0.707102642858841
20,0.5578840679747437,0.11132237111961733,57.6271186440678,0.13256994146679252,50.0,0.5865871601098311
21,0.9232893773652316,0.1296580652356195,58.47457627118644,0.13751644084496858,50.0,0.6012409597538368
22,0.1712181809597564,0.10363922273025497,61.440677966101696,0.194540235248538,70.0,0.4132979868113581
23,0.5148300403462202,0.0908269287875332,59.7457627118644,0.1877882166417097,50.0,0.6920027407651055
24,0.5960826846188171,0.10696133489402464,59.32203389830508,0.24503932211124782,60.0,0.5708779352029891
25,0.024562257462596132,0.12179123130932872,61.440677966101696,0.10525076246020812,60.0,1.755749203807989
26,0.02738310554492718,0.17079364597961919,56.779661016949156,0.3962578465145463,50.0,0.2757741254091188
27,0.30146631484453756,0.10494777280700772,61.86440677966102,0.2897418908359193,60.0,0.4259602021571174
28,0.4032403803282718,0.12042004926867762,61.440677966101696,0.3187837451081765,40.0,0.4834403217686121
