,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,NYU,NYU,NYU,NYU,NYU,NYU,NYU,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,3634.517509009544,561.7099745117591,0.0,0.0,0.0,0.0,0.0,11.133136139353276,0.0,0.0,0.0,0.0,0.0,83.52888130471038,5.669217490205655,0.0,0.0,0.0,0.0,0.0,22.80471669200801,9.708395607889353,0.0,0.0,0.0,0.0,0.0,53.47629271377633,2.7059010493468345,0.0,0.0,0.0,0.0,0.0,28.444514759073787,113.35006863399728,0.0,0.0,0.0,0.0,0.0,1876.4013789771739,7.870775440980944,0.0,0.0,0.0,0.0,0.0,75.31812255486328,92.01943908673492,0.0,0.0,0.0,0.0,0.0,2084.756477606021,72.03244219303875,0.0,0.0,0.0,0.0,0.0,445.3922478513635,153.02011577718736,0.0,0.0,0.0,0.0,0.0,818.4667294203862,115.66676641041417,0.0,0.0,0.0,0.0,0.0,1035.3612999674338,139.7985388829297,0.0,0.0,0.0,0.0,0.0,394.7483499123449,39.42965209485226,0.0,0.0,0.0,0.0,0.0,159.021451105509,51.47720217515465,0.0,0.0,0.0,0.0,0.0,238.48410470073236,543.9439963541272,0.0,0.0,0.0,0.0,0.0,3599.855469839149,807.0350269021977,0.0,0.0,0.0,0.0,0.0,4180.016063554414,78.75869625837508,0.0,0.0,0.0,0.0,0.0,589.435753722227
1,2299.104453041017,304.3045344783017,0.0,0.0,0.0,0.0,0.0,1.2973713686962838,0.0,0.0,0.0,0.0,0.0,27.94676311141689,3.04543879524271,0.0,0.0,0.0,0.0,0.0,7.423299406107868,4.76010901945377,0.0,0.0,0.0,0.0,0.0,37.17283567449504,0.8982328693369683,0.0,0.0,0.0,0.0,0.0,12.721159630160477,104.49511234191246,0.0,0.0,0.0,0.0,0.0,1301.0381861382004,2.102041919176518,0.0,0.0,0.0,0.0,0.0,14.260427355168094,54.06247879383153,0.0,0.0,0.0,0.0,0.0,475.10824301572984,19.119004294792745,0.0,0.0,0.0,0.0,0.0,430.65177813715616,80.74400158528542,0.0,0.0,0.0,0.0,0.0,1056.1216168605858,115.46408634178144,0.0,0.0,0.0,0.0,0.0,706.3896736516045,104.18623968392762,0.0,0.0,0.0,0.0,0.0,282.60476084053533,8.013887102785631,0.0,0.0,0.0,0.0,0.0,3.3555307733285593,39.87449896562981,0.0,0.0,0.0,0.0,0.0,46.14799669398494,432.1345632627907,0.0,0.0,0.0,0.0,0.0,2851.872960616599,809.1025100259038,0.0,0.0,0.0,0.0,0.0,3902.7006845160104,78.6160447966015,0.0,0.0,0.0,0.0,0.0,597.6586934221979
2,1327.109632556321,138.09125478839775,0.0,0.0,0.0,0.0,0.0,2.0538177451461235,0.0,0.0,0.0,0.0,0.0,7.942969334881361,1.641074529602826,0.0,0.0,0.0,0.0,0.0,3.526806707789151,3.7499867245715177,0.0,0.0,0.0,0.0,0.0,43.65965359657206,0.7278672349640691,0.0,0.0,0.0,0.0,0.0,9.076562665429643,72.46227468699935,0.0,0.0,0.0,0.0,0.0,1248.1246434227294,1.6680331145855367,0.0,0.0,0.0,0.0,0.0,54.75922948416094,21.699981239452917,0.0,0.0,0.0,0.0,0.0,1021.2453578794214,7.931772036071944,0.0,0.0,0.0,0.0,0.0,31.938466087173634,34.93993055836372,0.0,0.0,0.0,0.0,0.0,46.44088439093821,65.7223254967715,0.0,0.0,0.0,0.0,0.0,721.2213428593893,98.10198794779083,0.0,0.0,0.0,0.0,0.0,312.8756146554624,3.990156718747334,0.0,0.0,0.0,0.0,0.0,43.88981976856753,34.119333437996346,0.0,0.0,0.0,0.0,0.0,88.07275003300123,218.91170611637585,0.0,0.0,0.0,0.0,0.0,1679.6167223147772,575.8584772429397,0.0,0.0,0.0,0.0,0.0,3828.020043409091,60.817927890647375,0.0,0.0,0.0,0.0,0.0,461.0913302020776
3,419.00367589323906,38.39999152809635,0.0,0.0,0.0,0.0,0.0,0.5827596529828749,0.0,0.0,0.0,0.0,0.0,2.5732856312928867,1.2426170892039856,0.0,0.0,0.0,0.0,0.0,1.150377883510589,5.896473232007854,0.0,0.0,0.0,0.0,0.0,3.595980432092883,0.5012790029189307,0.0,0.0,0.0,0.0,0.0,9.764734485032662,46.68741589250493,0.0,0.0,0.0,0.0,0.0,1106.7276897924528,3.391266987072736,0.0,0.0,0.0,0.0,0.0,123.79645728656976,21.161194988104413,0.0,0.0,0.0,0.0,0.0,90.37418378208078,13.422301280355937,0.0,0.0,0.0,0.0,0.0,426.303803758507,27.139542318018655,0.0,0.0,0.0,0.0,0.0,198.6976132121546,17.358027771642437,0.0,0.0,0.0,0.0,0.0,182.71779731413605,72.2948590621396,0.0,0.0,0.0,0.0,0.0,448.9798388734145,3.9870770585211406,0.0,0.0,0.0,0.0,0.0,14.920635492639686,26.109785258236947,0.0,0.0,0.0,0.0,0.0,73.46094664006336,50.83106979772511,0.0,0.0,0.0,0.0,0.0,195.58597704532994,360.38595035762756,0.0,0.0,0.0,0.0,0.0,1948.7134053758118,41.653399982641666,0.0,0.0,0.0,0.0,0.0,312.4112925622089
4,249.6193234521184,23.370034629204376,0.0,0.0,0.0,0.0,0.0,2.0585707009936587,0.0,0.0,0.0,0.0,0.0,12.596451785359804,1.0653305411591205,0.0,0.0,0.0,0.0,0.0,2.686083585660439,4.597818979608904,0.0,0.0,0.0,0.0,0.0,11.283416950152457,0.3747489163191712,0.0,0.0,0.0,0.0,0.0,10.425971302956043,39.005801834640835,0.0,0.0,0.0,0.0,0.0,233.80126463057573,4.375229560949462,0.0,0.0,0.0,0.0,0.0,70.43911870509676,36.64648535430398,0.0,0.0,0.0,0.0,0.0,0.1779386634721526,13.344104542765116,0.0,0.0,0.0,0.0,0.0,77.40960595906436,26.168937868011596,0.0,0.0,0.0,0.0,0.0,224.31116838332943,6.526324826518916,0.0,0.0,0.0,0.0,0.0,90.34922483379776,42.903243226951865,0.0,0.0,0.0,0.0,0.0,73.27864992499828,3.1454044776258123,0.0,0.0,0.0,0.0,0.0,7.392931992965017,25.099880454684797,0.0,0.0,0.0,0.0,0.0,131.81447225145715,18.714188442491007,0.0,0.0,0.0,0.0,0.0,495.1737492952991,80.21126280222111,0.0,0.0,0.0,0.0,0.0,1130.4756309925233,15.147527352645872,0.0,0.0,0.0,0.0,0.0,191.30602149422614
5,138.1726146341869,7.0699107097975356,0.0,0.0,0.0,0.0,0.0,0.9734658083604614,0.0,0.0,0.0,0.0,0.0,10.844361750307614,0.7502781369212638,0.0,0.0,0.0,0.0,0.0,2.1605602747829122,2.6633014012576504,0.0,0.0,0.0,0.0,0.0,5.515636210218727,0.3414595360301083,0.0,0.0,0.0,0.0,0.0,3.6607358577580142,46.284828149518205,0.0,0.0,0.0,0.0,0.0,581.479792948451,1.4048268147187442,0.0,0.0,0.0,0.0,0.0,18.753916398370766,20.787010226989356,0.0,0.0,0.0,0.0,0.0,97.74521225779736,5.496272873610131,0.0,0.0,0.0,0.0,0.0,0.40338602534029927,18.019263541576606,0.0,0.0,0.0,0.0,0.0,152.35425749785807,6.555379077865384,0.0,0.0,0.0,0.0,0.0,56.40175960812024,29.552124682777023,0.0,0.0,0.0,0.0,0.0,156.37131534731628,4.229570538369022,0.0,0.0,0.0,0.0,0.0,26.086690989009128,15.798156013649992,0.0,0.0,0.0,0.0,0.0,236.69600623892555,24.238917569770035,0.0,0.0,0.0,0.0,0.0,220.092334458788,50.438669705779304,0.0,0.0,0.0,0.0,0.0,325.36482422442873,8.37200933555582,0.0,0.0,0.0,0.0,0.0,68.55837222231067
6,78.78491874137268,5.662562938271612,0.0,0.0,0.0,0.0,0.0,2.0145733840845734,0.0,0.0,0.0,0.0,0.0,9.097408666249008,0.8666864450856999,0.0,0.0,0.0,0.0,0.0,3.471445258075923,2.3046725787774895,0.0,0.0,0.0,0.0,0.0,2.3409343209464457,1.0046544444152778,0.0,0.0,0.0,0.0,0.0,3.969509807342632,53.247942660303835,0.0,0.0,0.0,0.0,0.0,131.33765534282136,2.206354742727463,0.0,0.0,0.0,0.0,0.0,103.77486786237839,12.112385066475232,0.0,0.0,0.0,0.0,0.0,300.00277817906107,5.265756857005811,0.0,0.0,0.0,0.0,0.0,0.07051618571469502,15.775658077590665,0.0,0.0,0.0,0.0,0.0,363.036263448652,11.575855881904976,0.0,0.0,0.0,0.0,0.0,112.79983048024172,24.805117834413586,0.0,0.0,0.0,0.0,0.0,129.6231284499977,4.344290165569639,0.0,0.0,0.0,0.0,0.0,15.988035307480049,18.639205683653028,0.0,0.0,0.0,0.0,0.0,101.32907162364596,31.102680546877178,0.0,0.0,0.0,0.0,0.0,160.29366910938475,15.770628852063407,0.0,0.0,0.0,0.0,0.0,219.69205985456222,11.038399634171228,0.0,0.0,0.0,0.0,0.0,42.1135733885167
7,71.79268020273886,5.235952132288569,0.0,0.0,0.0,0.0,0.0,1.4732534300206803,0.0,0.0,0.0,0.0,0.0,12.780636860928068,1.7751764589149597,0.0,0.0,0.0,0.0,0.0,5.275388029772292,1.4874828836516092,0.0,0.0,0.0,0.0,0.0,6.798545703856342,0.38007807169375685,0.0,0.0,0.0,0.0,0.0,2.796121478891608,45.015534662036345,0.0,0.0,0.0,0.0,0.0,185.6669061128538,1.5034970028371482,0.0,0.0,0.0,0.0,0.0,9.333579385241702,16.169239463973177,0.0,0.0,0.0,0.0,0.0,238.73222386509778,6.026629166033981,0.0,0.0,0.0,0.0,0.0,147.1488776501546,14.554587892770874,0.0,0.0,0.0,0.0,0.0,22.215290934288287,8.193459521509606,0.0,0.0,0.0,0.0,0.0,82.24642498322547,30.69014185688374,0.0,0.0,0.0,0.0,0.0,59.80718932193879,2.924064893393467,0.0,0.0,0.0,0.0,0.0,0.5783380376149333,14.960912189322118,0.0,0.0,0.0,0.0,0.0,186.47366929193535,17.208930816568063,0.0,0.0,0.0,0.0,0.0,142.02891870548206,9.547040469461297,0.0,0.0,0.0,0.0,0.0,145.70422364056355,8.945724019731388,0.0,0.0,0.0,0.0,0.0,110.8003347670942
8,83.86891810621644,4.636771758725119,0.0,0.0,0.0,0.0,0.0,0.42978844383904335,0.0,0.0,0.0,0.0,0.0,2.18435743597018,0.8617802464063783,0.0,0.0,0.0,0.0,0.0,7.726657132969852,1.3584498530109173,0.0,0.0,0.0,0.0,0.0,8.381888976379221,0.46892379148732766,0.0,0.0,0.0,0.0,0.0,7.816757161888473,30.446841619166843,0.0,0.0,0.0,0.0,0.0,149.21501732301314,2.131170643985503,0.0,0.0,0.0,0.0,0.0,30.863928936595823,6.04209442208897,0.0,0.0,0.0,0.0,0.0,73.4692643926089,6.296694795219199,0.0,0.0,0.0,0.0,0.0,167.54439490398755,14.746440573912432,0.0,0.0,0.0,0.0,0.0,6.08501026077493,7.437070973154702,0.0,0.0,0.0,0.0,0.0,60.029101755405215,26.94733235648567,0.0,0.0,0.0,0.0,0.0,173.45990688409012,11.13808363443993,0.0,0.0,0.0,0.0,0.0,47.5999319345765,12.57563973467632,0.0,0.0,0.0,0.0,0.0,86.27417108119293,24.817800161781314,0.0,0.0,0.0,0.0,0.0,101.00059091206856,6.806340109032966,0.0,0.0,0.0,0.0,0.0,100.74745747537278,7.086530501300785,0.0,0.0,0.0,0.0,0.0,69.2221760730816
