,ASD,ASD,ASD,ASD,ASD,ASD,ASD,SZ,SZ,SZ,SZ,SZ,SZ,SZ,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DEL22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DUP22q11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DEL16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DUP16p11_2,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,DUP1q21_1,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,ADHD,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2,DEL15q11_2
,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train,Loss/test,Accuracy/test,AUC/test,F1/test,Precision/test,Recall/test,Loss/train
0,0.6926815972120699,0.6934323190797511,47.08994708994709,0.5006200396825397,0.6159412463506063,0.4729166676600774,1.0,0.6929238740692618,50.0,0.5765997023809524,0.0,0.0,0.0,0.6942211004659993,0.6956467836531712,38.88888888888889,0.5027777777777778,0.0,0.0,0.0,0.6946614698185858,0.6948660729363774,22.22222222222222,0.6785714285714286,0.0,0.0,0.0,0.6925483147872536,0.9474438559213092,46.15384615384615,0.7666666666666666,0.5512820482254028,0.4125000014901161,1.0,1.5130730238863472,0.6923009700575352,57.14285714285714,0.6555555555555556,0.0,0.0,0.0,0.6907093361968515,0.6928605593040542,40.0,0.75,0.0,0.0,0.0,0.6978510158702793,0.6804722089232151,62.5,0.26666666666666666,0.0,0.0,0.0,0.6907386462435544,0.6911068102724379,64.65517241379311,0.433015873015873,0.0,0.0,0.0,0.6898834770873061,0.6921278589108233,57.14285714285714,0.736111111111111,0.6159396270910898,0.5,0.8333333333333334,0.6950070691852246
1,0.6951795793758527,0.6932406975422348,47.08994708994709,0.4644841269841269,0.61638894615074,0.4729166676600774,1.0,0.6928591950320646,50.0,0.6028645833333333,0.0,0.0,0.0,0.6900229917021948,0.6940834024357556,38.88888888888889,0.6527777777777778,0.0,0.0,0.0,0.6914489708848217,0.7720858142154007,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.7261076196805076,0.7176623620855435,46.15384615384615,0.7,0.6477272808551788,0.48750001192092896,1.0,0.6599894966759084,0.6929354095114766,64.28571428571429,0.4375,0.20000000298023224,0.5,0.125,0.691796718091864,0.6919274868416206,60.0,1.0,0.7179487347602844,0.5625,1.0,0.6936062170634225,0.8411357429256918,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0,0.6399537248450778,0.6918312655074075,64.65517241379311,0.47047619047619055,0.0,0.0,0.0,0.6911502199741351,0.6929877284424768,57.14285714285714,0.64375,0.7123987277348837,0.5625,1.0,0.6937178115351375
2,0.6928433939276939,0.6933566672091321,47.08994708994709,0.4595486111111111,0.6267454922199249,0.46979166691501933,1.0,0.6918486443280796,53.90625,0.6908854166666666,0.13244047574698925,0.3125,0.08541666902601719,0.6965408611997238,0.6943729985034186,38.88888888888889,0.5361111111111111,0.0,0.0,0.0,0.6946597227131327,0.6955148179762782,22.22222222222222,0.5,0.0,0.0,0.0,0.693446703277871,1.1386875883132554,46.15384615384615,0.5666666666666667,0.6477272808551788,0.48750001192092896,1.0,0.6804781346971186,0.6925606890859461,57.14285714285714,0.6333333333333333,0.0,0.0,0.0,0.6957393962128372,0.6923455736866957,70.0,0.7083333333333333,0.4285714328289032,0.375,0.5,0.6932887622253112,0.6761721927522769,62.5,0.5333333333333333,0.0,0.0,0.0,0.6580575203531995,0.6906965902501613,64.65517241379311,0.32349206349206344,0.0,0.0,0.0,0.6929937295540164,0.6932600790885863,35.714285714285715,0.33095238095238094,0.20357143382231394,0.3888888905445735,0.17380952586730322,0.6934287759654982
3,0.6930072625177849,0.6929635987415003,53.96825396825397,0.5315724206349206,0.06527777885397275,0.125,0.045138889302810035,0.6906833889656452,50.0,0.653125,0.0,0.0,0.0,0.6486403828121313,0.6990872159742372,38.88888888888889,0.5166666666666667,0.0,0.0,0.0,0.696766097869855,0.6945773938526164,22.22222222222222,0.6071428571428572,0.0,0.0,0.0,0.6923641205225075,0.761352338149892,46.15384615384615,0.5666666666666667,0.6477272808551788,0.48750001192092896,1.0,1.0197764300951662,0.6909680608252151,57.14285714285714,0.3958333333333333,0.0,0.0,0.0,0.6910581753008491,0.6924472106750804,60.0,0.6875,0.8333333432674408,0.75,1.0,0.6939048792645945,0.6929240073495374,50.0,0.6,0.0,0.0,0.0,0.775176348318269,0.6782519786542988,64.65517241379311,0.5332539682539683,0.0,0.0,0.0,0.7138413603105755,0.6964262021886506,42.857142857142854,0.2972222222222222,0.0,0.0,0.0,0.6881845465811249
4,0.6930151927802001,0.6931661767848929,47.08994708994709,0.5608630952380952,0.6167182475328445,0.4729166676600774,1.0,0.6872008994267657,50.0,0.6887276785714286,0.0,0.0,0.0,0.8151300735709168,0.7057507622853593,38.88888888888889,0.45,0.0,0.0,0.0,0.6699539391101607,0.6964757936412678,22.22222222222222,0.41666666666666663,0.0,0.0,0.0,0.6896702242687826,0.7514192875801518,46.15384615384615,0.5104166666666666,0.6190476417541504,0.45000000298023224,1.0,1.043508166243822,0.6888677696341785,57.14285714285714,0.5,0.0,0.0,0.0,0.6955065853990272,0.6914779715174121,60.0,0.75,0.8333333432674408,0.75,1.0,0.6936989191053452,0.6929300455870565,50.0,0.6666666666666666,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.6939358511496178,0.6672960390012223,64.65517241379311,0.4900000000000001,0.0,0.0,0.0,0.6121200437281406,0.698611065679302,42.857142857142854,0.3298611111111111,0.0,0.0,0.0,0.705718609157399
5,0.6925169049981303,0.6869994477079882,47.08994708994709,0.5813244047619047,0.6149489519496759,0.466666666790843,1.0,0.6804160384110418,51.5625,0.6080729166666666,0.0416666641831398,0.125,0.02500000037252903,0.6883641038751694,0.7377590239607325,38.88888888888889,0.45555555555555555,0.0,0.0,0.0,0.7525261844168427,0.7005035121236887,22.22222222222222,0.5,0.0,0.0,0.0,0.7031131332739796,0.6826075311739788,46.15384615384615,0.7166666666666667,0.6477272808551788,0.48750001192092896,1.0,0.6989202441392496,0.6873822067833704,57.14285714285714,0.5,0.0,0.0,0.0,0.7019777023503059,0.6924275603095371,60.0,0.4666666666666667,0.7179487347602844,0.5625,1.0,0.6940198000398685,0.6936548722781202,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0,0.6934332058898599,0.6677234938891661,64.65517241379311,0.3958730158730158,0.0,0.0,0.0,0.6359755046844383,0.7019362505828085,42.857142857142854,0.30317460317460315,0.0,0.0,0.0,0.7312136929668971
6,0.6923317000041429,0.6835628318426831,47.08994708994709,0.5660714285714286,0.627011659865578,0.4729166676600774,1.0,0.6841073320406732,50.78125,0.6645833333333332,0.0208333320915699,0.0625,0.012500000186264515,0.6228431269070155,0.7104888549307833,38.88888888888889,0.5166666666666667,0.0,0.0,0.0,0.6688486650893631,0.7038577852572386,22.22222222222222,0.45833333333333337,0.0,0.0,0.0,0.6821664645602338,0.6833681295584741,46.15384615384615,0.75,0.6444444805383682,0.5250000059604645,1.0,0.694512377160771,0.6877628894111167,57.14285714285714,0.65625,0.0,0.0,0.0,0.6898740213668464,0.6920592856867036,60.0,0.625,0.8333333432674408,0.75,1.0,0.6933971713102325,0.6944528495910479,37.5,0.4666666666666667,0.5454545617103577,0.375,1.0,0.6918726323958285,0.6601298939031194,64.65517241379311,0.4988492063492064,0.0,0.0,0.0,0.7903895771125744,0.697871519348419,42.857142857142854,0.4465277777777778,0.0,0.0,0.0,0.7006074267411208
7,0.6956310074251173,0.6851637393139776,46.03174603174603,0.5401041666666666,0.6208291873335838,0.464583333581686,0.9833333343267441,0.7961354525164878,60.15625,0.7432291666666667,0.26205357536673546,0.5,0.18125000409781933,0.23501698198236023,0.6713427504231915,55.55555555555556,0.5666666666666667,0.3333333333333333,0.6666666666666666,0.22222222884496054,0.6160728970857725,0.6897967559279903,77.77777777777779,0.25,0.46666666865348816,0.4375,0.5,0.6948026382356337,0.6668533936935058,46.15384615384615,0.5666666666666667,0.6477272808551788,0.48750001192092896,1.0,0.7113740332524155,0.6910178941776361,57.14285714285714,0.5625,0.0,0.0,0.0,0.6916981987409416,0.7206858298450874,0.0,0.25,0.0,0.0,0.0,0.6945766147944817,0.6773538962447256,37.5,0.4666666666666667,0.2857142686843872,0.25,0.3333333432674408,0.6895635977378148,0.66950922243725,64.65517241379311,0.4685714285714286,0.0,0.0,0.0,0.6442351921424598,0.69398650339249,42.857142857142854,0.40138888888888885,0.2222222238779068,0.4166666666666667,0.1583333338300387,0.6927262814685938
8,0.6915525130924363,0.6876595752197702,51.85185185185185,0.5623511904761905,0.44353355343143147,0.5166666700194279,0.463591272632281,0.6383263510439627,57.8125,0.7116071428571428,0.2121527809649706,0.421875,0.1549107190221548,0.5441612383063629,0.6959899750422368,44.44444444444444,0.5416666666666666,0.13333333532015482,0.3333333333333333,0.08333333333333333,0.8117684744181413,0.7042348076056593,22.22222222222222,0.41666666666666663,0.0,0.0,0.0,0.6885546153108638,1.0441006816912515,46.15384615384615,0.9166666666666667,0.6444444805383682,0.5250000059604645,1.0,0.6242825730617706,0.6896856533091426,57.14285714285714,0.4583333333333333,0.0,0.0,0.0,0.6995094434388829,0.7053304718782892,10.0,0.25,0.0,0.0,0.0,0.6933425651108494,0.6950517646005053,37.5,0.4,0.5454545617103577,0.375,1.0,0.6910888555371457,0.671183188213207,64.65517241379311,0.4088888888888889,0.0,0.0,0.0,0.6380775428705423,0.6953488503224529,42.857142857142854,0.37728174603174597,0.0,0.0,0.0,0.6908085123331479
