,DEL1q21_1,DEL1q21_1,DEL1q21_1,DUP16p11_2,DUP16p11_2,DUP16p11_2
,Loss/train,Loss/test,Accuracy/test,Loss/test,Accuracy/test,Loss/train
0,0.6996118053301718,0.13911322185451797,50.0,0.1070315507276689,42.857142857142854,0.7519622072366179
1,0.6936326818826245,0.1387835061914495,50.0,0.11537249405395636,42.857142857142854,0.7390527029913865
2,0.6943930917582523,0.13887234792091663,50.0,0.1018455614291937,42.857142857142854,0.6452185100402114
3,0.6936282671884935,0.13833778951793058,50.0,0.09990154821793638,35.714285714285715,0.8789757711169626
4,0.6931339232020577,0.13846062503349912,50.0,0.13273604269029904,35.714285714285715,0.6338446520331642
5,0.6931746213357164,0.13860405399471115,40.0,0.1373722057825434,42.857142857142854,0.4398507061916916
6,0.6915684007910747,0.13831881217690406,50.0,0.1095268531934065,50.0,0.3617435830319628
7,0.6915123151982181,0.13911206637871323,50.0,0.2760737919429572,35.714285714285715,0.7128252939664926
8,0.6671477873919931,0.13915098386442562,50.0,0.197563112207568,50.0,0.29190387957687014
9,0.6441696022068142,0.13351239617740052,50.0,0.20652341680605,50.0,0.139377167811231
10,1.0918701742242718,0.1195665009278625,50.0,0.20130467753126394,50.0,0.022971302839581213
11,0.8436698490142633,0.12969896192039881,50.0,0.3325212260374671,57.14285714285714,0.10025297796324587
12,0.7436201051026827,0.11550287235897527,50.0,0.2487129321493758,57.14285714285714,0.018419129452191395
13,0.41088826754263047,0.14243425312768707,50.0,0.1634695095893206,64.28571428571429,0.01512811161302823
14,0.37779889293895275,0.11496810168079415,90.0,0.266061590618814,57.14285714285714,0.002928571857861894
15,0.19695908871674642,0.06568169029866684,90.0,0.11706379738658165,71.42857142857143,0.0030187678063598854
16,0.14628872922063846,0.05487866755688083,90.0,0.1748226922500409,64.28571428571429,0.03427870184708166
17,0.17320906144271922,0.04169678278057025,90.0,0.367690203020364,64.28571428571429,0.0011703444678579373
18,0.9470759103635377,0.1328965210956483,60.0,0.11250986301235846,71.42857142857143,0.0018828700305513896
19,0.0201069315973364,0.03304168386190233,80.0,0.37741245644559746,64.28571428571429,0.0028446791831766996
20,0.005391722345820038,0.0357770054404947,90.0,0.12703083951964325,64.28571428571429,0.0012906956405440682
21,0.013204947168431078,0.027201107573341536,90.0,0.5087592939729202,50.0,0.00037483789087085505
22,0.0029020692871675772,0.034336293267967,90.0,0.11574223944165278,71.42857142857143,0.0010280443234869793
23,0.007679164744424803,0.04162804670175506,90.0,0.5843725993786132,42.857142857142854,0.00044326245866571255
24,0.03435177820081795,0.10336124281352643,90.0,0.11531957274987228,64.28571428571429,0.013571787743717912
25,0.002851681507025264,0.20210331706632823,60.0,0.3709783068041342,64.28571428571429,0.00022473694923815275
26,0.15592843866459744,0.2930461492379593,60.0,0.12282986100580524,57.14285714285714,0.0001967276858433027
27,0.015742729185927066,0.19253265562437796,90.0,0.6783037461679584,42.857142857142854,0.023667422756231033
28,0.0009537601132406044,0.1710160064544673,90.0,0.21489250002323732,57.14285714285714,0.0037157970652436233
29,0.0013358507161833487,0.1263977819187218,80.0,0.4249713146279097,64.28571428571429,0.006666920709043736
30,0.18691349410898123,0.3962328187775463,60.0,0.4666889121990498,64.28571428571429,0.015553206478614278
