,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD5,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD1,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD3,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,ADHD6,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,HSJ,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ1,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ2,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ3,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,SZ6,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip1,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,Svip2,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_CB,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UCLA_DS1,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11025,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11026,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,UKBB11027,USM,USM,USM,USM,USM,USM,USM
9,5.389076991608971,6.327292191329267,0.0,0.0,0.0,0.0,0.0,8.927367382761622,0.0,0.0,0.0,0.0,0.0,3.5377618474715553,4.223573165490155,0.0,0.0,0.0,0.0,0.0,2.977778375247772,2.495695074816843,0.0,0.0,0.0,0.0,0.0,9.272035291740725,88.852105090686,0.0,0.0,0.0,0.0,0.0,122.61379951051329,165.10727179513486,0.0,0.0,0.0,0.0,0.0,123.62350622884253,89.7087990213821,0.0,0.0,0.0,0.0,0.0,18.199401333268472,68.62516694785174,0.0,0.0,0.0,0.0,0.0,87.01109948462728,121.85028987022318,0.0,0.0,0.0,0.0,0.0,26.5152844148256,158.11937595794097,0.0,0.0,0.0,0.0,0.0,178.78045808925623,45.000513851326765,0.0,0.0,0.0,0.0,0.0,77.15984337685627,37.589901610775556,0.0,0.0,0.0,0.0,0.0,7.775377111782518,147.81098118393498,0.0,0.0,0.0,0.0,0.0,3.1819907294549385,315.0203469773812,0.0,0.0,0.0,0.0,0.0,131.9290706523173,174.27638179457298,0.0,0.0,0.0,0.0,0.0,70.10488098554922,189.63367005222153,0.0,0.0,0.0,0.0,0.0,84.18465045373014,95.0579008385839,0.0,0.0,0.0,0.0,0.0,22.381582514063556
10,2.8153869069826114,6.731031139571957,0.0,0.0,0.0,0.0,0.0,2.074106072728438,0.0,0.0,0.0,0.0,0.0,7.920762220802417,3.2309543329704495,0.0,0.0,0.0,0.0,0.0,2.1043419499640317,16.87691479507857,0.0,0.0,0.0,0.0,0.0,2.0903050040664617,139.0814559509028,0.0,0.0,0.0,0.0,0.0,240.5648772753065,88.57723161908065,0.0,0.0,0.0,0.0,0.0,36.46080396996667,142.4901435595246,0.0,0.0,0.0,0.0,0.0,10.970123044410757,80.47106621768701,0.0,0.0,0.0,0.0,0.0,36.276436354159564,61.857270133357055,0.0,0.0,0.0,0.0,0.0,186.72640111545104,65.18684625316293,0.0,0.0,0.0,0.0,0.0,123.16047780706867,61.91438885615842,0.0,0.0,0.0,0.0,0.0,24.96288516499596,16.884745978325007,0.0,0.0,0.0,0.0,0.0,24.21013342767905,110.13276860439036,0.0,0.0,0.0,0.0,0.0,21.13661039800071,138.7044512590912,0.0,0.0,0.0,0.0,0.0,71.35292527945101,120.11546358292446,0.0,0.0,0.0,0.0,0.0,58.66458188999403,80.72882428081512,0.0,0.0,0.0,0.0,0.0,186.2822521879751,58.21331117415269,0.0,0.0,0.0,0.0,0.0,15.441458767459249
11,4.142745407297286,8.772264767026162,0.0,0.0,0.0,0.0,0.0,2.2826207588853866,0.0,0.0,0.0,0.0,0.0,5.139981565955861,3.14068872358818,0.0,0.0,0.0,0.0,0.0,1.657992917839176,9.791379281841127,0.0,0.0,0.0,0.0,0.0,3.144552371935533,114.22943170474828,0.0,0.0,0.0,0.0,0.0,127.16176672429378,87.62449780755794,0.0,0.0,0.0,0.0,0.0,38.98143646031114,145.34303867310268,0.0,0.0,0.0,0.0,0.0,190.27457219790531,83.41375347093079,0.0,0.0,0.0,0.0,0.0,80.58247821034543,65.91975641949043,0.0,0.0,0.0,0.0,0.0,18.834045271079493,70.4233961848074,0.0,0.0,0.0,0.0,0.0,121.03428676244963,50.26191247692189,0.0,0.0,0.0,0.0,0.0,46.46303717131904,13.571409830954991,0.0,0.0,0.0,0.0,0.0,7.145021873346903,111.32287809221697,0.0,0.0,0.0,0.0,0.0,50.47305060397124,141.7009715282968,0.0,0.0,0.0,0.0,0.0,69.9033070885376,70.13653619645068,0.0,0.0,0.0,0.0,0.0,20.504020809134175,63.78925766273748,0.0,0.0,0.0,0.0,0.0,99.13406852719035,68.40170501078143,0.0,0.0,0.0,0.0,0.0,23.237144677313765
12,5.271932673727049,6.182458087945779,0.0,0.0,0.0,0.0,0.0,2.544963998314407,0.0,0.0,0.0,0.0,0.0,2.9125451250790344,2.9328147957351955,0.0,0.0,0.0,0.0,0.0,1.5675306977024022,4.006717770624078,0.0,0.0,0.0,0.0,0.0,0.1892782718092731,210.6486026762311,0.0,0.0,0.0,0.0,0.0,45.4487576876677,83.2222964862907,0.0,0.0,0.0,0.0,0.0,10.790175292377324,138.8588384002676,0.0,0.0,0.0,0.0,0.0,123.80067824448909,105.05380079188035,0.0,0.0,0.0,0.0,0.0,107.78357490656037,102.9069792668788,0.0,0.0,0.0,0.0,0.0,29.00549226412778,50.131696910643626,0.0,0.0,0.0,0.0,0.0,90.52786325169996,46.64549085581387,0.0,0.0,0.0,0.0,0.0,107.85297535394993,15.246753135270545,0.0,0.0,0.0,0.0,0.0,15.19812074560494,105.85204980813447,0.0,0.0,0.0,0.0,0.0,43.069935804549765,115.75660147330363,0.0,0.0,0.0,0.0,0.0,32.61337948132946,77.04954869086279,0.0,0.0,0.0,0.0,0.0,38.31975698237003,56.1989317798071,0.0,0.0,0.0,0.0,0.0,132.08318915514516,62.071412215058125,0.0,0.0,0.0,0.0,0.0,12.237912944374859
13,5.384929086161144,5.656949127779044,0.0,0.0,0.0,0.0,0.0,1.845015535550376,0.0,0.0,0.0,0.0,0.0,2.6104044849100156,3.4228394046595696,0.0,0.0,0.0,0.0,0.0,2.4596638556653785,8.296238307774013,0.0,0.0,0.0,0.0,0.0,2.5651606684510284,74.90451468826873,0.0,0.0,0.0,0.0,0.0,53.182967359587416,66.44632026322674,0.0,0.0,0.0,0.0,0.0,4.80487125675485,92.11905072848377,0.0,0.0,0.0,0.0,0.0,8.860146180262246,69.74289894249362,0.0,0.0,0.0,0.0,0.0,1.1580333772119855,51.92082073453438,0.0,0.0,0.0,0.0,0.0,79.9964670233125,41.121600799917374,0.0,0.0,0.0,0.0,0.0,89.02410177315326,24.56251563301195,0.0,0.0,0.0,0.0,0.0,7.8496031533799435,13.624582564538152,0.0,0.0,0.0,0.0,0.0,1.9815728411780282,91.41741117676548,0.0,0.0,0.0,0.0,0.0,58.78382154098338,150.63297525520753,0.0,0.0,0.0,0.0,0.0,76.72617185263256,78.37767599900985,0.0,0.0,0.0,0.0,0.0,34.802772503173415,54.477981605132115,0.0,0.0,0.0,0.0,0.0,81.85607600646213,57.87647796740805,0.0,0.0,0.0,0.0,0.0,18.37436763397166
14,3.2677968462861693,13.612959309674595,0.0,0.0,0.0,0.0,0.0,2.6175404158549003,0.0,0.0,0.0,0.0,0.0,3.507905619071739,6.592091064945451,0.0,0.0,0.0,0.0,0.0,1.7864468723805147,2.701213346873405,0.0,0.0,0.0,0.0,0.0,1.6042266239875613,98.99984736685309,0.0,0.0,0.0,0.0,0.0,135.12275887382145,69.37219595739938,0.0,0.0,0.0,0.0,0.0,17.100477262387603,85.53327264542972,0.0,0.0,0.0,0.0,0.0,73.89507942551411,71.5221411563287,0.0,0.0,0.0,0.0,0.0,125.13112246692397,59.44293129068112,0.0,0.0,0.0,0.0,0.0,55.90953874863685,49.26205721991673,0.0,0.0,0.0,0.0,0.0,77.44208024853138,40.22276517433744,0.0,0.0,0.0,0.0,0.0,10.027403220714346,12.705743437449213,0.0,0.0,0.0,0.0,0.0,23.962090600722167,88.54380954500111,0.0,0.0,0.0,0.0,0.0,88.7074647557758,154.13307943567904,0.0,0.0,0.0,0.0,0.0,9.63167750767744,50.74151797303632,0.0,0.0,0.0,0.0,0.0,14.238334799393789,95.2549767441832,0.0,0.0,0.0,0.0,0.0,91.73286541395214,57.85086655050904,0.0,0.0,0.0,0.0,0.0,12.64892497590016
15,4.863580783747547,8.30119546541584,0.0,0.0,0.0,0.0,0.0,3.5730683458024375,0.0,0.0,0.0,0.0,0.0,3.008914172086923,9.157016379218742,0.0,0.0,0.0,0.0,0.0,9.703572454255356,1.4109162762932297,0.0,0.0,0.0,0.0,0.0,4.497442476189088,78.00529562923617,0.0,0.0,0.0,0.0,0.0,126.38321141021986,94.30042304461429,0.0,0.0,0.0,0.0,0.0,10.317750603026969,76.63312596287238,0.0,0.0,0.0,0.0,0.0,12.233403358622416,118.75441871306434,0.0,0.0,0.0,0.0,0.0,67.6834605553106,44.558911988462846,0.0,0.0,0.0,0.0,0.0,37.551664669553816,50.13485886713116,0.0,0.0,0.0,0.0,0.0,73.60523931736836,23.327109243137013,0.0,0.0,0.0,0.0,0.0,60.63833133299943,13.389861489823032,0.0,0.0,0.0,0.0,0.0,5.288833353259746,84.31096306286126,0.0,0.0,0.0,0.0,0.0,26.98571085505227,129.0095930322076,0.0,0.0,0.0,0.0,0.0,27.2034692046579,65.51019293026431,0.0,0.0,0.0,0.0,0.0,18.555603310813662,43.74008298211696,0.0,0.0,0.0,0.0,0.0,67.49738102500554,51.84584229772533,0.0,0.0,0.0,0.0,0.0,39.46941996780522
16,3.978696898441541,6.255582593376841,0.0,0.0,0.0,0.0,0.0,1.6467050591252717,0.0,0.0,0.0,0.0,0.0,0.9317936205102654,3.3978185524175952,0.0,0.0,0.0,0.0,0.0,1.4627681093517533,1.497784645968928,0.0,0.0,0.0,0.0,0.0,4.147383099468077,69.76066276685444,0.0,0.0,0.0,0.0,0.0,15.441387480547418,85.71399650224504,0.0,0.0,0.0,0.0,0.0,4.525544653292155,85.20879924935807,0.0,0.0,0.0,0.0,0.0,30.54039278681002,81.24555989668804,0.0,0.0,0.0,0.0,0.0,23.11241933516323,44.072878751943826,0.0,0.0,0.0,0.0,0.0,78.05297039362361,25.444653091913217,0.0,0.0,0.0,0.0,0.0,30.921361669098058,23.702958079229262,0.0,0.0,0.0,0.0,0.0,54.482293787476735,12.824981919057116,0.0,0.0,0.0,0.0,0.0,9.34292006107873,81.08533434964461,0.0,0.0,0.0,0.0,0.0,6.758174264765273,131.73895360969692,0.0,0.0,0.0,0.0,0.0,106.80497547557314,58.08914818880506,0.0,0.0,0.0,0.0,0.0,23.070980902577396,83.31166072459521,0.0,0.0,0.0,0.0,0.0,32.76248381869701,50.91748839447499,0.0,0.0,0.0,0.0,0.0,22.31320748630201
17,1.2211573414652885,6.91805987979961,0.0,0.0,0.0,0.0,0.0,1.9027369279196653,0.0,0.0,0.0,0.0,0.0,15.555193822469812,4.8240713960983586,0.0,0.0,0.0,0.0,0.0,3.6409065601681205,1.820032803369586,0.0,0.0,0.0,0.0,0.0,3.366090424950559,41.491810916416114,0.0,0.0,0.0,0.0,0.0,64.31998610891267,176.69468900498498,0.0,0.0,0.0,0.0,0.0,60.33331682887194,93.41310171135844,0.0,0.0,0.0,0.0,0.0,2.3009826392693373,103.09816914099719,0.0,0.0,0.0,0.0,0.0,13.747406153429944,65.10301159579878,0.0,0.0,0.0,0.0,0.0,16.54387006654305,24.375997746220396,0.0,0.0,0.0,0.0,0.0,20.836160422840102,30.434399475513874,0.0,0.0,0.0,0.0,0.0,2.7201196650404396,19.802987520370678,0.0,0.0,0.0,0.0,0.0,7.213959354260711,72.9610685695172,0.0,0.0,0.0,0.0,0.0,19.259755181610405,120.84762604918129,0.0,0.0,0.0,0.0,0.0,37.49897245409918,54.04947983080858,0.0,0.0,0.0,0.0,0.0,19.657643344040665,52.98274146743283,0.0,0.0,0.0,0.0,0.0,56.91739607500712,52.61099348480582,0.0,0.0,0.0,0.0,0.0,6.371947463371206
18,12.133457559920103,5.564447612235665,0.0,0.0,0.0,0.0,0.0,2.883938786759545,0.0,0.0,0.0,0.0,0.0,4.869736166518213,2.5950427198765325,0.0,0.0,0.0,0.0,0.0,2.3001065171135475,10.758959519324417,0.0,0.0,0.0,0.0,0.0,4.337997071062635,84.80650804876106,0.0,0.0,0.0,0.0,0.0,111.01046373970821,85.83059534398035,0.0,0.0,0.0,0.0,0.0,49.249256469753405,76.07332849002478,0.0,0.0,0.0,0.0,0.0,51.071887076933415,83.47443397566273,0.0,0.0,0.0,0.0,0.0,66.84258064027962,46.298062833401275,0.0,0.0,0.0,0.0,0.0,85.29721881051965,34.18519324655054,0.0,0.0,0.0,0.0,0.0,163.8990794299642,30.759185175127225,0.0,0.0,0.0,0.0,0.0,8.791060586869452,12.80266362758125,0.0,0.0,0.0,0.0,0.0,14.410582118959285,79.40764132275939,0.0,0.0,0.0,0.0,0.0,25.807761928974653,169.63014098317564,0.0,0.0,0.0,0.0,0.0,64.416697507024,49.232366883704955,0.0,0.0,0.0,0.0,0.0,20.377511273512127,73.3314800668378,0.0,0.0,0.0,0.0,0.0,53.803278249617044,45.8660058471518,0.0,0.0,0.0,0.0,0.0,24.782188319718088
